TOKYO	tokyo	TOKYO
Reuters	reuter	Reuters
-	-	-
Eight	eight	Eight
bodies	bodi	body
,	,	,
which	which	which
had	had	had
been	been	been
reduced	reduc	reduced
partly	part	partly
to	to	to
skeletons	skeleton	skeleton
,	,	,
were	were	were
found	found	found
on	on	on
Monday	monday	Monday
in	in	in
a	a	a
small	small	small
wooden	wooden	wooden
ship	ship	ship
that	that	that
washed	wash	washed
up	up	up
on	on	on
a	a	a
beach	beach	beach
in	in	in
the	the	the
sea	sea	sea
of	of	of
Japan	japan	Japan
,	,	,
the	the	the
Japan	japan	Japan
Coast	coast	Coast
Guard	guard	Guard
JCG	jcg	JCG
said	said	said
.	.	.
The	the	The
ship	ship	ship
came	came	came
ashore	ashor	ashore
on	on	on
a	a	a
beach	beach	beach
70	70	70
km	km	km
44	44	44
miles	mile	mile
north	north	north
of	of	of
a	a	a
marina	marina	marina
where	where	where
police	polic	police
last	last	last
week	week	week
found	found	found
eight	eight	eight
men	men	men
who	who	who
said	said	said
they	they	they
were	were	were
from	from	from
North	north	North
Korea	korea	Korea
.	.	.
Police	polic	Police
said	said	said
they	they	they
appeared	appear	appeared
to	to	to
be	be	be
fishermen	fishermen	fisherman
whose	whose	whose
boat	boat	boat
,	,	,
found	found	found
nearby	nearbi	nearby
,	,	,
had	had	had
run	run	run
into	into	into
trouble	troubl	trouble
.	.	.
The	the	The
JCG	jcg	JCG
said	said	said
they	they	they
were	were	were
working	work	working
to	to	to
establish	establish	establish
the	the	the
nationalities	nation	nationality
of	of	of
the	the	the
eight	eight	eight
bodies	bodi	body
on	on	on
the	the	the
ship	ship	ship
.	.	.
The	the	The
bodies	bodi	body
of	of	of
two	two	two
males	male	male
,	,	,
similarly	similar	similarly
partly	part	partly
skeletonized	skeleton	skeletonized
,	,	,
were	were	were
also	also	also
found	found	found
at	at	at
the	the	the
weekend	weekend	weekend
on	on	on
the	the	the
western	western	western
shore	shore	shore
of	of	of
the	the	the
Sea	sea	Sea
of	of	of
Japan	japan	Japan
island	island	island
of	of	of
Sado	sado	Sado
.	.	.
Although	although	Although
the	the	the
nationalities	nation	nationality
of	of	of
these	these	these
two	two	two
have	have	have
not	not	not
yet	yet	yet
been	been	been
established	establish	established
,	,	,
what	what	what
appeared	appear	appeared
to	to	to
be	be	be
North	north	North
Korean	korean	Korean
cigarettes	cigarett	cigarette
and	and	and
life	life	life
jackets	jacket	jacket
with	with	with
Korean	korean	Korean
lettering	letter	lettering
on	on	on
them	them	them
were	were	were
nearby	nearbi	nearby
,	,	,
the	the	the
JCG	jcg	JCG
s	s	s
Sado	sado	Sado
station	station	station
said	said	said
.	.	.
Both	both	Both
local	local	local
police	polic	police
and	and	and
the	the	the
JCG	jcg	JCG
said	said	said
the	the	the
two	two	two
may	may	may
have	have	have
been	been	been
from	from	from
North	north	North
Korea	korea	Korea
.	.	.
The	the	The
incidents	incid	incident
come	come	come
at	at	at
a	a	a
time	time	time
of	of	of
rising	rise	rising
tension	tension	tension
over	over	over
North	north	North
Korea	korea	Korea
s	s	s
nuclear	nuclear	nuclear
arms	arm	arm
and	and	and
missile	missil	missile
programs	program	program
after	after	after
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
redesignated	redesign	redesignated
the	the	the
isolated	isol	isolated
nation	nation	nation
a	a	a
state	state	state
sponsor	sponsor	sponsor
of	of	of
terrorism	terror	terrorism
,	,	,
allowing	allow	allowing
the	the	the
United	unit	United
States	state	States
to	to	to
levy	levi	levy
further	further	further
sanctions	sanction	sanction
.	.	.
Experts	expert	Experts
say	say	say
North	north	North
Korea	korea	Korea
s	s	s
food	food	food
shortages	shortag	shortage
could	could	could
be	be	be
behind	behind	behind
what	what	what
is	is	is
potentially	potenti	potentially
a	a	a
series	seri	series
of	of	of
accidents	accid	accident
involving	involv	involving
North	north	North
Korean	korean	Korean
ships	ship	ship
.	.	.
North	north	North
Korea	korea	Korea
pushes	push	push
so	so	so
hard	hard	hard
for	for	for
its	it	it
people	peopl	people
to	to	to
gather	gather	gather
more	more	more
fish	fish	fish
so	so	so
that	that	that
they	they	they
can	can	can
make	make	make
up	up	up
their	their	their
food	food	food
shortages	shortag	shortage
,	,	,
said	said	said
Seo	seo	Seo
Yu	yu	Yu
-suk	-suk	-suk
,	,	,
research	research	research
manager	manag	manager
of	of	of
North	north	North
Korean	korean	Korean
Studies	studi	Studies
Institution	institut	Institution
in	in	in
Seoul	seoul	Seoul
.	.	.
Small	small	Small
and	and	and
old	old	old
North	north	North
Korean	korean	Korean
ships	ship	ship
that	that	that
sail	sail	sail
beyond	beyond	beyond
its	it	it
coastal	coastal	coastal
waters	water	water
are	are	are
vulnerable	vulner	vulnerable
to	to	to
bad	bad	bad
weather	weather	weather
,	,	,
he	he	he
said	said	said
.	.	.
Yoshihiko	yoshihiko	Yoshihiko
Yamada	yamada	Yamada
,	,	,
professor	professor	professor
at	at	at
Japan	japan	Japan
s	s	s
Tokai	tokai	Tokai
University	univers	University
,	,	,
said	said	said
fishermen	fishermen	fisherman
operating	oper	operating
in	in	in
the	the	the
Sea	sea	Sea
of	of	of
Japan	japan	Japan
have	have	have
just	just	just
entered	enter	entered
a	a	a
season	season	season
of	of	of
hostile	hostil	hostile
weather	weather	weather
conditions	condit	condition
.	.	.
During	dure	During
the	the	the
summer	summer	summer
,	,	,
the	the	the
Sea	sea	Sea
of	of	of
Japan	japan	Japan
is	is	is
quite	quit	quite
calm	calm	calm
.	.	.
But	but	But
it	it	it
starts	start	start
to	to	to
get	get	get
choppy	choppi	choppy
when	when	when
November	novemb	November
comes	come	come
.	.	.
It	it	It
gets	get	get
dangerous	danger	dangerous
when	when	when
northwesterly	northwest	northwesterly
winds	wind	wind
start	start	start
to	to	to
blow	blow	blow
,	,	,
he	he	he
said	said	said
.	.	.
A	a	A
total	total	total
of	of	of
43	43	43
wooden	wooden	wooden
ships	ship	ship
that	that	that
were	were	were
believed	believ	believed
to	to	to
have	have	have
come	come	come
from	from	from
the	the	the
Korean	korean	Korean
peninsula	peninsula	peninsula
washed	wash	washed
up	up	up
on	on	on
Japanese	japanes	Japanese
shores	shore	shore
or	or	or
were	were	were
seen	seen	seen
to	to	to
be	be	be
drifting	drift	drifting
off	off	off
Japan	japan	Japan
s	s	s
coast	coast	coast
from	from	from
January	januari	January
to	to	to
Nov	nov	Nov
.	.	.
22	22	22
this	this	this
year	year	year
,	,	,
compared	compar	compared
with	with	with
66	66	66
ships	ship	ship
for	for	for
the	the	the
whole	whole	whole
of	of	of
last	last	last
year	year	year
,	,	,
the	the	the
JCG	jcg	JCG
said	said	said
.	.	.
