Token	Stem	Lemma
WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
White	white	White
House	hous	House
spokesman	spokesman	spokesman
Sean	sean	Sean
Spicer	spicer	Spicer
said	said	said
on	on	on
Thursday	thursday	Thursday
he	he	he
believed	believ	believed
the	the	the
House	hous	House
of	of	of
Representatives	repres	Representatives
was	was	wa
still	still	still
on	on	on
track	track	track
to	to	to
hold	hold	hold
a	a	a
vote	vote	vote
on	on	on
Thursday	thursday	Thursday
night	night	night
on	on	on
healthcare	healthcar	healthcare
legislation	legisl	legislation
backed	back	backed
by	by	by
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
Spicer	spicer	Spicer
at	at	at
his	his	his
daily	daili	daily
news	news	news
briefing	brief	briefing
said	said	said
Trump	trump	Trump
s	s	s
meeting	meet	meeting
with	with	with
House	hous	House
Republican	republican	Republican
conservatives	conserv	conservative
who	who	who
make	make	make
up	up	up
the	the	the
Freedom	freedom	Freedom
Caucus	caucus	Caucus
was	was	wa
a	a	a
very	veri	very
positive	posit	positive
step	step	step
and	and	and
that	that	that
Trump	trump	Trump
continues	continu	continues
to	to	to
build	build	build
support	support	support
for	for	for
the	the	the
legislation	legisl	legislation
I	i	I
expect	expect	expect
it	it	it
to	to	to
climb	climb	climb
hour	hour	hour
by	by	by
hour	hour	hour
Spicer	spicer	Spicer
said	said	said
of	of	of
support	support	support
for	for	for
the	the	the
Republican	republican	Republican
healthcare	healthcar	healthcare
effort	effort	effort
He	he	He
said	said	said
drawing	draw	drawing
conservative	conserv	conservative
support	support	support
while	while	while
not	not	not
alienating	alien	alienating
moderate	moder	moderate
lawmakers	lawmak	lawmaker
remained	remain	remained
part	part	part
of	of	of
a	a	a
balancing	balanc	balancing
act	act	act
