Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
intelligence	intellig	intelligence
agencies	agenc	agency
have	have	have
alleged	alleg	alleged
that	that	that
Russia	russia	Russia
interfered	interf	interfered
in	in	in
the	the	the
2016	2016	2016
presidential	presidenti	presidential
election	elect	election
to	to	to
benefit	benefit	benefit
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
.	.	.
Law	law	Law
enforcement	enforc	enforcement
agencies	agenc	agency
and	and	and
congressional	congression	congressional
committees	committe	committee
are	are	are
investigating	investig	investigating
Russian	russian	Russian
meddling	meddl	meddling
and	and	and
possible	possibl	possible
collusion	collus	collusion
with	with	with
members	member	member
of	of	of
Trump	trump	Trump
s	s	s
campaign	campaign	campaign
.	.	.
Here	here	Here
is	is	is
what	what	what
is	is	is
publicly	public	publicly
known	known	known
and	and	and
not	not	not
known	known	known
How	how	How
did	did	did
the	the	the
investigations	investig	investigation
begin	begin	begin
?	?	?
Former	former	Former
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
ordered	order	ordered
U	u	U
.	.	.
S	s	S
.	.	.
intelligence	intellig	intelligence
agencies	agenc	agency
to	to	to
assess	assess	ass
whether	whether	whether
Russia	russia	Russia
tried	tri	tried
to	to	to
intervene	interven	intervene
in	in	in
the	the	the
election	elect	election
after	after	after
a	a	a
cyber	cyber	cyber
attack	attack	attack
on	on	on
the	the	the
Democratic	democrat	Democratic
National	nation	National
Committee	committe	Committee
in	in	in
July	juli	July
2016	2016	2016
and	and	and
the	the	the
publication	public	publication
of	of	of
thousands	thousand	thousand
of	of	of
hacked	hack	hacked
personal	person	personal
emails	email	email
from	from	from
Hillary	hillari	Hillary
Clinton	clinton	Clinton
s	s	s
campaign	campaign	campaign
manager	manag	manager
in	in	in
the	the	the
month	month	month
before	befor	before
the	the	the
Nov	nov	Nov
.	.	.
8	8	8
election	elect	election
.	.	.
Obama	obama	Obama
told	told	told
intelligence	intellig	intelligence
officials	offici	official
to	to	to
deliver	deliv	deliver
a	a	a
report	report	report
on	on	on
possible	possibl	possible
foreign	foreign	foreign
interference	interfer	interference
before	befor	before
he	he	he
left	left	left
the	the	the
White	white	White
House	hous	House
in	in	in
January	januari	January
2017	2017	2017
.	.	.
What	what	What
did	did	did
the	the	the
intelligence	intellig	intelligence
agencies	agenc	agency
find	find	find
?	?	?
The	the	The
Central	central	Central
Intelligence	intellig	Intelligence
Agency	agenc	Agency
,	,	,
the	the	the
Federal	feder	Federal
Bureau	bureau	Bureau
of	of	of
Investigation	investig	Investigation
and	and	and
the	the	the
National	nation	National
Security	secur	Security
Agency	agenc	Agency
concluded	conclud	concluded
in	in	in
a	a	a
report	report	report
declassified	declassifi	declassified
in	in	in
January	januari	January
that	that	that
Russian	russian	Russian
President	presid	President
Vladimir	vladimir	Vladimir
Putin	putin	Putin
ordered	order	ordered
a	a	a
campaign	campaign	campaign
not	not	not
just	just	just
to	to	to
undermine	undermin	undermine
confidence	confid	confidence
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
electoral	elector	electoral
system	system	system
but	but	but
to	to	to
affect	affect	affect
the	the	the
outcome	outcom	outcome
.	.	.
The	the	The
agencies	agenc	agency
said	said	said
Putin	putin	Putin
and	and	and
the	the	the
Russian	russian	Russian
government	govern	government
had	had	had
a	a	a
clear	clear	clear
preference	prefer	preference
for	for	for
Trump	trump	Trump
to	to	to
win	win	win
the	the	the
White	white	White
House	hous	House
.	.	.
Putin	putin	Putin
s	s	s
associates	associ	associate
hacked	hack	hacked
information	inform	information
,	,	,
paid	paid	paid
social	social	social
media	media	medium
trolls	troll	troll
and	and	and
backed	back	backed
efforts	effort	effort
by	by	by
Russian	russian	Russian
government	govern	government
agencies	agenc	agency
and	and	and
state	state	state
-funded	-fund	-funded
media	media	medium
to	to	to
sway	sway	sway
public	public	public
opinion	opinion	opinion
,	,	,
the	the	the
agencies	agenc	agency
said	said	said
.	.	.
The	the	The
report	report	report
stopped	stop	stopped
short	short	short
of	of	of
assessing	assess	assessing
whether	whether	whether
Russia	russia	Russia
succeeded	succeed	succeeded
in	in	in
swaying	sway	swaying
the	the	the
election	elect	election
result	result	result
.	.	.
Putin	putin	Putin
and	and	and
other	other	other
Russian	russian	Russian
officials	offici	official
have	have	have
repeatedly	repeat	repeatedly
denied	deni	denied
interfering	interf	interfering
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
election	elect	election
.	.	.
How	how	How
many	mani	many
U	u	U
.	.	.
S	s	S
.	.	.
investigations	investig	investigation
are	are	are
there	there	there
into	into	into
Russian	russian	Russian
election	elect	election
meddling	meddl	meddling
?	?	?
Comey	comey	Comey
told	told	told
the	the	the
House	hous	House
Intelligence	intellig	Intelligence
Committee	committe	Committee
on	on	on
March	march	March
20	20	20
that	that	that
the	the	the
FBI	fbi	FBI
was	was	wa
investigating	investig	investigating
Moscow	moscow	Moscow
s	s	s
role	role	role
in	in	in
the	the	the
election	elect	election
,	,	,
including	includ	including
possible	possibl	possible
collusion	collus	collusion
with	with	with
Trump	trump	Trump
s	s	s
campaign	campaign	campaign
.	.	.
The	the	The
Justice	justic	Justice
Department	depart	Department
announced	announc	announced
on	on	on
May	may	May
17	17	17
that	that	that
it	it	it
had	had	had
appointed	appoint	appointed
Robert	robert	Robert
Mueller	mueller	Mueller
,	,	,
a	a	a
former	former	former
FBI	fbi	FBI
director	director	director
,	,	,
as	as	a
special	special	special
counsel	counsel	counsel
to	to	to
lead	lead	lead
an	an	an
independent	independ	independent
Russia	russia	Russia
probe	probe	probe
.	.	.
Mueller	mueller	Mueller
would	would	would
,	,	,
if	if	if
the	the	the
evidence	evid	evidence
merits	merit	merit
,	,	,
work	work	work
in	in	in
tandem	tandem	tandem
with	with	with
the	the	the
FBI	fbi	FBI
to	to	to
handle	handl	handle
any	ani	any
related	relat	related
criminal	crimin	criminal
prosecutions	prosecut	prosecution
.	.	.
In	in	In
addition	addit	addition
,	,	,
there	there	there
are	are	are
multiple	multipl	multiple
committees	committe	committee
in	in	in
the	the	the
Senate	senat	Senate
and	and	and
House	hous	House
of	of	of
Representatives	repres	Representatives
investigating	investig	investigating
various	various	various
aspects	aspect	aspect
of	of	of
Russian	russian	Russian
election	elect	election
meddling	meddl	meddling
.	.	.
What	what	What
has	has	ha
Trump	trump	Trump
said	said	said
about	about	about
Russia	russia	Russia
s	s	s
role	role	role
in	in	in
the	the	the
election	elect	election
?	?	?
He	he	He
has	has	ha
not	not	not
taken	taken	taken
a	a	a
clear	clear	clear
public	public	public
position	posit	position
.	.	.
At	at	At
a	a	a
July	juli	July
2016	2016	2016
news	news	news
conference	confer	conference
,	,	,
Trump	trump	Trump
addressed	address	addressed
an	an	an
FBI	fbi	FBI
probe	probe	probe
into	into	into
Clinton	clinton	Clinton
s	s	s
use	use	use
of	of	of
a	a	a
private	privat	private
email	email	email
system	system	system
when	when	when
she	she	she
was	was	wa
secretary	secretari	secretary
of	of	of
state	state	state
and	and	and
emails	email	email
that	that	that
had	had	had
possibly	possibl	possibly
been	been	been
deleted	delet	deleted
by	by	by
saying	say	saying
I	i	I
will	will	will
tell	tell	tell
you	you	you
this	this	this
,	,	,
Russia	russia	Russia
if	if	if
you	you	you
re	re	re
listening	listen	listening
,	,	,
I	i	I
hope	hope	hope
you	you	you
re	re	re
able	abl	able
to	to	to
find	find	find
the	the	the
30	30	30
,	,	,
000	000	000
emails	email	email
that	that	that
are	are	are
missing	miss	missing
.	.	.
He	he	He
subsequently	subsequ	subsequently
dismissed	dismiss	dismissed
reports	report	report
,	,	,
including	includ	including
from	from	from
U	u	U
.	.	.
S	s	S
.	.	.
intelligence	intellig	intelligence
officials	offici	official
,	,	,
that	that	that
Russia	russia	Russia
had	had	had
attempted	attempt	attempted
to	to	to
intervene	interven	intervene
in	in	in
the	the	the
election	elect	election
on	on	on
his	his	his
behalf	behalf	behalf
.	.	.
The	the	The
first	first	first
time	time	time
Trump	trump	Trump
said	said	said
he	he	he
accepted	accept	accepted
the	the	the
findings	find	finding
of	of	of
the	the	the
intelligence	intellig	intelligence
agencies	agenc	agency
was	was	wa
at	at	at
a	a	a
Jan	jan	Jan
.	.	.
11	11	11
news	news	news
conference	confer	conference
ahead	ahead	ahead
of	of	of
his	his	his
inauguration	inaugur	inauguration
.	.	.
As	as	As
far	far	far
as	as	a
hacking	hack	hacking
,	,	,
I	i	I
think	think	think
it	it	it
was	was	wa
Russia	russia	Russia
,	,	,
Trump	trump	Trump
said	said	said
,	,	,
although	although	although
he	he	he
added	ad	added
It	it	It
could	could	could
have	have	have
been	been	been
others	other	others
also	also	also
.	.	.
Trump	trump	Trump
said	said	said
in	in	in
May	may	May
that	that	that
China	china	China
may	may	may
have	have	have
hacked	hack	hacked
the	the	the
emails	email	email
of	of	of
Democratic	democrat	Democratic
officials	offici	official
to	to	to
meddle	meddl	meddle
with	with	with
the	the	the
election	elect	election
,	,	,
offering	offer	offering
no	no	no
evidence	evid	evidence
and	and	and
countering	counter	countering
the	the	the
view	view	view
of	of	of
intelligence	intellig	intelligence
officials	offici	official
.	.	.
Trump	trump	Trump
has	has	ha
made	made	made
clear	clear	clear
on	on	on
multiple	multipl	multiple
occasions	occas	occasion
he	he	he
believes	believ	belief
the	the	the
Russia	russia	Russia
investigations	investig	investigation
have	have	have
run	run	run
their	their	their
course	cours	course
and	and	and
should	should	should
be	be	be
closed	close	closed
.	.	.
The	the	The
Russia	russia	Russia
-Trump	-trump	-Trump
collusion	collus	collusion
story	stori	story
is	is	is
a	a	a
total	total	total
hoax	hoax	hoax
,	,	,
when	when	when
will	will	will
this	this	this
taxpayer	taxpay	taxpayer
funded	fund	funded
charade	charad	charade
end	end	end
?	?	?
he	he	he
wrote	wrote	wrote
on	on	on
Twitter	twitter	Twitter
on	on	on
May	may	May
8	8	8
.	.	.
On	on	On
May	may	May
30	30	30
,	,	,
Trump	trump	Trump
tweeted	tweet	tweeted
Russian	russian	Russian
officials	offici	official
must	must	must
be	be	be
laughing	laugh	laughing
at	at	at
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
how	how	how
a	a	a
lame	lame	lame
excuse	excus	excuse
for	for	for
why	whi	why
