BRASILIA	brasilia	BRASILIA
Reuters	reuter	Reuters
-	-	-
Brazil	brazil	Brazil
s	s	s
federal	feder	federal
audit	audit	audit
court	court	court
on	on	on
Wednesday	wednesday	Wednesday
ordered	order	ordered
a	a	a
freeze	freez	freeze
of	of	of
former	former	former
President	presid	President
Dilma	dilma	Dilma
Rousseff	rousseff	Rousseff
s	s	s
assets	asset	asset
as	as	a
well	well	well
as	as	a
those	those	those
of	of	of
Jos	jos	Jos
S	s	S
rgio	rgio	rgio
Gabrielli	gabrielli	Gabrielli
,	,	,
ex	ex	ex
-head	-head	-head
of	of	of
state	state	state
-run	-run	-run
oil	oil	oil
company	compani	company
Petrobras	petrobra	Petrobras
,	,	,
over	over	over
a	a	a
580	580	580
million	million	million
loss	loss	loss
in	in	in
the	the	the
2006	2006	2006
purchase	purchas	purchase
of	of	of
a	a	a
Texas	texa	Texas
refinery	refineri	refinery
.	.	.
The	the	The
order	order	order
also	also	also
covered	cover	covered
former	former	former
Finance	financ	Finance
Minister	minist	Minister
Antonio	antonio	Antonio
Palocci	palocci	Palocci
and	and	and
three	three	three
members	member	member
of	of	of
the	the	the
board	board	board
of	of	of
directors	director	director
of	of	of
Petroleo	petroleo	Petroleo
Brasileiro	brasileiro	Brasileiro
SA	sa	SA
,	,	,
as	as	a
Petrobras	petrobra	Petrobras
is	is	is
formally	formal	formally
known	known	known
,	,	,
who	who	who
approved	approv	approved
the	the	the
controversial	controversi	controversial
purchase	purchas	purchase
.	.	.
The	the	The
court	court	court
,	,	,
known	known	known
as	as	a
the	the	the
TCU	tcu	TCU
,	,	,
said	said	said
it	it	it
detected	detect	detected
irregularities	irregular	irregularity
in	in	in
the	the	the
purchase	purchas	purchase
of	of	of
the	the	the
refinery	refineri	refinery
in	in	in
Pasadena	pasadena	Pasadena
,	,	,
Texas	texa	Texas
,	,	,
a	a	a
move	move	move
that	that	that
it	it	it
considered	consid	considered
made	made	made
no	no	no
business	busi	business
sense	sens	sense
.	.	.
Rousseff	rousseff	Rousseff
said	said	said
in	in	in
a	a	a
statement	statement	statement
that	that	that
there	there	there
was	was	wa
no	no	no
evidence	evid	evidence
any	ani	any
crime	crime	crime
was	was	wa
committed	commit	committed
by	by	by
Petrobras	petrobra	Petrobras
board	board	board
members	member	member
who	who	who
approved	approv	approved
the	the	the
deal	deal	deal
.	.	.
Petrobras	petrobra	Petrobras
paid	paid	paid
360	360	360
million	million	million
for	for	for
half	half	half
of	of	of
Pasadena	pasadena	Pasadena
Refining	refin	Refining
in	in	in
2006	2006	2006
,	,	,
more	more	more
than	than	than
eight	eight	eight
times	time	time
what	what	what
its	it	it
previous	previous	previous
owner	owner	owner
,	,	,
Astra	astra	Astra
Oil	oil	Oil
,	,	,
a	a	a
unit	unit	unit
of	of	of
Belgian	belgian	Belgian
-controlled	-control	-controlled
Astra	astra	Astra
Transcor	transcor	Transcor
Energy	energi	Energy
,	,	,
paid	paid	paid
for	for	for
the	the	the
112	112	112
,	,	,
000	000	000
-barrel-a-day	-barrel-a-day	-barrel-a-day
refinery	refineri	refinery
a	a	a
year	year	year
earlier	earlier	earlier
.	.	.
By	by	By
2012	2012	2012
,	,	,
Petrobras	petrobra	Petrobras
had	had	had
sunk	sunk	sunk
1	1	1
.	.	.
18	18	18
billion	billion	billion
into	into	into
it	it	it
including	includ	including
the	the	the
cost	cost	cost
of	of	of
buying	buy	buying
out	out	out
Astra	astra	Astra
s	s	s
remaining	remain	remaining
half	half	half
after	after	after
a	a	a
legal	legal	legal
dispute	disput	dispute
between	between	between
both	both	both
firms	firm	firm
.	.	.
Rousseff	rousseff	Rousseff
,	,	,
who	who	who
was	was	wa
impeached	impeach	impeached
last	last	last
year	year	year
for	for	for
breaking	break	breaking
budget	budget	budget
rules	rule	rule
,	,	,
was	was	wa
chief	chief	chief
of	of	of
staff	staff	staff
for	for	for
President	presid	President
Luiz	luiz	Luiz
Inacio	inacio	Inacio
Lula	lula	Lula
da	da	da
Silva	silva	Silva
at	at	at
the	the	the
time	time	time
of	of	of
the	the	the
refinery	refineri	refinery
purchase	purchas	purchase
and	and	and
chaired	chair	chaired
the	the	the
Petrobras	petrobra	Petrobras
board	board	board
of	of	of
directors	director	director
.	.	.
She	she	She
succeeded	succeed	succeeded
Lula	lula	Lula
in	in	in
2011	2011	2011
.	.	.
Federal	feder	Federal
prosecutors	prosecutor	prosecutor
investigating	investig	investigating
overpriced	overpr	overpriced
Petrobras	petrobra	Petrobras
contracts	contract	contract
in	in	in
the	the	the
country	countri	country
s	s	s
largest	largest	largest
ever	ever	ever
corruption	corrupt	corruption
scandal	scandal	scandal
centered	center	centered
on	on	on
the	the	the
oil	oil	oil
company	compani	company
said	said	said
in	in	in
2015	2015	2015
that	that	that
they	they	they
uncovered	uncov	uncovered
evidence	evid	evidence
that	that	that
15	15	15
million	million	million
in	in	in
bribes	bribe	bribe
were	were	were
paid	paid	paid
as	as	a
part	part	part
of	of	of
the	the	the
initial	initi	initial
purchase	purchas	purchase
of	of	of
50	50	50
percent	percent	percent
of	of	of
the	the	the
refinery	refineri	refinery
.	.	.
They	they	They
said	said	said
Petrobras	petrobra	Petrobras
overpaid	overpaid	overpaid
for	for	for
the	the	the
facility	facil	facility
and	and	and
alleged	alleg	alleged
it	it	it
was	was	wa
in	in	in
terrible	terribl	terrible
condition	condit	condition
.	.	.
Rousseff	rousseff	Rousseff
said	said	said
the	the	the
purchase	purchas	purchase
was	was	wa
decided	decid	decided
based	base	based
on	on	on
incorrect	incorrect	incorrect
financial	financi	financial
and	and	and
legal	legal	legal
information	inform	information
provided	provid	provided
by	by	by
a	a	a
director	director	director
who	who	who
has	has	ha
since	sinc	since
been	been	been
convicted	convict	convicted
of	of	of
corruption	corrupt	corruption
.	.	.
She	she	She
added	ad	added
that	that	that
the	the	the
TCU	tcu	TCU
has	has	ha
in	in	in
previous	previous	previous
rulings	rule	ruling
exempted	exempt	exempted
board	board	board
members	member	member
of	of	of
responsibility	respons	responsibility
for	for	for
the	the	the
losses	loss	loss
incurred	incur	incurred
.	.	.
The	the	The
TCU	tcu	TCU
said	said	said
the	the	the
freeze	freez	freeze
would	would	would
last	last	last
one	one	one
year	year	year
and	and	and
cover	cover	cover
assets	asset	asset
that	that	that
could	could	could
guarantee	guarante	guarantee
the	the	the
return	return	return
to	to	to
public	public	public
coffers	coffer	coffer
of	of	of
the	the	the
losses	loss	loss
run	run	run
up	up	up
by	by	by
Petrobras	petrobra	Petrobras
in	in	in
buying	buy	buying
the	the	the
refinery	refineri	refinery
.	.	.
It	it	It
was	was	wa
not	not	not
clear	clear	clear
how	how	how
the	the	the
580	580	580
million	million	million
could	could	could
be	be	be
recovered	recov	recovered
.	.	.
Rousseff	rousseff	Rousseff
s	s	s
assets	asset	asset
declared	declar	declared
before	befor	before
her	her	her
2014	2014	2014
re	re	re
-election	-elect	-election
included	includ	included
three	three	three
apartments	apart	apartment
,	,	,
two	two	two
land	land	land
lots	lot	lot
and	and	and
a	a	a
house	hous	house
in	in	in
the	the	the
southern	southern	southern
city	citi	city
of	of	of
Porto	porto	Porto
Alegre	alegr	Alegre
,	,	,
plus	plus	plus
cash	cash	cash
and	and	and
savings	save	saving
,	,	,
totaling	total	totaling
1	1	1
.	.	.
75	75	75
million	million	million
reais	reai	reais
551	551	551
,	,	,
754	754	754
.	.	.
