BEIRUT	beirut	BEIRUT
PARIS	pari	PARIS
Reuters	reuter	Reuters
-	-	-
Hezbollah	hezbollah	Hezbollah
s	s	s
leader	leader	leader
said	said	said
on	on	on
Friday	friday	Friday
that	that	that
Saudi	saudi	Saudi
Arabia	arabia	Arabia
had	had	had
declared	declar	declared
war	war	war
on	on	on
Lebanon	lebanon	Lebanon
and	and	and
his	his	his
Iran	iran	Iran
-backed	-back	-backed
group	group	group
,	,	,
accusing	accus	accusing
Riyadh	riyadh	Riyadh
of	of	of
detaining	detain	detaining
Saad	saad	Saad
al	al	al
-Hariri	-hariri	-Hariri
and	and	and
forcing	forc	forcing
him	him	him
to	to	to
resign	resign	resign
as	as	a
Lebanon	lebanon	Lebanon
s	s	s
prime	prime	prime
minister	minist	minister
to	to	to
destabilize	destabil	destabilize
the	the	the
country	countri	country
.	.	.
France	franc	France
became	becam	became
the	the	the
first	first	first
Western	western	Western
country	countri	country
to	to	to
indicate	indic	indicate
that	that	that
Saudi	saudi	Saudi
Arabia	arabia	Arabia
was	was	wa
holding	hold	holding
Hariri	hariri	Hariri
against	against	against
his	his	his
will	will	will
,	,	,
saying	say	saying
it	it	it
wished	wish	wished
for	for	for
him	him	him
to	to	to
have	have	have
all	all	all
his	his	his
freedom	freedom	freedom
of	of	of
movement	movement	movement
and	and	and
be	be	be
fully	fulli	fully
able	abl	able
to	to	to
play	play	play
the	the	the
essential	essenti	essential
role	role	role
that	that	that
is	is	is
his	his	his
in	in	in
Lebanon	lebanon	Lebanon
.	.	.
Hariri	hariri	Hariri
s	s	s
resignation	resign	resignation
has	has	ha
plunged	plung	plunged
Lebanon	lebanon	Lebanon
into	into	into
crisis	crisi	crisis
,	,	,
thrusting	thrust	thrusting
the	the	the
small	small	small
Arab	arab	Arab
country	countri	country
back	back	back
to	to	to
the	the	the
forefront	forefront	forefront
of	of	of
regional	region	regional
rivalry	rivalri	rivalry
between	between	between
the	the	the
Sunni	sunni	Sunni
Muslim	muslim	Muslim
monarchy	monarchi	monarchy
Saudi	saudi	Saudi
Arabia	arabia	Arabia
and	and	and
Shi	shi	Shi
ite	ite	ite
revolutionary	revolutionari	revolutionary
Iran	iran	Iran
.	.	.
Sayyed	sayi	Sayyed
Hassan	hassan	Hassan
Nasrallah	nasrallah	Nasrallah
,	,	,
the	the	the
Hezbollah	hezbollah	Hezbollah
leader	leader	leader
,	,	,
said	said	said
Saudi	saudi	Saudi
Arabia	arabia	Arabia
s	s	s
detention	detent	detention
of	of	of
Hariri	hariri	Hariri
,	,	,
a	a	a
long	long	long
-time	-time	-time
Saudi	saudi	Saudi
ally	alli	ally
who	who	who
declared	declar	declared
his	his	his
resignation	resign	resignation
while	while	while
in	in	in
Riyadh	riyadh	Riyadh
last	last	last
Saturday	saturday	Saturday
,	,	,
was	was	wa
an	an	an
insult	insult	insult
to	to	to
all	all	all
Lebanese	lebanes	Lebanese
and	and	and
he	he	he
must	must	must
return	return	return
to	to	to
Lebanon	lebanon	Lebanon
.	.	.
Let	let	Let
