LONDON	london	LONDON
Reuters	reuter	Reuters
-	-	-
Iran	iran	Iran
has	has	ha
no	no	no
need	need	need
to	to	to
increase	increas	increase
the	the	the
range	rang	range
of	of	of
its	it	it
ballistic	ballist	ballistic
missiles	missil	missile
as	as	a
they	they	they
could	could	could
already	alreadi	already
reach	reach	reach
U	u	U
.	.	.
S	s	S
.	.	.
forces	forc	force
stationed	station	stationed
in	in	in
the	the	the
region	region	region
,	,	,
the	the	the
head	head	head
of	of	of
the	the	the
Revolutionary	revolutionari	Revolutionary
Guards	guard	Guards
said	said	said
on	on	on
Tuesday	tuesday	Tuesday
.	.	.
As	as	As
U	u	U
.	.	.
S	s	S
.	.	.
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
seeks	seek	seek
to	to	to
impose	impos	impose
new	new	new
sanctions	sanction	sanction
against	against	against
Iran	iran	Iran
s	s	s
missile	missil	missile
program	program	program
,	,	,
Major	major	Major
-General	-gener	-General
Mohammad	mohammad	Mohammad
Ali	ali	Ali
Jafari	jafari	Jafari
said	said	said
sanctions	sanction	sanction
would	would	would
only	onli	only
increase	increas	increase
number	number	number
of	of	of
Iranian	iranian	Iranian
missiles	missil	missile
,	,	,
and	and	and
their	their	their
precision	precis	precision
.	.	.
Trump	trump	Trump
this	this	this
month	month	month
refused	refus	refused
to	to	to
certify	certifi	certify
Tehran	tehran	Tehran
s	s	s
compliance	complianc	compliance
with	with	with
a	a	a
deal	deal	deal
struck	struck	struck
with	with	with
world	world	world
powers	power	power
to	to	to
curb	curb	curb
its	it	it
nuclear	nuclear	nuclear
program	program	program
in	in	in
return	return	return
for	for	for
lifting	lift	lifting
most	most	most
international	intern	international
sanctions	sanction	sanction
.	.	.
The	the	The
House	hous	House
of	of	of
Representatives	repres	Representatives
voted	vote	voted
last	last	last
week	week	week
for	for	for
new	new	new
sanctions	sanction	sanction
on	on	on
Iran	iran	Iran
s	s	s
ballistic	ballist	ballistic
missile	missil	missile
program	program	program
and	and	and
Trump	trump	Trump
has	has	ha
urged	urg	urged
U	u	U
.	.	.
S	s	S
.	.	.
allies	alli	ally
to	to	to
join	join	join
Washington	washington	Washington
in	in	in
taking	take	taking
strong	strong	strong
action	action	action
to	to	to
curb	curb	curb
Iran	iran	Iran
s	s	s
continued	continu	continued
dangerous	danger	dangerous
and	and	and
destabilizing	destabil	destabilizing
behavior	behavior	behavior
,	,	,
including	includ	including
sanctions	sanction	sanction
targeting	target	targeting
its	it	it
missile	missil	missile
development	develop	development
.	.	.
Our	our	Our
missiles	missil	missile
range	rang	range
is	is	is
2	2	2
,	,	,
000	000	000
kilometers	kilomet	kilometer
1	1	1
,	,	,
200	200	200
miles	mile	mile
,	,	,
and	and	and
that	that	that
can	can	can
be	be	be
increased	increas	increased
,	,	,
but	but	but
we	we	we
believe	believ	believe
this	this	this
range	rang	range
is	is	is
enough	enough	enough
for	for	for
the	the	the
Islamic	islam	Islamic
Republic	republ	Republic
as	as	a
most	most	most
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
forces	forc	force
and	and	and
most	most	most
of	of	of
their	their	their
interests	interest	interest
in	in	in
the	the	the
region	region	region
are	are	are
within	within	within
this	this	this
range	rang	range
,	,	,
Jafari	jafari	Jafari
was	was	wa
quoted	quot	quoted
as	as	a
saying	say	saying
by	by	by
Tasnim	tasnim	Tasnim
news	news	news
agency	agenc	agency
.	.	.
Americans	american	Americans
are	are	are
trying	tri	trying
to	to	to
impose	impos	impose
new	new	new
sanctions	sanction	sanction
against	against	against
the	the	the
Revolutionary	revolutionari	Revolutionary
Guards	guard	Guards
for	for	for
its	it	it
missile	missil	missile
program	program	program
,	,	,
but	but	but
that	that	that
is	is	is
an	an	an
excuse	excus	excuse
to	to	to
harm	harm	harm
Iran	iran	Iran
s	s	s
economy	economi	economy
,	,	,
Jafari	jafari	Jafari
said	said	said
.	.	.
Iran	iran	Iran
has	has	ha
one	one	one
of	of	of
the	the	the
Middle	middl	Middle
East	east	East
s	s	s
largest	largest	largest
missile	missil	missile
programs	program	program
and	and	and
some	some	some
of	of	of
its	it	it
precision	precis	precision
-guided	-guid	-guided
missiles	missil	missile
have	have	have
the	the	the
range	rang	range
to	to	to
strike	strike	strike
Israel	israel	Israel
.	.	.
The	the	The
United	unit	United
States	state	States
says	say	say
Iran	iran	Iran
s	s	s
missile	missil	missile
program	program	program
is	is	is
a	a	a
breach	breach	breach
of	of	of
international	intern	international
law	law	law
because	becaus	because
the	the	the
missiles	missil	missile
could	could	could
carry	carri	carry
nuclear	nuclear	nuclear
warheads	warhead	warhead
in	in	in
the	the	the
future	futur	future
.	.	.
Iran	iran	Iran
denies	deni	denies
it	it	it
is	is	is
seeking	seek	seeking
nuclear	nuclear	nuclear
weapons	weapon	weapon
and	and	and
says	say	say
its	it	it
nuclear	nuclear	nuclear
program	program	program
is	is	is
for	for	for
civilian	civilian	civilian
uses	use	us
only	onli	only
.	.	.
