BEIRUT	beirut	BEIRUT
Reuters	reuter	Reuters
-	-	-
The	the	The
Syrian	syrian	Syrian
government	govern	government
declared	declar	declared
victory	victori	victory
over	over	over
Islamic	islam	Islamic
State	state	State
in	in	in
the	the	the
eastern	eastern	eastern
city	citi	city
of	of	of
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
on	on	on
Friday	friday	Friday
,	,	,
a	a	a
big	big	big
blow	blow	blow
to	to	to
the	the	the
jihadists	jihadist	jihadist
as	as	a
their	their	their
last	last	last
stronghold	stronghold	stronghold
in	in	in
Syria	syria	Syria
crumbles	crumbl	crumbles
.	.	.
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
,	,	,
on	on	on
the	the	the
west	west	west
bank	bank	bank
of	of	of
the	the	the
Euphrates	euphrat	Euphrates
River	river	River
,	,	,
is	is	is
the	the	the
largest	largest	largest
and	and	and
most	most	most
important	import	important
city	citi	city
in	in	in
eastern	eastern	eastern
Syria	syria	Syria
,	,	,
and	and	and
is	is	is
the	the	the
center	center	center
of	of	of
the	the	the
country	countri	country
s	s	s
oil	oil	oil
production	product	production
.	.	.
The	the	The
armed	arm	armed
forces	forc	force
,	,	,
in	in	in
cooperation	cooper	cooperation
with	with	with
allied	alli	allied
forces	forc	force
,	,	,
liberated	liber	liberated
the	the	the
city	citi	city
of	of	of
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
completely	complet	completely
from	from	from
the	the	the
clutches	clutch	clutch
of	of	of
the	the	the
Daesh	daesh	Daesh
terrorist	terrorist	terrorist
organization	organ	organization
,	,	,
the	the	the
military	militari	military
source	sourc	source
said	said	said
,	,	,
using	use	using
an	an	an
Arabic	arab	Arabic
acronym	acronym	acronym
for	for	for
Islamic	islam	Islamic
State	state	State
.	.	.
The	the	The
army	armi	army
,	,	,
backed	back	backed
by	by	by
Russian	russian	Russian
bombers	bomber	bomber
,	,	,
Iran	iran	Iran
and	and	and
Shi	shi	Shi
ite	ite	ite
militias	militia	militia
,	,	,
is	is	is
advancing	advanc	advancing
toward	toward	toward
the	the	the
last	last	last
significant	signific	significant
town	town	town
held	held	held
by	by	by
Islamic	islam	Islamic
State	state	State
in	in	in
Syria	syria	Syria
,	,	,
Albu	albu	Albu
Kamal	kamal	Kamal
,	,	,
which	which	which
is	is	is
also	also	also
located	locat	located
on	on	on
the	the	the
western	western	western
bank	bank	bank
of	of	of
the	the	the
Euphrates	euphrat	Euphrates
.	.	.
A	a	A
rival	rival	rival
offensive	offens	offensive
by	by	by
Kurdish	kurdish	Kurdish
and	and	and
Arab	arab	Arab
militias	militia	militia
supported	support	supported
by	by	by
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
-led	-led	-led
coalition	coalit	coalition
with	with	with
air	air	air
strikes	strike	strike
and	and	and
special	special	special
forces	forc	force
,	,	,
is	is	is
pressing	press	pressing
Islamic	islam	Islamic
State	state	State
on	on	on
the	the	the
eastern	eastern	eastern
bank	bank	bank
.	.	.
Iraqi	iraqi	Iraqi
forces	forc	force
on	on	on
Friday	friday	Friday
said	said	said
they	they	they
had	had	had
begun	begun	begun
their	their	their
own	own	own
final	final	final
offensive	offens	offensive
against	against	against
Islamic	islam	Islamic
State	state	State
on	on	on
the	the	the
Iraqi	iraqi	Iraqi
side	side	side
of	of	of
the	the	the
jihadist	jihadist	jihadist
territory	territori	territory
that	that	that
straddles	straddl	straddle
the	the	the
border	border	border
between	between	between
the	the	the
two	two	two
countries	countri	country
,	,	,
entering	enter	entering
the	the	the
city	citi	city
of	of	of
al	al	al
-Qaim	-qaim	-Qaim
.	.	.
Islamic	islam	Islamic
State	state	State
had	had	had
for	for	for
years	year	year
besieged	besieg	besieged
a	a	a
government	govern	government
enclave	enclav	enclave
in	in	in
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
until	until	until
an	an	an
army	armi	army
advance	advanc	advance
relieved	reliev	relieved
it	it	it
in	in	in
early	earli	early
September	septemb	September
,	,	,
starting	start	starting
a	a	a
battle	battl	battle
for	for	for
jihadist	jihadist	jihadist
-held	-held	-held
parts	part	part
of	of	of
the	the	the
city	citi	city
.	.	.
The	the	The
army	armi	army
captured	captur	captured
al	al	al
-Hamidiya	-hamidiya	-Hamidiya
,	,	,
Sheikh	sheikh	Sheikh
Yassin	yassin	Yassin
,	,	,
al	al	al
-Ardhi	-ardhi	-Ardhi
and	and	and
al	al	al
-Rashidia	-rashidia	-Rashidia
districts	district	district
in	in	in
recent	recent	recent
attacks	attack	attack
and	and	and
the	the	the
al	al	al
-Hawiqa	-hawiqa	-Hawiqa
district	district	district
was	was	wa
the	the	the
last	last	last
to	to	to
be	be	be
held	held	held
by	by	by
the	the	the
jihadists	jihadist	jihadist
,	,	,
a	a	a
military	militari	military
media	media	medium
unit	unit	unit
run	run	run
by	by	by
the	the	the
army	armi	army
s	s	s
ally	alli	ally
Hezbollah	hezbollah	Hezbollah
reported	report	reported
.	.	.
Engineering	engin	Engineering
units	unit	unit
were	were	were
searching	search	searching
streets	street	street
and	and	and
buildings	build	building
in	in	in
those	those	those
districts	district	district
for	for	for
mines	mine	mine
and	and	and
booby	boobi	booby
traps	trap	trap
left	left	left
by	by	by
Islamic	islam	Islamic
State	state	State
,	,	,
the	the	the
military	militari	military
source	sourc	source
said	said	said
.	.	.
