NEW	new	NEW
YORK	york	YORK
Reuters	reuter	Reuters
-	-	-
A	a	A
Texas	texa	Texas
lawyer	lawyer	lawyer
has	has	ha
filed	file	filed
the	the	the
first	first	first
suit	suit	suit
seeking	seek	seeking
clarification	clarif	clarification
on	on	on
whether	whether	whether
Republican	republican	Republican
candidate	candid	candidate
Ted	ted	Ted
Cruz	cruz	Cruz
is	is	is
eligible	elig	eligible
to	to	to
be	be	be
president	presid	president
because	becaus	because
he	he	he
was	was	wa
born	born	born
in	in	in
Canada	canada	Canada
.	.	.

Newton	newton	Newton
Schwartz	schwartz	Schwartz
,	,	,
85	85	85
,	,	,
of	of	of
Houston	houston	Houston
also	also	also
cited	cite	cited
Cruz	cruz	Cruz
s	s	s
stance	stanc	stance
on	on	on
issues	issu	issue
such	such	such
as	as	a
abortion	abort	abortion
rights	right	right
,	,	,
gay	gay	gay
marriage	marriag	marriage
and	and	and
the	the	the
Bible	bibl	Bible
in	in	in
a	a	a
27	27	27
-page	-page	-page
argument	argument	argument
against	against	against
the	the	the
Texas	texa	Texas
senator	senat	senator
s	s	s
eligibility	elig	eligibility
.	.	.

Billionaire	billionair	Billionaire
Donald	donald	Donald
Trump	trump	Trump
,	,	,
the	the	the
front	front	front
-runner	-runner	-runner
in	in	in
the	the	the
Republican	republican	Republican
presidential	presidenti	presidential
race	race	race
,	,	,
has	has	ha
repeatedly	repeat	repeatedly
questioned	question	questioned
whether	whether	whether
Cruz	cruz	Cruz
is	is	is
eligible	elig	eligible
and	and	and
warned	warn	warned
he	he	he
could	could	could
be	be	be
sued	su	sued
,	,	,
throwing	throw	throwing
the	the	the
party	parti	party
into	into	into
chaos	chao	chaos
and	and	and
handing	hand	handing
the	the	the
election	elect	election
to	to	to
the	the	the
Democrats	democrat	Democrats
.	.	.

A	a	A
lawyer	lawyer	lawyer
in	in	in
Boston	boston	Boston
who	who	who
reviewed	review	reviewed
the	the	the
suit	suit	suit
and	and	and
who	who	who
generally	general	generally
believes	believ	belief
Cruz	cruz	Cruz
s	s	s
eligibility	elig	eligibility
should	should	should
be	be	be
questioned	question	questioned
said	said	said
the	the	the
suit	suit	suit
was	was	wa
defective	defect	defective
and	and	and
would	would	would
most	most	most
likely	like	likely
be	be	be
thrown	thrown	thrown
out	out	out
.	.	.

Schwartz	schwartz	Schwartz
s	s	s
suit	suit	suit
,	,	,
which	which	which
cites	cite	cite
a	a	a
crescendo	crescendo	crescendo
of	of	of
questions	question	question
over	over	over
the	the	the
matter	matter	matter
,	,	,
was	was	wa
filed	file	filed
on	on	on
Thursday	thursday	Thursday
in	in	in
federal	feder	federal
court	court	court
in	in	in
the	the	the
Southern	southern	Southern
District	district	District
of	of	of
Texas	texa	Texas
.	.	.

It	it	It
is	is	is
a	a	a
class	class	class
action	action	action
,	,	,
meaning	mean	meaning
other	other	other
people	peopl	people
can	can	can
join	join	join
,	,	,
and	and	and
it	it	it
requests	request	request
that	that	that
a	a	a
court	court	court
rule	rule	rule
on	on	on
the	the	the
issue	issu	issue
before	befor	before
November	novemb	November
s	s	s
presidential	presidenti	presidential
election	elect	election
.	.	.

If	if	If
I	i	I
lose	lose	lose
the	the	the
suit	suit	suit
that	that	that
s	s	s
fine	fine	fine
,	,	,
he	he	he
s	s	s
eligible	elig	eligible
,	,	,
but	but	but
if	if	if
he	he	he
s	s	s
elected	elect	elected
and	and	and
he	he	he
s	s	s
determined	determin	determined
to	to	to
be	be	be
ineligible	inelig	ineligible
after	after	after
the	the	the
election	elect	election
,	,	,
that	that	that
would	would	would
cause	caus	cause
massive	massiv	massive
confusion	confus	confusion
,	,	,
Schwartz	schwartz	Schwartz
,	,	,
a	a	a
self	self	self
-described	-describ	-described
liberal	liber	liberal
,	,	,
said	said	said
.	.	.

Trump	trump	Trump
spokeswoman	spokeswoman	spokeswoman
Hope	hope	Hope
Hicks	hick	Hicks
said	said	said
there	there	there
is	is	is
no	no	no
connection	connect	connection
between	between	between
Trump	trump	Trump
and	and	and
Schwartz	schwartz	Schwartz
.	.	.

Cruz	cruz	Cruz
was	was	wa
born	born	born
in	in	in
Calgary	calgari	Calgary
,	,	,
Alberta	alberta	Alberta
.	.	.

His	his	His
mother	mother	mother
was	was	wa
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
citizen	citizen	citizen
and	and	and
his	his	his
father	father	father
is	is	is
Cuban	cuban	Cuban
.	.	.

He	he	He
has	has	ha
dismissed	dismiss	dismissed
attacks	attack	attack
on	on	on
his	his	his
eligibility	elig	eligibility
and	and	and
pointed	point	pointed
out	out	out
during	dure	during
a	a	a
Republican	republican	Republican
candidates	candid	candidate
debate	debat	debate
on	on	on
Thursday	thursday	Thursday
that	that	that
2008	2008	2008
Republican	republican	Republican
presidential	presidenti	presidential
nominee	nomine	nominee
John	john	John
McCain	mccain	McCain
and	and	and
1968	1968	1968
Republican	republican	Republican
candidate	candid	candidate
George	georg	George
Romney	romney	Romney
also	also	also
were	were	were
born	born	born
outside	outsid	outside
the	the	the
United	unit	United
States	state	States
but	but	but
still	still	still
were	were	were
considered	consid	considered
eligible	elig	eligible
to	to	to
be	be	be
president	presid	president
.	.	.

A	a	A
Reuters	reuter	Reuters
poll	poll	poll
found	found	found
a	a	a
quarter	quarter	quarter
of	of	of
Republicans	republican	Republicans
think	think	think
Cruz	cruz	Cruz
is	is	is
not	not	not
qualified	qualifi	qualified
because	becaus	because
of	of	of
his	his	his
birthplace	birthplac	birthplace
.	.	.
nL2N14Z098	nl2n14z098	nL2N14Z098
A	a	A
Cruz	cruz	Cruz
spokesman	spokesman	spokesman
declined	declin	declined
to	to	to
comment	comment	comment
on	on	on
Schwartz	schwartz	Schwartz
s	s	s
suit	suit	suit
.	.	.

The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
Constitution	constitut	Constitution
says	say	say
a	a	a
president	presid	president
or	or	or
vice	vice	vice
president	presid	president
must	must	must
be	be	be
a	a	a
natural	natur	natural
born	born	born
citizen	citizen	citizen
but	but	but
does	doe	doe
not	not	not
say	say	say
whether	whether	whether
the	the	the
term	term	term
means	mean	mean
the	the	the
candidate	candid	candidate
must	must	must
be	be	be
born	born	born
on	on	on
U	u	U
.	.	.
S	s	S
.	.	.
soil	soil	soil
or	or	or
just	just	just
be	be	be
a	a	a
citizen	citizen	citizen
at	at	at
birth	birth	birth
.	.	.

Any	ani	Any
child	child	child
born	born	born
to	to	to
an	an	an
American	american	American
mother	mother	mother
,	,	,
no	no	no
matter	matter	matter
where	where	where
,	,	,
is	is	is
considered	consid	considered
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
citizen	citizen	citizen
.	.	.

Schwartz	schwartz	Schwartz
s	s	s
lawsuit	lawsuit	lawsuit
mentions	mention	mention
domestic	domest	domestic
issues	issu	issue
that	that	that
could	could	could
be	be	be
affected	affect	affected
if	if	if
Cruz	cruz	Cruz
were	were	were
president	presid	president
because	becaus	because
he	he	he
opposes	oppos	opposes
abortion	abort	abortion
and	and	and
gay	gay	gay
marriage	marriag	marriage
.	.	.

Reached	reach	Reached
by	by	by
phone	phone	phone
,	,	,
Schwartz	schwartz	Schwartz
said	said	said
the	the	the
issues	issu	issue
did	did	did
not	not	not
relate	relat	relate
to	to	to
Cruz	cruz	Cruz
s	s	s
citizenship	citizenship	citizenship
but	but	but
that	that	that
he	he	he
had	had	had
wanted	want	wanted
to	to	to
include	includ	include
them	them	them
as	as	a
examples	exampl	example
of	of	of
some	some	some
of	of	of
the	the	the
downside	downsid	downside
consequences	consequ	consequence
of	of	of
his	his	his
being	be	being
elected	elect	elected
.	.	.
Vincent	vincent	Vincent
DeVito	devito	DeVito
,	,	,
a	a	a
Boston	boston	Boston
lawyer	lawyer	lawyer
who	who	who
represented	repres	represented
President	presid	President
George	georg	George
W	w	W
.	.	.

Bush	bush	Bush
during	dure	during
the	the	the
contested	contest	contested
2000	2000	2000
presidential	presidenti	presidential
election	elect	election
,	,	,
said	said	said
the	the	the
suit	suit	suit
was	was	wa
likely	like	likely
defective	defect	defective
and	and	and
should	should	should
have	have	have
been	been	been
filed	file	filed
in	in	in
state	state	state
court	court	court
.	.	.

On	on	On
its	it	it
merits	merit	merit
,	,	,
the	the	the
claim	claim	claim
is	is	is
legitimate	legitim	legitimate
,	,	,
DeVito	devito	DeVito
said	said	said
,	,	,
but	but	but
the	the	the
Schwartz	schwartz	Schwartz
pleading	plead	pleading
itself	itself	itself
is	is	is
poorly	poor	poorly
written	written	written
and	and	and
does	doe	doe
not	not	not
have	have	have
a	a	a
sophisticated	sophist	sophisticated
legal	legal	legal
nexus	nexus	nexus
.	.	.
DeVito	devito	DeVito
said	said	said
he	he	he
expected	expect	expected
