WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
Democratic	democrat	Democratic
state	state	state
officials	offici	official
took	took	took
a	a	a
step	step	step
on	on	on
Monday	monday	Monday
to	to	to
try	tri	try
to	to	to
defend	defend	defend
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Consumer	consum	Consumer
Financial	financi	Financial
Protection	protect	Protection
Bureau	bureau	Bureau
in	in	in
a	a	a
court	court	court
battle	battl	battle
that	that	that
could	could	could
defang	defang	defang
it	it	it
,	,	,
worried	worri	worried
that	that	that
Republican	republican	Republican
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
s	s	s
administration	administr	administration
will	will	will
not	not	not
safeguard	safeguard	safeguard
the	the	the
agency	agenc	agency
.	.	.
Attorneys	attorney	Attorneys
general	general	general
from	from	from
16	16	16
states	state	state
plus	plus	plus
the	the	the
District	district	District
of	of	of
Columbia	columbia	Columbia
filed	file	filed
papers	paper	paper
with	with	with
a	a	a
federal	feder	federal
appeals	appeal	appeal
court	court	court
seeking	seek	seeking
to	to	to
intervene	interven	intervene
in	in	in
the	the	the
case	case	case
.	.	.
That	that	That
court	court	court
ruled	rule	ruled
last	last	last
October	octob	October
that	that	that
the	the	the
structure	structur	structure
of	of	of
the	the	the
agency	agenc	agency
,	,	,
charged	charg	charged
with	with	with
guarding	guard	guarding
consumer	consum	consumer
finances	financ	finance
,	,	,
was	was	wa
unconstitutional	unconstitut	unconstitutional
.	.	.
The	the	The
agency	agenc	agency
immediately	immedi	immediately
asked	ask	asked
the	the	the
court	court	court
to	to	to
reconsider	reconsid	reconsider
its	it	it
decision	decis	decision
but	but	but
the	the	the
Trump	trump	Trump
administration	administr	administration
could	could	could
drop	drop	drop
the	the	the
appeal	appeal	appeal
.	.	.
The	the	The
state	state	state
officials	offici	official
,	,	,
led	led	led
by	by	by
Connecticut	connecticut	Connecticut
Attorney	attorney	Attorney
General	general	General
George	georg	George
Jepsen	jepsen	Jepsen
,	,	,
said	said	said
in	in	in
the	the	the
court	court	court
filing	file	filing
they	they	they
are	are	are
concerned	concern	concerned
the	the	the
Trump	trump	Trump
administration	administr	administration
will	will	will
fire	fire	fire
the	the	the
agency	agenc	agency
s	s	s
independent	independ	independent
director	director	director
,	,	,
Richard	richard	Richard
Cordray	cordray	Cordray
,	,	,
who	who	who
was	was	wa
appointed	appoint	appointed
by	by	by
Democratic	democrat	Democratic
former	former	former
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
.	.	.
The	the	The
agency	agenc	agency
was	was	wa
created	creat	created
during	dure	during
Obama	obama	Obama
s	s	s
presidency	presid	presidency
in	in	in
the	the	the
2010	2010	2010
Dodd	dodd	Dodd
-Frank	-frank	-Frank
Wall	wall	Wall
Street	street	Street
reform	reform	reform
law	law	law
.	.	.
It	it	It
s	s	s
very	veri	very
much	much	much
in	in	in
our	our	our
wheelhouse	wheelhous	wheelhouse
to	to	to
be	be	be
protecting	protect	protecting
consumers	consum	consumer
.	.	.
The	the	The
whole	whole	whole
thrust	thrust	thrust
of	of	of
the	the	the
creation	creation	creation
of	of	of
the	the	the
CFPB	cfpb	CFPB
is	is	is
to	to	to
protect	protect	protect
consumers	consum	consumer
,	,	,
Jepsen	jepsen	Jepsen
said	said	said
in	in	in
an	an	an
interview	interview	interview
.	.	.
We	we	We
are	are	are
concerned	concern	concerned
that	that	that
this	this	this
law	law	law
is	is	is
going	go	going
to	to	to
be	be	be
gutted	gut	gutted
,	,	,
Jepsen	jepsen	Jepsen
added	ad	added
.	.	.
The	the	The
new	new	new
court	court	court
filing	file	filing
was	was	wa
an	an	an
early	earli	early
salvo	salvo	salvo
in	in	in
what	what	what
could	could	could
become	becom	become
a	a	a
lengthy	lengthi	lengthy
legal	legal	legal
fight	fight	fight
between	between	between
the	the	the
Trump	trump	Trump
administration	administr	administration
and	and	and
Democratic	democrat	Democratic
state	state	state
officials	offici	official
.	.	.
If	if	If
the	the	the
administration	administr	administration
follows	follow	follows
through	through	through
on	on	on
campaign	campaign	campaign
promises	promis	promise
on	on	on
other	other	other
issues	issu	issue
such	such	such
as	as	a
climate	climat	climate
policy	polici	policy
and	and	and
immigration	immigr	immigration
,	,	,
that	that	that
would	would	would
put	put	put
us	us	u
on	on	on
a	a	a
course	cours	course
of	of	of
conflict	conflict	conflict
on	on	on
a	a	a
wide	wide	wide
variety	varieti	variety
of	of	of
areas	area	area
,	,	,
Jepsen	jepsen	Jepsen
said	said	said
.	.	.
The	the	The
court	court	court
filing	file	filing
said	said	said
Trump	trump	Trump
has	has	ha
expressed	express	expressed
strong	strong	strong
opposition	opposit	opposition
to	to	to
the	the	the
Dodd	dodd	Dodd
-Frank	-frank	-Frank
reforms	reform	reform
and	and	and
that	that	that
it	it	it
is	is	is
urgent	urgent	urgent
that	that	that
the	the	the
state	state	state
attorneys	attorney	attorney
general	general	general
intervene	interven	intervene
in	in	in
order	order	order
to	to	to
protect	protect	protect
the	the	the
interests	interest	interest
of	of	of
their	their	their
states	state	state
.	.	.
The	the	The
state	state	state
officials	offici	official
asked	ask	asked
to	to	to
be	be	be
able	abl	able
to	to	to
defend	defend	defend
the	the	the
agency	agenc	agency
in	in	in
the	the	the
lawsuit	lawsuit	lawsuit
brought	brought	brought
by	by	by
mortgage	mortgag	mortgage
lender	lender	lender
PHH	phh	PHH
Corp	corp	Corp
and	and	and
ensure	ensur	ensure
the	the	the
case	case	case
is	is	is
not	not	not
declared	declar	declared
moot	moot	moot
if	if	if
Trump	trump	Trump
s	s	s
administration	administr	administration
drops	drop	drop
the	the	the
appeal	appeal	appeal
of	of	of
the	the	the
ruling	rule	ruling
.	.	.
Under	under	Under
the	the	the
2010	2010	2010
law	law	law
,	,	,
the	the	the
director	director	director
can	can	can
be	be	be
fired	fire	fired
only	onli	only
for	for	for
cause	caus	cause
,	,	,
limiting	limit	limiting
a	a	a
president	presid	president
s	s	s
ability	abil	ability
to	to	to
remove	remov	remove
him	him	him
.	.	.
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
Court	court	Court
of	of	of
Appeals	appeal	Appeals
for	for	for
the	the	the
District	district	District
of	of	of
Columbia	columbia	Columbia
Circuit	circuit	Circuit
ruled	rule	ruled
that	that	that
this	this	this
restriction	restrict	restriction
was	was	wa
an	an	an
unlawful	unlaw	unlawful
limitation	limit	limitation
on	on	on
presidential	presidenti	presidential
power	power	power
.	.	.
Democratic	democrat	Democratic
state	state	state
officials	offici	official
are	are	are
expected	expect	expected
to	to	to
be	be	be
joined	join	joined
by	by	by
left	left	left
-leaning	-lean	-leaning
advocacy	advocaci	advocacy
groups	group	group
in	in	in
legal	legal	legal
actions	action	action
against	against	against
the	the	the
Trump	trump	Trump
administration	administr	administration
.	.	.
Republican	republican	Republican
-governed	-govern	-governed
states	state	state
and	and	and
conservative	conserv	conservative
groups	group	group
filed	file	filed
numerous	numer	numerous
lawsuits	lawsuit	lawsuit
against	against	against
the	the	the
Obama	obama	Obama
administration	administr	administration
.	.	.
The	the	The
American	american	American
Civil	civil	Civil
Liberties	liberti	Liberties
Union	union	Union
and	and	and
Citizens	citizen	Citizens
for	for	for
Responsibility	respons	Responsibility
and	and	and
Ethics	ethic	Ethics
in	in	in
Washington	washington	Washington
already	alreadi	already
have	have	have
filed	file	filed
legal	legal	legal
actions	action	action
involving	involv	involving
Trump	trump	Trump
.	.	.
