Token	Stem	Lemma
WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
Emails	email	Emails
released	releas	released
by	by	by
the	the	the
Oklahoma	oklahoma	Oklahoma
attorney	attorney	attorney
general	general	general
s	s	s
office	offic	office
show	show	show
a	a	a
cozy	cozi	cozy
relationship	relationship	relationship
between	between	between
energy	energi	energy
companies	compani	company
and	and	and
Scott	scott	Scott
Pruitt	pruitt	Pruitt
who	who	who
was	was	wa
the	the	the
state	state	state
s	s	s
top	top	top
prosecutor	prosecutor	prosecutor
before	befor	before
being	be	being
sworn	sworn	sworn
in	in	in
last	last	last
week	week	week
as	as	a
the	the	the
new	new	new
chief	chief	chief
U	u	U
S	s	S
environmental	environment	environmental
regulator	regul	regulator
a	a	a
media	media	medium
watchdog	watchdog	watchdog
group	group	group
said	said	said
on	on	on
Wednesday	wednesday	Wednesday
The	the	The
Center	center	Center
for	for	for
Media	media	Media
and	and	and
Democracy	democraci	Democracy
has	has	ha
sought	sought	sought
the	the	the
release	releas	release
of	of	of
emails	email	email
between	between	between
energy	energi	energy
companies	compani	company
and	and	and
Pruitt	pruitt	Pruitt
for	for	for
the	the	the
past	past	past
two	two	two
years	year	year
saying	say	saying
they	they	they
show	show	show
energy	energi	energy
companies	compani	company
drafted	draft	drafted
language	languag	language
that	that	that
Pruitt	pruitt	Pruitt
s	s	s
attorney	attorney	attorney
general	general	general
office	offic	office
then	then	then
used	use	used
in	in	in
suing	su	suing
the	the	the
U	u	U
S	s	S
Environmental	environment	Environmental
Protection	protect	Protection
Agency	agenc	Agency
the	the	the
office	offic	office
he	he	he
now	now	now
heads	head	head
over	over	over
regulations	regul	regulation
on	on	on
energy	energi	energy
operations	oper	operation
The	the	The
center	center	center
had	had	had
sued	su	sued
Pruitt	pruitt	Pruitt
on	on	on
Feb	feb	Feb
7	7	7
ahead	ahead	ahead
of	of	of
the	the	the
Senate	senat	Senate
vote	vote	vote
to	to	to
confirm	confirm	confirm
his	his	his
nomination	nomin	nomination
by	by	by
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
to	to	to
release	releas	release
the	the	the
records	record	record
detailing	detail	detailing
his	his	his
communications	communic	communication
with	with	with
energy	energi	energy
companies	compani	company
The	the	The
attorney	attorney	attorney
general	general	general
s	s	s
office	offic	office
released	releas	released
more	more	more
than	than	than
7	7	7
500	500	500
pages	page	page
of	of	of
emails	email	email
late	late	late
on	on	on
Tuesday	tuesday	Tuesday
holding	hold	holding
back	back	back
an	an	an
unknown	unknown	unknown
number	number	number
of	of	of
documents	document	document
it	it	it
called	call	called
exempted	exempt	exempted
or	or	or
privileged	privileg	privileged
Oklahoma	oklahoma	Oklahoma
Judge	judg	Judge
Aletia	aletia	Aletia
Timmons	timmon	Timmons
is	is	is
reviewing	review	reviewing
those	those	those
documents	document	document
but	but	but
there	there	there
is	is	is
no	no	no
set	set	set
time	time	time
for	for	for
when	when	when
or	or	or
if	if	if
they	they	they
would	would	would
be	be	be
released	releas	released
Among	among	Among
the	the	the
documents	document	document
released	releas	released
were	were	were
communications	communic	communication
between	between	between
Devon	devon	Devon
Energy	energi	Energy
and	and	and
Pruitt's	pruitt	Pruitt's
office	offic	office
that	that	that
