WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
One	one	One
of	of	of
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
s	s	s
personal	person	personal
lawyers	lawyer	lawyer
said	said	said
in	in	in
television	televis	television
interviews	interview	interview
on	on	on
Sunday	sunday	Sunday
that	that	that
the	the	the
president	presid	president
was	was	wa
not	not	not
under	under	under
investigation	investig	investigation
for	for	for
obstruction	obstruct	obstruction
of	of	of
justice	justic	justice
,	,	,
but	but	but
when	when	when
pressed	press	pressed
on	on	on
the	the	the
assertion	assert	assertion
,	,	,
said	said	said
he	he	he
was	was	wa
not	not	not
certain	certain	certain
.	.	.
The	the	The
fact	fact	fact
of	of	of
the	the	the
matter	matter	matter
is	is	is
the	the	the
president	presid	president
has	has	ha
not	not	not
been	been	been
and	and	and
is	is	is
not	not	not
under	under	under
investigation	investig	investigation
,	,	,
Jay	jay	Jay
Sekulow	sekulow	Sekulow
,	,	,
a	a	a
new	new	new
member	member	member
of	of	of
Trump	trump	Trump
s	s	s
legal	legal	legal
team	team	team
,	,	,
said	said	said
on	on	on
CBS	cbs	CBS
Face	face	Face
the	the	the
Nation	nation	Nation
in	in	in
one	one	one
of	of	of
four	four	four
interviews	interview	interview
he	he	he
gave	gave	gave
on	on	on
Sunday	sunday	Sunday
.	.	.
There	there	There
have	have	have
been	been	been
multiple	multipl	multiple
news	news	news
reports	report	report
and	and	and
a	a	a
tweet	tweet	tweet
from	from	from
Trump	trump	Trump
himself	himself	himself
on	on	on
Friday	friday	Friday
that	that	that
began	began	began
with	with	with
I	i	I
am	am	am
being	be	being
investigated	investig	investigated
.	.	.
Challenged	challeng	Challenged
on	on	on
Fox	fox	Fox
News	news	News
Sunday	sunday	Sunday
about	about	about
the	the	the
issue	issu	issue
,	,	,
Sekulow	sekulow	Sekulow
said	said	said
he	he	he
could	could	could
not	not	not
be	be	be
certain	certain	certain
Trump	trump	Trump
was	was	wa
not	not	not
under	under	under
investigation	investig	investigation
but	but	but
that	that	that
no	no	no
one	one	one
had	had	had
notified	notifi	notified
the	the	the
legal	legal	legal
team	team	team
if	if	if
that	that	that
was	was	wa
the	the	the
case	case	case
.	.	.
It	it	It
is	is	is
common	common	common
for	for	for
subjects	subject	subject
of	of	of
federal	feder	federal
investigations	investig	investigation
not	not	not
to	to	to
know	know	know
they	they	they
are	are	are
under	under	under
scrutiny	scrutini	scrutiny
,	,	,
especially	especi	especially
in	in	in
the	the	the
initial	initi	initial
phases	phase	phase
.	.	.
A	a	A
source	sourc	source
familiar	familiar	familiar
with	with	with
the	the	the
Mueller	mueller	Mueller
probe	probe	probe
said	said	said
on	on	on
Thursday	thursday	Thursday
that	that	that
investigators	investig	investigator
would	would	would
have	have	have
to	to	to
gather	gather	gather
a	a	a
large	larg	large
amount	amount	amount
of	of	of
evidence	evid	evidence
before	befor	before
an	an	an
interview	interview	interview
with	with	with
the	the	the
president	presid	president
would	would	would
be	be	be
warranted	warrant	warranted
.	.	.
Trump	trump	Trump
,	,	,
who	who	who
has	has	ha
denied	deni	denied
any	ani	any
collusion	collus	collusion
between	between	between
his	his	his
campaign	campaign	campaign
and	and	and
Russia	russia	Russia
,	,	,
has	has	ha
frequently	frequent	frequently
lashed	lash	lashed
out	out	out
about	about	about
the	the	the
allegations	alleg	allegation
,	,	,
which	which	which
have	have	have
overshadowed	overshadow	overshadowed
his	his	his
administration	administr	administration
s	s	s
efforts	effort	effort
to	to	to
overhaul	overhaul	overhaul
the	the	the
healthcare	healthcar	healthcare
system	system	system
,	,	,
cut	cut	cut
taxes	tax	tax
and	and	and
boost	boost	boost
jobs	job	job
.	.	.
Mueller	mueller	Mueller
,	,	,
the	the	the
special	special	special
counsel	counsel	counsel
named	name	named
by	by	by
the	the	the
Justice	justic	Justice
Department	depart	Department
to	to	to
probe	probe	probe
the	the	the
Russia	russia	Russia
matter	matter	matter
,	,	,
is	is	is
investigating	investig	investigating
whether	whether	whether
anyone	anyon	anyone
associated	associ	associated
with	with	with
Trump	trump	Trump
or	or	or
his	his	his
campaign	campaign	campaign
had	had	had
any	ani	any
illegal	illeg	illegal
dealings	deal	dealing
with	with	with
Russian	russian	Russian
officials	offici	official
or	or	or
others	other	others
with	with	with
ties	tie	tie
to	to	to
the	the	the
Kremlin	kremlin	Kremlin
.	.	.
Russian	russian	Russian
officials	offici	official
have	have	have
denied	deni	denied
meddling	meddl	meddling
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
election	elect	election
.	.	.
The	the	The
source	sourc	source
familiar	familiar	familiar
with	with	with
the	the	the
Mueller	mueller	Mueller
probe	probe	probe
told	told	told
Reuters	reuter	Reuters
that	that	that
Mueller	mueller	Mueller
was	was	wa
also	also	also
examining	examin	examining
whether	whether	whether
Trump	trump	Trump
or	or	or
others	other	others
tried	tri	tried
to	to	to
interfere	interfer	interfere
with	with	with
the	the	the
investigation	investig	investigation
.	.	.
Sekulow	sekulow	Sekulow
said	said	said
that	that	that
Trump	trump	Trump
,	,	,
in	in	in
his	his	his
tweet	tweet	tweet
,	,	,
was	was	wa
reacting	react	reacting
to	to	to
a	a	a
story	stori	story
in	in	in
the	the	the
Washington	washington	Washington
Post	post	Post
,	,	,
which	which	which
was	was	wa
the	the	the
first	first	first
to	to	to
report	report	report
Mueller	mueller	Mueller
was	was	wa
examining	examin	examining
whether	whether	whether
Trump	trump	Trump
had	had	had
tried	tri	tried
to	to	to
obstruct	obstruct	obstruct
the	the	the
probe	probe	probe
by	by	by
firing	fire	firing
FBI	fbi	FBI
Director	director	Director
James	jame	James
Comey	comey	Comey
in	in	in
May	may	May
.	.	.
Sekulow	sekulow	Sekulow
acknowledged	acknowledg	acknowledged
that	that	that
he	he	he
could	could	could
not	not	not
be	be	be
certain	certain	certain
that	that	that
the	the	the
report	report	report
was	was	wa
false	fals	false
.	.	.
I	i	I
cannot	cannot	cannot
read	read	read
the	the	the
mind	mind	mind
of	of	of
the	the	the
special	special	special
prosecutor	prosecutor	prosecutor
,	,	,
he	he	he
said	said	said
.	.	.
Peter	peter	Peter
Carr	carr	Carr
,	,	,
a	a	a
spokesman	spokesman	spokesman
for	for	for
the	the	the
Mueller	mueller	Mueller
team	team	team
,	,	,
declined	declin	declined
to	to	to
comment	comment	comment
.	.	.
Sekulow	sekulow	Sekulow
,	,	,
a	a	a
conservative	conserv	conservative
activist	activist	activist
and	and	and
radio	radio	radio
talk	talk	talk
-show	-show	-show
host	host	host
,	,	,
earlier	earlier	earlier
this	this	this
month	month	month
joined	join	joined
Trump	trump	Trump
s	s	s
legal	legal	legal
team	team	team
,	,	,
which	which	which
is	is	is
led	led	led
by	by	by
Marc	marc	Marc
Kasowitz	kasowitz	Kasowitz
.	.	.
Sekulow	sekulow	Sekulow
has	has	ha
publicly	public	publicly
criticized	critic	criticized
Comey	comey	Comey
,	,	,
whom	whom	whom
Trump	trump	Trump
fired	fire	fired
.	.	.
In	in	In
addition	addit	addition
to	to	to
being	be	being
the	the	the
author	author	author
of	of	of
several	sever	several
books	book	book
such	such	such
as	as	a
Undemocratic	undemocrat	Undemocratic
How	how	How
unelected	unelect	unelected
,	,	,
unaccountable	unaccount	unaccountable
bureaucrats	bureaucrat	bureaucrat
are	are	are
stealing	steal	stealing
your	your	your
liberty	liberti	liberty
and	and	and
freedom	freedom	freedom
,	,	,
Sekulow	sekulow	Sekulow
is	is	is
the	the	the
chief	chief	chief
counsel	counsel	counsel
for	for	for
the	the	the
American	american	American
Center	center	Center
for	for	for
Law	law	Law
and	and	and
Justice	justic	Justice
,	,	,
a	a	a
politically	polit	politically
conservative	conserv	conservative
Christian	christian	Christian
organization	organ	organization
.	.	.
Barak	barak	Barak
Cohen	cohen	Cohen
,	,	,
a	a	a
former	former	former
Justice	justic	Justice
Department	depart	Department
lawyer	lawyer	lawyer
and	and	and
now	now	now
a	a	a
defense	defens	defense
attorney	attorney	attorney
specializing	special	specializing
in	in	in
white	white	white
-collar	-collar	-collar
crime	crime	crime
and	and	and
investigations	investig	investigation
,	,	,
said	said	said
there	there	there
was	was	wa
no	no	no
requirement	requir	requirement
that	that	that
the	the	the
special	special	special
counsel	counsel	counsel
notify	notifi	notify
Trump	trump	Trump
he	he	he
was	was	wa
under	under	under
investigation	investig	investigation
,	,	,
so	so	so
the	the	the
lack	lack	lack
of	of	of
such	such	such
notice	notic	notice
meant	meant	meant
nothing	noth	nothing
.	.	.
He	he	He
said	said	said
,	,	,
however	howev	however
,	,	,
that	that	that
Sekulow	sekulow	Sekulow
s	s	s
comments	comment	comment
could	could	could
mean	mean	mean
the	the	the
White	white	White
House	hous	House
was	was	wa
taking	take	taking
the	the	the
position	posit	position
that	that	that
no	no	no
investigation	investig	investigation
exists	exist	exists
until	until	until
Mueller	mueller	Mueller
s	s	s
team	team	team
officially	offici	officially
confirms	confirm	confirms
it	it	it
,	,	,
disregarding	disregard	disregarding
media	media	medium
reports	report	report
based	base	based
on	on	on
anonymous	anonym	anonymous
sourcing	sourc	sourcing
.	.	.
Cohen	cohen	Cohen
said	said	said
the	the	the
first	first	first
official	offici	official
communication	communic	communication
that	that	that
a	a	a
target	target	target
is	is	is
under	under	under
investigation	investig	investigation
typically	typic	typically
comes	come	come
when	when	when
prosecutors	prosecutor	prosecutor
begin	begin	begin
requesting	request	requesting
documents	document	document
and	and	and
other	other	other
evidence	evid	evidence
.	.	.
At	at	At
that	that	that
time	time	time
,	,	,
defense	defens	defense
lawyers	lawyer	lawyer
often	often	often
will	will	will
ask	ask	ask
about	about	about
their	their	their
clients	client	client
status	status	status
.	.	.
Prosecutors	prosecutor	Prosecutors
will	will	will
often	often	often
answer	answer	answer
then	then	then
to	to	to
avoid	avoid	avoid
misleading	mislead	misleading
the	the	the
target	target	target
.	.	.
They	they	They
may	may	may
not	not	not
answer	answer	answer
if	if	if
they	they	they
are	are	are
trying	tri	trying
to	to	to
build	build	build
a	a	a
case	case	case
and	and	and
develop	develop	develop
further	further	further
evidence	evid	evidence
.	.	.
No	no	No
answer	answer	answer
is	is	is
probably	probabl	probably
the	the	the
most	most	most
troubling	troubl	troubling
answer	answer	answer
in	in	in
criminal	crimin	criminal
defense	defens	defense
,	,	,
Cohen	cohen	Cohen
said	said	said
.	.	.
