WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
A	a	A
U	u	U
.	.	.
S	s	S
.	.	.
congressional	congression	congressional
committee	committe	committee
has	has	ha
launched	launch	launched
an	an	an
investigation	investig	investigation
into	into	into
the	the	the
Federal	feder	Federal
Reserve	reserv	Reserve
s	s	s
cyber	cyber	cyber
security	secur	security
practices	practic	practice
after	after	after
a	a	a
Reuters	reuter	Reuters
report	report	report
revealed	reveal	revealed
more	more	more
than	than	than
50	50	50
cyber	cyber	cyber
breaches	breach	breach
at	at	at
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
central	central	central
bank	bank	bank
between	between	between
2011	2011	2011
and	and	and
2015	2015	2015
.	.	.
The	the	The
House	hous	House
Committee	committe	Committee
on	on	on
Science	scienc	Science
,	,	,
Space	space	Space
and	and	and
Technology	technolog	Technology
on	on	on
Friday	friday	Friday
sent	sent	sent
a	a	a
letter	letter	letter
to	to	to
Federal	feder	Federal
Reserve	reserv	Reserve
Chair	chair	Chair
Janet	janet	Janet
Yellen	yellen	Yellen
to	to	to
express	express	express
serious	serious	serious
concerns	concern	concern
over	over	over
the	the	the
central	central	central
bank	bank	bank
s	s	s
ability	abil	ability
to	to	to
protect	protect	protect
sensitive	sensit	sensitive
financial	financi	financial
information	inform	information
.	.	.
The	the	The
letter	letter	letter
cited	cite	cited
the	the	the
Reuters	reuter	Reuters
report	report	report
,	,	,
which	which	which
was	was	wa
based	base	based
on	on	on
heavily	heavili	heavily
redacted	redact	redacted
internal	intern	internal
Fed	fed	Fed
records	record	record
obtained	obtain	obtained
through	through	through
a	a	a
Freedom	freedom	Freedom
of	of	of
Information	inform	Information
Act	act	Act
request	request	request
.	.	.
The	the	The
redacted	redact	redacted
records	record	record
did	did	did
not	not	not
say	say	say
who	who	who
hacked	hack	hacked
the	the	the
bank	bank	bank
s	s	s
systems	system	system
or	or	or
whether	whether	whether
they	they	they
accessed	access	accessed
sensitive	sensit	sensitive
information	inform	information
or	or	or
stole	stole	stole
money	money	money
.	.	.
These	these	These
reports	report	report
raise	rais	raise
serious	serious	serious
concerns	concern	concern
about	about	about
the	the	the
Federal	feder	Federal
Reserve	reserv	Reserve
s	s	s
cyber	cyber	cyber
security	secur	security
posture	postur	posture
,	,	,
including	includ	including
its	it	it
ability	abil	ability
to	to	to
prevent	prevent	prevent
threats	threat	threat
from	from	from
compromising	compromis	compromising
highly	high	highly
sensitive	sensit	sensitive
financial	financi	financial
information	inform	information
housed	hous	housed
on	on	on
the	the	the
agency	agenc	agency
s	s	s
systems	system	system
,	,	,
said	said	said
the	the	the
letter	letter	letter
,	,	,
signed	sign	signed
by	by	by
House	hous	House
Science	scienc	Science
Committee	committe	Committee
Chairman	chairman	Chairman
Lamar	lamar	Lamar
Smith	smith	Smith
,	,	,
a	a	a
Texas	texa	Texas
Republican	republican	Republican
,	,	,
and	and	and
Barry	barri	Barry
Loudermilk	loudermilk	Loudermilk
,	,	,
a	a	a
Georgia	georgia	Georgia
Republican	republican	Republican
and	and	and
chairman	chairman	chairman
of	of	of
the	the	the
panel	panel	panel
s	s	s
oversight	oversight	oversight
subcommittee	subcommitte	subcommittee
.	.	.
A	a	A
Fed	fed	Fed
spokesperson	spokesperson	spokesperson
said	said	said
the	the	the
central	central	central
bank	bank	bank
had	had	had
received	receiv	received
the	the	the
panel	panel	panel
s	s	s
letter	letter	letter
and	and	and
will	will	will
respond	respond	respond
to	to	to
it	it	it
.	.	.
The	the	The
panel	panel	panel
asked	ask	asked
the	the	the
Fed	fed	Fed
s	s	s
national	nation	national
cyber	cyber	cyber
security	secur	security
team	team	team
-	-	-
the	the	the
National	nation	National
Incident	incid	Incident
Response	respons	Response
Team	team	Team
-	-	-
to	to	to
turn	turn	turn
over	over	over
all	all	all
cyber	cyber	cyber
incident	incid	incident
reports	report	report
in	in	in
unredacted	unredact	unredacted
form	form	form
from	from	from
Jan	jan	Jan
.	.	.
1	1	1
,	,	,
2009	2009	2009
,	,	,
to	to	to
the	the	the
present	present	present
.	.	.
It	it	It
also	also	also
asked	ask	asked
for	for	for
incident	incid	incident
reports	report	report
from	from	from
the	the	the
Fed	fed	Fed
s	s	s
local	local	local
incident	incid	incident
response	respons	response
teams	team	team
.	.	.
Global	global	Global
policymakers	policymak	policymakers
,	,	,
regulators	regul	regulator
and	and	and
financial	financi	financial
institutions	institut	institution
have	have	have
become	becom	become
increasingly	increas	increasingly
concerned	concern	concerned
about	about	about
the	the	the
security	secur	security
of	of	of
the	the	the
international	intern	international
banking	bank	banking
system	system	system
after	after	after
a	a	a
string	string	string
of	of	of
cyber	cyber	cyber
attacks	attack	attack
against	against	against
banks	bank	bank
in	in	in
Bangladesh	bangladesh	Bangladesh
,	,	,
Vietnam	vietnam	Vietnam
and	and	and
elsewhere	elsewher	elsewhere
linked	link	linked
to	to	to
fraudulent	fraudul	fraudulent
transaction	transact	transaction
messages	messag	message
sent	sent	sent
across	across	across
the	the	the
global	global	global
financial	financi	financial
platform	platform	platform
SWIFT	swift	SWIFT
.	.	.
The	the	The
probe	probe	probe
into	into	into
the	the	the
Fed	fed	Fed
s	s	s
security	secur	security
practices	practic	practice
followed	follow	followed
a	a	a
separate	separ	separate
inquiry	inquiri	inquiry
by	by	by
the	the	the
same	same	same
committee	committe	committee
into	into	into
the	the	the
Federal	feder	Federal
Reserve	reserv	Reserve
Bank	bank	Bank
of	of	of
New	new	New
York	york	York
s	s	s
handling	handl	handling
of	of	of
the	the	the
cyber	cyber	cyber
theft	theft	theft
of	of	of
81	81	81
million	million	million
from	from	from
one	one	one
of	of	of
its	it	it
accounts	account	account
held	held	held
by	by	by
the	the	the
central	central	central
bank	bank	bank
of	of	of
Bangladesh	bangladesh	Bangladesh
.	.	.
The	the	The
committee	committe	committee
said	said	said
it	it	it
has	has	ha
jurisdiction	jurisdict	jurisdiction
over	over	over
the	the	the
Fed	fed	Fed
s	s	s
cyber	cyber	cyber
security	secur	security
because	becaus	because
the	the	the
panel	panel	panel
is	is	is
tasked	task	tasked
with	with	with
oversight	oversight	oversight
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
National	nation	National
Institute	institut	Institute
of	of	of
Standards	standard	Standards
and	and	and
Technology	technolog	Technology
,	,	,
an	an	an
agency	agenc	agency
responsible	respons	responsible
for	for	for
developing	develop	developing
federal	feder	federal
cyber	cyber	cyber
security	secur	security
standards	standard	standard
and	and	and
guidelines	guidelin	guideline
,	,	,
under	under	under
a	a	a
2014	2014	2014
federal	feder	federal
information	inform	information
technology	technolog	technology
law	law	law
.	.	.
The	the	The
panel	panel	panel
also	also	also
requested	request	requested
a	a	a
detailed	detail	detailed
description	descript	description
of	of	of
all	all	all
confirmed	confirm	confirmed
cyber	cyber	cyber
security	secur	security
incidents	incid	incident
from	from	from
2009	2009	2009
to	to	to
the	the	the
present	present	present
,	,	,
all	all	all
documents	document	document
and	and	and
communications	communic	communication
referring	refer	referring
or	or	or
relating	relat	relating
to	to	to
higher	higher	higher
impact	impact	impact
cases	case	case
handled	handl	handled
by	by	by
the	the	the
Fed	fed	Fed
s	s	s
NIRT	nirt	NIRT
team	team	team
,	,	,
all	all	all
documents	document	document
and	and	and
communications	communic	communication
with	with	with
the	the	the
Fed	fed	Fed
s	s	s
Office	offic	Office
of	of	of
Inspector	inspector	Inspector
General	general	General
related	relat	related
to	to	to
confirmed	confirm	confirmed
cyber	cyber	cyber
incidents	incid	incident
,	,	,
and	and	and
an	an	an
organizational	organiz	organizational
chart	chart	chart
detailing	detail	detailing
the	the	the
Fed	fed	Fed
s	s	s
top	top	top
cyber	cyber	cyber
security	secur	security
personnel	personnel	personnel
.	.	.
The	the	The
committee	committe	committee
requested	request	requested
a	a	a
response	respons	response
to	to	to
its	it	it
inquiry	inquiri	inquiry
by	by	by
June	june	June
17	17	17
.	.	.
Click	click	Click
here	here	here
to	to	to
read	read	read
the	the	the
letter	letter	letter
tmsnrt	tmsnrt	tmsnrt
.	.	.
rs	rs	r
1VBXvSz	1vbxvsz	1VBXvSz
The	the	The
Fed	fed	Fed
s	s	s
computer	comput	computer
systems	system	system
hold	hold	hold
confidential	confidenti	confidential
information	inform	information
on	on	on
discussions	discuss	discussion
about	about	about
monetary	monetari	monetary
policy	polici	policy
that	that	that
drives	drive	drive
financial	financi	financial
markets	market	market
.	.	.
The	the	The
central	central	central
bank	bank	bank
s	s	s
staff	staff	staff
suspected	suspect	suspected
hackers	hacker	hacker
or	or	or
spies	spi	spy
were	were	were
behind	behind	behind
many	mani	many
of	of	of
the	the	the
breaches	breach	breach
,	,	,
the	the	the
records	record	record
obtained	obtain	obtained
by	by	by
Reuters	reuter	Reuters
show	show	show
.	.	.
The	the	The
Fed	fed	Fed
had	had	had
declined	declin	declined
to	to	to
comment	comment	comment
on	on	on
the	the	the
records	record	record
,	,	,
which	which	which
represent	repres	represent
only	onli	only
a	a	a
slice	slice	slice
of	of	of
all	all	all
cyber	cyber	cyber
attacks	attack	attack
on	on	on
the	the	the
central	central	central
bank	bank	bank
because	becaus	because
they	they	they
include	includ	include
only	onli	only
cases	case	case
involving	involv	involving
the	the	the
Washington	washington	Washington
-based	-base	-based
Board	board	Board
of	of	of
Governors	governor	Governors
,	,	,
a	a	a
federal	feder	federal
agency	agenc	agency
that	that	that
is	is	is
subject	subject	subject
to	to	to
public	public	public
records	record	record
laws	law	law
.	.	.
For	for	For
a	a	a
graphic	graphic	graphic
on	on	on
the	the	the
Fed	fed	Fed
security	secur	security
breaches	breach	breach
,	,	,
see	see	see
tmsnrt	tmsnrt	tmsnrt
.	.	.
rs	rs	r
1TxSu8R	1txsu8r	1TxSu8R
