CHICAGO	chicago	CHICAGO
Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
Democratic	democrat	Democratic
presidential	presidenti	presidential
nominee	nomine	nominee
Hillary	hillari	Hillary
Clinton	clinton	Clinton
said	said	said
on	on	on
Thursday	thursday	Thursday
that	that	that
Republican	republican	Republican
opponent	oppon	opponent
Donald	donald	Donald
Trump	trump	Trump
may	may	may
have	have	have
violated	violat	violated
U	u	U
.	.	.
S	s	S
.	.	.
law	law	law
,	,	,
following	follow	following
a	a	a
news	news	news
report	report	report
that	that	that
one	one	one
of	of	of
his	his	his
companies	compani	company
attempted	attempt	attempted
to	to	to
do	do	do
business	busi	business
in	in	in
Cuba	cuba	Cuba
.	.	.

Newsweek	newsweek	Newsweek
said	said	said
on	on	on
Thursday	thursday	Thursday
that	that	that
a	a	a
hotel	hotel	hotel
and	and	and
casino	casino	casino
company	compani	company
controlled	control	controlled
by	by	by
Trump	trump	Trump
secretly	secret	secretly
conducted	conduct	conducted
business	busi	business
with	with	with
Cuba	cuba	Cuba
that	that	that
was	was	wa
illegal	illeg	illegal
under	under	under
U	u	U
.	.	.
S	s	S
.	.	.
sanctions	sanction	sanction
in	in	in
force	forc	force
during	dure	during
Fidel	fidel	Fidel
Castro	castro	Castro
s	s	s
presidency	presid	presidency
of	of	of
the	the	the
Communist	communist	Communist
-ruled	-rule	-ruled
island	island	island
.	.	.

See	see	See
the	the	the
Newsweek	newsweek	Newsweek
article	articl	article
bit	bit	bit
.	.	.
ly	ly	ly
2dmKH3e	2dmkh3e	2dmKH3e
Today	today	Today
we	we	we
learned	learn	learned
about	about	about
his	his	his
efforts	effort	effort
to	to	to
do	do	do
business	busi	business
in	in	in
Cuba	cuba	Cuba
which	which	which
appear	appear	appear
to	to	to
violate	violat	violate
U	u	U
.	.	.
S	s	S
.	.	.
law	law	law
,	,	,
certainly	certain	certainly
flout	flout	flout
American	american	American
foreign	foreign	foreign
policy	polici	policy
,	,	,
and	and	and
he	he	he
has	has	ha
consistently	consist	consistently
misled	misl	misled
people	peopl	people
in	in	in
responding	respond	responding
to	to	to
questions	question	question
about	about	about
whether	whether	whether
he	he	he
was	was	wa
attempting	attempt	attempting
to	to	to
do	do	do
business	busi	business
in	in	in
Cuba	cuba	Cuba
,	,	,
Clinton	clinton	Clinton
told	told	told
reporters	report	reporter
on	on	on
her	her	her
campaign	campaign	campaign
plane	plane	plane
.	.	.

Clinton	clinton	Clinton
and	and	and
Trump	trump	Trump
are	are	are
in	in	in
a	a	a
close	close	close
race	race	race
ahead	ahead	ahead
of	of	of
the	the	the
Nov	nov	Nov
.	.	.

8	8	8
presidential	presidenti	presidential
election	elect	election
.	.	.

The	the	The
Trump	trump	Trump
campaign	campaign	campaign
did	did	did
not	not	not
immediately	immedi	immediately
respond	respond	respond
to	to	to
a	a	a
Reuters	reuter	Reuters
request	request	request
for	for	for
comment	comment	comment
.	.	.

Newsweek	newsweek	Newsweek
,	,	,
citing	cite	citing
interviews	interview	interview
with	with	with
former	former	former
Trump	trump	Trump
executives	execut	executive
,	,	,
internal	intern	internal
company	compani	company
records	record	record
and	and	and
court	court	court
filings	file	filing
,	,	,
said	said	said
the	the	the
Trump	trump	Trump
company	compani	company
spent	spent	spent
at	at	at
least	least	least
68	68	68
,	,	,
000	000	000
for	for	for
a	a	a
1998	1998	1998
trip	trip	trip
to	to	to
Cuba	cuba	Cuba
at	at	at
a	a	a
time	time	time
when	when	when
any	ani	any
corporate	corpor	corporate
expenditure	expenditur	expenditure
in	in	in
the	the	the
Caribbean	caribbean	Caribbean
country	countri	country
was	was	wa
prohibited	prohibit	prohibited
without	without	without
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
approval	approv	approval
.	.	.

The	the	The
Trump	trump	Trump
company	compani	company
did	did	did
not	not	not
spend	spend	spend
the	the	the
money	money	money
directly	direct	directly
,	,	,
but	but	but
funneled	funnel	funneled
the	the	the
cash	cash	cash
for	for	for
the	the	the
Cuba	cuba	Cuba
trip	trip	trip
through	through	through
an	an	an
American	american	American
consulting	consult	consulting
firm	firm	firm
,	,	,
Newsweek	newsweek	Newsweek
said	said	said
.	.	.

Newsweek	newsweek	Newsweek
cited	cite	cited
a	a	a
former	former	former
Trump	trump	Trump
executive	execut	executive
as	as	a
saying	say	saying
the	the	the
goal	goal	goal
of	of	of
the	the	the
Cuba	cuba	Cuba
trip	trip	trip
was	was	wa
to	to	to
give	give	give
Trump	trump	Trump
s	s	s
company	compani	company
a	a	a
foothold	foothold	foothold
should	should	should
Washington	washington	Washington
loosen	loosen	loosen
or	or	or
lift	lift	lift
the	the	the
restrictions	restrict	restriction
under	under	under
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
trade	trade	trade
embargo	embargo	embargo
.	.	.

The	the	The
former	former	former
executive	execut	executive
said	said	said
Trump	trump	Trump
had	had	had
participated	particip	participated
in	in	in
discussions	discuss	discussion
about	about	about
the	the	the
Cuba	cuba	Cuba
trip	trip	trip
and	and	and
knew	knew	knew
it	it	it
had	had	had
taken	taken	taken
place	place	place
,	,	,
according	accord	according
to	to	to
Newsweek	newsweek	Newsweek
.	.	.

The	the	The
efforts	effort	effort
that	that	that
Trump	trump	Trump
is	is	is
making	make	making
to	to	to
get	get	get
into	into	into
the	the	the
Cuba	cuba	Cuba
market	market	market
,	,	,
putting	put	putting
his	his	his
business	busi	business
interests	interest	interest
ahead	ahead	ahead
of	of	of
the	the	the
laws	law	law
of	of	of
the	the	the
United	unit	United
States	state	States
.	.	.
.	.	.
.	.	.

shows	show	show
that	that	that
he	he	he
puts	put	put
his	his	his
personal	person	personal
and	and	and
business	busi	business
interests	interest	interest
ahead	ahead	ahead
of	of	of
the	the	the
laws	law	law
and	and	and
the	the	the
values	valu	value
and	and	and
the	the	the
policies	polici	policy
of	of	of
the	the	the
United	unit	United
States	state	States
of	of	of
America	america	America
,	,	,
Clinton	clinton	Clinton
said	said	said
.	.	.

