UNITED	unit	UNITED
NATIONS	nation	NATIONS
Reuters	reuter	Reuters
-	-	-
The	the	The
United	unit	United
Nations	nation	Nations
political	polit	political
affairs	affair	affair
chief	chief	chief
will	will	will
visit	visit	visit
North	north	North
Korea	korea	Korea
this	this	this
week	week	week
,	,	,
making	make	making
the	the	the
highest	highest	highest
-level	-level	-level
visit	visit	visit
by	by	by
a	a	a
U	u	U
.	.	.
N	n	N
.	.	.
official	offici	official
in	in	in
more	more	more
than	than	than
six	six	six
years	year	year
as	as	a
tensions	tension	tension
grip	grip	grip
the	the	the
region	region	region
over	over	over
Pyongyang	pyongyang	Pyongyang
s	s	s
nuclear	nuclear	nuclear
and	and	and
weapons	weapon	weapon
programs	program	program
.	.	.

Jeffrey	jeffrey	Jeffrey
Feltman	feltman	Feltman
,	,	,
a	a	a
former	former	former
senior	senior	senior
official	offici	official
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
State	state	State
Department	depart	Department
,	,	,
will	will	will
visit	visit	visit
from	from	from
Tuesday	tuesday	Tuesday
to	to	to
Friday	friday	Friday
and	and	and
meet	meet	meet
with	with	with
officials	offici	official
to	to	to
discuss	discuss	discus
issues	issu	issue
of	of	of
mutual	mutual	mutual
interest	interest	interest
and	and	and
concern	concern	concern
,	,	,
the	the	the
United	unit	United
Nations	nation	Nations
said	said	said
.	.	.

He	he	He
will	will	will
meet	meet	meet
with	with	with
North	north	North
Korea	korea	Korea
Foreign	foreign	Foreign
Minister	minist	Minister
Ri	ri	Ri
Yong	yong	Yong
Ho	ho	Ho
and	and	and
Vice	vice	Vice
Minister	minist	Minister
Pak	pak	Pak
Myong	myong	Myong
Guk	guk	Guk
,	,	,
said	said	said
U	u	U
.	.	.
N	n	N
.	.	.
spokesman	spokesman	spokesman
Stephane	stephan	Stephane
Dujarric	dujarr	Dujarric
,	,	,
adding	ad	adding
that	that	that
the	the	the
visit	visit	visit
was	was	wa
in	in	in
response	respons	response
to	to	to
a	a	a
long	long	long
-standing	-stand	-standing
invitation	invit	invitation
from	from	from
the	the	the
authorities	author	authority
in	in	in
Pyongyang	pyongyang	Pyongyang
for	for	for
a	a	a
policy	polici	policy
dialogue	dialogu	dialogue
with	with	with
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
He	he	He
will	will	will
also	also	also
meet	meet	meet
with	with	with
the	the	the
United	unit	United
Nations	nation	Nations
Country	countri	Country
Team	team	Team
and	and	and
members	member	member
of	of	of
the	the	the
diplomatic	diplomat	diplomatic
corps	corp	corp
,	,	,
as	as	a
well	well	well
as	as	a
visit	visit	visit
U	u	U
.	.	.
N	n	N
.	.	.
project	project	project
sites	site	site
,	,	,
Dujarric	dujarr	Dujarric
told	told	told
reporters	report	reporter
,	,	,
adding	ad	adding
that	that	that
Feltman	feltman	Feltman
was	was	wa
also	also	also
visiting	visit	visiting
China	china	China
.	.	.

Feltman	feltman	Feltman
will	will	will
be	be	be
the	the	the
first	first	first
senior	senior	senior
U	u	U
.	.	.
N	n	N
.	.	.
official	offici	official
to	to	to
travel	travel	travel
to	to	to
North	north	North
Korea	korea	Korea
since	sinc	since
his	his	his
predecessor	predecessor	predecessor
Lynn	lynn	Lynn
Pascoe	pasco	Pascoe
visited	visit	visited
in	in	in
February	februari	February
2010	2010	2010
and	and	and
former	former	former
U	u	U
.	.	.
N	n	N
.	.	.
aid	aid	aid
chief	chief	chief
Valerie	valeri	Valerie
Amos	amo	Amos
visited	visit	visited
in	in	in
October	octob	October
2011	2011	2011
,	,	,
the	the	the
United	unit	United
Nations	nation	Nations
said	said	said
.	.	.

The	the	The
visit	visit	visit
comes	come	come
at	at	at
a	a	a
time	time	time
of	of	of
high	high	high
tension	tension	tension
over	over	over
North	north	North
Korea	korea	Korea
s	s	s
program	program	program
to	to	to
develop	develop	develop
nuclear	nuclear	nuclear
tipped	tip	tipped
missiles	missil	missile
capable	capabl	capable
of	of	of
hitting	hit	hitting
the	the	the
United	unit	United
States	state	States
,	,	,
including	includ	including
the	the	the
test	test	test
of	of	of
Pyongyang	pyongyang	Pyongyang
s	s	s
largest	largest	largest
intercontinental	intercontinent	intercontinental
ballistic	ballist	ballistic
missile	missil	missile
last	last	last
week	week	week
.	.	.

An	an	An
official	offici	official
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
State	state	State
Department	depart	Department
said	said	said
it	it	it
was	was	wa
aware	awar	aware
of	of	of
the	the	the
planned	plan	planned
trip	trip	trip
,	,	,
when	when	when
asked	ask	asked
in	in	in
Washington	washington	Washington
backed	back	backed
the	the	the
initiative	initi	initiative
.	.	.

The	the	The
United	unit	United
States	state	States
will	will	will
continue	continu	continue
to	to	to
work	work	work
with	with	with
other	other	other
countries	countri	country
,	,	,
including	includ	including
the	the	the
members	member	member
of	of	of
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
Security	secur	Security
Council	council	Council
,	,	,
to	to	to
increase	increas	increase
diplomatic	diplomat	diplomatic
and	and	and
economic	econom	economic
pressure	pressur	pressure
on	on	on
North	north	North
Korea	korea	Korea
to	to	to
convince	convinc	convince
the	the	the
regime	regim	regime
to	to	to
abandon	abandon	abandon
its	it	it
illegal	illeg	illegal
nuclear	nuclear	nuclear
weapons	weapon	weapon
and	and	and
missile	missil	missile
development	develop	development
programs	program	program
,	,	,
the	the	the
official	offici	official
added	ad	added
.	.	.

It	it	It
is	is	is
imperative	imper	imperative
that	that	that
the	the	the
countries	countri	country
of	of	of
the	the	the
world	world	world
present	present	present
North	north	North
Korea	korea	Korea
with	with	with
a	a	a
unified	unifi	unified
,	,	,
unambiguous	unambigu	unambiguous
response	respons	response
to	to	to
its	it	it
unlawful	unlaw	unlawful
provocations	provoc	provocation
.	.	.

The	the	The
official	offici	official
said	said	said
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
focus	focus	focus
remained	remain	remained
on	on	on
finding	find	finding
a	a	a
peaceful	peac	peaceful
diplomatic	diplomat	diplomatic
solution	solut	solution
to	to	to
the	the	the
crisis	crisi	crisis
,	,	,
but	but	but
the	the	the
reality	realiti	reality
is	is	is
that	that	that
the	the	the
regime	regim	regime
has	has	ha
shown	shown	shown
no	no	no
interest	interest	interest
in	in	in
credible	credibl	credible
negotiations	negoti	negotiation
.	.	.

While	while	While
stressing	stress	stressing
that	that	that
it	it	it
favors	favor	favor
a	a	a
diplomatic	diplomat	diplomatic
solution	solut	solution
,	,	,
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
s	s	s
administration	administr	administration
has	has	ha
said	said	said
it	it	it
will	will	will
never	never	never
accept	accept	accept
North	north	North
Korea	korea	Korea
as	as	a
a	a	a
nuclear	nuclear	nuclear
-armed	-arm	-armed
state	state	state
and	and	and
has	has	ha
warned	warn	warned
that	that	that
all	all	all
options	option	option
,	,	,
including	includ	including
military	militari	military
ones	one	one
,	,	,
are	are	are
on	on	on
the	the	the
table	tabl	table
.	.	.

On	on	On
Monday	monday	Monday
,	,	,
the	the	the
United	unit	United
States	state	States
and	and	and
South	south	South
Korea	korea	Korea
went	went	went
ahead	ahead	ahead
with	with	with
large	larg	large
-scale	-scale	-scale
joint	joint	joint
aerial	aerial	aerial
drills	drill	drill
,	,	,
a	a	a
move	move	move
North	north	North
Korea	korea	Korea
had	had	had
said	said	said
would	would	would
push	push	push
the	the	the
Korean	korean	Korean
peninsula	peninsula	peninsula
to	to	to
the	the	the
brink	brink	brink
of	of	of
nuclear	nuclear	nuclear
war	war	war
.	.	.

Russia	russia	Russia
and	and	and
China	china	China
wanted	want	wanted
the	the	the
drills	drill	drill
called	call	called
off	off	off
.	.	.

North	north	North
Korea	korea	Korea
has	has	ha
been	been	been
under	under	under
U	u	U
.	.	.
N	n	N
.	.	.
sanctions	sanction	sanction
since	sinc	since
2006	2006	2006
over	over	over
its	it	it
missile	missil	missile
and	and	and
nuclear	nuclear	nuclear
programs	program	program
.	.	.

At	at	At
a	a	a
U	u	U
.	.	.
N	n	N
.	.	.
Security	secur	Security
Council	council	Council
meeting	meet	meeting
last	last	last
week	week	week
to	to	to
discuss	discuss	discus
the	the	the
missile	missil	missile
test	test	test
,	,	,
U	u	U
.	.	.
N	n	N
.	.	.
Ambassador	ambassador	Ambassador
to	to	to
the	the	the
United	unit	United
Nations	nation	Nations
Nikki	nikki	Nikki
Haley	haley	Haley
said	said	said
that	that	that
while	while	while
Washington	washington	Washington
does	doe	doe
not	not	not
seek	seek	seek
war	war	war
with	with	with
Pyongyang	pyongyang	Pyongyang
,	,	,
if	if	if
war	war	war
comes	come	come
,	,	,
make	make	make
no	no	no
mistake	mistak	mistake
,	,	,
the	the	the
North	north	North
Korean	korean	Korean
regime	regim	regime
will	will	will
be	be	be
utterly	utter	utterly
destroyed	destroy	destroyed
.	.	.

Dujarric	dujarr	Dujarric
said	said	said
North	north	North
Korea	korea	Korea
issued	issu	issued
the	the	the
invitation	invit	invitation
for	for	for
Feltman	feltman	Feltman
to	to	to
visit	visit	visit
on	on	on
the	the	the
sidelines	sidelin	sideline
of	of	of
the	the	the
annual	annual	annual
gathering	gather	gathering
of	of	of
world	world	world
leaders	leader	leader
at	at	at
the	the	the
United	unit	United
Nations	nation	Nations
in	in	in
New	new	New
York	york	York
in	in	in
September	septemb	September
,	,	,
but	but	but
the	the	the
visit	visit	visit
was	was	wa
confirmed	confirm	confirmed
only	onli	only
late	late	late
last	last	last
week	week	week
.	.	.

When	when	When
asked	ask	asked
if	if	if
Feltman	feltman	Feltman
was	was	wa
paving	pave	paving
the	the	the
way	way	way
for	for	for
a	a	a
visit	visit	visit
by	by	by
U	u	U
.	.	.
N	n	N
.	.	.
Secretary	secretari	Secretary
-General	-gener	-General
Antonio	antonio	Antonio
Guterres	guterr	Guterres
,	,	,
Dujarric	dujarr	Dujarric
said	said	said
We	we	We
hope	hope	hope
to	to	to
have	have	have
more	more	more
afterwards	afterward	afterwards
.	.	.

There	there	There
are	are	are
about	about	about
50	50	50
international	intern	international
staff	staff	staff
working	work	working
for	for	for
six	six	six
U	u	U
.	.	.
N	n	N
.	.	.
agencies	agenc	agency
in	in	in
North	north	North
Korea	korea	Korea
-	-	-
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
Development	develop	Development
Programme	programm	Programme
,	,	,
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
children	children	child
s	s	s
agency	agenc	agency
UNICEF	unicef	UNICEF
,	,	,
the	the	the
World	world	World
Health	health	Health
Organization	organ	Organization
,	,	,
the	the	the
World	world	World
Food	food	Food
Programme	programm	Programme
,	,	,
the	the	the
Food	food	Food
and	and	and
Agriculture	agricultur	Agriculture
Organization	organ	Organization
and	and	and
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
Population	popul	Population
Fund	fund	Fund
.	.	.

