NEW	new	NEW
YORK	york	YORK
Reuters	reuter	Reuters
-	-	-
Advocates	advoc	Advocates
fighting	fight	fighting
to	to	to
close	close	close
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
gender	gender	gender
pay	pay	pay
gap	gap	gap
hailed	hail	hailed
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
s	s	s
proposal	propos	proposal
to	to	to
expand	expand	expand
salary	salari	salary
reporting	report	reporting
requirements	requir	requirement
but	but	but
said	said	said
much	much	much
more	more	more
was	was	wa
needed	need	needed
to	to	to
end	end	end
wage	wage	wage
discrimination	discrimin	discrimination
.	.	.

Under	under	Under
the	the	the
plan	plan	plan
,	,	,
companies	compani	company
with	with	with
100	100	100
employees	employe	employee
or	or	or
more	more	more
must	must	must
provide	provid	provide
data	data	data
on	on	on
hours	hour	hour
worked	work	worked
and	and	and
salary	salari	salary
ranges	rang	range
,	,	,
broken	broken	broken
down	down	down
by	by	by
gender	gender	gender
,	,	,
race	race	race
and	and	and
ethnicity	ethnic	ethnicity
,	,	,
to	to	to
the	the	the
Equal	equal	Equal
Employment	employ	Employment
Opportunity	opportun	Opportunity
Commission	commiss	Commission
each	each	each
year	year	year
to	to	to
help	help	help
identify	identifi	identify
and	and	and
combat	combat	combat
pay	pay	pay
discrimination	discrimin	discrimination
.	.	.

Lisa	lisa	Lisa
Maatz	maatz	Maatz
,	,	,
vice	vice	vice
president	presid	president
of	of	of
government	govern	government
relations	relat	relation
at	at	at
the	the	the
American	american	American
Association	associ	Association
of	of	of
University	univers	University
Women	women	Women
,	,	,
said	said	said
the	the	the
data	data	data
would	would	would
be	be	be
useful	use	useful
in	in	in
passing	pass	passing
legislation	legisl	legislation
,	,	,
making	make	making
companies	compani	company
comply	compli	comply
with	with	with
existing	exist	existing
laws	law	law
and	and	and
proving	prove	proving
the	the	the
gender	gender	gender
pay	pay	pay
gap	gap	gap
is	is	is
not	not	not
a	a	a
myth	myth	myth
.	.	.

The	the	The
wage	wage	wage
gap	gap	gap
is	is	is
a	a	a
persistent	persist	persistent
,	,	,
pernicious	pernici	pernicious
problem	problem	problem
,	,	,
and	and	and
it	it	it
has	has	ha
been	been	been
around	around	around
for	for	for
awhile	awhil	awhile
,	,	,
Maatz	maatz	Maatz
said	said	said
in	in	in
an	an	an
interview	interview	interview
.	.	.

We	we	We
still	still	still
have	have	have
a	a	a
lot	lot	lot
to	to	to
do	do	do
to	to	to
change	chang	change
it	it	it
,	,	,
but	but	but
this	this	this
is	is	is
an	an	an
excellent	excel	excellent
step	step	step
forward	forward	forward
.	.	.
Maatz	maatz	Maatz
said	said	said
other	other	other
measures	measur	measure
,	,	,
including	includ	including
non	non	non
-retaliation	-retali	-retaliation
policies	polici	policy
at	at	at
companies	compani	company
so	so	so
women	women	woman
can	can	can
ask	ask	ask
about	about	about
discrepancies	discrep	discrepancy
in	in	in
pay	pay	pay
and	and	and
changes	chang	change
in	in	in
how	how	how
salaries	salari	salary
are	are	are
determined	determin	determined
,	,	,
would	would	would
accelerate	acceler	accelerate
progress	progress	progress
.	.	.

Not	not	Not
using	use	using
salary	salari	salary
histories	histori	history
but	but	but
rather	rather	rather
looking	look	looking
at	at	at
resumes	resum	resume
and	and	and
taking	take	taking
into	into	into
account	account	account
experience	experi	experience
and	and	and
paying	pay	paying
for	for	for
what	what	what
the	the	the
job	job	job
is	is	is
worth	worth	worth
to	to	to
the	the	the
company	compani	company
will	will	will
do	do	do
a	a	a
lot	lot	lot
to	to	to
help	help	help
close	close	close
the	the	the
gender	gender	gender
pay	pay	pay
gap	gap	gap
,	,	,
Maatz	maatz	Maatz
added	ad	added
.	.	.

Women	women	Women
earn	earn	earn
79	79	79
cents	cent	cent
for	for	for
every	everi	every
dollar	dollar	dollar
a	a	a
man	man	man
makes	make	make
for	for	for
equal	equal	equal
work	work	work
,	,	,
according	accord	according
to	to	to
the	the	the
Institute	institut	Institute
for	for	for
Women	women	Women
s	s	s
Policy	polici	Policy
Research	research	Research
.	.	.

Although	although	Although
the	the	the
pay	pay	pay
gap	gap	gap
has	has	ha
narrowed	narrow	narrowed
since	sinc	since
1960	1960	1960
,	,	,
when	when	when
women	women	woman
made	made	made
about	about	about
60	60	60
cents	cent	cent
for	for	for
every	everi	every
dollar	dollar	dollar
,	,	,
the	the	the
institute	institut	institute
calculates	calcul	calculates
that	that	that
if	if	if
change	chang	change
continues	continu	continues
at	at	at
the	the	the
same	same	same
pace	pace	pace
,	,	,
women	women	woman
will	will	will
not	not	not
reach	reach	reach
equal	equal	equal
pay	pay	pay
until	until	until
2059	2059	2059
.	.	.

The	the	The
current	current	current
situation	situat	situation
is	is	is
worse	wors	worse
for	for	for
black	black	black
women	women	woman
,	,	,
at	at	at
60	60	60
cents	cent	cent
,	,	,
and	and	and
Latina	latina	Latina
women	women	woman
,	,	,
at	at	at
55	55	55
cents	cent	cent
,	,	,
said	said	said
Vivien	vivien	Vivien
Labaton	labaton	Labaton
,	,	,
co	co	co
-founder	-founder	-founder
of	of	of
the	the	the
non	non	non
-profit	-profit	-profit
Make	make	Make
It	it	It
Work	work	Work
campaign	campaign	campaign
for	for	for
economic	econom	economic
security	secur	security
for	for	for
working	work	working
families	famili	family
.	.	.

Labaton	labaton	Labaton
said	said	said
making	make	making
salary	salari	salary
range	rang	range
data	data	data
that	that	that
companies	compani	company
submit	submit	submit
to	to	to
the	the	the
Equal	equal	Equal
Employment	employ	Employment
Opportunity	opportun	Opportunity
Commission	commiss	Commission
accessible	access	accessible
to	to	to
their	their	their
employees	employe	employee
would	would	would
speed	speed	speed
up	up	up
change	chang	change
.	.	.

What	what	What
Make	make	Make
It	it	It
Work	work	Work
is	is	is
calling	call	calling
for	for	for
is	is	is
a	a	a
publicly	public	publicly
available	avail	available
database	databas	database
that	that	that
would	would	would
show	show	show
what	what	what
employers	employ	employer
pay	pay	pay
for	for	for
different	differ	different
jobs	job	job
based	base	based
on	on	on
sex	sex	sex
,	,	,
race	race	race
and	and	and
ethnicity	ethnic	ethnicity
,	,	,
she	she	she
said	said	said
.	.	.

The	the	The
commission	commiss	commission
issues	issu	issue
only	onli	only
aggregated	aggreg	aggregated
data	data	data
that	that	that
does	doe	doe
not	not	not
reveal	reveal	reveal
any	ani	any
particular	particular	particular
employer	employ	employer
s	s	s
or	or	or
employees	employe	employee
information	inform	information
.	.	.

We	we	We
do	do	do
know	know	know
that	that	that
the	the	the
more	more	more
transparency	transpar	transparency
you	you	you
have	have	have
,	,	,
the	the	the
smaller	smaller	smaller
the	the	the
gender	gender	gender
pay	pay	pay
gap	gap	gap
there	there	there
will	will	will
be	be	be
,	,	,
said	said	said
Maatz	maatz	Maatz
.	.	.

