Token	Stem	Lemma
MANILA	manila	MANILA
Reuters	reuter	Reuters
A	a	A
draft	draft	draft
of	of	of
the	the	the
statement	statement	statement
to	to	to
be	be	be
issued	issu	issued
after	after	after
a	a	a
Southeast	southeast	Southeast
Asian	asian	Asian
summit	summit	summit
makes	make	make
no	no	no
mention	mention	mention
of	of	of
the	the	the
exodus	exodus	exodus
of	of	of
Rohingya	rohingya	Rohingya
Muslims	muslim	Muslims
from	from	from
Myanmar	myanmar	Myanmar
s	s	s
Rakhine	rakhin	Rakhine
state	state	state
following	follow	following
a	a	a
military	militari	military
crackdown	crackdown	crackdown
that	that	that
has	has	ha
been	been	been
described	describ	described
by	by	by
the	the	the
United	unit	United
Nations	nation	Nations
as	as	a
ethnic	ethnic	ethnic
cleansing	cleans	cleansing
One	one	One
paragraph	paragraph	paragraph
of	of	of
the	the	the
communique	communiqu	communique
seen	seen	seen
by	by	by
Reuters	reuter	Reuters
on	on	on
Monday	monday	Monday
mentions	mention	mention
the	the	the
importance	import	importance
of	of	of
humanitarian	humanitarian	humanitarian
relief	relief	relief
provided	provid	provided
for	for	for
victims	victim	victim
of	of	of
natural	natur	natural
disasters	disast	disaster
in	in	in
Vietnam	vietnam	Vietnam
and	and	and
a	a	a
recent	recent	recent
urban	urban	urban
battle	battl	battle
with	with	with
Islamist	islamist	Islamist
militants	milit	militant
in	in	in
the	the	the
Philippines	philippin	Philippines
as	as	a
well	well	well
as	as	a
affected	affect	affected
communities	communiti	community
in	in	in
northern	northern	northern
Rakhine	rakhin	Rakhine
state	state	state
The	the	The
statement	statement	statement
was	was	wa
drawn	drawn	drawn
up	up	up
by	by	by
the	the	the
Philippines	philippin	Philippines
current	current	current
chair	chair	chair
of	of	of
the	the	the
10	10	10
-member	-member	-member
Association	associ	Association
of	of	of
Southeast	southeast	Southeast
Asian	asian	Asian
Nations	nation	Nations
ASEAN	asean	ASEAN
which	which	which
includes	includ	includes
Myanmar	myanmar	Myanmar
whose	whose	whose
leaders	leader	leader
met	met	met
for	for	for
a	a	a
plenary	plenari	plenary
session	session	session
in	in	in
Manila	manila	Manila
on	on	on
Monday	monday	Monday
The	the	The
draft	draft	draft
did	did	did
not	not	not
give	give	give
any	ani	any
details	detail	detail
of	of	of
the	the	the
situation	situat	situation
in	in	in
northern	northern	northern
Rakhine	rakhin	Rakhine
or	or	or
use	use	use
the	the	the
term	term	term
Rohingya	rohingya	Rohingya
for	for	for
the	the	the
persecuted	persecut	persecuted
Muslim	muslim	Muslim
minority	minor	minority
which	which	which
Myanmar	myanmar	Myanmar
leader	leader	leader
Aung	aung	Aung
San	san	San
Suu	suu	Suu
Kyi	kyi	Kyi
has	has	ha
asked	ask	asked
foreign	foreign	foreign
leaders	leader	leader
to	to	to
avoid	avoid	avoid
The	the	The
government	govern	government
in	in	in
mostly	most	mostly
-Buddhist	-buddhist	-Buddhist
Myanmar	myanmar	Myanmar
regards	regard	regard
the	the	the
Rohingya	rohingya	Rohingya
as	as	a
illegal	illeg	illegal
migrants	migrant	migrant
from	from	from
Bangladesh	bangladesh	Bangladesh
and	and	and
does	doe	doe
not	not	not
recognize	recogn	recognize
the	the	the
term	term	term
Well	well	Well
over	over	over
600	600	600
000	000	000
Rohingya	rohingya	Rohingya
have	have	have
fled	fled	fled
to	to	to
Bangladesh	bangladesh	Bangladesh
to	to	to
find	find	find
shelter	shelter	shelter
in	in	in
refugee	refuge	refugee
camps	camp	camp
after	after	after
military	militari	military
clearance	clearanc	clearance
operations	oper	operation
were	were	were
launched	launch	launched
in	in	in
response	respons	response
to	to	to
attacks	attack	attack
by	by	by
Rohingya	rohingya	Rohingya
militants	milit	militant
on	on	on
security	secur	security
posts	post	post
on	on	on
Aug	aug	Aug
25	25	25
The	the	The
plight	plight	plight
of	of	of
the	the	the
Rohingya	rohingya	Rohingya
has	has	ha
brought	brought	brought
outrage	outrag	outrage
from	from	from
around	around	around
the	the	the
world	world	world
and	and	and
there	there	there
have	have	have
been	been	been
calls	call	call
for	for	for
democracy	democraci	democracy
champion	champion	champion
Suu	suu	Suu
Kyi	kyi	Kyi
to	to	to
be	be	be
stripped	strip	stripped
of	of	of
the	the	the
Nobel	nobel	Nobel
peace	peac	peace
prize	prize	prize
she	she	she
won	won	won
in	in	in
1991	1991	1991
because	becaus	because
she	she	she
has	has	ha
not	not	not
condemned	condemn	condemned
the	the	the
Myanmar	myanmar	Myanmar
military	militari	military
s	s	s
actions	action	action
In	in	In
September	septemb	September
U	u	U
N	n	N
Secretary	secretari	Secretary
-General	-gener	-General
Antonio	antonio	Antonio
Guterres	guterr	Guterres
said	said	said
the	the	the
situation	situat	situation
in	in	in
Rakhine	rakhin	Rakhine
was	was	wa
best	best	best
described	describ	described
as	as	a
ethnic	ethnic	ethnic
cleansing	cleans	cleansing
Some	some	Some
members	member	member
of	of	of
ASEAN	asean	ASEAN
particularly	particular	particularly
Muslim	muslim	Muslim
-majority	-major	-majority
Malaysia	malaysia	Malaysia
have	have	have
voiced	voic	voiced
concern	concern	concern
However	howev	However
in	in	in
keeping	keep	keeping
with	with	with
ASEAN	asean	ASEAN
s	s	s
principle	principl	principle
of	of	of
non	non	non
-interference	-interfer	-interference
in	in	in
the	the	the
internal	intern	internal
affairs	affair	affair
of	of	of
one	one	one
another	anoth	another
the	the	the
issue	issu	issue
appears	appear	appears
to	to	to
have	have	have
been	been	been
put	put	put
aside	asid	aside
at	at	at
the	the	the
summit	summit	summit
In	in	In
September	septemb	September
Malaysia	malaysia	Malaysia
disavowed	disavow	disavowed
a	a	a
statement	statement	statement
issued	issu	issued
by	by	by
the	the	the
Philippines	philippin	Philippines
on	on	on
behalf	behalf	behalf
of	of	of
ASEAN	asean	ASEAN
s	s	s
foreign	foreign	foreign
ministers	minist	minister
as	as	a
misrepresenting	misrepres	misrepresenting
the	the	the
reality	realiti	reality
because	becaus	because
it	it	it
did	did	did
not	not	not
identify	identifi	identify
the	the	the
Rohingya	rohingya	Rohingya
as	as	a
an	an	an
affected	affect	affected
community	communiti	community
in	in	in
Rakhine	rakhin	Rakhine
state	state	state
Suu	suu	Suu
Kyi	kyi	Kyi
who	who	who
did	did	did
not	not	not
mention	mention	mention
the	the	the
crisis	crisi	crisis
in	in	in
a	a	a
speech	speech	speech
after	after	after
arriving	arriv	arriving
in	in	in
Manila	manila	Manila
on	on	on
Sunday	sunday	Sunday
criticized	critic	criticized
ASEAN	asean	ASEAN
s	s	s
principle	principl	principle
of	of	of
non	non	non
-interference	-interfer	-interference
herself	herself	herself
in	in	in
1999	1999	1999
when	when	when
she	she	she
was	was	wa
fighting	fight	fighting
for	for	for
democracy	democraci	democracy
in	in	in
a	a	a
country	countri	country
then	then	then
ruled	rule	ruled
by	by	by
a	a	a
military	militari	military
junta	junta	junta
This	this	This
policy	polici	policy
of	of	of
non	non	non
-interference	-interfer	-interference
is	is	is
just	just	just
an	an	an
excuse	excus	excuse
for	for	for
not	not	not
helping	help	helping
she	she	she
wrote	wrote	wrote
in	in	in
an	an	an
opinion	opinion	opinion
column	column	column
in	in	in
the	the	the
Thai	thai	Thai
daily	daili	daily
the	the	the
Nation	nation	Nation
at	at	at
the	the	the
time	time	time
In	in	In
this	this	this
day	day	day
and	and	and
age	age	age
you	you	you
cannot	cannot	cannot
avoid	avoid	avoid
interference	interfer	interference
in	in	in
the	the	the
matters	matter	matter
of	of	of
other	other	other
countries	countri	country
Roberto	roberto	Roberto
Romulo	romulo	Romulo
a	a	a
former	former	former
Philippine	philippin	Philippine
foreign	foreign	foreign
minister	minist	minister
told	told	told
the	the	the
Philippine	philippin	Philippine
news	news	news
channel	channel	channel
ANC	anc	ANC
that	that	that
there	there	there
appeared	appear	appeared
to	to	to
be	be	be
no	no	no
discussion	discuss	discussion
about	about	about
the	the	the
Rohingya	rohingya	Rohingya
at	at	at
the	the	the
ASEAN	asean	ASEAN
summit	summit	summit
They	they	They
re	re	re
treating	treat	treating
with	with	with
a	a	a
great	great	great
deal	deal	deal
of	of	of
respect	respect	respect
a	a	a
discredited	discredit	discredited
Nobel	nobel	Nobel
Peace	peac	Peace
Prize	prize	Prize
winner	winner	winner
like	like	like
Aung	aung	Aung
San	san	San
Suu	suu	Suu
Kyi	kyi	Kyi
he	he	he
said	said	said
Amnesty	amnesti	Amnesty
International	intern	International
Philippines	philippin	Philippines
representative	repres	representative
Wilnor	wilnor	Wilnor
Papa	papa	Papa
told	told	told
ANC	anc	ANC
that	that	that
the	the	the
ASEAN	asean	ASEAN
leaders	leader	leader
would	would	would
talk	talk	talk
about	about	about
terrorism	terror	terrorism
and	and	and
peace	peac	peace
and	and	and
order	order	order
but	but	but
there	there	there
are	are	are
a	a	a
whole	whole	whole
lot	lot	lot
of	of	of
elephants	eleph	elephant
in	in	in
the	the	the
room	room	room
they	they	they
won	won	won
t	t	t
be	be	be
talking	talk	talking
about	about	about
that	that	that
people	peopl	people
are	are	are
trying	tri	trying
to	to	to
ignore	ignor	ignore
