WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
,	,	,
who	who	who
has	has	ha
raised	rais	raised
eyebrows	eyebrow	eyebrow
by	by	by
mulling	mull	mulling
his	his	his
power	power	power
to	to	to
pardon	pardon	pardon
as	as	a
investigators	investig	investigator
probe	probe	probe
possible	possibl	possible
ties	tie	tie
between	between	between
his	his	his
2016	2016	2016
election	elect	election
campaign	campaign	campaign
and	and	and
Russia	russia	Russia
,	,	,
used	use	used
his	his	his
authority	author	authority
in	in	in
a	a	a
less	less	le
controversial	controversi	controversial
way	way	way
on	on	on
Tuesday	tuesday	Tuesday
to	to	to
pardon	pardon	pardon
a	a	a
Thanksgiving	thanksgiv	Thanksgiving
turkey	turkey	turkey
.	.	.

Joined	join	Joined
by	by	by
his	his	his
wife	wife	wife
,	,	,
Melania	melania	Melania
,	,	,
and	and	and
their	their	their
son	son	son
,	,	,
Barron	barron	Barron
,	,	,
Trump	trump	Trump
entered	enter	entered
the	the	the
Rose	rose	Rose
Garden	garden	Garden
for	for	for
the	the	the
annual	annual	annual
presidential	presidenti	presidential
tradition	tradit	tradition
and	and	and
granted	grant	granted
freedom	freedom	freedom
to	to	to
a	a	a
large	larg	large
white	white	white
bird	bird	bird
named	name	named
Drumstick	drumstick	Drumstick
.	.	.

Americans	american	Americans
traditionally	tradit	traditionally
feast	feast	feast
on	on	on
turkey	turkey	turkey
,	,	,
stuffing	stuf	stuffing
and	and	and
other	other	other
delights	delight	delight
on	on	on
the	the	the
Thanksgiving	thanksgiv	Thanksgiving
holiday	holiday	holiday
,	,	,
which	which	which
takes	take	take
place	place	place
this	this	this
coming	come	coming
Thursday	thursday	Thursday
,	,	,
but	but	but
Drumstick	drumstick	Drumstick
and	and	and
his	his	his
pal	pal	pal
Wishbone	wishbon	Wishbone
were	were	were
granted	grant	granted
a	a	a
reprieve	repriev	reprieve
.	.	.

I	i	I
m	m	m
pleased	pleas	pleased
to	to	to
report	report	report
that	that	that
,	,	,
unlike	unlik	unlike
millions	million	million
of	of	of
other	other	other
turkeys	turkey	turkey
at	at	at
this	this	this
time	time	time
of	of	of
the	the	the
year	year	year
,	,	,
Drumstick	drumstick	Drumstick
has	has	ha
a	a	a
very	veri	very
,	,	,
very	veri	very
bright	bright	bright
future	futur	future
ahead	ahead	ahead
of	of	of
him	him	him
,	,	,
Trump	trump	Trump
said	said	said
.	.	.

The	the	The
Republican	republican	Republican
president	presid	president
couldn	couldn	couldn
t	t	t
resist	resist	resist
referring	refer	referring
to	to	to
his	his	his
predecessor	predecessor	predecessor
,	,	,
former	former	former
Democratic	democrat	Democratic
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
,	,	,
who	who	who
pardoned	pardon	pardoned
two	two	two
turkeys	turkey	turkey
named	name	named
Tater	tater	Tater
and	and	and
Tot	tot	Tot
last	last	last
year	year	year
.	.	.

As	as	As
many	mani	many
of	of	of
you	you	you
know	know	know
,	,	,
I	i	I
have	have	have
been	been	been
very	veri	very
active	activ	active
in	in	in
overturning	overturn	overturning
a	a	a
number	number	number
of	of	of
executive	execut	executive
actions	action	action
by	by	by
my	my	my
predecessor	predecessor	predecessor
,	,	,
Trump	trump	Trump
quipped	quip	quipped
.	.	.

However	howev	However
,	,	,
I	i	I
have	have	have
been	been	been
informed	inform	informed
by	by	by
the	the	the
White	white	White
House	hous	House
Counsel	counsel	Counsel
s	s	s
Office	offic	Office
that	that	that
Tater	tater	Tater
and	and	and
Tot	tot	Tot
s	s	s
pardons	pardon	pardon
cannot	cannot	cannot
,	,	,
under	under	under
any	ani	any
circumstances	circumst	circumstance
,	,	,
be	be	be
revoked	revok	revoked
.	.	.
The	the	The
turkeys	turkey	turkey
will	will	will
live	live	live
at	at	at
an	an	an
enclosure	enclosur	enclosure
at	at	at
a	a	a
nearby	nearbi	nearby
university	univers	university
,	,	,
Virginia	virginia	Virginia
Tech	tech	Tech
.	.	.

Allegations	alleg	Allegations
of	of	of
potential	potenti	potential
ties	tie	tie
between	between	between
Trump	trump	Trump
s	s	s
presidential	presidenti	presidential
campaign	campaign	campaign
and	and	and
Moscow	moscow	Moscow
have	have	have
loomed	loom	loomed
over	over	over
the	the	the
White	white	White
House	hous	House
and	and	and
investigations	investig	investigation
are	are	are
ongoing	ongo	ongoing
.	.	.

Trump	trump	Trump
and	and	and
Moscow	moscow	Moscow
have	have	have
denied	deni	denied
collusion	collus	collusion
.	.	.

In	in	In
a	a	a
message	messag	message
on	on	on
Twitter	twitter	Twitter
in	in	in
July	juli	July
,	,	,
Trump	trump	Trump
noted	note	noted
that	that	that
as	as	a
president	presid	president
he	he	he
had	had	had
complete	complet	complete
power	power	power
to	to	to
pardon	pardon	pardon
.	.	.

