Reuters	reuter	Reuters
-	-	-
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
s	s	s
son	son	son
-in-law	-in-law	-in-law
and	and	and
senior	senior	senior
adviser	advis	adviser
Jared	jare	Jared
Kushner	kushner	Kushner
on	on	on
Monday	monday	Monday
gave	gave	gave
details	detail	detail
in	in	in
a	a	a
statement	statement	statement
made	made	made
public	public	public
before	befor	before
his	his	his
closed	close	closed
-door	-door	-door
meeting	meet	meeting
with	with	with
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Senate	senat	Senate
Intelligence	intellig	Intelligence
Committee	committe	Committee
about	about	about
his	his	his
contacts	contact	contact
with	with	with
Russians	russian	Russians
during	dure	during
the	the	the
2016	2016	2016
election	elect	election
campaign	campaign	campaign
and	and	and
the	the	the
presidential	presidenti	presidential
transition	transit	transition
period	period	period
.	.	.
The	the	The
following	follow	following
are	are	are
some	some	some
of	of	of
the	the	the
main	main	main
points	point	point
in	in	in
the	the	the
statement	statement	statement
-	-	-
Kushner	kushner	Kushner
said	said	said
he	he	he
became	becam	became
a	a	a
point	point	point
of	of	of
contact	contact	contact
for	for	for
foreign	foreign	foreign
countries	countri	country
once	onc	once
it	it	it
was	was	wa
clear	clear	clear
that	that	that
Trump	trump	Trump
would	would	would
be	be	be
the	the	the
Republican	republican	Republican
presidential	presidenti	presidential
nominee	nomine	nominee
.	.	.
Kushner	kushner	Kushner
said	said	said
he	he	he
had	had	had
incoming	incom	incoming
contacts	contact	contact
with	with	with
people	peopl	people
from	from	from
roughly	rough	roughly
15	15	15
countries	countri	country
.	.	.
To	to	To
put	put	put
these	these	these
requests	request	request
in	in	in
context	context	context
,	,	,
I	i	I
must	must	must
have	have	have
received	receiv	received
thousands	thousand	thousand
of	of	of
calls	call	call
,	,	,
letters	letter	letter
and	and	and
emails	email	email
,	,	,
he	he	he
said	said	said
.	.	.
-	-	-
Kushner	kushner	Kushner
said	said	said
he	he	he
was	was	wa
introduced	introduc	introduced
to	to	to
Russian	russian	Russian
Ambassador	ambassador	Ambassador
Sergey	sergey	Sergey
Kislyak	kislyak	Kislyak
,	,	,
among	among	among
other	other	other
foreign	foreign	foreign
dignitaries	dignitari	dignitary
,	,	,
in	in	in
April	april	April
2016	2016	2016
at	at	at
a	a	a
Washington	washington	Washington
hotel	hotel	hotel
where	where	where
then	then	then
-candidate	-candid	-candidate
Trump	trump	Trump
was	was	wa
making	make	making
a	a	a
speech	speech	speech
.	.	.
He	he	He
said	said	said
he	he	he
shook	shook	shook
hands	hand	hand
with	with	with
the	the	the
dignitaries	dignitari	dignitary
at	at	at
the	the	the
reception	recept	reception
.	.	.
The	the	The
ambassadors	ambassador	ambassador
also	also	also
expressed	express	expressed
interest	interest	interest
in	in	in
creating	creat	creating
a	a	a
positive	posit	positive
relationship	relationship	relationship
should	should	should
we	we	we
win	win	win
the	the	the
election	elect	election
.	.	.
.	.	.
.	.	.
Each	each	Each
exchange	exchang	exchange
lasted	last	lasted
less	less	le
than	than	than
a	a	a
minute	minut	minute
,	,	,
he	he	he
said	said	said
.	.	.
-	-	-
Kushner	kushner	Kushner
said	said	said
he	he	he
attended	attend	attended
a	a	a
meeting	meet	meeting
,	,	,
at	at	at
the	the	the
invitation	invit	invitation
of	of	of
his	his	his
brother	brother	brother
-in-law	-in-law	-in-law
Donald	donald	Donald
Trump	trump	Trump
Jr	jr	Jr
.	.	.
,	,	,
on	on	on
June	june	June
9	9	9
,	,	,
2016	2016	2016
,	,	,
at	at	at
Trump	trump	Trump
Tower	tower	Tower
in	in	in
New	new	New
York	york	York
.	.	.
Attendees	attende	Attendees
included	includ	included
a	a	a
Russian	russian	Russian
lawyer	lawyer	lawyer
discussing	discuss	discussing
a	a	a
ban	ban	ban
on	on	on
Americans	american	Americans
adopting	adopt	adopting
Russian	russian	Russian
children	children	child
.	.	.
Kushner	kushner	Kushner
did	did	did
not	not	not
name	name	name
the	the	the
lawyer	lawyer	lawyer
or	or	or
others	other	others
in	in	in
attendance	attend	attendance
.	.	.
No	no	No
part	part	part
of	of	of
the	the	the
meeting	meet	meeting
I	i	I
attended	attend	attended
included	includ	included
anything	anyth	anything
about	about	about
the	the	the
campaign	campaign	campaign
,	,	,
there	there	there
was	was	wa
no	no	no
follow	follow	follow
up	up	up
to	to	to
the	the	the
meeting	meet	meeting
that	that	that
I	i	I
am	am	am
aware	awar	aware
of	of	of
,	,	,
I	i	I
do	do	do
not	not	not
recall	recal	recall
how	how	how
many	mani	many
people	peopl	people
were	were	were
there	there	there
or	or	or
their	their	their
names	name	name
,	,	,
and	and	and
I	i	I
have	have	have
no	no	no
knowledge	knowledg	knowledge
of	of	of
any	ani	any
documents	document	document
being	be	being
offered	offer	offered
or	or	or
accepted	accept	accepted
,	,	,
he	he	he
said	said	said
.	.	.
-	-	-
After	after	After
Trump	trump	Trump
won	won	won
the	the	the
election	elect	election
,	,	,
ambassador	ambassador	ambassador
Kislyak	kislyak	Kislyak
on	on	on
Nov	nov	Nov
.	.	.
16	16	16
invited	invit	invited
Kushner	kushner	Kushner
to	to	to
a	a	a
meeting	meet	meeting
,	,	,
Kushner	kushner	Kushner
said	said	said
.	.	.
He	he	He
said	said	said
that	that	that
at	at	at
the	the	the
time	time	time
,	,	,
he	he	he
could	could	could
not	not	not
recall	recal	recall
the	the	the
ambassador	ambassador	ambassador
s	s	s
name	name	name
.	.	.
When	when	When
he	he	he
and	and	and
Kislyak	kislyak	Kislyak
met	met	met
at	at	at
Trump	trump	Trump
Tower	tower	Tower
on	on	on
Dec	dec	Dec
.	.	.
1	1	1
,	,	,
Kushner	kushner	Kushner
said	said	said
he	he	he
asked	ask	asked
Kislyak	kislyak	Kislyak
to	to	to
identify	identifi	identify
the	the	the
best	best	best
person	person	person
to	to	to
be	be	be
a	a	a
contact	contact	contact
for	for	for
direct	direct	direct
discussions	discuss	discussion
and	and	and
a	a	a
line	line	line
to	to	to
Russian	russian	Russian
President	presid	President
Vladimir	vladimir	Vladimir
Putin	putin	Putin
.	.	.
-	-	-
Kushner	kushner	Kushner
said	said	said
he	he	he
met	met	met
on	on	on
Dec	dec	Dec
.	.	.
13	13	13
with	with	with
Sergey	sergey	Sergey
Gorkov	gorkov	Gorkov
,	,	,
a	a	a
Russian	russian	Russian
banker	banker	banker
,	,	,
for	for	for
20	20	20
-25	-25	-25
minutes	minut	minute
and	and	and
received	receiv	received
gifts	gift	gift
of	of	of
a	a	a
piece	piec	piece
of	of	of
art	art	art
and	and	and
a	a	a
bag	bag	bag
of	of	of
dirt	dirt	dirt
,	,	,
both	both	both
from	from	from
a	a	a
village	villag	village
in	in	in
Belarus	belarus	Belarus
where	where	where
Kushner	kushner	Kushner
s	s	s
grandparents	grandpar	grandparent
were	were	were
from	from	from
.	.	.
He	he	He
said	said	said
he	he	he
gave	gave	gave
the	the	the
gifts	gift	gift
to	to	to
his	his	his
assistant	assist	assistant
to	to	to
have	have	have
them	them	them
registered	regist	registered
with	with	with
the	the	the
transition	transit	transition
office	offic	office
.	.	.
He	he	He
said	said	said
there	there	there
was	was	wa
no	no	no
discussion	discuss	discussion
about	about	about
Russian	russian	Russian
sanctions	sanction	sanction
.	.	.
At	at	At
no	no	no
time	time	time
was	was	wa
there	there	there
any	ani	any
discussion	discuss	discussion
about	about	about
my	my	my
companies	compani	company
,	,	,
business	busi	business
transactions	transact	transaction
,	,	,
real	real	real
estate	estat	estate
projects	project	project
,	,	,
loans	loan	loan
,	,	,
banking	bank	banking
arrangements	arrang	arrangement
or	or	or
any	ani	any
private	privat	private
business	busi	business
of	of	of
any	ani	any
kind	kind	kind
,	,	,
he	he	he
said	said	said
.	.	.
-	-	-
Kushner	kushner	Kushner
said	said	said
his	his	his
first	first	first
security	secur	security
clearance	clearanc	clearance
form	form	form
,	,	,
which	which	which
omitted	omit	omitted
foreign	foreign	foreign
government	govern	government
contacts	contact	contact
,	,	,
was	was	wa
submitted	submit	submitted
in	in	in
error	error	error
by	by	by
his	his	his
assistant	assist	assistant
.	.	.
He	he	He
said	said	said
he	he	he
sent	sent	sent
in	in	in
a	a	a
supplemental	supplement	supplemental
form	form	form
the	the	the
next	next	next
day	day	day
,	,	,
disclosing	disclos	disclosing
he	he	he
had	had	had
numerous	numer	numerous
contacts	contact	contact
with	with	with
foreign	foreign	foreign
officials	offici	official
,	,	,
and	and	and
provided	provid	provided
a	a	a
list	list	list
of	of	of
those	those	those
contacts	contact	contact
in	in	in
the	the	the
normal	normal	normal
course	cours	course
.	.	.
