Reuters	reuter	Reuters
-	-	-
At	at	At
least	least	least
12	12	12
women	women	woman
have	have	have
accused	accus	accused
U	u	U
.	.	.
S	s	S
.	.	.
Republican	republican	Republican
presidential	presidenti	presidential
candidate	candid	candidate
Donald	donald	Donald
Trump	trump	Trump
of	of	of
sexual	sexual	sexual
advances	advanc	advance
and	and	and
groping	grope	groping
.	.	.

Among	among	Among
his	his	his
accusers	accus	accuser
are	are	are
a	a	a
Miss	miss	Miss
Utah	utah	Utah
beauty	beauti	beauty
pageant	pageant	pageant
winner	winner	winner
,	,	,
a	a	a
businesswoman	businesswoman	businesswoman
,	,	,
a	a	a
reporter	report	reporter
and	and	and
a	a	a
receptionist	receptionist	receptionist
.	.	.

He	he	He
has	has	ha
denied	deni	denied
the	the	the
accusations	accus	accusation
.	.	.

In	in	In
a	a	a
2005	2005	2005
video	video	video
that	that	that
emerged	emerg	emerged
on	on	on
Oct	oct	Oct
.	.	.

7	7	7
,	,	,
Trump	trump	Trump
boasted	boast	boasted
about	about	about
grabbing	grab	grabbing
women	women	woman
by	by	by
the	the	the
genitals	genit	genitals
and	and	and
kissing	kiss	kissing
them	them	them
without	without	without
their	their	their
consent	consent	consent
.	.	.

In	in	In
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
presidential	presidenti	presidential
debate	debat	debate
on	on	on
Oct	oct	Oct
.	.	.

9	9	9
,	,	,
he	he	he
said	said	said
he	he	he
was	was	wa
embarrassed	embarrass	embarrassed
by	by	by
what	what	what
he	he	he
called	call	called
locker	locker	locker
-room	-room	-room
talk	talk	talk
but	but	but
had	had	had
not	not	not
engaged	engag	engaged
in	in	in
the	the	the
conduct	conduct	conduct
he	he	he
described	describ	described
in	in	in
the	the	the
video	video	video
.	.	.

Trump	trump	Trump
has	has	ha
called	call	called
absolutely	absolut	absolutely
false	fals	false
the	the	the
allegations	alleg	allegation
by	by	by
several	sever	several
women	women	woman
of	of	of
groping	grope	groping
and	and	and
other	other	other
misconduct	misconduct	misconduct
,	,	,
reported	report	reported
by	by	by
The	the	The
New	new	New
York	york	York
Times	time	Times
and	and	and
other	other	other
news	news	news
media	media	medium
.	.	.

At	at	At
a	a	a
rally	ralli	rally
this	this	this
month	month	month
,	,	,
after	after	after
two	two	two
more	more	more
women	women	woman
made	made	made
accusations	accus	accusation
of	of	of
groping	grope	groping
,	,	,
he	he	he
denounced	denounc	denounced
all	all	all
the	the	the
recent	recent	recent
allegations	alleg	allegation
by	by	by
a	a	a
series	seri	series
of	of	of
women	women	woman
,	,	,
calling	call	calling
them	them	them
fabrications	fabric	fabrication
and	and	and
calling	call	calling
the	the	the
women	women	woman
sick	sick	sick
.	.	.
Following	follow	Following
are	are	are
some	some	some
of	of	of
the	the	the
allegations	alleg	allegation
against	against	against
Trump	trump	Trump
Jessica	jessica	Jessica
Leeds	leed	Leeds
,	,	,
74	74	74
,	,	,
recounted	recount	recounted
in	in	in
a	a	a
video	video	video
interview	interview	interview
posted	post	posted
on	on	on
The	the	The
New	new	New
York	york	York
Times	time	Times
website	websit	website
on	on	on
Oct	oct	Oct
.	.	.

12	12	12
that	that	that
Trump	trump	Trump
grabbed	grab	grabbed
her	her	her
breasts	breast	breast
and	and	and
tried	tri	tried
to	to	to
put	put	put
his	his	his
hand	hand	hand
up	up	up
her	her	her
skirt	skirt	skirt
on	on	on
a	a	a
flight	flight	flight
to	to	to
New	new	New
York	york	York
in	in	in
or	or	or
around	around	around
1980	1980	1980
when	when	when
she	she	she
was	was	wa
a	a	a
38	38	38
-year-old	-year-old	-year-old
traveling	travel	traveling
businesswoman	businesswoman	businesswoman
.	.	.

In	in	In
a	a	a
tweet	tweet	tweet
and	and	and
in	in	in
a	a	a
later	later	later
speech	speech	speech
on	on	on
Oct	oct	Oct
.	.	.

13	13	13
,	,	,
Trump	trump	Trump
called	call	called
the	the	the
Times	time	Times
story	stori	story
a	a	a
total	total	total
fabrication	fabric	fabrication
.	.	.

Kristin	kristin	Kristin
Anderson	anderson	Anderson
,	,	,
in	in	in
a	a	a
video	video	video
posted	post	posted
on	on	on
the	the	the
website	websit	website
of	of	of
The	the	The
Washington	washington	Washington
Post	post	Post
on	on	on
Oct	oct	Oct
.	.	.

14	14	14
,	,	,
said	said	said
Trump	trump	Trump
put	put	put
his	his	his
hand	hand	hand
up	up	up
her	her	her
skirt	skirt	skirt
in	in	in
a	a	a
crowded	crowd	crowded
New	new	New
York	york	York
nightclub	nightclub	nightclub
in	in	in
the	the	the
early	earli	early
1990s	1990s	1990s
in	in	in
an	an	an
unwanted	unwant	unwanted
advance	advanc	advance
,	,	,
when	when	when
she	she	she
had	had	had
never	never	never
even	even	even
met	met	met
him	him	him
.	.	.

He	he	He
did	did	did
touch	touch	touch
my	my	my
vagina	vagina	vagina
through	through	through
my	my	my
underwear	underwear	underwear
,	,	,
absolutely	absolut	absolutely
,	,	,
Anderson	anderson	Anderson
said	said	said
in	in	in
the	the	the
video	video	video
interview	interview	interview
.	.	.

Jill	jill	Jill
Harth	harth	Harth
,	,	,
a	a	a
former	former	former
Trump	trump	Trump
beauty	beauti	beauty
pageant	pageant	pageant
business	busi	business
associate	associ	associate
,	,	,
filed	file	filed
a	a	a
125	125	125
million	million	million
lawsuit	lawsuit	lawsuit
in	in	in
1997	1997	1997
against	against	against
Trump	trump	Trump
alleging	alleg	alleging
that	that	that
on	on	on
Jan	jan	Jan
.	.	.

24	24	24
,	,	,
1993	1993	1993
,	,	,
at	at	at
Trump	trump	Trump
s	s	s
Florida	florida	Florida
estate	estat	estate
,	,	,
Mar	mar	Mar
-a-Lago	-a-lago	-a-Lago
,	,	,
Trump	trump	Trump
forcibly	forcibl	forcibly
removed	remov	removed
plaintiff	plaintiff	plaintiff
to	to	to
a	a	a
bedroom	bedroom	bedroom
,	,	,
whereupon	whereupon	whereupon
defendant	defend	defendant
subjected	subject	subjected
plaintiff	plaintiff	plaintiff
to	to	to
defendant	defend	defendant
s	s	s
unwanted	unwant	unwanted
sexual	sexual	sexual
advances	advanc	advance
.	.	.
A	a	A
Trump	trump	Trump
spokesperson	spokesperson	spokesperson
was	was	wa
quoted	quot	quoted
on	on	on
Oct	oct	Oct
.	.	.

7	7	7
in	in	in
The	the	The
New	new	New
York	york	York
Times	time	Times
as	as	a
saying	say	saying
,	,	,
Mr	mr	Mr
.	.	.
Trump	trump	Trump
denies	deni	denies
each	each	each
and	and	and
every	everi	every
statement	statement	statement
made	made	made
by	by	by
Ms	ms	Ms
.	.	.
Harth	harth	Harth
.	.	.
The	the	The
lawsuit	lawsuit	lawsuit
was	was	wa
dropped	drop	dropped
in	in	in
May	may	May
1997	1997	1997
.	.	.

Temple	templ	Temple
Taggart	taggart	Taggart
,	,	,
a	a	a
former	former	former
Miss	miss	Miss
Utah	utah	Utah
,	,	,
said	said	said
that	that	that
Trump	trump	Trump
twice	twice	twice
kissed	kiss	kissed
her	her	her
on	on	on
the	the	the
lips	lip	lip
in	in	in
greeting	greet	greeting
while	while	while
she	she	she
was	was	wa
a	a	a
contestant	contest	contestant
for	for	for
the	the	the
Miss	miss	Miss
USA	usa	USA
pageant	pageant	pageant
in	in	in
1997	1997	1997
,	,	,
when	when	when
she	she	she
was	was	wa
21	21	21
years	year	year
old	old	old
.	.	.

What	what	What
he	he	he
did	did	did
made	made	made
me	me	me
feel	feel	feel
so	so	so
uncomfortable	uncomfort	uncomfortable
that	that	that
I	i	I
ended	end	ended
up	up	up
cutting	cut	cutting
my	my	my
trip	trip	trip
short	short	short
,	,	,
bought	bought	bought
my	my	my
own	own	own
plane	plane	plane
ticket	ticket	ticket
,	,	,
flew	flew	flew
home	home	home
and	and	and
never	never	never
spoke	spoke	spoke
to	to	to
him	him	him
again	again	again
,	,	,
Taggart	taggart	Taggart
said	said	said
at	at	at
