WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
Personnel	personnel	Personnel
from	from	from
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Justice	justic	Justice
Department	depart	Department
s	s	s
civil	civil	civil
rights	right	right
division	divis	division
will	will	will
be	be	be
deployed	deploy	deployed
to	to	to
polling	poll	polling
sites	site	site
in	in	in
28	28	28
states	state	state
to	to	to
monitor	monitor	monitor
Tuesday	tuesday	Tuesday
s	s	s
election	elect	election
,	,	,
five	five	five
more	more	more
than	than	than
it	it	it
monitored	monitor	monitored
in	in	in
the	the	the
2012	2012	2012
election	elect	election
,	,	,
the	the	the
department	depart	department
said	said	said
on	on	on
Monday	monday	Monday
.	.	.

Most	most	Most
of	of	of
those	those	those
states	state	state
will	will	will
receive	receiv	receive
Justice	justic	Justice
Department	depart	Department
staff	staff	staff
who	who	who
have	have	have
no	no	no
statutory	statutori	statutory
authority	author	authority
to	to	to
access	access	access
polling	poll	polling
sites	site	site
as	as	a
a	a	a
result	result	result
of	of	of
a	a	a
2013	2013	2013
Supreme	suprem	Supreme
Court	court	Court
decision	decis	decision
that	that	that
struck	struck	struck
down	down	down
parts	part	part
of	of	of
the	the	the
Voting	vote	Voting
Rights	right	Rights
Act	act	Act
,	,	,
curtailing	curtail	curtailing
the	the	the
department	depart	department
s	s	s
ability	abil	ability
to	to	to
deploy	deploy	deploy
election	elect	election
observers	observ	observer
with	with	with
unfettered	unfett	unfettered
access	access	access
to	to	to
the	the	the
polls	poll	poll
.	.	.

More	more	More
than	than	than
500	500	500
Justice	justic	Justice
Department	depart	Department
personnel	personnel	personnel
will	will	will
be	be	be
deployed	deploy	deployed
on	on	on
Tuesday	tuesday	Tuesday
,	,	,
compared	compar	compared
to	to	to
more	more	more
than	than	than
780	780	780
personnel	personnel	personnel
the	the	the
department	depart	department
dispatched	dispatch	dispatched
during	dure	during
the	the	the
2012	2012	2012
general	general	general
election	elect	election
.	.	.

A	a	A
Justice	justic	Justice
Department	depart	Department
spokesman	spokesman	spokesman
declined	declin	declined
to	to	to
say	say	say
how	how	how
many	mani	many
of	of	of
Tuesday	tuesday	Tuesday
s	s	s
personnel	personnel	personnel
will	will	will
be	be	be
full	full	full
-access	-access	-access
observers	observ	observer
.	.	.

Tuesday	tuesday	Tuesday
s	s	s
hotly	hot	hotly
contested	contest	contested
election	elect	election
,	,	,
including	includ	including
the	the	the
presidential	presidenti	presidential
race	race	race
pitting	pit	pitting
Republican	republican	Republican
Donald	donald	Donald
Trump	trump	Trump
against	against	against
Democrat	democrat	Democrat
Hillary	hillari	Hillary
Clinton	clinton	Clinton
,	,	,
will	will	will
be	be	be
the	the	the
first	first	first
in	in	in
decades	decad	decade
in	in	in
which	which	which
the	the	the
Justice	justic	Justice
Department	depart	Department
can	can	can
only	onli	only
send	send	send
full	full	full
-access	-access	-access
observers	observ	observer
to	to	to
states	state	state
where	where	where
a	a	a
federal	feder	federal
court	court	court
ruling	rule	ruling
has	has	ha
authorized	author	authorized
it	it	it
.	.	.

On	on	On
the	the	the
campaign	campaign	campaign
trail	trail	trail
,	,	,
Trump	trump	Trump
has	has	ha
warned	warn	warned
the	the	the
election	elect	election
may	may	may
be	be	be
rigged	rig	rigged
and	and	and
has	has	ha
called	call	called
on	on	on
supporters	support	supporter
to	to	to
keep	keep	keep
an	an	an
eye	eye	eye
on	on	on
voting	vote	voting
activity	activ	activity
for	for	for
possible	possibl	possible
signs	sign	sign
of	of	of
fraud	fraud	fraud
in	in	in
large	larg	large
cities	citi	city
.	.	.

Numerous	numer	Numerous
studies	studi	study
have	have	have
found	found	found
that	that	that
U	u	U
.	.	.
S	s	S
.	.	.
voter	voter	voter
fraud	fraud	fraud
is	is	is
exceedingly	exceed	exceedingly
rare	rare	rare
.	.	.

As	as	As
always	alway	always
,	,	,
our	our	our
personnel	personnel	personnel
will	will	will
perform	perform	perform
these	these	these
duties	duti	duty
impartially	imparti	impartially
,	,	,
with	with	with
one	one	one
goal	goal	goal
in	in	in
mind	mind	mind
to	to	to
see	see	see
to	to	to
it	it	it
that	that	that
every	everi	every
eligible	elig	eligible
voter	voter	voter
can	can	can
participate	particip	participate
in	in	in
our	our	our
elections	elect	election
to	to	to
the	the	the
full	full	full
extent	extent	extent
that	that	that
federal	feder	federal
law	law	law
provides	provid	provides
,	,	,
said	said	said
Attorney	attorney	Attorney
General	general	General
Loretta	loretta	Loretta
Lynch	lynch	Lynch
in	in	in
a	a	a
statement	statement	statement
.	.	.

Courts	court	Courts
have	have	have
granted	grant	granted
the	the	the
Justice	justic	Justice
Department	depart	Department
permission	permiss	permission
to	to	to
deploy	deploy	deploy
full	full	full
-access	-access	-access
observers	observ	observer
in	in	in
five	five	five
states	state	state
Alaska	alaska	Alaska
,	,	,
California	california	California
,	,	,
Louisiana	louisiana	Louisiana
,	,	,
New	new	New
York	york	York
,	,	,
and	and	and
Alabama	alabama	Alabama
.	.	.

But	but	But
the	the	the
court	court	court
order	order	order
for	for	for
Alabama	alabama	Alabama
only	onli	only
pertains	pertain	pertains
to	to	to
municipal	municip	municipal
elections	elect	election
and	and	and
it	it	it
is	is	is
not	not	not
on	on	on
the	the	the
list	list	list
of	of	of
states	state	state
where	where	where
the	the	the
Justice	justic	Justice
Department	depart	Department
is	is	is
deploying	deploy	deploying
poll	poll	poll
watchers	watcher	watcher
this	this	this
year	year	year
.	.	.

The	the	The
Justice	justic	Justice
Department	depart	Department
staff	staff	staff
who	who	who
are	are	are
deployed	deploy	deployed
to	to	to
the	the	the
other	other	other
24	24	24
states	state	state
on	on	on
Tuesday	tuesday	Tuesday
will	will	will
be	be	be
election	elect	election
monitors	monitor	monitor
,	,	,
who	who	who
must	must	must
rely	reli	rely
on	on	on
local	local	local
and	and	and
state	state	state
authorities	author	authority
to	to	to
grant	grant	grant
them	them	them
access	access	access
to	to	to
polling	poll	polling
locations	locat	location
.	.	.

In	in	In
most	most	most
cases	case	case
,	,	,
voters	voter	voter
on	on	on
the	the	the
ground	ground	ground
will	will	will
see	see	see
very	veri	very
little	littl	little
practical	practic	practical
difference	differ	difference
between	between	between
monitors	monitor	monitor
and	and	and
observers	observ	observer
,	,	,
said	said	said
Vanita	vanita	Vanita
Gupta	gupta	Gupta
,	,	,
the	the	the
head	head	head
of	of	of
the	the	the
department	depart	department
s	s	s
civil	civil	civil
rights	right	right
division	divis	division
,	,	,
in	in	in
a	a	a
statement	statement	statement
.	.	.

