Token	Stem	Lemma
BERLIN	berlin	BERLIN
Reuters	reuter	Reuters
Turkish	turkish	Turkish
Foreign	foreign	Foreign
Minister	minist	Minister
Mevlut	mevlut	Mevlut
Cavusoglu	cavusoglu	Cavusoglu
said	said	said
on	on	on
Saturday	saturday	Saturday
he	he	he
would	would	would
work	work	work
towards	toward	towards
a	a	a
normalization	normal	normalization
of	of	of
relations	relat	relation
with	with	with
Germany	germani	Germany
after	after	after
months	month	month
of	of	of
mutual	mutual	mutual
recriminations	recrimin	recrimination
on	on	on
a	a	a
range	rang	range
of	of	of
issues	issu	issue
between	between	between
the	the	the
NATO	nato	NATO
allies	alli	ally
Already	alreadi	Already
tense	tens	tense
relations	relat	relation
took	took	took
a	a	a
turn	turn	turn
for	for	for
the	the	the
worse	wors	worse
after	after	after
Turkish	turkish	Turkish
President	presid	President
Tayyip	tayyip	Tayyip
Erdogan	erdogan	Erdogan
launched	launch	launched
a	a	a
crackdown	crackdown	crackdown
on	on	on
his	his	his
opponents	oppon	opponent
following	follow	following
a	a	a
failed	fail	failed
coup	coup	coup
attempt	attempt	attempt
last	last	last
year	year	year
Germany	germani	Germany
has	has	ha
also	also	also
protested	protest	protested
against	against	against
the	the	the
detention	detent	detention
of	of	of
German	german	German
citizens	citizen	citizen
on	on	on
political	polit	political
charges	charg	charge
and	and	and
has	has	ha
raised	rais	raised
the	the	the
question	question	question
of	of	of
whether	whether	whether
EU	eu	EU
accession	access	accession
talks	talk	talk
with	with	with
Turkey	turkey	Turkey
should	should	should
go	go	go
ahead	ahead	ahead
Striking	strike	Striking
an	an	an
unusually	unusu	unusually
conciliatory	conciliatori	conciliatory
tone	tone	tone
Cavusoglu	cavusoglu	Cavusoglu
told	told	told
Der	der	Der
Spiegel	spiegel	Spiegel
weekly	week	weekly
there	there	there
was	was	wa
no	no	no
reason	reason	reason
for	for	for
problems	problem	problem
between	between	between
the	the	the
two	two	two
countries	countri	country
If	if	If
you	you	you
take	take	take
one	one	one
step	step	step
towards	toward	towards
us	us	u
we	we	we
will	will	will
take	take	take
two	two	two
towards	toward	towards
you	you	you
he	he	he
said	said	said
And	and	And
asked	ask	asked
if	if	if
he	he	he
believed	believ	believed
there	there	there
would	would	would
be	be	be
a	a	a
normalization	normal	normalization
in	in	in
relations	relat	relation
Cavusoglu	cavusoglu	Cavusoglu
said	said	said
Yes	yes	Yes
And	and	And
I	i	I
am	am	am
ready	readi	ready
to	to	to
make	make	make
an	an	an
effort	effort	effort
towards	toward	towards
that	that	that
Earlier	earlier	Earlier
this	this	this
year	year	year
Erdogan	erdogan	Erdogan
and	and	and
some	some	some
of	of	of
his	his	his
political	polit	political
allies	alli	ally
compared	compar	compared
Germany	germani	Germany
to	to	to
the	the	the
Nazi	nazi	Nazi
era	era	era
after	after	after
some	some	some
local	local	local
authorities	author	authority
stopped	stop	stopped
Turkish	turkish	Turkish
ministers	minist	minister
campaigning	campaign	campaigning
here	here	here
for	for	for
a	a	a
referendum	referendum	referendum
that	that	that
handed	hand	handed
the	the	the
president	presid	president
sweeping	sweep	sweeping
new	new	new
powers	power	power
German	german	German
officials	offici	official
cited	cite	cited
security	secur	security
concerns	concern	concern
The	the	The
Nazi	nazi	Nazi
comparisons	comparison	comparison
were	were	were
a	a	a
kind	kind	kind
of	of	of
response	respons	response
to	to	to
the	the	the
hostility	hostil	hostility
from	from	from
Germany	germani	Germany
Cavusoglu	cavusoglu	Cavusoglu
said	said	said
adding	ad	adding
Germany	germani	Germany
had	had	had
to	to	to
learn	learn	learn
to	to	to
respect	respect	respect
Turkey	turkey	Turkey
Germany	germani	Germany
s	s	s
deputy	deputi	deputy
foreign	foreign	foreign
minister	minist	minister
Michael	michael	Michael
Roth	roth	Roth
told	told	told
