WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
House	hous	House
Speaker	speaker	Speaker
Paul	paul	Paul
Ryan	ryan	Ryan
,	,	,
a	a	a
Republican	republican	Republican
,	,	,
will	will	will
not	not	not
accept	accept	accept
a	a	a
nomination	nomin	nomination
to	to	to
be	be	be
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
presidential	presidenti	presidential
candidate	candid	candidate
,	,	,
his	his	his
spokeswoman	spokeswoman	spokeswoman
,	,	,
AshLee	ashle	AshLee
Strong	strong	Strong
,	,	,
said	said	said
on	on	on
Wednesday	wednesday	Wednesday
.	.	.
The	the	The
speaker	speaker	speaker
is	is	is
grateful	grate	grateful
for	for	for
the	the	the
support	support	support
,	,	,
but	but	but
he	he	he
is	is	is
not	not	not
interested	interest	interested
.	.	.
He	he	He
will	will	will
not	not	not
accept	accept	accept
a	a	a
nomination	nomin	nomination
and	and	and
believes	believ	belief
our	our	our
nominee	nomine	nominee
should	should	should
be	be	be
someone	someon	someone
who	who	who
ran	ran	ran
this	this	this
year	year	year
,	,	,
Strong	strong	Strong
said	said	said
in	in	in
an	an	an
email	email	email
to	to	to
Reuters	reuter	Reuters
.	.	.
She	she	She
was	was	wa
responding	respond	responding
to	to	to
a	a	a
report	report	report
by	by	by
Politico	politico	Politico
that	that	that
quoted	quot	quoted
former	former	former
Speaker	speaker	Speaker
John	john	John
Boehner	boehner	Boehner
as	as	a
saying	say	saying
that	that	that
Ryan	ryan	Ryan
should	should	should
be	be	be
the	the	the
Republican	republican	Republican
nominee	nomine	nominee
for	for	for
president	presid	president
if	if	if
the	the	the
party	parti	party
fails	fail	fails
to	to	to
choose	choos	choose
a	a	a
candidate	candid	candidate
on	on	on
the	the	the
first	first	first
ballot	ballot	ballot
at	at	at
the	the	the
convention	convent	convention
in	in	in
July	juli	July
.	.	.
If	if	If
we	we	we
don	don	don
t	t	t
have	have	have
a	a	a
nominee	nomine	nominee
who	who	who
can	can	can
win	win	win
on	on	on
the	the	the
first	first	first
ballot	ballot	ballot
,	,	,
I	i	I
m	m	m
for	for	for
none	none	none
of	of	of
the	the	the
above	abov	above
,	,	,
Boehner	boehner	Boehner
said	said	said
at	at	at
the	the	the
Futures	futur	Futures
Industry	industri	Industry
Association	associ	Association
conference	confer	conference
in	in	in
Boca	boca	Boca
Raton	raton	Raton
Florida	florida	Florida
,	,	,
Politico	politico	Politico
reported	report	reported
on	on	on
Wednesday	wednesday	Wednesday
.	.	.
They	they	They
all	all	all
had	had	had
a	a	a
chance	chanc	chance
to	to	to
win	win	win
.	.	.
None	none	None
of	of	of
them	them	them
won	won	won
.	.	.
So	so	So
I	i	I
m	m	m
for	for	for
none	none	none
of	of	of
the	the	the
above	abov	above
.	.	.
I	i	I
m	m	m
for	for	for
Paul	paul	Paul
Ryan	ryan	Ryan
to	to	to
be	be	be
our	our	our
nominee	nomine	nominee
.	.	.
Ryan	ryan	Ryan
,	,	,
who	who	who
is	is	is
from	from	from
Wisconsin	wisconsin	Wisconsin
and	and	and
became	becam	became
House	hous	House
speaker	speaker	speaker
last	last	last
year	year	year
,	,	,
has	has	ha
been	been	been
touted	tout	touted
as	as	a
a	a	a
possible	possibl	possible
dark	dark	dark
horse	hors	horse
candidate	candid	candidate
for	for	for
president	presid	president
,	,	,
should	should	should
the	the	the
Republican	republican	Republican
convention	convent	convention
fail	fail	fail
to	to	to
agree	agre	agree
on	on	on
any	ani	any
of	of	of
the	the	the
current	current	current
contenders	contend	contender
on	on	on
the	the	the
first	first	first
ballot	ballot	ballot
.	.	.
Ryan	ryan	Ryan
has	has	ha
repeatedly	repeat	repeatedly
insisted	insist	insisted
that	that	that
he	he	he
does	doe	doe
not	not	not
want	want	want
to	to	to
run	run	run
for	for	for
president	presid	president
this	this	this
year	year	year
,	,	,
and	and	and
a	a	a
committee	committe	committee
that	that	that
sought	sought	sought
to	to	to
draft	draft	draft
him	him	him
closed	close	closed
last	last	last
week	week	week
after	after	after
Ryan	ryan	Ryan
s	s	s
office	offic	office
urged	urg	urged
a	a	a
halt	halt	halt
to	to	to
its	it	it
activities	activ	activity
.	.	.
Ryan	ryan	Ryan
ran	ran	ran
for	for	for
vice	vice	vice
president	presid	president
in	in	in
2012	2012	2012
on	on	on
the	the	the
unsuccessful	unsuccess	unsuccessful
Republican	republican	Republican
ticket	ticket	ticket
with	with	with
presidential	presidenti	presidential
contender	contend	contender
Mitt	mitt	Mitt
Romney	romney	Romney
.	.	.
U	u	U
.	.	.
S	s	S
.	.	.
Republican	republican	Republican
front	front	front
-runner	-runner	-runner
Donald	donald	Donald
Trump	trump	Trump
scored	score	scored
big	big	big
wins	win	win
in	in	in
Republican	republican	Republican
primaries	primari	primary
in	in	in
Florida	florida	Florida
,	,	,
Illinois	illinoi	Illinois
and	and	and
North	north	North
Carolina	carolina	Carolina
on	on	on
Tuesday	tuesday	Tuesday
which	which	which
brought	brought	brought
him	him	him
closer	closer	closer
to	to	to
the	the	the
1	1	1
,	,	,
237	237	237
delegates	deleg	delegate
he	he	he
needs	need	need
to	to	to
win	win	win
the	the	the
nomination	nomin	nomination
.	.	.
But	but	But
he	he	he
still	still	still
might	might	might
fall	fall	fall
short	short	short
of	of	of
the	the	the
majority	major	majority
required	requir	required
,	,	,
enabling	enabl	enabling
the	the	the
party	parti	party
establishment	establish	establishment
to	to	to
put	put	put
forward	forward	forward
another	anoth	another
name	name	name
at	at	at
the	the	the
July	juli	July
convention	convent	convention
in	in	in
Cleveland	cleveland	Cleveland
.	.	.
A	a	A
spokesman	spokesman	spokesman
for	for	for
Boehner	boehner	Boehner
said	said	said
Wednesday	wednesday	Wednesday
that	that	that
the	the	the
former	former	former
speaker	speaker	speaker
,	,	,
who	who	who
is	is	is
from	from	from
Ohio	ohio	Ohio
,	,	,
had	had	had
endorsed	endors	endorsed
that	that	that
state	state	state
s	s	s
Governor	governor	Governor
John	john	John
Kasich	kasich	Kasich
in	in	in
the	the	the
presidential	presidenti	presidential
race	race	race
.	.	.
His	his	His
Boehner	boehner	Boehner
s	s	s
off	off	off
-the-cuff	-the-cuff	-the-cuff
comments	comment	comment
this	this	this
morning	morn	morning
were	were	were
about	about	about
a	a	a
hypothetical	hypothet	hypothetical
scenario	scenario	scenario
in	in	in
which	which	which
none	none	none
of	of	of
the	the	the
current	current	current
candidates	candid	candidate
are	are	are
able	abl	able
to	to	to
secure	secur	secure
the	the	the
nomination	nomin	nomination
at	at	at
the	the	the
convention	convent	convention
,	,	,
the	the	the
spokesman	spokesman	spokesman
,	,	,
Dave	dave	Dave
Schnittger	schnittger	Schnittger
,	,	,
said	said	said
.	.	.
