GENEVA	geneva	GENEVA
Reuters	reuter	Reuters
-	-	-
The	the	The
International	intern	International
Committee	committe	Committee
of	of	of
the	the	the
Red	red	Red
Cross	cross	Cross
said	said	said
on	on	on
Thursday	thursday	Thursday
it	it	it
had	had	had
access	access	access
to	to	to
more	more	more
than	than	than
1	1	1
,	,	,
300	300	300
foreign	foreign	foreign
wives	wive	wife
and	and	and
children	children	child
of	of	of
suspected	suspect	suspected
Islamic	islam	Islamic
State	state	State
militants	milit	militant
following	follow	following
concerns	concern	concern
expressed	express	expressed
for	for	for
the	the	the
safety	safeti	safety
of	of	of
the	the	the
families	famili	family
held	held	held
by	by	by
Iraqi	iraqi	Iraqi
forces	forc	force
near	near	near
Mosul	mosul	Mosul
.	.	.

The	the	The
neutral	neutral	neutral
aid	aid	aid
agency	agenc	agency
called	call	called
on	on	on
all	all	all
sides	side	side
in	in	in
the	the	the
wars	war	war
in	in	in
Iraq	iraq	Iraq
and	and	and
Syria	syria	Syria
to	to	to
treat	treat	treat
detainees	detaine	detainee
in	in	in
line	line	line
with	with	with
international	intern	international
law	law	law
that	that	that
prohibits	prohibit	prohibits
torture	tortur	torture
or	or	or
executions	execut	execution
and	and	and
enshrines	enshrin	enshrines
the	the	the
right	right	right
to	to	to
a	a	a
fair	fair	fair
trial	trial	trial
.	.	.

More	more	More
than	than	than
300	300	300
of	of	of
the	the	the
detained	detain	detained
foreign	foreign	foreign
families	famili	family
in	in	in
Iraq	iraq	Iraq
came	came	came
from	from	from
Turkey	turkey	Turkey
,	,	,
many	mani	many
others	other	others
from	from	from
former	former	former
Soviet	soviet	Soviet
states	state	state
,	,	,
such	such	such
as	as	a
Tajikistan	tajikistan	Tajikistan
,	,	,
Azerbaijan	azerbaijan	Azerbaijan
and	and	and
Russia	russia	Russia
,	,	,
according	accord	according
to	to	to
preliminary	preliminari	preliminary
figures	figur	figure
from	from	from
the	the	the
Iraqi	iraqi	Iraqi
army	armi	army
.	.	.

Currently	current	Currently
we	we	we
visit	visit	visit
and	and	and
provide	provid	provide
humanitarian	humanitarian	humanitarian
assistance	assist	assistance
to	to	to
some	some	some
1	1	1
,	,	,
300	300	300
women	women	woman
and	and	and
children	children	child
of	of	of
several	sever	several
dozen	dozen	dozen
nationalities	nation	nationality
who	who	who
are	are	are
detained	detain	detained
in	in	in
Iraq	iraq	Iraq
near	near	near
Mosul	mosul	Mosul
,	,	,
Patrick	patrick	Patrick
Hamilton	hamilton	Hamilton
,	,	,
ICRC	icrc	ICRC
deputy	deputi	deputy
director	director	director
for	for	for
the	the	the
Middle	middl	Middle
East	east	East
and	and	and
North	north	North
Africa	africa	Africa
,	,	,
told	told	told
a	a	a
news	news	news
briefing	brief	briefing
.	.	.

Last	last	Last
month	month	month
,	,	,
foreign	foreign	foreign
aid	aid	aid
agencies	agenc	agency
in	in	in
Iraq	iraq	Iraq
said	said	said
they	they	they
were	were	were
gravely	grave	gravely
concerned	concern	concerned
about	about	about
the	the	the
fate	fate	fate
of	of	of
the	the	the
families	famili	family
.	.	.

The	the	The
women	women	woman
and	and	and
children	children	child
have	have	have
been	been	been
in	in	in
Iraqi	iraqi	Iraqi
custody	custodi	custody
since	sinc	since
August	august	August
30	30	30
following	follow	following
the	the	the
fall	fall	fall
of	of	of
the	the	the
city	citi	city
of	of	of
Tal	tal	Tal
Afar	afar	Afar
.	.	.

It	it	It
is	is	is
the	the	the
largest	largest	largest
group	group	group
of	of	of
foreigners	foreign	foreigner
linked	link	linked
to	to	to
Islamic	islam	Islamic
State	state	State
to	to	to
be	be	be
held	held	held
by	by	by
Iraqi	iraqi	Iraqi
forces	forc	force
since	sinc	since
they	they	they
began	began	began
driving	drive	driving
the	the	the
militants	milit	militant
from	from	from
Mosul	mosul	Mosul
and	and	and
other	other	other
areas	area	area
in	in	in
northern	northern	northern
Iraq	iraq	Iraq
last	last	last
year	year	year
.	.	.

The	the	The
ICRC	icrc	ICRC
denounced	denounc	denounced
some	some	some
authorities	author	authority
and	and	and
militias	militia	militia
in	in	in
the	the	the
Iraq	iraq	Iraq
and	and	and
Syria	syria	Syria
wars	war	war
against	against	against
Islamic	islam	Islamic
State	state	State
who	who	who
have	have	have
vowed	vow	vowed
to	to	to
annihiliate	annihili	annihiliate
the	the	the
enemy	enemi	enemy
,	,	,
but	but	but
declined	declin	declined
to	to	to
name	name	name
names	name	name
.	.	.

Such	such	Such
dehumanisation	dehumanis	dehumanisation
of	of	of
the	the	the
enemy	enemi	enemy
could	could	could
lead	lead	lead
to	to	to
unlawful	unlaw	unlawful
torture	tortur	torture
or	or	or
executions	execut	execution
,	,	,
Hamilton	hamilton	Hamilton
warned	warn	warned
.	.	.

Talk	talk	Talk
of	of	of
annihilation	annihil	annihilation
or	or	or
extermination	extermin	extermination
contributes	contribut	contributes
to	to	to
perpetuating	perpetu	perpetuating
the	the	the
problem	problem	problem
rather	rather	rather
than	than	than
solving	solv	solving
it	it	it
.	.	.

International	intern	International
humanitarian	humanitarian	humanitarian
law	law	law
protects	protect	protects
civilians	civilian	civilian
and	and	and
former	former	former
combatants	combat	combatant
,	,	,
he	he	he
said	said	said
.	.	.

The	the	The
ICRC	icrc	ICRC
has	has	ha
a	a	a
good	good	good
level	level	level
of	of	of
dialogue	dialogu	dialogue
with	with	with
Iraqi	iraqi	Iraqi
authorities	author	authority
and	and	and
has	has	ha
visited	visit	visited
detention	detent	detention
facilities	facil	facility
in	in	in
Iraq	iraq	Iraq
holding	hold	holding
44	44	44
,	,	,
000	000	000
people	peopl	people
so	so	so
far	far	far
this	this	this
year	year	year
,	,	,
Hamilton	hamilton	Hamilton
said	said	said
.	.	.

Thousands	thousand	Thousands
of	of	of
foreigners	foreign	foreigner
have	have	have
been	been	been
fighting	fight	fighting
for	for	for
Islamic	islam	Islamic
State	state	State
in	in	in
Iraq	iraq	Iraq
and	and	and
Syria	syria	Syria
and	and	and
an	an	an
unknown	unknown	unknown
number	number	number
of	of	of
them	them	them
are	are	are
now	now	now
detained	detain	detained
.	.	.

Hamilton	hamilton	Hamilton
said	said	said
the	the	the
ICRC	icrc	ICRC
was	was	wa
already	alreadi	already
in	in	in
talks	talk	talk
about	about	about
potential	potenti	potential
repatriation	repatri	repatriation
of	of	of
foreign	foreign	foreign
fighters	fighter	fighter
.	.	.

We	we	We
are	are	are
ready	readi	ready
to	to	to
play	play	play
the	the	the
role	role	role
of	of	of
a	a	a
neutral	neutral	neutral
intermediary	intermediari	intermediary
to	to	to
assist	assist	assist
these	these	these
states	state	state
in	in	in
carrying	carri	carrying
out	out	out
that	that	that
,	,	,
the	the	the
return	return	return
of	of	of
their	their	their
individual	individu	individual
citizens	citizen	citizen
,	,	,
he	he	he
said	said	said
.	.	.

Indeed	inde	Indeed
we	we	we
have	have	have
been	been	been
in	in	in
dialogue	dialogu	dialogue
with	with	with
a	a	a
number	number	number
of	of	of
different	differ	different
states	state	state
and	and	and
the	the	the
Iraqi	iraqi	Iraqi
authorities	author	authority
in	in	in
relation	relat	relation
to	to	to
this	this	this
over	over	over
recent	recent	recent
weeks	week	week
,	,	,
he	he	he
said	said	said
.	.	.

Hamilton	hamilton	Hamilton
,	,	,
asked	ask	asked
about	about	about
media	media	medium
reports	report	report
of	of	of
executions	execut	execution
by	by	by
U	u	U
.	.	.
S	s	S
.	.	.
-backed	-back	-backed
Syrian	syrian	Syrian
Democratic	democrat	Democratic
Forces	forc	Forces
SDF	sdf	SDF
following	follow	following
the	the	the
fall	fall	fall
of	of	of
the	the	the
jihadist	jihadist	jihadist
capital	capit	capital
in	in	in
Raqqa	raqqa	Raqqa
,	,	,
Syria	syria	Syria
,	,	,
said	said	said
that	that	that
an	an	an
ICRC	icrc	ICRC
team	team	team
had	had	had
been	been	been
in	in	in
the	the	the
chaotic	chaotic	chaotic
northeastern	northeastern	northeastern
city	citi	city
last	last	last
week	week	week
.	.	.

No	no	No
,	,	,
we	we	we
frankly	frank	frankly
don	don	don
t	t	t
have	have	have
first	first	first
-hand	-hand	-hand
information	inform	information
in	in	in
regards	regard	regard
to	to	to
extrajudicial	extrajudici	extrajudicial
killings	kill	killing
or	or	or
any	ani	any
such	such	such
like	like	like
.	.	.
.	.	.
.	.	.

clearly	clear	clearly
we	we	we
remain	remain	remain
concerned	concern	concerned
in	in	in
the	the	the
aftermath	aftermath	aftermath
of	of	of
Raqqa	raqqa	Raqqa
as	as	a
we	we	we
do	do	do
after	after	after
Mosul	mosul	Mosul
,	,	,
Hawija	hawija	Hawija
,	,	,
Tal	tal	Tal
Afar	afar	Afar
and	and	and
so	so	so
forth	forth	forth
,	,	,
he	he	he
said	said	said
.	.	.

