BRUSSELS	brussel	BRUSSELS
Reuters	reuter	Reuters
-	-	-
Northern	northern	Northern
Ireland	ireland	Ireland
will	will	will
not	not	not
stay	stay	stay
in	in	in
the	the	the
European	european	European
Union	union	Union
s	s	s
single	singl	single
market	market	market
or	or	or
the	the	the
customs	custom	custom
union	union	union
after	after	after
Brexit	brexit	Brexit
,	,	,
a	a	a
British	british	British
government	govern	government
official	offici	official
said	said	said
,	,	,
adding	ad	adding
that	that	that
arrangements	arrang	arrangement
for	for	for
the	the	the
border	border	border
with	with	with
Ireland	ireland	Ireland
must	must	must
not	not	not
eat	eat	eat
into	into	into
the	the	the
United	unit	United
Kingdom	kingdom	Kingdom
s	s	s
integrity	integr	integrity
.	.	.

Allowing	allow	Allowing
Northern	northern	Northern
Ireland	ireland	Ireland
to	to	to
retain	retain	retain
some	some	some
access	access	access
has	has	ha
been	been	been
floated	float	floated
by	by	by
the	the	the
European	european	European
Parliament	parliament	Parliament
s	s	s
Brexit	brexit	Brexit
pointman	pointman	pointman
,	,	,
Guy	guy	Guy
Verhofstadt	verhofstadt	Verhofstadt
.	.	.

We	we	We
will	will	will
leave	leav	leave
the	the	the
European	european	European
Union	union	Union
in	in	in
2019	2019	2019
as	as	a
one	one	one
United	unit	United
Kingdom	kingdom	Kingdom
,	,	,
the	the	the
British	british	British
minister	minist	minister
for	for	for
Northern	northern	Northern
Ireland	ireland	Ireland
,	,	,
James	jame	James
Brokenshire	brokenshir	Brokenshire
,	,	,
said	said	said
on	on	on
Monday	monday	Monday
.	.	.

We	we	We
need	need	need
to	to	to
ensure	ensur	ensure
that	that	that
nothing	noth	nothing
is	is	is
done	done	done
that	that	that
undermines	undermin	undermines
the	the	the
integrity	integr	integrity
of	of	of
the	the	the
UK	uk	UK
single	singl	single
market	market	market
.	.	.

I	i	I
find	find	find
it	it	it
difficult	difficult	difficult
to	to	to
image	imag	image
how	how	how
Northern	northern	Northern
Ireland	ireland	Ireland
could	could	could
somehow	somehow	somehow
remain	remain	remain
in	in	in
while	while	while
the	the	the
rest	rest	rest
of	of	of
the	the	the
country	countri	country
leaves	leav	leaf
.	.	.

I	i	I
find	find	find
it	it	it
impossible	imposs	impossible
,	,	,
he	he	he
told	told	told
a	a	a
seminar	seminar	seminar
in	in	in
Brussels	brussel	Brussels
.	.	.

Brokenshire	brokenshir	Brokenshire
reiterated	reiter	reiterated
Prime	prime	Prime
Minister	minist	Minister
Theresa	theresa	Theresa
May	may	May
s	s	s
insistence	insist	insistence
that	that	that
the	the	the
United	unit	United
Kingdom	kingdom	Kingdom
would	would	would
be	be	be
exiting	exit	exiting
both	both	both
as	as	a
a	a	a
result	result	result
of	of	of
the	the	the
2016	2016	2016
referendum	referendum	referendum
.	.	.

London	london	London
has	has	ha
proposed	propos	proposed
an	an	an
invisible	invis	invisible
border	border	border
without	without	without
checkpoints	checkpoint	checkpoint
or	or	or
immigration	immigr	immigration
controls	control	control
between	between	between
EU	eu	EU
member	member	member
Ireland	ireland	Ireland
and	and	and
Northern	northern	Northern
Ireland	ireland	Ireland
after	after	after
Brexit	brexit	Brexit
.	.	.

But	but	But
it	it	it
has	has	ha
given	given	given
no	no	no
firm	firm	firm
ideas	idea	idea
on	on	on
customs	custom	custom
arrangements	arrang	arrangement
and	and	and
the	the	the
EU	eu	EU
has	has	ha
mostly	most	mostly
been	been	been
critical	critic	critical
,	,	,
seeing	see	seeing
these	these	these
plans	plan	plan
as	as	a
unrealistic	unrealist	unrealistic
.	.	.

Dublin	dublin	Dublin
has	has	ha
said	said	said
it	it	it
will	will	will
not	not	not
let	let	let
Brexit	brexit	Brexit
negotiations	negoti	negotiation
move	move	move
from	from	from
the	the	the
divorce	divorc	divorce
talks	talk	talk
to	to	to
discussions	discuss	discussion
about	about	about
future	futur	future
trade	trade	trade
relations	relat	relation
between	between	between
Britain	britain	Britain
and	and	and
the	the	the
EU	eu	EU
-	-	-
as	as	a
London	london	London
is	is	is
pushing	push	pushing
for	for	for
-	-	-
without	without	without
more	more	more
guarantees	guarante	guarantee
on	on	on
the	the	the
border	border	border
.	.	.

Irish	irish	Irish
Foreign	foreign	Foreign
Minister	minist	Minister
Simon	simon	Simon
Coveney	coveney	Coveney
has	has	ha
demanded	demand	demanded
more	more	more
guarantees	guarante	guarantee
that	that	that
the	the	the
Irish	irish	Irish
issue	issu	issue
would	would	would
be	be	be
solved	solv	solved
even	even	even
if	if	if
the	the	the
future	futur	future
trade	trade	trade
talks	talk	talk
between	between	between
Britain	britain	Britain
and	and	and
the	the	the
remaining	remain	remaining
27	27	27
EU	eu	EU
states	state	state
collapse	collaps	collapse
.	.	.

Show	show	Show
us	us	u
how	how	how
it	it	it
could	could	could
be	be	be
done	done	done
in	in	in
practice	practic	practice
,	,	,
how	how	how
can	can	can
you	you	you
be	be	be
outside	outsid	outside
of	of	of
the	the	the
single	singl	single
market	market	market
and	and	and
customs	custom	custom
union	union	union
and	and	and
not	not	not
have	have	have
border	border	border
infrastructure	infrastructur	infrastructure
at	at	at
the	the	the
same	same	same
time	time	time
,	,	,
one	one	one
EU	eu	EU
diplomat	diplomat	diplomat
said	said	said
in	in	in
Brussels	brussel	Brussels
.	.	.

It	it	It
s	s	s
about	about	about
where	where	where
and	and	and
how	how	how
you	you	you
will	will	will
carry	carri	carry
out	out	out
checks	check	check
.	.	.

With	with	With
London	london	London
reluctant	reluct	reluctant
to	to	to
accept	accept	accept
controls	control	control
between	between	between
Northern	northern	Northern
Ireland	ireland	Ireland
and	and	and
the	the	the
rest	rest	rest
of	of	of
the	the	the
United	unit	United
Kingdom	kingdom	Kingdom
,	,	,
and	and	and
both	both	both
sides	side	side
declaring	declar	declaring
determination	determin	determination
to	to	to
avoid	avoid	avoid
a	a	a
hard	hard	hard
border	border	border
between	between	between
the	the	the
two	two	two
Irish	irish	Irish
communities	communiti	community
,	,	,
the	the	the
person	person	person
said	said	said
the	the	the
only	onli	only
remaining	remain	remaining
option	option	option
would	would	would
be	be	be
to	to	to
run	run	run
checks	check	check
between	between	between
Ireland	ireland	Ireland
and	and	and
the	the	the
rest	rest	rest
of	of	of
the	the	the
EU	eu	EU
.	.	.

That	that	That
would	would	would
complicate	complic	complicate
Ireland	ireland	Ireland
s	s	s
exports	export	export
to	to	to
the	the	the
EU	eu	EU
as	as	a
everything	everyth	everything
would	would	would
be	be	be
checked	check	checked
as	as	a
if	if	if
it	it	it
were	were	were
coming	come	coming
from	from	from
Northern	northern	Northern
Ireland	ireland	Ireland
,	,	,
but	but	but
maybe	mayb	maybe
that	that	that
would	would	would
still	still	still
be	be	be
a	a	a
less	less	le
bad	bad	bad
option	option	option
for	for	for
them	them	them
than	than	than
having	have	having
a	a	a
border	border	border
on	on	on
the	the	the
island	island	island
,	,	,
the	the	the
diplomat	diplomat	diplomat
added	ad	added
.	.	.

Brokenshire	brokenshir	Brokenshire
said	said	said
some	some	some
agricultural	agricultur	agricultural
laws	law	law
in	in	in
Northern	northern	Northern
Ireland	ireland	Ireland
which	which	which
is	is	is
trying	tri	trying
to	to	to
reach	reach	reach
agreement	agreement	agreement
on	on	on
how	how	how
to	to	to
relaunch	relaunch	relaunch
its	it	it
regional	region	regional
executive	execut	executive
that	that	that
is	is	is
ruled	rule	ruled
at	at	at
arm	arm	arm
s	s	s
length	length	length
from	from	from
London	london	London
were	were	were
already	alreadi	already
different	differ	different
than	than	than
elsewhere	elsewher	elsewhere
in	in	in
the	the	the
United	unit	United
Kingdom	kingdom	Kingdom
.	.	.

After	after	After
meeting	meet	meeting
the	the	the
EU	eu	EU
s	s	s
top	top	top
agriculture	agricultur	agriculture
official	offici	official
in	in	in
Brussels	brussel	Brussels
,	,	,
Irish	irish	Irish
Commissioner	commission	Commissioner
Phil	phil	Phil
Hogan	hogan	Hogan
,	,	,
Brokenshire	brokenshir	Brokenshire
signaled	signal	signaled
Belfast	belfast	Belfast
could	could	could
keep	keep	keep
some	some	some
of	of	of
its	it	it
laws	law	law
closer	closer	closer
to	to	to
those	those	those
of	of	of
the	the	the
EU	eu	EU
after	after	after
Brexit	brexit	Brexit
to	to	to
minimize	minim	minimize
trade	trade	trade
disruptions	disrupt	disruption
across	across	across
the	the	the
future	futur	future
border	border	border
.	.	.

He	he	He
also	also	also
said	said	said
London	london	London
was	was	wa
keen	keen	keen
to	to	to
preserve	preserv	preserve
the	the	the
common	common	common
travel	travel	travel
area	area	area
Ireland	ireland	Ireland
has	has	ha
with	with	with
Britain	britain	Britain
,	,	,
as	as	a
well	well	well
as	as	a
the	the	the
single	singl	single
electricity	electr	electricity
market	market	market
on	on	on
the	the	the
island	island	island
of	of	of
Ireland	ireland	Ireland
.	.	.

He	he	He
hoped	hope	hoped
for	for	for
close	close	close
cooperation	cooper	cooperation
with	with	with
Dublin	dublin	Dublin
,	,	,
including	includ	including
on	on	on
security	secur	security
matters	matter	matter
,	,	,
after	after	after
Britain	britain	Britain
leaves	leav	leaf
,	,	,
as	as	a
is	is	is
now	now	now
due	due	due
to	to	to
happen	happen	happen
in	in	in
March	march	March
,	,	,
2019	2019	2019
.	.	.

British	british	British
and	and	and
EU	eu	EU
negotiators	negoti	negotiator
will	will	will
meet	meet	meet
in	in	in
Brussels	brussel	Brussels
again	again	again
this	this	this
Thursday	thursday	Thursday
and	and	and
Friday	friday	Friday
for	for	for
more	more	more
Brexit	brexit	Brexit
talks	talk	talk
that	that	that
have	have	have
been	been	been
grinding	grind	grinding
slowly	slowli	slowly
,	,	,
unnerving	unnerv	unnerving
investors	investor	investor
and	and	and
businesses	busi	business
who	who	who
seek	seek	seek
clarity	clariti	clarity
to	to	to
plan	plan	plan
their	their	their
operations	oper	operation
.	.	.

Brussels	brussel	Brussels
is	is	is
growing	grow	growing
skeptical	skeptic	skeptical
that	that	that
there	there	there
will	will	will
be	be	be
enough	enough	enough
progress	progress	progress
in	in	in
time	time	time
for	for	for
another	anoth	another
gathering	gather	gathering
of	of	of
all	all	all
EU	eu	EU
leaders	leader	leader
in	in	in
mid	mid	mid
-December	-decemb	-December
on	on	on
the	the	the
three	three	three
main	main	main
issues	issu	issue
the	the	the
bloc	bloc	bloc
wants	want	want
to	to	to
settle	settl	settle
before	befor	before
opening	open	opening
trade	trade	trade
talks	talk	talk
.	.	.

The	the	The
question	question	question
of	of	of
the	the	the
Irish	irish	Irish
border	border	border
is	is	is
one	one	one
.	.	.

The	the	The
most	most	most
politically	polit	politically
contentious	contenti	contentious
one	one	one
is	is	is
agreeing	agre	agreeing
Britain	britain	Britain
s	s	s
divorce	divorc	divorce
bill	bill	bill
.	.	.

Most	most	Most
progress	progress	progress
has	has	ha
been	been	been
achieved	achiev	achieved
in	in	in
the	the	the
third	third	third
-	-	-
setting	set	setting
mutual	mutual	mutual
safeguards	safeguard	safeguard
for	for	for
Britons	briton	Britons
living	live	living
in	in	in
the	the	the
EU	eu	EU
after	after	after
Brexit	brexit	Brexit
and	and	and
EU	eu	EU
citizens	citizen	citizen
residing	resid	residing
in	in	in
the	the	the
first	first	first
country	countri	country
to	to	to
ever	ever	ever
decide	decid	decide
to	to	to
leave	leav	leave
the	the	the
bloc	bloc	bloc
-	-	-
but	but	but
that	that	that
is	is	is
not	not	not
yet	yet	yet
settled	settl	settled
either	either	either
.	.	.

