Reuters	reuter	Reuters
-	-	-
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
Air	air	Air
Force	forc	Force
has	has	ha
awarded	award	awarded
Lockheed	lockhe	Lockheed
Martin	martin	Martin
Corp	corp	Corp
and	and	and
Raytheon	raytheon	Raytheon
Co	co	Co
separate	separ	separate
900	900	900
million	million	million
contracts	contract	contract
to	to	to
continue	continu	continue
work	work	work
on	on	on
a	a	a
replacement	replac	replacement
for	for	for
the	the	the
AGM	agm	AGM
-86B	-86b	-86B
air	air	air
-launched	-launch	-launched
nuclear	nuclear	nuclear
cruise	cruis	cruise
missile	missil	missile
,	,	,
the	the	the
Pentagon	pentagon	Pentagon
said	said	said
on	on	on
Wednesday	wednesday	Wednesday
.	.	.
Although	although	Although
the	the	the
award	award	award
for	for	for
the	the	the
new	new	new
Long	long	Long
Range	rang	Range
Standoff	standoff	Standoff
weapon	weapon	weapon
LRSO	lrso	LRSO
comes	come	come
amid	amid	amid
rising	rise	rising
tensions	tension	tension
with	with	with
North	north	North
Korea	korea	Korea
,	,	,
the	the	the
Air	air	Air
Force	forc	Force
had	had	had
asked	ask	asked
the	the	the
defense	defens	defense
industry	industri	industry
last	last	last
summer	summer	summer
for	for	for
proposals	propos	proposal
to	to	to
replace	replac	replace
the	the	the
aging	age	aging
nuclear	nuclear	nuclear
cruise	cruis	cruise
missiles	missil	missile
and	and	and
intercontinental	intercontinent	intercontinental
ballistic	ballist	ballistic
missile	missil	missile
system	system	system
as	as	a
the	the	the
military	militari	military
moved	move	moved
ahead	ahead	ahead
with	with	with
a	a	a
costly	cost	costly
modernization	modern	modernization
of	of	of
its	it	it
aging	age	aging
atomic	atom	atomic
weapons	weapon	weapon
systems	system	system
.	.	.
This	this	This
weapon	weapon	weapon
will	will	will
modernize	modern	modernize
the	the	the
air	air	air
-based	-base	-based
leg	leg	leg
of	of	of
the	the	the
nuclear	nuclear	nuclear
triad	triad	triad
,	,	,
said	said	said
Secretary	secretari	Secretary
of	of	of
the	the	the
Air	air	Air
Force	forc	Force
Heather	heather	Heather
Wilson	wilson	Wilson
in	in	in
a	a	a
statement	statement	statement
.	.	.
LRSO	lrso	LRSO
,	,	,
which	which	which
is	is	is
a	a	a
plane	plane	plane
launched	launch	launched
weapon	weapon	weapon
,	,	,
will	will	will
be	be	be
capable	capabl	capable
of	of	of
penetrating	penetr	penetrating
and	and	and
surviving	surviv	surviving
advanced	advanc	advanced
integrated	integr	integrated
air	air	air
defense	defens	defense
systems	system	system
from	from	from
significant	signific	significant
standoff	standoff	standoff
range	rang	range
Lockheed	lockhe	Lockheed
Martin	martin	Martin
said	said	said
in	in	in
its	it	it
statement	statement	statement
about	about	about
the	the	the
award	award	award
.	.	.
The	the	The
relatively	relat	relatively
small	small	small
contract	contract	contract
award	award	award
is	is	is
a	a	a
milestone	mileston	milestone
that	that	that
allows	allow	allows
Lockheed	lockhe	Lockheed
and	and	and
Raytheon	raytheon	Raytheon
to	to	to
continue	continu	continue
parallel	parallel	parallel
detailed	detail	detailed
development	develop	development
and	and	and
prototyping	prototyp	prototyping
for	for	for
the	the	the
cruise	cruis	cruise
missile	missil	missile
replacement	replac	replacement
.	.	.
For	for	For
the	the	the
next	next	next
four	four	four
and	and	and
a	a	a
half	half	half
years	year	year
,	,	,
the	the	the
companies	compani	company
will	will	will
perform	perform	perform
the	the	the
technology	technolog	technology
maturation	matur	maturation
and	and	and
risk	risk	risk
reduction	reduct	reduction
of	of	of
the	the	the
weapon	weapon	weapon
.	.	.
Once	onc	Once
complete	complet	complete
,	,	,
the	the	the
Air	air	Air
Force	forc	Force
will	will	will
choose	choos	choose
a	a	a
single	singl	single
contractor	contractor	contractor
for	for	for
engineering	engin	engineering
,	,	,
manufacturing	manufactur	manufacturing
and	and	and
deployment	deploy	deployment
.	.	.
The	the	The
Air	air	Air
Force	forc	Force
plans	plan	plan
to	to	to
procure	procur	procure
approximately	approxim	approximately
1	1	1
,	,	,
000	000	000
LRSO	lrso	LRSO
flight	flight	flight
bodies	bodi	body
,	,	,
with	with	with
development	develop	development
and	and	and
procurement	procur	procurement
costs	cost	cost
estimated	estim	estimated
at	at	at
about	about	about
10	10	10
billion	billion	billion
,	,	,
according	accord	according
to	to	to
an	an	an
Air	air	Air
Force	forc	Force
spokesperson	spokesperson	spokesperson
.	.	.
Only	onli	Only
some	some	some
of	of	of
the	the	the
bodies	bodi	body
will	will	will
be	be	be
armed	arm	armed
with	with	with
nuclear	nuclear	nuclear
weapons	weapon	weapon
,	,	,
the	the	the
others	other	others
will	will	will
be	be	be
used	use	used
for	for	for
testing	test	testing
or	or	or
spares	spare	spare
.	.	.
The	the	The
Air	air	Air
Force	forc	Force
has	has	ha
said	said	said
it	it	it
plans	plan	plan
to	to	to
start	start	start
fielding	field	fielding
LRSO	lrso	LRSO
by	by	by
2030	2030	2030
.	.	.
The	the	The
current	current	current
cruise	cruis	cruise
missile	missil	missile
was	was	wa
first	first	first
fielded	field	fielded
in	in	in
the	the	the
early	earli	early
1980s	1980s	1980s
with	with	with
a	a	a
10	10	10
-year	-year	-year
life	life	life
.	.	.
On	on	On
Monday	monday	Monday
,	,	,
the	the	the
Air	air	Air
Force	forc	Force
awarded	award	awarded
Boeing	boe	Boeing
Co	co	Co
and	and	and
Northrop	northrop	Northrop
Grumman	grumman	Grumman
Corp	corp	Corp
separate	separ	separate
contracts	contract	contract
to	to	to
continue	continu	continue
work	work	work
on	on	on
the	the	the
replacement	replac	replacement
of	of	of
the	the	the
aging	age	aging
Minuteman	minuteman	Minuteman
III	iii	III
ICBM	icbm	ICBM
system	system	system
.	.	.
Modernization	modern	Modernization
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
nuclear	nuclear	nuclear
force	forc	force
was	was	wa
expected	expect	expected
to	to	to
cost	cost	cost
more	more	more
than	than	than
350	350	350
billion	billion	billion
over	over	over
the	the	the
next	next	next
decade	decad	decade
.	.	.
The	the	The
United	unit	United
States	state	States
plans	plan	plan
to	to	to
replace	replac	replace
its	it	it
aging	age	aging
systems	system	system
,	,	,
including	includ	including
bombs	bomb	bomb
,	,	,
nuclear	nuclear	nuclear
bombers	bomber	bomber
,	,	,
missiles	missil	missile
and	and	and
submarines	submarin	submarine
.	.	.
Some	some	Some
analysts	analyst	analyst
estimated	estim	estimated
the	the	the
cost	cost	cost
at	at	at
1	1	1
trillion	trillion	trillion
over	over	over
30	30	30
years	year	year
.	.	.
