WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
Defense	defens	Defense
Secretary	secretari	Secretary
Ash	ash	Ash
Carter	carter	Carter
called	call	called
his	his	his
Japanese	japanes	Japanese
counterpart	counterpart	counterpart
on	on	on
Saturday	saturday	Saturday
to	to	to
express	express	express
regrets	regret	regret
after	after	after
an	an	an
American	american	American
working	work	working
at	at	at
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
military	militari	military
base	base	base
in	in	in
Japan	japan	Japan
was	was	wa
arrested	arrest	arrested
on	on	on
suspicion	suspicion	suspicion
of	of	of
dumping	dump	dumping
the	the	the
body	bodi	body
of	of	of
a	a	a
Japanese	japanes	Japanese
woman	woman	woman
.	.	.
The	the	The
case	case	case
in	in	in
Okinawa	okinawa	Okinawa
has	has	ha
sparked	spark	sparked
a	a	a
protest	protest	protest
from	from	from
Tokyo	tokyo	Tokyo
and	and	and
could	could	could
add	add	add
to	to	to
resentment	resent	resentment
of	of	of
the	the	the
large	larg	large
U	u	U
.	.	.
S	s	S
.	.	.
military	militari	military
presence	presenc	presence
on	on	on
the	the	the
island	island	island
,	,	,
where	where	where
Japanese	japanes	Japanese
have	have	have
long	long	long
been	been	been
upset	upset	upset
by	by	by
crimes	crime	crime
committed	commit	committed
by	by	by
Americans	american	Americans
.	.	.
It	it	It
also	also	also
is	is	is
likely	like	likely
to	to	to
stir	stir	stir
anti	anti	anti
-U	-u	-U
.	.	.
S	s	S
.	.	.
sentiment	sentiment	sentiment
as	as	a
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
visits	visit	visit
Japan	japan	Japan
next	next	next
week	week	week
.	.	.
In	in	In
his	his	his
call	call	call
to	to	to
Japanese	japanes	Japanese
Defense	defens	Defense
Minister	minist	Minister
Gen	gen	Gen
Nakatani	nakatani	Nakatani
,	,	,
Carter	carter	Carter
extended	extend	extended
his	his	his
sincere	sincer	sincere
apologies	apolog	apology
to	to	to
the	the	the
victim	victim	victim
s	s	s
family	famili	family
and	and	and
friends	friend	friend
,	,	,
Defense	defens	Defense
Department	depart	Department
spokesman	spokesman	spokesman
Peter	peter	Peter
Cook	cook	Cook
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.
He	he	He
also	also	also
expressed	express	expressed
his	his	his
sympathies	sympathi	sympathy
to	to	to
the	the	the
people	peopl	people
of	of	of
Japan	japan	Japan
,	,	,
the	the	the
statement	statement	statement
said	said	said
.	.	.
A	a	A
32	32	32
-year-old	-year-old	-year-old
American	american	American
working	work	working
at	at	at
the	the	the
base	base	base
on	on	on
Okinawa	okinawa	Okinawa
admitted	admit	admitted
to	to	to
abandoning	abandon	abandoning
the	the	the
corpse	corps	corpse
of	of	of
a	a	a
20	20	20
-year-old	-year-old	-year-old
Japanese	japanes	Japanese
woman	woman	woman
but	but	but
did	did	did
not	not	not
comment	comment	comment
about	about	about
whether	whether	whether
he	he	he
had	had	had
killed	kill	killed
her	her	her
,	,	,
an	an	an
Okinawa	okinawa	Okinawa
police	polic	police
spokesman	spokesman	spokesman
said	said	said
earlier	earlier	earlier
this	this	this
week	week	week
.	.	.
The	the	The
Pentagon	pentagon	Pentagon
has	has	ha
said	said	said
the	the	the
man	man	man
was	was	wa
a	a	a
contractor	contractor	contractor
but	but	but
did	did	did
not	not	not
name	name	name
him	him	him
.	.	.
The	the	The
Pentagon	pentagon	Pentagon
statement	statement	statement
said	said	said
the	the	the
Defense	defens	Defense
Department	depart	Department
would	would	would
cooperate	cooper	cooperate
with	with	with
the	the	the
Japanese	japanes	Japanese
government	govern	government
in	in	in
the	the	the
investigation	investig	investigation
and	and	and
work	work	work
to	to	to
prevent	prevent	prevent
similar	similar	similar
incidents	incid	incident
.	.	.
Obama	obama	Obama
is	is	is
going	go	going
to	to	to
Japan	japan	Japan
for	for	for
a	a	a
Group	group	Group
of	of	of
Seven	seven	Seven
summit	summit	summit
and	and	and
also	also	also
will	will	will
become	becom	become
the	the	the
first	first	first
U	u	U
.	.	.
S	s	S
.	.	.
president	presid	president
to	to	to
visit	visit	visit
Hiroshima	hiroshima	Hiroshima
,	,	,
a	a	a
city	citi	city
destroyed	destroy	destroyed
by	by	by
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
atomic	atom	atomic
bomb	bomb	bomb
71	71	71
years	year	year
ago	ago	ago
in	in	in
World	world	World
War	war	War
Two	two	Two
.	.	.
Okinawa	okinawa	Okinawa
,	,	,
the	the	the
site	site	site
of	of	of
a	a	a
bloody	bloodi	bloody
World	world	World
War	war	War
Two	two	Two
battle	battl	battle
,	,	,
hosts	host	host
the	the	the
bulk	bulk	bulk
of	of	of
U	u	U
.	.	.
S	s	S
.	.	.
military	militari	military
forces	forc	force
based	base	based
in	in	in
Japan	japan	Japan
since	sinc	since
the	the	the
war	war	war
with	with	with
U	u	U
.	.	.
S	s	S
.	.	.
installations	instal	installation
taking	take	taking
up	up	up
about	about	about
18	18	18
percent	percent	percent
of	of	of
the	the	the
island	island	island
.	.	.
Earlier	earlier	Earlier
this	this	this
year	year	year
,	,	,
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
serviceman	serviceman	serviceman
stationed	station	stationed
in	in	in
Okinawa	okinawa	Okinawa
was	was	wa
arrested	arrest	arrested
on	on	on
suspicion	suspicion	suspicion
of	of	of
raping	rape	raping
a	a	a
woman	woman	woman
.	.	.
In	in	In
the	the	the
most	most	most
infamous	infam	infamous
post	post	post
-war	-war	-war
case	case	case
involving	involv	involving
Americans	american	Americans
on	on	on
Okinawa	okinawa	Okinawa
,	,	,
three	three	three
American	american	American
servicemen	servicemen	serviceman
raped	rape	raped
a	a	a
12	12	12
-year-old	-year-old	-year-old
girl	girl	girl
in	in	in
1995	1995	1995
.	.	.
