Reuters	reuter	Reuters
-	-	-
A	a	A
declassified	declassifi	declassified
report	report	report
by	by	by
U	u	U
.	.	.
S	s	S
.	.	.
intelligence	intellig	intelligence
agencies	agenc	agency
said	said	said
Russian	russian	Russian
President	presid	President
Vladimir	vladimir	Vladimir
Putin	putin	Putin
ordered	order	ordered
an	an	an
effort	effort	effort
to	to	to
help	help	help
Donald	donald	Donald
Trump	trump	Trump
s	s	s
electoral	elector	electoral
chances	chanc	chance
by	by	by
discrediting	discredit	discrediting
Democrat	democrat	Democrat
Hillary	hillari	Hillary
Clinton	clinton	Clinton
in	in	in
the	the	the
2016	2016	2016
presidential	presidenti	presidential
campaign	campaign	campaign
.	.	.

The	the	The
following	follow	following
quotes	quot	quote
are	are	are
some	some	some
highlights	highlight	highlight
of	of	of
the	the	the
report	report	report
,	,	,
which	which	which
was	was	wa
drafted	draft	drafted
by	by	by
the	the	the
Central	central	Central
Intelligence	intellig	Intelligence
Agency	agenc	Agency
,	,	,
the	the	the
Federal	feder	Federal
Bureau	bureau	Bureau
of	of	of
Investigation	investig	Investigation
and	and	and
the	the	the
National	nation	National
Security	secur	Security
Agency	agenc	Agency
,	,	,
and	and	and
released	releas	released
on	on	on
Friday	friday	Friday
-	-	-
Russian	russian	Russian
efforts	effort	effort
to	to	to
influence	influenc	influence
the	the	the
2016	2016	2016
U	u	U
.	.	.
S	s	S
.	.	.
presidential	presidenti	presidential
election	elect	election
represent	repres	represent
the	the	the
most	most	most
recent	recent	recent
expression	express	expression
of	of	of
Moscow	moscow	Moscow
s	s	s
longstanding	longstand	longstanding
desire	desir	desire
to	to	to
undermine	undermin	undermine
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
-led	-led	-led
liberal	liber	liberal
democratic	democrat	democratic
order	order	order
,	,	,
but	but	but
these	these	these
activities	activ	activity
demonstrated	demonstr	demonstrated
a	a	a
significant	signific	significant
escalation	escal	escalation
in	in	in
directness	direct	directness
,	,	,
level	level	level
of	of	of
activity	activ	activity
,	,	,
and	and	and
scope	scope	scope
of	of	of
effort	effort	effort
compared	compar	compared
to	to	to
previous	previous	previous
operations	oper	operation
.	.	.
-	-	-
We	we	We
assess	assess	ass
Russian	russian	Russian
President	presid	President
Vladimir	vladimir	Vladimir
Putin	putin	Putin
ordered	order	ordered
an	an	an
influence	influenc	influence
campaign	campaign	campaign
in	in	in
2016	2016	2016
aimed	aim	aimed
at	at	at
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
presidential	presidenti	presidential
election	elect	election
.	.	.

Russia	russia	Russia
s	s	s
goals	goal	goal
were	were	were
to	to	to
undermine	undermin	undermine
public	public	public
faith	faith	faith
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
democratic	democrat	democratic
process	process	process
,	,	,
denigrate	denigr	denigrate
Secretary	secretari	Secretary
Clinton	clinton	Clinton
,	,	,
and	and	and
harm	harm	harm
her	her	her
electability	elect	electability
and	and	and
potential	potenti	potential
presidency	presid	presidency
.	.	.

We	we	We
further	further	further
assess	assess	ass
Putin	putin	Putin
and	and	and
the	the	the
Russian	russian	Russian
Government	govern	Government
developed	develop	developed
a	a	a
clear	clear	clear
preference	prefer	preference
for	for	for
President	presid	President
-elect	-elect	-elect
Trump	trump	Trump
.	.	.

We	we	We
have	have	have
high	high	high
confidence	confid	confidence
in	in	in
these	these	these
judgments	judgment	judgment
.	.	.
-	-	-
We	we	We
also	also	also
assess	assess	ass
Putin	putin	Putin
and	and	and
the	the	the
Russian	russian	Russian
Government	govern	Government
aspired	aspir	aspired
to	to	to
help	help	help
President	presid	President
-elect	-elect	-elect
Trump	trump	Trump
s	s	s
election	elect	election
chances	chanc	chance
when	when	when
possible	possibl	possible
by	by	by
discrediting	discredit	discrediting
Secretary	secretari	Secretary
Clinton	clinton	Clinton
and	and	and
publicly	public	publicly
contrasting	contrast	contrasting
her	her	her
unfavorably	unfavor	unfavorably
to	to	to
him	him	him
.	.	.

All	all	All
three	three	three
agencies	agenc	agency
agree	agre	agree
with	with	with
this	this	this
judgment	judgment	judgment
.	.	.

CIA	cia	CIA
and	and	and
FBI	fbi	FBI
have	have	have
high	high	high
confidence	confid	confidence
in	in	in
this	this	this
judgment	judgment	judgment
;	;	;
NSA	nsa	NSA
has	has	ha
moderate	moder	moderate
confidence	confid	confidence
.	.	.
-	-	-
Moscow	moscow	Moscow
s	s	s
approach	approach	approach
evolved	evolv	evolved
over	over	over
the	the	the
course	cours	course
of	of	of
the	the	the
campaign	campaign	campaign
based	base	based
on	on	on
Russia	russia	Russia
s	s	s
understanding	understand	understanding
of	of	of
the	the	the
electoral	elector	electoral
prospects	prospect	prospect
of	of	of
the	the	the
two	two	two
main	main	main
candidates	candid	candidate
.	.	.

When	when	When
it	it	it
appeared	appear	appeared
to	to	to
Moscow	moscow	Moscow
that	that	that
Secretary	secretari	Secretary
Clinton	clinton	Clinton
was	was	wa
likely	like	likely
to	to	to
win	win	win
the	the	the
election	elect	election
,	,	,
the	the	the
Russian	russian	Russian
influence	influenc	influence
campaign	campaign	campaign
began	began	began
to	to	to
focus	focus	focus
more	more	more
on	on	on
undermining	undermin	undermining
her	her	her
future	futur	future
presidency	presid	presidency
.	.	.
-	-	-
We	we	We
did	did	did
not	not	not
make	make	make
an	an	an
assessment	assess	assessment
of	of	of
the	the	the
impact	impact	impact
that	that	that
Russian	russian	Russian
activities	activ	activity
had	had	had
on	on	on
the	the	the
outcome	outcom	outcome
of	of	of
the	the	the
2016	2016	2016
election	elect	election
.	.	.
-	-	-
Further	further	Further
information	inform	information
has	has	ha
come	come	come
to	to	to
light	light	light
since	sinc	since
Election	elect	Election
Day	day	Day
that	that	that
,	,	,
when	when	when
combined	combin	combined
with	with	with
Russian	russian	Russian
behavior	behavior	behavior
since	sinc	since
early	earli	early
November	novemb	November
2016	2016	2016
,	,	,
increases	increas	increase
our	our	our
confidence	confid	confidence
in	in	in
our	our	our
assessments	assess	assessment
of	of	of
Russian	russian	Russian
motivations	motiv	motivation
and	and	and
goals	goal	goal
.	.	.
-	-	-
Moscow	moscow	Moscow
s	s	s
influence	influenc	influence
campaign	campaign	campaign
followed	follow	followed
a	a	a
Russian	russian	Russian
messaging	messag	messaging
strategy	strategi	strategy
that	that	that
blends	blend	blend
covert	covert	covert
intelligence	intellig	intelligence
operations	oper	operation
such	such	such
as	as	a
cyber	cyber	cyber
activity	activ	activity
with	with	with
overt	overt	overt
efforts	effort	effort
by	by	by
Russian	russian	Russian
Government	govern	Government
agencies	agenc	agency
,	,	,
state	state	state
-funded	-fund	-funded
media	media	medium
,	,	,
third	third	third
-party	-parti	-party
intermediaries	intermediari	intermediary
,	,	,
and	and	and
paid	paid	paid
social	social	social
media	media	medium
users	user	user
or	or	or
trolls	troll	troll
.	.	.
-	-	-
Russia	russia	Russia
s	s	s
intelligence	intellig	intelligence
services	servic	service
conducted	conduct	conducted
cyber	cyber	cyber
operations	oper	operation
against	against	against
targets	target	target
associated	associ	associated
with	with	with
the	the	the
2016	2016	2016
US	us	US
presidential	presidenti	presidential
election	elect	election
,	,	,
including	includ	including
targets	target	target
associated	associ	associated
with	with	with
both	both	both
major	major	major
U	u	U
.	.	.
S	s	S
.	.	.
political	polit	political
parties	parti	party
.	.	.
-	-	-
We	we	We
assess	assess	ass
with	with	with
high	high	high
confidence	confid	confidence
that	that	that
Russian	russian	Russian
military	militari	military
intelligence	intellig	intelligence
General	general	General
Staff	staff	Staff
Main	main	Main
Intelligence	intellig	Intelligence
Directorate	director	Directorate
or	or	or
GRU	gru	GRU
used	use	used
the	the	the
Guccifer	guccif	Guccifer
2	2	2
.	.	.
0	0	0
persona	persona	persona
and	and	and
DCLeaks	dcleak	DCLeaks
.	.	.
com	com	com
to	to	to
release	releas	release
U	u	U
.	.	.
S	s	S
.	.	.
victim	victim	victim
data	data	data
obtained	obtain	obtained
in	in	in
cyber	cyber	cyber
operations	oper	operation
publicly	public	publicly
and	and	and
in	in	in
exclusives	exclus	exclusive
to	to	to
media	media	medium
outlets	outlet	outlet
and	and	and
relayed	relay	relayed
material	materi	material
to	to	to
WikiLeaks	wikileak	WikiLeaks
.	.	.
-	-	-
We	we	We
assess	assess	ass
with	with	with
high	high	high
confidence	confid	confidence
that	that	that
the	the	the
GRU	gru	GRU
relayed	relay	relayed
material	materi	material
it	it	it
acquired	acquir	acquired
from	from	from
the	the	the
DNC	dnc	DNC
and	and	and
senior	senior	senior
Democratic	democrat	Democratic
officials	offici	official
to	to	to
WikiLeaks	wikileak	WikiLeaks
.	.	.

Moscow	moscow	Moscow
most	most	most
likely	like	likely
chose	chose	chose
WikiLeaks	wikileak	WikiLeaks
because	becaus	because
of	of	of
its	it	it
self	self	self
-proclaimed	-proclaim	-proclaimed
reputation	reput	reputation
for	for	for
authenticity	authent	authenticity
.	.	.

Disclosures	disclosur	Disclosures
through	through	through
WikiLeaks	wikileak	WikiLeaks
did	did	did
not	not	not
contain	contain	contain
any	ani	any
evident	evid	evident
forgeries	forgeri	forgery
.	.	.
-	-	-
Russia	russia	Russia
collected	collect	collected
on	on	on
some	some	some
Republican	republican	Republican
-affiliated	-affili	-affiliated
targets	target	target
but	but	but
did	did	did
not	not	not
conduct	conduct	conduct
a	a	a
comparable	compar	comparable
disclosure	disclosur	disclosure
campaign	campaign	campaign
.	.	.
-	-	-
Russian	russian	Russian
intelligence	intellig	intelligence
obtained	obtain	obtained
and	and	and
maintained	maintain	maintained
access	access	access
to	to	to
elements	element	element
of	of	of
multiple	multipl	multiple
U	u	U
.	.	.
S	s	S
.	.	.
state	state	state
or	or	or
local	local	local
electoral	elector	electoral
boards	board	board
.	.	.

DHS	dhs	DHS
Department	depart	Department
of	of	of
Homeland	homeland	Homeland
Security	secur	Security
assesses	assess	ass
that	that	that
the	the	the
types	type	type
of	of	of
systems	system	system
Russian	russian	Russian
actors	actor	actor
targeted	target	targeted
or	or	or
compromised	compromis	compromised
were	were	were
not	not	not
involved	involv	involved
in	in	in
vote	vote	vote
tallying	talli	tallying
.	.	.
-	-	-
We	we	We
assess	assess	ass
Moscow	moscow	Moscow
will	will	will
apply	appli	apply
lessons	lesson	lesson
learned	learn	learned
from	from	from
its	it	it
Putin	putin	Putin
-ordered	-order	-ordered
campaign	campaign	campaign
aimed	aim	aimed
at	at	at
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
presidential	presidenti	presidential
election	elect	election
to	to	to
future	futur	future
influence	influenc	influence
efforts	effort	effort
worldwide	worldwid	worldwide
,	,	,
including	includ	including
against	against	against
U	u	U
.	.	.
S	s	S
.	.	.
allies	alli	ally
and	and	and
their	their	their
election	elect	election
processes	process	process
.	.	.
-	-	-
Immediately	immedi	Immediately
after	after	after
Election	elect	Election
Day	day	Day
,	,	,
we	we	we
assess	assess	ass
Russian	russian	Russian
intelligence	intellig	intelligence
began	began	began
a	a	a
spearphishing	spearphish	spearphishing
campaign	campaign	campaign
targeting	target	targeting
U	u	U
.	.	.
S	s	S
.	.	.
Government	govern	Government
employees	employe	employee
and	and	and
individuals	individu	individual
associated	associ	associated
with	with	with
U	u	U
.	.	.
S	s	S
.	.	.
think	think	think
tanks	tank	tank
and	and	and
NGOs	ngos	NGOs
in	in	in
national	nation	national
security	secur	security
,	,	,
defense	defens	defense
,	,	,
and	and	and
foreign	foreign	foreign
policy	polici	policy
fields	field	field
.	.	.

This	this	This
campaign	campaign	campaign
could	could	could
provide	provid	provide
material	materi	material
for	for	for
future	futur	future
influence	influenc	influence
efforts	effort	effort
as	as	a
well	well	well
as	as	a
foreign	foreign	foreign
intelligence	intellig	intelligence
collection	collect	collection
on	on	on
the	the	the
incoming	incom	incoming
administration	administr	administration
s	s	s
goals	goal	goal
and	and	and
plans	plan	plan
.	.	.

