YANGON	yangon	YANGON
Reuters	reuter	Reuters
-	-	-
Two	two	Two
Reuters	reuter	Reuters
reporters	report	reporter
arrested	arrest	arrested
in	in	in
Myanmar	myanmar	Myanmar
had	had	had
not	not	not
passed	pass	passed
any	ani	any
information	inform	information
to	to	to
the	the	the
United	unit	United
Nations	nation	Nations
,	,	,
the	the	the
world	world	world
body	bodi	body
said	said	said
,	,	,
rejecting	reject	rejecting
a	a	a
report	report	report
published	publish	published
in	in	in
domestic	domest	domestic
media	media	medium
which	which	which
suggested	suggest	suggested
that	that	that
could	could	could
be	be	be
the	the	the
reason	reason	reason
for	for	for
their	their	their
detention	detent	detention
.	.	.
A	a	A
report	report	report
published	publish	published
online	onlin	online
by	by	by
the	the	the
Irrawaddy	irrawaddi	Irrawaddy
magazine	magazin	magazine
on	on	on
Tuesday	tuesday	Tuesday
had	had	had
cited	cite	cited
an	an	an
unnamed	unnam	unnamed
source	sourc	source
who	who	who
has	has	ha
close	close	close
ties	tie	tie
with	with	with
military	militari	military
intelligence	intellig	intelligence
as	as	a
saying	say	saying
that	that	that
the	the	the
two	two	two
men	men	men
had	had	had
passed	pass	passed
photographs	photograph	photograph
obtained	obtain	obtained
during	dure	during
their	their	their
reporting	report	reporting
on	on	on
violence	violenc	violence
in	in	in
the	the	the
western	western	western
state	state	state
of	of	of
Rakhine	rakhin	Rakhine
to	to	to
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
Asked	ask	Asked
about	about	about
the	the	the
report	report	report
,	,	,
U	u	U
.	.	.
N	n	N
.	.	.
spokesman	spokesman	spokesman
Stephane	stephan	Stephane
Dujarric	dujarr	Dujarric
said	said	said
on	on	on
Wednesday	wednesday	Wednesday
We	we	We
can	can	can
confirm	confirm	confirm
that	that	that
Wa	wa	Wa
Lone	lone	Lone
and	and	and
Kyaw	kyaw	Kyaw
Soe	soe	Soe
Oo	oo	Oo
do	do	do
not	not	not
work	work	work
for	for	for
the	the	the
United	unit	United
Nations	nation	Nations
and	and	and
have	have	have
not	not	not
contacted	contact	contacted
the	the	the
United	unit	United
Nations	nation	Nations
regarding	regard	regarding
the	the	the
situation	situat	situation
in	in	in
Rakhine	rakhin	Rakhine
State	state	State
.	.	.
Reuters	reuter	Reuters
also	also	also
denied	deni	denied
that	that	that
Wa	wa	Wa
Lone	lone	Lone
,	,	,
31	31	31
,	,	,
and	and	and
Kyaw	kyaw	Kyaw
Soe	soe	Soe
Oo	oo	Oo
,	,	,
27	27	27
,	,	,
who	who	who
have	have	have
been	been	been
in	in	in
detention	detent	detention
since	sinc	since
Dec	dec	Dec
.	.	.
12	12	12
,	,	,
had	had	had
worked	work	worked
with	with	with
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
or	or	or
any	ani	any
other	other	other
organization	organ	organization
.	.	.
We	we	We
reject	reject	reject
the	the	the
assertion	assert	assertion
that	that	that
Wa	wa	Wa
Lone	lone	Lone
and	and	and
Kyaw	kyaw	Kyaw
Soe	soe	Soe
Oo	oo	Oo
were	were	were
working	work	working
with	with	with
any	ani	any
organization	organ	organization
other	other	other
than	than	than
Reuters	reuter	Reuters
,	,	,
said	said	said
a	a	a
spokeswoman	spokeswoman	spokeswoman
for	for	for
the	the	the
news	news	news
agency	agenc	agency
,	,	,
when	when	when
asked	ask	asked
about	about	about
the	the	the
Irrawaddy	irrawaddi	Irrawaddy
report	report	report
.	.	.
They	they	They
were	were	were
engaged	engag	engaged
only	onli	only
in	in	in
independent	independ	independent
,	,	,
unbiased	unbias	unbiased
reporting	report	reporting
consistent	consist	consistent
with	with	with
the	the	the
Thomson	thomson	Thomson
Reuters	reuter	Reuters
Trust	trust	Trust
Principles	principl	Principles
.	.	.
A	a	A
government	govern	government
spokesman	spokesman	spokesman
was	was	wa
not	not	not
immediately	immedi	immediately
available	avail	available
for	for	for
comment	comment	comment
.	.	.
Myanmar	myanmar	Myanmar
authorities	author	authority
have	have	have
said	said	said
the	the	the
two	two	two
journalists	journalist	journalist
are	are	are
being	be	being
investigated	investig	investigated
over	over	over
whether	whether	whether
they	they	they
violated	violat	violated
the	the	the
country	countri	country
s	s	s
colonial	coloni	colonial
-era	-era	-era
Official	offici	Official
Secrets	secret	Secrets
Act	act	Act
.	.	.
The	the	The
act	act	act
carries	carri	carry
a	a	a
maximum	maximum	maximum
prison	prison	prison
sentence	sentenc	sentence
of	of	of
14	14	14
years	year	year
.	.	.
The	the	The
two	two	two
journalists	journalist	journalist
had	had	had
worked	work	worked
on	on	on
Reuters	reuter	Reuters
coverage	coverag	coverage
of	of	of
the	the	the
crisis	crisi	crisis
in	in	in
Rakhine	rakhin	Rakhine
,	,	,
where	where	where
an	an	an
estimated	estim	estimated
655	655	655
,	,	,
000	000	000
Rohingya	rohingya	Rohingya
Muslims	muslim	Muslims
have	have	have
fled	fled	fled
from	from	from
a	a	a
fierce	fierc	fierce
military	militari	military
crackdown	crackdown	crackdown
on	on	on
militants	milit	militant
.	.	.
A	a	A
number	number	number
of	of	of
governments	govern	government
and	and	and
human	human	human
rights	right	right
and	and	and
journalist	journalist	journalist
groups	group	group
have	have	have
criticized	critic	criticized
Myanmar	myanmar	Myanmar
s	s	s
authorities	author	authority
for	for	for
holding	hold	holding
the	the	the
pair	pair	pair
incommunicado	incommunicado	incommunicado
since	sinc	since
their	their	their
arrest	arrest	arrest
,	,	,
with	with	with
no	no	no
access	access	access
to	to	to
a	a	a
lawyer	lawyer	lawyer
,	,	,
colleagues	colleagu	colleague
and	and	and
family	famili	family
members	member	member
.	.	.
A	a	A
senior	senior	senior
government	govern	government
spokesman	spokesman	spokesman
said	said	said
on	on	on
Wednesday	wednesday	Wednesday
that	that	that
the	the	the
pair	pair	pair
were	were	were
in	in	in
good	good	good
health	health	health
and	and	and
had	had	had
been	been	been
well	well	well
treated	treat	treated
.	.	.
The	the	The
authorities	author	authority
have	have	have
previously	previous	previously
said	said	said
that	that	that
the	the	the
arrest	arrest	arrest
of	of	of
the	the	the
two	two	two
men	men	men
did	did	did
not	not	not
represent	repres	represent
an	an	an
attack	attack	attack
on	on	on
press	press	press
freedom	freedom	freedom
.	.	.
