Reuters	reuter	Reuters
-	-	-
Donald	donald	Donald
Trump	trump	Trump
raised	rais	raised
1	1	1
.	.	.
7	7	7
million	million	million
from	from	from
donors	donor	donor
and	and	and
loaned	loan	loaned
his	his	his
White	white	White
House	hous	House
campaign	campaign	campaign
7	7	7
.	.	.
5	5	5
million	million	million
in	in	in
April	april	April
as	as	a
he	he	he
moved	move	moved
closer	closer	closer
to	to	to
becoming	becom	becoming
the	the	the
Republican	republican	Republican
nominee	nomine	nominee
for	for	for
president	presid	president
,	,	,
according	accord	according
to	to	to
documents	document	document
filed	file	filed
with	with	with
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Federal	feder	Federal
Election	elect	Election
Commission	commiss	Commission
FEC	fec	FEC
on	on	on
Friday	friday	Friday
.	.	.
The	the	The
New	new	New
York	york	York
businessman	businessman	businessman
had	had	had
loaned	loan	loaned
his	his	his
campaign	campaign	campaign
a	a	a
total	total	total
of	of	of
43	43	43
.	.	.
5	5	5
million	million	million
as	as	a
of	of	of
the	the	the
end	end	end
of	of	of
April	april	April
,	,	,
the	the	the
filings	file	filing
showed	show	showed
.	.	.
More	more	More
recently	recent	recently
,	,	,
he	he	he
has	has	ha
made	made	made
moves	move	move
to	to	to
build	build	build
up	up	up
his	his	his
fundraising	fundrais	fundraising
operation	oper	operation
with	with	with
an	an	an
eye	eye	eye
toward	toward	toward
the	the	the
Nov	nov	Nov
.	.	.
8	8	8
general	general	general
election	elect	election
.	.	.
Trump	trump	Trump
became	becam	became
the	the	the
Republican	republican	Republican
Party	parti	Party
s	s	s
presumptive	presumpt	presumptive
nominee	nomine	nominee
in	in	in
early	earli	early
May	may	May
,	,	,
when	when	when
both	both	both
of	of	of
his	his	his
rivals	rival	rival
dropped	drop	dropped
out	out	out
of	of	of
the	the	the
race	race	race
.	.	.
Trump	trump	Trump
self	self	self
-funded	-fund	-funded
much	much	much
of	of	of
his	his	his
primary	primari	primary
run	run	run
,	,	,
but	but	but
he	he	he
has	has	ha
said	said	said
he	he	he
will	will	will
not	not	not
rely	reli	rely
as	as	a
heavily	heavili	heavily
on	on	on
his	his	his
own	own	own
money	money	money
for	for	for
the	the	the
general	general	general
election	elect	election
,	,	,
when	when	when
he	he	he
will	will	will
face	face	face
the	the	the
Democratic	democrat	Democratic
nominee	nomine	nominee
.	.	.
Both	both	Both
people	peopl	people
seeking	seek	seeking
the	the	the
Democratic	democrat	Democratic
nomination	nomin	nomination
have	have	have
raised	rais	raised
more	more	more
than	than	than
Trump	trump	Trump
.	.	.
Hillary	hillari	Hillary
Clinton	clinton	Clinton
,	,	,
the	the	the
party	parti	party
s	s	s
front	front	front
-runner	-runner	-runner
,	,	,
brought	brought	brought
in	in	in
26	26	26
.	.	.
4	4	4
million	million	million
in	in	in
April	april	April
,	,	,
including	includ	including
funds	fund	fund
from	from	from
a	a	a
joint	joint	joint
fundraising	fundrais	fundraising
effort	effort	effort
with	with	with
the	the	the
Democratic	democrat	Democratic
Party	parti	Party
.	.	.
An	an	An
outside	outsid	outside
Super	super	Super
PAC	pac	PAC
supporting	support	supporting
her	her	her
campaign	campaign	campaign
raised	rais	raised
8	8	8
.	.	.
6	6	6
million	million	million
.	.	.
A	a	A
Super	super	Super
PAC	pac	PAC
is	is	is
a	a	a
fund	fund	fund
-raising	-rais	-raising
group	group	group
that	that	that
must	must	must
operate	oper	operate
separate	separ	separate
from	from	from
political	polit	political
campaigns	campaign	campaign
but	but	but
can	can	can
raise	rais	raise
unlimited	unlimit	unlimited
sums	sum	sum
.	.	.
U	u	U
.	.	.
S	s	S
.	.	.
Senator	senat	Senator
Bernie	berni	Bernie
Sanders	sander	Sanders
,	,	,
Clinton	clinton	Clinton
s	s	s
rival	rival	rival
for	for	for
the	the	the
Democratic	democrat	Democratic
nomination	nomin	nomination
,	,	,
raised	rais	raised
26	26	26
.	.	.
9	9	9
million	million	million
in	in	in
April	april	April
.	.	.
He	he	He
has	has	ha
disavowed	disavow	disavowed
Super	super	Super
PACs	pac	PACs
.	.	.
Trump	trump	Trump
has	has	ha
criticized	critic	criticized
them	them	them
too	too	too
,	,	,
though	though	though
a	a	a
long	long	long
-time	-time	-time
Republican	republican	Republican
operative	oper	operative
in	in	in
May	may	May
joined	join	joined
one	one	one
Super	super	Super
PAC	pac	PAC
backing	back	backing
the	the	the
real	real	real
estate	estat	estate
mogul	mogul	mogul
.	.	.
In	in	In
May	may	May
,	,	,
Trump	trump	Trump
hired	hire	hired
investor	investor	investor
Steven	steven	Steven
Mnuchin	mnuchin	Mnuchin
as	as	a
his	his	his
national	nation	national
finance	financ	finance
chairman	chairman	chairman
and	and	and
entered	enter	entered
a	a	a
joint	joint	joint
fundraising	fundrais	fundraising
deal	deal	deal
with	with	with
the	the	the
Republican	republican	Republican
National	nation	National
Committee	committe	Committee
that	that	that
will	will	will
allow	allow	allow
donors	donor	donor
to	to	to
write	write	write
much	much	much
bigger	bigger	bigger
checks	check	check
.	.	.
Friday	friday	Friday
s	s	s
FEC	fec	FEC
filings	file	filing
do	do	do
not	not	not
reflect	reflect	reflect
these	these	these
moves	move	move
,	,	,
but	but	but
they	they	they
show	show	show
that	that	that
Trump	trump	Trump
s	s	s
fundraising	fundrais	fundraising
dipped	dip	dipped
in	in	in
April	april	April
,	,	,
after	after	after
he	he	he
brought	brought	brought
in	in	in
about	about	about
3	3	3
million	million	million
and	and	and
loaned	loan	loaned
himself	himself	himself
11	11	11
.	.	.
5	5	5
million	million	million
in	in	in
March	march	March
.	.	.
He	he	He
also	also	also
spent	spent	spent
less	less	le
in	in	in
April	april	April
,	,	,
9	9	9
.	.	.
4	4	4
million	million	million
compared	compar	compared
with	with	with
13	13	13
.	.	.
8	8	8
million	million	million
a	a	a
month	month	month
earlier	earlier	earlier
,	,	,
when	when	when
more	more	more
states	state	state
held	held	held
nominating	nomin	nominating
contests	contest	contest
.	.	.
Trump	trump	Trump
spent	spent	spent
2	2	2
.	.	.
6	6	6
million	million	million
on	on	on
advertising	advertis	advertising
in	in	in
April	april	April
,	,	,
less	less	le
than	than	than
half	half	half
the	the	the
6	6	6
.	.	.
3	3	3
million	million	million
he	he	he
spent	spent	spent
in	in	in
March	march	March
.	.	.
By	by	By
comparison	comparison	comparison
,	,	,
Sanders	sander	Sanders
spent	spent	spent
17	17	17
.	.	.
3	3	3
million	million	million
and	and	and
Clinton	clinton	Clinton
spent	spent	spent
9	9	9
.	.	.
3	3	3
million	million	million
on	on	on
advertising	advertis	advertising
in	in	in
April	april	April
.	.	.
Trump	trump	Trump
s	s	s
consulting	consult	consulting
and	and	and
payroll	payrol	payroll
spending	spend	spending
also	also	also
dropped	drop	dropped
about	about	about
30	30	30
percent	percent	percent
to	to	to
a	a	a
total	total	total
1	1	1
.	.	.
7	7	7
million	million	million
in	in	in
April	april	April
,	,	,
even	even	even
as	as	a
he	he	he
added	ad	added
experienced	experienc	experienced
political	polit	political
staff	staff	staff
.	.	.
At	at	At
the	the	the
end	end	end
of	of	of
March	march	March
,	,	,
he	he	he
hired	hire	hired
veteran	veteran	veteran
Republican	republican	Republican
strategist	strategist	strategist
Paul	paul	Paul
Manafort	manafort	Manafort
.	.	.
Trump	trump	Trump
ended	end	ended
April	april	April
with	with	with
2	2	2
.	.	.
4	4	4
million	million	million
on	on	on
hand	hand	hand
,	,	,
after	after	after
starting	start	starting
the	the	the
month	month	month
with	with	with
2	2	2
.	.	.
1	1	1
million	million	million
at	at	at
the	the	the
ready	readi	ready
.	.	.
