Reuters	reuter	Reuters
-	-	-
The	the	The
White	white	White
House	hous	House
on	on	on
Tuesday	tuesday	Tuesday
denied	deni	denied
that	that	that
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
planned	plan	planned
to	to	to
issue	issu	issue
an	an	an
executive	execut	executive
order	order	order
to	to	to
change	chang	change
the	the	the
national	nation	national
biofuels	biofuel	biofuels
program	program	program
,	,	,
after	after	after
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Renewable	renew	Renewable
Fuels	fuel	Fuels
Association	associ	Association
RFA	rfa	RFA
said	said	said
Trump	trump	Trump
s	s	s
team	team	team
had	had	had
informed	inform	informed
the	the	the
group	group	group
an	an	an
order	order	order
was	was	wa
pending	pend	pending
.	.	.
Trading	trade	Trading
in	in	in
U	u	U
.	.	.
S	s	S
.	.	.
refinery	refineri	refinery
shares	share	share
,	,	,
fuel	fuel	fuel
futures	futur	future
and	and	and
corn	corn	corn
prices	price	price
was	was	wa
turbulent	turbul	turbulent
on	on	on
the	the	the
news	news	news
of	of	of
the	the	the
pending	pend	pending
order	order	order
and	and	and
its	it	it
subsequent	subsequ	subsequent
denial	denial	denial
,	,	,
as	as	a
investors	investor	investor
puzzled	puzzl	puzzled
over	over	over
what	what	what
it	it	it
would	would	would
mean	mean	mean
for	for	for
the	the	the
price	price	price
of	of	of
gasoline	gasolin	gasoline
,	,	,
ethanol	ethanol	ethanol
and	and	and
shares	share	share
of	of	of
companies	compani	company
that	that	that
produce	produc	produce
them	them	them
.	.	.
The	the	The
RFA	rfa	RFA
issued	issu	issued
a	a	a
statement	statement	statement
early	earli	early
on	on	on
Tuesday	tuesday	Tuesday
that	that	that
said	said	said
a	a	a
member	member	member
of	of	of
the	the	the
Trump	trump	Trump
administration	administr	administration
had	had	had
called	call	called
to	to	to
inform	inform	inform
the	the	the
group	group	group
the	the	the
president	presid	president
intended	intend	intended
to	to	to
sign	sign	sign
an	an	an
executive	execut	executive
order	order	order
that	that	that
would	would	would
shift	shift	shift
the	the	the
onus	onus	onus
on	on	on
combining	combin	combining
biofuels	biofuel	biofuels
with	with	with
gasoline	gasolin	gasoline
away	away	away
from	from	from
refiners	refin	refiner
.	.	.
The	the	The
order	order	order
would	would	would
require	requir	require
companies	compani	company
further	further	further
down	down	down
the	the	the
supply	suppli	supply
chain	chain	chain
,	,	,
such	such	such
as	as	a
retailers	retail	retailer
who	who	who
sell	sell	sell
gasoline	gasolin	gasoline
,	,	,
to	to	to
shoulder	shoulder	shoulder
that	that	that
load	load	load
.	.	.
Refiners	refin	Refiners
have	have	have
long	long	long
requested	request	requested
this	this	this
change	chang	change
,	,	,
saying	say	saying
the	the	the
biofuels	biofuel	biofuels
program	program	program
has	has	ha
hammered	hammer	hammered
their	their	their
profits	profit	profit
.	.	.
White	white	White
House	hous	House
spokeswoman	spokeswoman	spokeswoman
Kelly	kelli	Kelly
Love	love	Love
,	,	,
however	howev	however
,	,	,
said	said	said
on	on	on
Tuesday	tuesday	Tuesday
afternoon	afternoon	afternoon
there	there	there
is	is	is
no	no	no
ethanol	ethanol	ethanol
executive	execut	executive
order	order	order
in	in	in
the	the	the
works	work	work
.	.	.
Ethanol	ethanol	Ethanol
and	and	and
fuel	fuel	fuel
retail	retail	retail
groups	group	group
reacted	react	reacted
quickly	quick	quickly
to	to	to
the	the	the
reports	report	report
.	.	.
Trump	trump	Trump
s	s	s
regulation	regul	regulation
adviser	advis	adviser
,	,	,
billionaire	billionair	billionaire
investor	investor	investor
Carl	carl	Carl
Icahn	icahn	Icahn
,	,	,
is	is	is
majority	major	majority
owner	owner	owner
of	of	of
CVR	cvr	CVR
Energy	energi	Energy
CVI	cvi	CVI
.	.	.
N	n	N
,	,	,
a	a	a
refining	refin	refining
company	compani	company
that	that	that
would	would	would
benefit	benefit	benefit
from	from	from
the	the	the
change	chang	change
.	.	.
That	that	That
stock	stock	stock
is	is	is
up	up	up
80	80	80
percent	percent	percent
since	sinc	since
Trump	trump	Trump
s	s	s
election	elect	election
in	in	in
November	novemb	November
.	.	.
Even	even	Even
after	after	after
the	the	the
White	white	White
House	hous	House
denial	denial	denial
,	,	,
RFA	rfa	RFA
Chief	chief	Chief
Executive	execut	Executive
Officer	offic	Officer
Bob	bob	Bob
Dinneen	dinneen	Dinneen
stuck	stuck	stuck
by	by	by
his	his	his
statement	statement	statement
,	,	,
saying	say	saying
there	there	there
is	is	is
certainly	certain	certainly
something	someth	something
in	in	in
the	the	the
works	work	work
,	,	,
but	but	but
they	they	they
re	re	re
not	not	not
going	go	going
to	to	to
confirm	confirm	confirm
it	it	it
until	until	until
they	they	they
are	are	are
ready	readi	ready
to	to	to
roll	roll	roll
with	with	with
it	it	it
.	.	.
He	he	He
declined	declin	declined
to	to	to
identify	identifi	identify
who	who	who
in	in	in
the	the	the
Trump	trump	Trump
administration	administr	administration
contacted	contact	contacted
the	the	the
association	associ	association
.	.	.
Despite	despit	Despite
our	our	our
continued	continu	continued
opposition	opposit	opposition
to	to	to
the	the	the
move	move	move
,	,	,
we	we	we
were	were	were
told	told	told
the	the	the
executive	execut	executive
order	order	order
was	was	wa
not	not	not
negotiable	negoti	negotiable
,	,	,
Dinneen	dinneen	Dinneen
said	said	said
.	.	.
The	the	The
Renewable	renew	Renewable
Fuel	fuel	Fuel
Standard	standard	Standard
requires	requir	requires
fuel	fuel	fuel
companies	compani	company
to	to	to
use	use	use
increasing	increas	increasing
amounts	amount	amount
of	of	of
biofuel	biofuel	biofuel
blended	blend	blended
with	with	with
gasoline	gasolin	gasoline
and	and	and
diesel	diesel	diesel
.	.	.
Former	former	Former
U	u	U
.	.	.
S	s	S
.	.	.
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
expanded	expand	expanded
the	the	the
rules	rule	rule
,	,	,
which	which	which
started	start	started
under	under	under
his	his	his
predecessor	predecessor	predecessor
,	,	,
George	georg	George
W	w	W
.	.	.
Bush	bush	Bush
,	,	,
when	when	when
gasoline	gasolin	gasoline
prices	price	price
were	were	were
near	near	near
records	record	record
.	.	.
Refineries	refineri	Refineries
without	without	without
operations	oper	operation
designed	design	designed
to	to	to
blend	blend	blend
biofuels	biofuel	biofuels
such	such	such
as	as	a
ethanol	ethanol	ethanol
into	into	into
gasoline	gasolin	gasoline
have	have	have
to	to	to
pay	pay	pay
for	for	for
renewable	renew	renewable
fuel	fuel	fuel
credits	credit	credit
,	,	,
known	known	known
as	as	a
RINs	rin	RINs
,	,	,
to	to	to
meet	meet	meet
U	u	U
.	.	.
S	s	S
.	.	.
environmental	environment	environmental
standards	standard	standard
to	to	to
help	help	help
reduce	reduc	reduce
greenhouse	greenhous	greenhouse
gas	gas	gas
emissions	emiss	emission
.	.	.
The	the	The
cost	cost	cost
for	for	for
refiners	refin	refiner
has	has	ha
increased	increas	increased
sharply	sharpli	sharply
in	in	in
the	the	the
last	last	last
few	few	few
years	year	year
;	;	;
nine	nine	nine
major	major	major
publicly	public	publicly
traded	trade	traded
refiners	refin	refiner
paid	paid	paid
2	2	2
.	.	.
5	5	5
billion	billion	billion
in	in	in
2016	2016	2016
for	for	for
RINs	rin	RINs
costs	cost	cost
,	,	,
a	a	a
78	78	78
percent	percent	percent
increase	increas	increase
from	from	from
2015	2015	2015
.	.	.
Among	among	Among
those	those	those
that	that	that
have	have	have
pushed	push	pushed
for	for	for
the	the	the
change	chang	change
is	is	is
Icahn	icahn	Icahn
,	,	,
who	who	who
holds	hold	hold
an	an	an
82	82	82
percent	percent	percent
stake	stake	stake
of	of	of
CVR	cvr	CVR
.	.	.
That	that	That
company	compani	company
s	s	s
shares	share	share
jumped	jump	jumped
on	on	on
Tuesday	tuesday	Tuesday
before	befor	before
paring	pare	paring
gains	gain	gain
after	after	after
the	the	the
White	white	White
House	hous	House
denial	denial	denial
;	;	;
they	they	they
ended	end	ended
up	up	up
3	3	3
.	.	.
5	5	5
percent	percent	percent
on	on	on
the	the	the
day	day	day
to	to	to
22	22	22
.	.	.
92	92	92
a	a	a
share	share	share
,	,	,
on	on	on
heavier	heavier	heavier
-than-usual	-than-usu	-than-usual
trading	trade	trading
volume	volum	volume
of	of	of
1	1	1
.	.	.
7	7	7
million	million	million
shares	share	share
.	.	.
Icahn	icahn	Icahn
was	was	wa
unavailable	unavail	unavailable
for	for	for
comment	comment	comment
,	,	,
and	and	and
CVR	cvr	CVR
declined	declin	declined
to	to	to
comment	comment	comment
.	.	.
Emily	emili	Emily
Skor	skor	Skor
,	,	,
CEO	ceo	CEO
of	of	of
biofuel	biofuel	biofuel
trade	trade	trade
group	group	group
Growth	growth	Growth
Energy	energi	Energy
,	,	,
expressed	express	expressed
concern	concern	concern
about	about	about
any	ani	any
role	role	role
Icahn	icahn	Icahn
may	may	may
have	have	have
played	play	played
in	in	in
planning	plan	planning
changes	chang	change
to	to	to
the	the	the
program	program	program
.	.	.
I	i	I
assure	assur	assure
you	you	you
this	this	this
is	is	is
no	no	no
deal	deal	deal
for	for	for
anyone	anyon	anyone
but	but	but
Carl	carl	Carl
Icahn	icahn	Icahn
,	,	,
she	she	she
said	said	said
.	.	.
If	if	If
we	we	we
had	had	had
been	been	been
approached	approach	approached
with	with	with
this	this	this
deal	deal	deal
,	,	,
we	we	we
would	would	would
have	have	have
flat	flat	flat
-out	-out	-out
rejected	reject	rejected
it	it	it
.	.	.
Seven	seven	Seven
Democratic	democrat	Democratic
senators	senat	senator
,	,	,
including	includ	including
Elizabeth	elizabeth	Elizabeth
Warren	warren	Warren
of	of	of
Massachusetts	massachusett	Massachusetts
,	,	,
sent	sent	sent
a	a	a
letter	letter	letter
to	to	to
the	the	the
White	white	White
House	hous	House
this	this	this
