Reuters	reuter	Reuters
-	-	-
A	a	A
Kansas	kansa	Kansas
judge	judg	judge
extended	extend	extended
voting	vote	voting
rights	right	right
through	through	through
the	the	the
Nov	nov	Nov
.	.	.
8	8	8
election	elect	election
of	of	of
about	about	about
17	17	17
,	,	,
500	500	500
people	peopl	people
who	who	who
registered	regist	registered
to	to	to
vote	vote	vote
at	at	at
motor	motor	motor
vehicle	vehicl	vehicle
offices	offic	office
,	,	,
court	court	court
documents	document	document
showed	show	showed
on	on	on
Tuesday	tuesday	Tuesday
in	in	in
one	one	one
of	of	of
the	the	the
cases	case	case
highlighting	highlight	highlighting
a	a	a
political	polit	political
battle	battl	battle
over	over	over
identification	identif	identification
laws	law	law
enacted	enact	enacted
in	in	in
Republican	republican	Republican
-led	-led	-led
states	state	state
.	.	.
The	the	The
ruling	rule	ruling
impacts	impact	impact
people	peopl	people
who	who	who
submitted	submit	submitted
voter	voter	voter
applications	applic	application
through	through	through
Kansas	kansa	Kansas
motor	motor	motor
vehicle	vehicl	vehicle
offices	offic	office
but	but	but
failed	fail	failed
to	to	to
provide	provid	provide
proof	proof	proof
of	of	of
U	u	U
.	.	.
S	s	S
.	.	.
citizenship	citizenship	citizenship
.	.	.
The	the	The
ruling	rule	ruling
by	by	by
Judge	judg	Judge
Larry	larri	Larry
Hendricks	hendrick	Hendricks
of	of	of
the	the	the
third	third	third
judicial	judici	judicial
court	court	court
in	in	in
Shawnee	shawne	Shawnee
,	,	,
Kansas	kansa	Kansas
,	,	,
extends	extend	extends
the	the	the
temporary	temporari	temporary
injunction	injunct	injunction
he	he	he
issued	issu	issued
last	last	last
month	month	month
.	.	.
Under	under	Under
a	a	a
state	state	state
law	law	law
that	that	that
took	took	took
effect	effect	effect
in	in	in
2013	2013	2013
,	,	,
they	they	they
were	were	were
required	requir	required
to	to	to
present	present	present
a	a	a
document	document	document
such	such	such
as	as	a
a	a	a
birth	birth	birth
certificate	certif	certificate
.	.	.
The	the	The
judge	judg	judge
s	s	s
ruling	rule	ruling
made	made	made
on	on	on
Friday	friday	Friday
said	said	said
that	that	that
the	the	the
Kansas	kansa	Kansas
Secretary	secretari	Secretary
of	of	of
State	state	State
,	,	,
Kris	kris	Kris
Kobach	kobach	Kobach
,	,	,
must	must	must
instruct	instruct	instruct
election	elect	election
officials	offici	official
to	to	to
allow	allow	allow
the	the	the
around	around	around
17	17	17
,	,	,
500	500	500
residents	resid	resident
to	to	to
.	.	.
.	.	.
.	.	.
vote	vote	vote
for	for	for
all	all	all
offices	offic	office
on	on	on
the	the	the
ballot	ballot	ballot
and	and	and
to	to	to
count	count	count
all	all	all
the	the	the
votes	vote	vote
cast	cast	cast
on	on	on
that	that	that
ballot	ballot	ballot
.	.	.
Kobach	kobach	Kobach
,	,	,
a	a	a
Republican	republican	Republican
who	who	who
has	has	ha
become	becom	become
a	a	a
national	nation	national
leader	leader	leader
in	in	in
pushing	push	pushing
for	for	for
anti	anti	anti
-immigration	-immigr	-immigration
and	and	and
voting	vote	voting
changes	chang	change
,	,	,
said	said	said
on	on	on
Tuesday	tuesday	Tuesday
that	that	that
his	his	his
office	offic	office
would	would	would
continue	continu	continue
with	with	with
the	the	the
case	case	case
.	.	.
Hendricks	hendrick	Hendricks
has	has	ha
not	not	not
made	made	made
a	a	a
final	final	final
ruling	rule	ruling
.	.	.
The	the	The
state	state	state
will	will	will
proceed	proceed	proceed
with	with	with
discovery	discoveri	discovery
as	as	a
directed	direct	directed
by	by	by
the	the	the
court	court	court
.	.	.
As	as	As
is	is	is
normal	normal	normal
,	,	,
the	the	the
temporary	temporari	temporary
injunction	injunct	injunction
remains	remain	remains
in	in	in
place	place	place
until	until	until
a	a	a
final	final	final
order	order	order
is	is	is
issued	issu	issued
by	by	by
Judge	judg	Judge
Hendricks	hendrick	Hendricks
,	,	,
Kobach	kobach	Kobach
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.
Kansas	kansa	Kansas
law	law	law
is	is	is
one	one	one
of	of	of
the	the	the
strictest	strictest	strictest
voter	voter	voter
identification	identif	identification
statutes	statut	statute
in	in	in
the	the	the
country	countri	country
,	,	,
making	make	making
the	the	the
state	state	state
a	a	a
symbol	symbol	symbol
for	for	for
mostly	most	mostly
Republican	republican	Republican
Party	parti	Party
supporters	support	supporter
who	who	who
say	say	say
the	the	the
rules	rule	rule
are	are	are
meant	meant	meant
to	to	to
prevent	prevent	prevent
voter	voter	voter
fraud	fraud	fraud
.	.	.
Opponents	oppon	Opponents
,	,	,
mostly	most	mostly
Democrats	democrat	Democrats
,	,	,
say	say	say
they	they	they
discriminate	discrimin	discriminate
against	against	against
minorities	minor	minority
.	.	.
The	the	The
American	american	American
Civil	civil	Civil
Liberties	liberti	Liberties
Union	union	Union
has	has	ha
argued	argu	argued
that	that	that
the	the	the
statute	statut	statute
conflicts	conflict	conflict
with	with	with
a	a	a
federal	feder	federal
law	law	law
designed	design	designed
to	to	to
make	make	make
it	it	it
easier	easier	easier
to	to	to
register	regist	register
to	to	to
vote	vote	vote
while	while	while
getting	get	getting
a	a	a
driver	driver	driver
s	s	s
license	licens	license
.	.	.
Kobach	kobach	Kobach
asked	ask	asked
the	the	the
10th	10th	10th
U	u	U
.	.	.
S	s	S
.	.	.
Circuit	circuit	Circuit
Court	court	Court
of	of	of
Appeals	appeal	Appeals
to	to	to
place	place	place
on	on	on
hold	hold	hold
a	a	a
decision	decis	decision
in	in	in
May	may	May
by	by	by
a	a	a
lower	lower	lower
-court	-court	-court
judge	judg	judge
ordering	order	ordering
the	the	the
state	state	state
to	to	to
begin	begin	begin
registering	regist	registering
the	the	the
roughly	rough	roughly
17	17	17
,	,	,
500	500	500
residents	resid	resident
affected	affect	affected
by	by	by
the	the	the
law	law	law
.	.	.
nL1N19301N	nl1n19301n	nL1N19301N
In	in	In
requesting	request	requesting
the	the	the
stay	stay	stay
,	,	,
the	the	the
state	state	state
said	said	said
the	the	the
order	order	order
to	to	to
begin	begin	begin
to	to	to
register	regist	register
voters	voter	voter
would	would	would
result	result	result
in	in	in
extraordinary	extraordinari	extraordinary
confusion	confus	confusion
on	on	on
November	novemb	November
8	8	8
,	,	,
2016	2016	2016
.	.	.
But	but	But
the	the	the
Denver	denver	Denver
-based	-base	-based
court	court	court
rejected	reject	rejected
this	this	this
argument	argument	argument
in	in	in
June	june	June
.	.	.
The	the	The
law	law	law
will	will	will
not	not	not
affect	affect	affect
the	the	the
state	state	state
s	s	s
status	status	status
as	as	a
a	a	a
safe	safe	safe
Republican	republican	Republican
stronghold	stronghold	stronghold
in	in	in
the	the	the
presidential	presidenti	presidential
election	elect	election
being	be	being
contested	contest	contested
by	by	by
Democratic	democrat	Democratic
Party	parti	Party
candidate	candid	candidate
Hillary	hillari	Hillary
Clinton	clinton	Clinton
and	and	and
Republican	republican	Republican
Party	parti	Party
candidate	candid	candidate
Donald	donald	Donald
Trump	trump	Trump
.	.	.
