WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
s	s	s
eldest	eldest	eldest
son	son	son
told	told	told
Senate	senat	Senate
investigators	investig	investigator
on	on	on
Thursday	thursday	Thursday
that	that	that
he	he	he
had	had	had
set	set	set
up	up	up
a	a	a
June	june	June
2016	2016	2016
meeting	meet	meeting
with	with	with
a	a	a
Russian	russian	Russian
lawyer	lawyer	lawyer
because	becaus	because
she	she	she
might	might	might
have	have	have
had	had	had
damaging	damag	damaging
information	inform	information
about	about	about
Democratic	democrat	Democratic
presidential	presidenti	presidential
candidate	candid	candidate
Hillary	hillari	Hillary
Clinton	clinton	Clinton
.	.	.
Donald	donald	Donald
Trump	trump	Trump
Jr	jr	Jr
.	.	.
,	,	,
in	in	in
a	a	a
prepared	prepar	prepared
statement	statement	statement
to	to	to
Senate	senat	Senate
Judiciary	judiciari	Judiciary
Committee	committe	Committee
investigators	investig	investigator
for	for	for
a	a	a
meeting	meet	meeting
behind	behind	behind
closed	close	closed
doors	door	door
,	,	,
said	said	said
it	it	it
was	was	wa
important	import	important
to	to	to
learn	learn	learn
about	about	about
Clinton	clinton	Clinton
s	s	s
fitness	fit	fitness
to	to	to
be	be	be
president	presid	president
.	.	.
To	to	To
the	the	the
extent	extent	extent
they	they	they
had	had	had
information	inform	information
concerning	concern	concerning
the	the	the
fitness	fit	fitness
,	,	,
character	charact	character
or	or	or
qualifications	qualif	qualification
of	of	of
a	a	a
presidential	presidenti	presidential
candidate	candid	candidate
,	,	,
I	i	I
believed	believ	believed
that	that	that
I	i	I
should	should	should
at	at	at
least	least	least
hear	hear	hear
them	them	them
out	out	out
,	,	,
said	said	said
the	the	the
statement	statement	statement
,	,	,
which	which	which
was	was	wa
seen	seen	seen
by	by	by
Reuters	reuter	Reuters
.	.	.
Trump	trump	Trump
also	also	also
said	said	said
the	the	the
meeting	meet	meeting
with	with	with
Russian	russian	Russian
lawyer	lawyer	lawyer
Natalia	natalia	Natalia
Veselnitskaya	veselnitskaya	Veselnitskaya
and	and	and
others	other	others
in	in	in
Trump	trump	Trump
Tower	tower	Tower
in	in	in
New	new	New
York	york	York
provided	provid	provided
no	no	no
meaningful	meaning	meaningful
information	inform	information
.	.	.
The	the	The
New	new	New
York	york	York
Times	time	Times
first	first	first
reported	report	reported
the	the	the
statement	statement	statement
.	.	.
Russia	russia	Russia
has	has	ha
loomed	loom	loomed
large	larg	large
over	over	over
the	the	the
Trump	trump	Trump
presidency	presid	presidency
.	.	.
U	u	U
.	.	.
S	s	S
.	.	.
intelligence	intellig	intelligence
agencies	agenc	agency
have	have	have
concluded	conclud	concluded
Moscow	moscow	Moscow
worked	work	worked
to	to	to
tilt	tilt	tilt
the	the	the
2016	2016	2016
presidential	presidenti	presidential
election	elect	election
in	in	in
Trump	trump	Trump
s	s	s
favor	favor	favor
.	.	.
Several	sever	Several
congressional	congression	congressional
committees	committe	committee
and	and	and
a	a	a
special	special	special
counsel	counsel	counsel
are	are	are
also	also	also
investigating	investig	investigating
allegations	alleg	allegation
of	of	of
possible	possibl	possible
collusion	collus	collusion
between	between	between
the	the	the
Trump	trump	Trump
campaign	campaign	campaign
and	and	and
Moscow	moscow	Moscow
.	.	.
The	the	The
younger	younger	younger
Trump	trump	Trump
s	s	s
testimony	testimoni	testimony
is	is	is
believed	believ	believed
to	to	to
be	be	be
the	the	the
first	first	first
by	by	by
a	a	a
member	member	member
of	of	of
the	the	the
president	presid	president
s	s	s
family	famili	family
to	to	to
congressional	congression	congressional
investigators	investig	investigator
,	,	,
much	much	much
of	of	of
whose	whose	whose
work	work	work
has	has	ha
been	been	been
conducted	conduct	conducted
behind	behind	behind
closed	close	closed
doors	door	door
.	.	.
Moscow	moscow	Moscow
denies	deni	denies
meddling	meddl	meddling
and	and	and
Trump	trump	Trump
denies	deni	denies
collusion	collus	collusion
by	by	by
his	his	his
campaign	campaign	campaign
,	,	,
while	while	while
regularly	regular	regularly
denouncing	denounc	denouncing
the	the	the
investigations	investig	investigation
as	as	a
political	polit	political
witchhunts	witchhunt	witchhunts
.	.	.
When	when	When
news	news	news
of	of	of
the	the	the
meeting	meet	meeting
with	with	with
the	the	the
lawyer	lawyer	lawyer
broke	broke	broke
earlier	earlier	earlier
this	this	this
year	year	year
,	,	,
the	the	the
younger	younger	younger
Trump	trump	Trump
at	at	at
first	first	first
said	said	said
that	that	that
the	the	the
main	main	main
topic	topic	topic
at	at	at
the	the	the
encounter	encount	encounter
was	was	wa
child	child	child
adoption	adopt	adoption
from	from	from
Russia	russia	Russia
but	but	but
then	then	then
he	he	he
released	releas	released
emails	email	email
that	that	that
showed	show	showed
his	his	his
reason	reason	reason
for	for	for
attending	attend	attending
the	the	the
meeting	meet	meeting
was	was	wa
to	to	to
receive	receiv	receive
possibly	possibl	possibly
damaging	damag	damaging
information	inform	information
about	about	about
Clinton	clinton	Clinton
.	.	.
His	his	His
statement	statement	statement
on	on	on
Thursday	thursday	Thursday
is	is	is
further	further	further
acknowledgment	acknowledg	acknowledgment
that	that	that
he	he	he
was	was	wa
willing	will	willing
to	to	to
receive	receiv	receive
potential	potenti	potential
help	help	help
from	from	from
a	a	a
Russian	russian	Russian
citizen	citizen	citizen
to	to	to
help	help	help
his	his	his
father	father	father
s	s	s
campaign	campaign	campaign
,	,	,
when	when	when
it	it	it
was	was	wa
still	still	still
not	not	not
certain	certain	certain
he	he	he
was	was	wa
going	go	going
to	to	to
be	be	be
the	the	the
Republican	republican	Republican
presidential	presidenti	presidential
nominee	nomine	nominee
.	.	.
The	the	The
fact	fact	fact
that	that	that
Trump	trump	Trump
Jr	jr	Jr
.	.	.
acknowledges	acknowledg	acknowledges
taking	take	taking
the	the	the
meeting	meet	meeting
along	along	along
with	with	with
two	two	two
other	other	other
top	top	top
campaign	campaign	campaign
officials	offici	official
.	.	.
.	.	.
.	.	.
during	dure	during
a	a	a
time	time	time
in	in	in
which	which	which
the	the	the
nomination	nomin	nomination
was	was	wa
to	to	to
be	be	be
contested	contest	contested
at	at	at
the	the	the
convention	convent	convention
,	,	,
also	also	also
highlights	highlight	highlight
how	how	how
significant	signific	significant
the	the	the
campaign	campaign	campaign
viewed	view	viewed
the	the	the
promise	promis	promise
of	of	of
dirt	dirt	dirt
on	on	on
their	their	their
opponent	oppon	opponent
from	from	from
the	the	the
Russian	russian	Russian
government	govern	government
,	,	,
Representative	repres	Representative
Adam	adam	Adam
Schiff	schiff	Schiff
,	,	,
the	the	the
top	top	top
Democrat	democrat	Democrat
on	on	on
the	the	the
House	hous	House
of	of	of
Representatives	repres	Representatives
Intelligence	intellig	Intelligence
Committee	committe	Committee
,	,	,
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.
Trump	trump	Trump
s	s	s
son	son	son
-in-law	-in-law	-in-law
Jared	jare	Jared
Kushner	kushner	Kushner
,	,	,
now	now	now
a	a	a
senior	senior	senior
White	white	White
House	hous	House
adviser	advis	adviser
,	,	,
and	and	and
former	former	former
campaign	campaign	campaign
chairman	chairman	chairman
Paul	paul	Paul
Manafort	manafort	Manafort
also	also	also
attended	attend	attended
the	the	the
Trump	trump	Trump
Tower	tower	Tower
meeting	meet	meeting
.	.	.
Congressional	congression	Congressional
investigators	investig	investigator
have	have	have
focused	focus	focused
on	on	on
the	the	the
June	june	June
9	9	9
,	,	,
2016	2016	2016
,	,	,
meeting	meet	meeting
,	,	,
and	and	and
what	what	what
came	came	came
of	of	of
it	it	it
,	,	,
if	if	if
anything	anyth	anything
,	,	,
in	in	in
terms	term	term
of	of	of
the	the	the
relationship	relationship	relationship
between	between	between
Russians	russian	Russians
and	and	and
the	the	the
Trump	trump	Trump
campaign	campaign	campaign
or	or	or
Trump	trump	Trump
business	busi	business
interests	interest	interest
.	.	.
As	as	As
will	will	will
become	becom	become
clear	clear	clear
,	,	,
I	i	I
did	did	did
not	not	not
collude	collud	collude
with	with	with
any	ani	any
foreign	foreign	foreign
government	govern	government
and	and	and
do	do	do
not	not	not
know	know	know
of	of	of
anyone	anyon	anyone
who	who	who
did	did	did
,	,	,
the	the	the
statement	statement	statement
said	said	said
,	,	,
promising	promis	promising
to	to	to
set	set	set
forth	forth	forth
the	the	the
sum	sum	sum
and	and	and
substance	substanc	substance
of	of	of
what	what	what
happened	happen	happened
at	at	at
that	that	that
meeting	meet	meeting
.	.	.
Trump	trump	Trump
Jr	jr	Jr
.	.	.
was	was	wa
questioned	question	questioned
by	by	by
Judiciary	judiciari	Judiciary
Committee	committe	Committee
staff	staff	staff
for	for	for
five	five	five
hours	hour	hour
.	.	.
He	he	He
left	left	left
without	without	without
speaking	speak	speaking
to	to	to
reporters	report	reporter
,	,	,
and	and	and
the	the	the
meeting	meet	meeting
room	room	room
entrance	entranc	entrance
was	was	wa
shielded	shield	shielded
by	by	by
a	a	a
special	special	special
partition	partit	partition
that	that	that
kept	kept	kept
news	news	news
cameras	camera	camera
from	from	from
recording	record	recording
his	his	his
arrival	arriv	arrival
and	and	and
departure	departur	departure
.	.	.
A	a	A
handful	hand	handful
of	of	of
mostly	most	mostly
Democratic	democrat	Democratic
senators	senat	senator
attended	attend	attended
the	the	the
meeting	meet	meeting
but	but	but
said	said	said
questioning	question	questioning
was	was	wa
limited	limit	limited
to	to	to
staff	staff	staff
.	.	.
The	the	The
session	session	session
was	was	wa
not	not	not
classified	classifi	classified
and	and	and
Trump	trump	Trump
Jr	jr	Jr
.	.	.
was	was	wa
not	not	not
under	under	under
oath	oath	oath
.	.	.
However	howev	However
,	,	,
it	it	it
is	is	is
illegal	illeg	illegal
to	to	to
provide	provid	provide
false	fals	false
information	inform	information
to	to	to
Congress	congress	Congress
.	.	.
Democratic	democrat	Democratic
Senator	senat	Senator
Richard	richard	Richard
Blumenthal	blumenth	Blumenthal
described	describ	described
the	the	the
atmosphere	atmospher	atmosphere
in	in	in
the	the	the
room	room	room
as	as	a
cordial	cordial	cordial
.	.	.
He	he	He
said	said	said
the	the	the
testimony	testimoni	testimony
made	made	made
it	it	it
clear	clear	clear
there	there	there
was	was	wa
more	more	more
to	to	to
discover	discov	discover
.	.	.
There	there	There
certainly	certain	certainly
are	are	are
a	a	a
lot	lot	lot
of	of	of
areas	area	area
that	that	that
are	are	are
opening	open	opening
for	for	for
future	futur	future
witnesses	wit	witness
,	,	,
and	and	and
questioning	question	questioning
,	,	,
he	he	he
told	told	told
reporters	report	reporter
.	.	.
Blumenthal	blumenth	Blumenthal
also	also	also
said	said	said
he	he	he
expected	expect	expected
Trump	trump	Trump
Jr	jr	Jr
.	.	.
would	would	would
testify	testifi	testify
under	under	under
oath	oath	oath
later	later	later
at	at	at
a	a	a
public	public	public
Judiciary	judiciari	Judiciary
Committee	committe	Committee
hearing	hear	hearing
.	.	.
Schiff	schiff	Schiff
said	said	said
his	his	his
panel	panel	panel
looked	look	looked
forward	forward	forward
to	to	to
having	have	having
many	mani	many
questions	question	question
answered	answer	answered
when	when	when
he	he	he
appeared	appear	appeared
before	befor	before
them	them	them
.	.	.
