Reuters	reuter	Reuters
-	-	-
Penguin	penguin	Penguin
Random	random	Random
House	hous	House
has	has	ha
landed	land	landed
a	a	a
deal	deal	deal
to	to	to
publish	publish	publish
two	two	two
forthcoming	forthcom	forthcoming
books	book	book
by	by	by
former	former	former
U	u	U
.	.	.
S	s	S
.	.	.
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
and	and	and
the	the	the
former	former	former
first	first	first
lady	ladi	lady
,	,	,
Michelle	michell	Michelle
Obama	obama	Obama
,	,	,
with	with	with
one	one	one
volume	volum	volume
to	to	to
be	be	be
written	written	written
by	by	by
each	each	each
,	,	,
the	the	the
publishing	publish	publishing
company	compani	company
said	said	said
on	on	on
Tuesday	tuesday	Tuesday
.	.	.

Terms	term	Terms
of	of	of
the	the	the
agreement	agreement	agreement
,	,	,
in	in	in
which	which	which
Penguin	penguin	Penguin
Random	random	Random
House	hous	House
acquired	acquir	acquired
worldwide	worldwid	worldwide
publication	public	publication
rights	right	right
for	for	for
the	the	the
two	two	two
books	book	book
,	,	,
were	were	were
not	not	not
disclosed	disclos	disclosed
.	.	.

But	but	But
in	in	in
keeping	keep	keeping
with	with	with
their	their	their
past	past	past
practice	practic	practice
,	,	,
the	the	the
Obamas	obama	Obamas
plan	plan	plan
to	to	to
donate	donat	donate
a	a	a
significant	signific	significant
portion	portion	portion
of	of	of
their	their	their
author	author	author
proceeds	proceed	proceeds
to	to	to
charity	chariti	charity
,	,	,
including	includ	including
the	the	the
Obama	obama	Obama
Foundation	foundat	Foundation
,	,	,
the	the	the
publisher	publish	publisher
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.

The	the	The
deal	deal	deal
followed	follow	followed
a	a	a
heated	heat	heated
auction	auction	auction
for	for	for
global	global	global
rights	right	right
to	to	to
the	the	the
two	two	two
books	book	book
with	with	with
bidding	bid	bidding
that	that	that
reached	reach	reached
more	more	more
than	than	than
60	60	60
million	million	million
,	,	,
a	a	a
record	record	record
sum	sum	sum
for	for	for
U	u	U
.	.	.
S	s	S
.	.	.
presidential	presidenti	presidential
memoirs	memoir	memoir
,	,	,
the	the	the
Financial	financi	Financial
Times	time	Times
reported	report	reported
,	,	,
citing	cite	citing
people	peopl	people
with	with	with
knowledge	knowledg	knowledge
of	of	of
the	the	the
sales	sale	sale
process	process	process
.	.	.

By	by	By
comparison	comparison	comparison
,	,	,
fellow	fellow	fellow
Democrat	democrat	Democrat
and	and	and
former	former	former
President	presid	President
Bill	bill	Bill
Clinton	clinton	Clinton
earned	earn	earned
15	15	15
million	million	million
for	for	for
rights	right	right
to	to	to
his	his	his
2004	2004	2004
memoir	memoir	memoir
My	my	My
Life	life	Life
after	after	after
he	he	he
left	left	left
office	offic	office
,	,	,
while	while	while
Obama	obama	Obama
s	s	s
immediate	immedi	immediate
predecessor	predecessor	predecessor
,	,	,
Republican	republican	Republican
George	georg	George
W	w	W
.	.	.

Bush	bush	Bush
,	,	,
reaped	reap	reaped
some	some	some
10	10	10
million	million	million
from	from	from
his	his	his
book	book	book
Decision	decis	Decision
Points	point	Points
,	,	,
according	accord	according
to	to	to
the	the	the
Financial	financi	Financial
Times	time	Times
.	.	.

Those	those	Those
books	book	book
were	were	were
published	publish	published
by	by	by
Penguin	penguin	Penguin
Random	random	Random
House	hous	House
division	divis	division
Knopf	knopf	Knopf
and	and	and
by	by	by
Crown	crown	Crown
,	,	,
respectively	respect	respectively
.	.	.

Penguin	penguin	Penguin
Random	random	Random
House	hous	House
also	also	also
published	publish	published
Obama	obama	Obama
s	s	s
three	three	three
previous	previous	previous
books	book	book
Dreams	dream	Dreams
of	of	of
My	my	My
Father	father	Father
,	,	,
The	the	The
Audacity	audac	Audacity
of	of	of
Hope	hope	Hope
,	,	,
Of	of	Of
Thee	thee	Thee
I	i	I
Sing	sing	Sing
A	a	A
Letter	letter	Letter
to	to	to
My	my	My
Daughters	daughter	Daughters
.	.	.
The	the	The
company	compani	company
did	did	did
not	not	not
disclose	disclos	disclose
the	the	the
subject	subject	subject
matter	matter	matter
of	of	of
the	the	the
two	two	two
forthcoming	forthcom	forthcoming
books	book	book
,	,	,
or	or	or
a	a	a
time	time	time
frame	frame	frame
for	for	for
them	them	them
to	to	to
be	be	be
published	publish	published
,	,	,
but	but	but
they	they	they
will	will	will
presumably	presum	presumably
cover	cover	cover
Obama	obama	Obama
s	s	s
time	time	time
in	in	in
the	the	the
White	white	White
House	hous	House
as	as	a
the	the	the
first	first	first
African	african	African
-American	-american	-American
U	u	U
.	.	.
S	s	S
.	.	.
president	presid	president
.	.	.

Among	among	Among
other	other	other
publishers	publish	publisher
that	that	that
bid	bid	bid
on	on	on
Obama	obama	Obama
deal	deal	deal
were	were	were
HarperCollins	harpercollin	HarperCollins
,	,	,
a	a	a
unit	unit	unit
of	of	of
News	news	News
Corp	corp	Corp
,	,	,
and	and	and
Simon	simon	Simon
Schuster	schuster	Schuster
,	,	,
owned	own	owned
by	by	by
CBS	cbs	CBS
Corp	corp	Corp
,	,	,
the	the	the
Financial	financi	Financial
Times	time	Times
said	said	said
.	.	.

