Reuters	reuter	Reuters
-	-	-
Iran	iran	Iran
said	said	said
on	on	on
Friday	friday	Friday
it	it	it
had	had	had
barred	bar	barred
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
wrestling	wrestl	wrestling
team	team	team
from	from	from
the	the	the
Freestyle	freestyl	Freestyle
World	world	World
Cup	cup	Cup
competition	competit	competition
in	in	in
retaliation	retali	retaliation
for	for	for
an	an	an
executive	execut	executive
order	order	order
by	by	by
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
banning	ban	banning
visas	visa	visa
for	for	for
Iranians	iranian	Iranians
,	,	,
state	state	state
television	televis	television
reported	report	reported
.	.	.
The	the	The
Freestyle	freestyl	Freestyle
World	world	World
Cup	cup	Cup
,	,	,
one	one	one
of	of	of
the	the	the
sport	sport	sport
s	s	s
most	most	most
prestigious	prestigi	prestigious
events	event	event
,	,	,
is	is	is
scheduled	schedul	scheduled
for	for	for
Feb	feb	Feb
.	.	.
16	16	16
-17	-17	-17
and	and	and
USA	usa	USA
Wrestling	wrestl	Wrestling
had	had	had
previously	previous	previously
said	said	said
it	it	it
would	would	would
send	send	send
a	a	a
team	team	team
to	to	to
the	the	the
competition	competit	competition
in	in	in
the	the	the
western	western	western
Iranian	iranian	Iranian
city	citi	city
of	of	of
Kermanshah	kermanshah	Kermanshah
.	.	.
Tehran	tehran	Tehran
has	has	ha
already	alreadi	already
announced	announc	announced
it	it	it
will	will	will
stop	stop	stop
U	u	U
.	.	.
S	s	S
.	.	.
citizens	citizen	citizen
entering	enter	entering
the	the	the
country	countri	country
following	follow	following
Washington	washington	Washington
s	s	s
decision	decis	decision
to	to	to
ban	ban	ban
refugees	refuge	refugee
and	and	and
citizens	citizen	citizen
of	of	of
seven	seven	seven
majority	major	majority
-Muslim	-muslim	-Muslim
countries	countri	country
including	includ	including
Iran	iran	Iran
.	.	.
A	a	A
special	special	special
committee	committe	committee
in	in	in
Tehran	tehran	Tehran
reviewed	review	reviewed
their	their	their
cases	case	case
and	and	and
decided	decid	decided
to	to	to
oppose	oppos	oppose
the	the	the
visit	visit	visit
by	by	by
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
freestyle	freestyl	freestyle
wrestling	wrestl	wrestling
team	team	team
,	,	,
Foreign	foreign	Foreign
Ministry	ministri	Ministry
spokesman	spokesman	spokesman
Bahram	bahram	Bahram
Ghasemi	ghasemi	Ghasemi
was	was	wa
quoted	quot	quoted
by	by	by
state	state	state
television	televis	television
as	as	a
saying	say	saying
.	.	.
The	the	The
visa	visa	visa
policy	polici	policy
of	of	of
the	the	the
new	new	new
American	american	American
administration	administr	administration
gave	gave	gave
us	us	u
no	no	no
other	other	other
option	option	option
but	but	but
to	to	to
ban	ban	ban
the	the	the
wrestlers	wrestler	wrestler
.	.	.
USA	usa	USA
Wrestling	wrestl	Wrestling
said	said	said
that	that	that
neither	neither	neither
they	they	they
nor	nor	nor
United	unit	United
World	world	World
Wrestling	wrestl	Wrestling
have	have	have
been	been	been
officially	offici	officially
notified	notifi	notified
that	that	that
these	these	these
reports	report	report
are	are	are
accurate	accur	accurate
.	.	.
We	we	We
have	have	have
no	no	no
official	offici	official
documentation	document	documentation
that	that	that
the	the	the
USA	usa	USA
Wrestling	wrestl	Wrestling
team	team	team
will	will	will
be	be	be
denied	deni	denied
the	the	the
opportunity	opportun	opportunity
to	to	to
participate	particip	participate
at	at	at
the	the	the
Freestyle	freestyl	Freestyle
World	world	World
Cup	cup	Cup
,	,	,
USA	usa	USA
Wrestling	wrestl	Wrestling
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.
The	the	The
Freestyle	freestyl	Freestyle
World	world	World
Cup	cup	Cup
is	is	is
the	the	the
annual	annual	annual
World	world	World
dual	dual	dual
meet	meet	meet
championship	championship	championship
,	,	,
one	one	one
of	of	of
the	the	the
most	most	most
important	import	important
events	event	event
that	that	that
United	unit	United
World	world	World
Wrestling	wrestl	Wrestling
hosts	host	host
each	each	each
year	year	year
.	.	.
If	if	If
these	these	these
reports	report	report
are	are	are
true	true	true
,	,	,
USA	usa	USA
Wrestling	wrestl	Wrestling
is	is	is
extremely	extrem	extremely
disappointed	disappoint	disappointed
about	about	about
this	this	this
,	,	,
which	which	which
we	we	we
believe	believ	believe
would	would	would
be	be	be
an	an	an
unacceptable	unaccept	unacceptable
situation	situat	situation
.	.	.
Wrestling	wrestl	Wrestling
is	is	is
about	about	about
competition	competit	competition
and	and	and
goodwill	goodwil	goodwill
through	through	through
sport	sport	sport
,	,	,
and	and	and
is	is	is
no	no	no
place	place	place
for	for	for
politics	polit	politics
.	.	.
USA	usa	USA
Wrestling	wrestl	Wrestling
said	said	said
on	on	on
Monday	monday	Monday
the	the	the
United	unit	United
States	state	States
would	would	would
send	send	send
a	a	a
team	team	team
to	to	to
Iran	iran	Iran
,	,	,
where	where	where
U	u	U
.	.	.
S	s	S
.	.	.
freestyle	freestyl	freestyle
wrestlers	wrestler	wrestler
have	have	have
participated	particip	participated
in	in	in
competitions	competit	competition
since	sinc	since
1998	1998	1998
.	.	.
Nenad	nenad	Nenad
Lalovic	lalov	Lalovic
,	,	,
president	presid	president
of	of	of
United	unit	United
World	world	World
Wrestling	wrestl	Wrestling
,	,	,
the	the	the
sport	sport	sport
s	s	s
international	intern	international
federation	feder	federation
,	,	,
said	said	said
it	it	it
was	was	wa
working	work	working
towards	toward	towards
a	a	a
solution	solut	solution
.	.	.
Though	though	Though
we	we	we
had	had	had
hoped	hope	hoped
for	for	for
a	a	a
different	differ	different
outcome	outcom	outcome
from	from	from
Iran	iran	Iran
s	s	s
Foreign	foreign	Foreign
Ministry	ministri	Ministry
,	,	,
