BERLIN	berlin	BERLIN
Reuters	reuter	Reuters
-	-	-
German	german	German
Chancellor	chancellor	Chancellor
Angela	angela	Angela
Merkel	merkel	Merkel
said	said	said
on	on	on
Monday	monday	Monday
an	an	an
agreement	agreement	agreement
within	within	within
her	her	her
conservative	conserv	conservative
bloc	bloc	bloc
on	on	on
limiting	limit	limiting
migrants	migrant	migrant
would	would	would
help	help	help
forge	forg	forge
a	a	a
new	new	new
government	govern	government
coalition	coalit	coalition
,	,	,
but	but	but
one	one	one
of	of	of
the	the	the
key	key	key
partners	partner	partner
,	,	,
the	the	the
Greens	green	Greens
,	,	,
said	said	said
it	it	it
would	would	would
not	not	not
become	becom	become
policy	polici	policy
.	.	.
Merkel	merkel	Merkel
s	s	s
Christian	christian	Christian
Democrats	democrat	Democrats
CDU	cdu	CDU
agreed	agre	agreed
with	with	with
their	their	their
conservative	conserv	conservative
CSU	csu	CSU
Bavarian	bavarian	Bavarian
allies	alli	ally
on	on	on
Sunday	sunday	Sunday
to	to	to
limit	limit	limit
to	to	to
200	200	200
,	,	,
000	000	000
the	the	the
number	number	number
of	of	of
people	peopl	people
Germany	germani	Germany
would	would	would
accept	accept	accept
per	per	per
year	year	year
on	on	on
humanitarian	humanitarian	humanitarian
grounds	ground	ground
.	.	.
It	it	It
was	was	wa
part	part	part
of	of	of
Merkel	merkel	Merkel
s	s	s
drive	drive	drive
to	to	to
get	get	get
the	the	the
sister	sister	sister
party	parti	party
on	on	on
board	board	board
so	so	so
that	that	that
she	she	she
can	can	can
start	start	start
talks	talk	talk
with	with	with
the	the	the
Greens	green	Greens
and	and	and
Free	free	Free
Democrats	democrat	Democrats
FPD	fpd	FPD
on	on	on
forming	form	forming
a	a	a
Jamaica	jamaica	Jamaica
coalition	coalit	coalition
named	name	named
for	for	for
the	the	the
black	black	black
,	,	,
green	green	green
and	and	and
yellow	yellow	yellow
colors	color	color
of	of	of
the	the	the
three	three	three
blocs	bloc	bloc
,	,	,
which	which	which
match	match	match
the	the	the
Caribbean	caribbean	Caribbean
island	island	island
s	s	s
flag	flag	flag
.	.	.
We	we	We
achieved	achiev	achieved
a	a	a
joint	joint	joint
result	result	result
which	which	which
I	i	I
think	think	think
is	is	is
a	a	a
very	veri	very
,	,	,
very	veri	very
good	good	good
basis	basi	basis
to	to	to
go	go	go
into	into	into
exploratory	exploratori	exploratory
talks	talk	talk
with	with	with
the	the	the
FDP	fdp	FDP
and	and	and
Greens	green	Greens
,	,	,
Merkel	merkel	Merkel
told	told	told
a	a	a
joint	joint	joint
news	news	news
conference	confer	conference
with	with	with
her	her	her
Bavarian	bavarian	Bavarian
counterpart	counterpart	counterpart
Horst	horst	Horst
Seehofer	seehof	Seehofer
on	on	on
Monday	monday	Monday
.	.	.
But	but	But
underlying	under	underlying
the	the	the
difficulties	difficulti	difficulty
in	in	in
forging	forg	forging
a	a	a
coalition	coalit	coalition
,	,	,
the	the	the
Greens	green	Greens
said	said	said
they	they	they
disagreed	disagre	disagreed
with	with	with
the	the	the
migrant	migrant	migrant
limit	limit	limit
.	.	.
It	it	It
would	would	would
not	not	not
stop	stop	stop
a	a	a
coalition	coalit	coalition
being	be	being
discussed	discuss	discussed
,	,	,
Green	green	Green
co	co	co
-leader	-leader	-leader
Cem	cem	Cem
Ozdemir	ozdemir	Ozdemir
said	said	said
,	,	,
but	but	but
stressed	stress	stressed
it	it	it
would	would	would
not	not	not
be	be	be
part	part	part
of	of	of
the	the	the
formal	formal	formal
coalition	coalit	coalition
agreement	agreement	agreement
if	if	if
one	one	one
is	is	is
reached	reach	reached
.	.	.
FDP	fdp	FDP
leader	leader	leader
Christian	christian	Christian
Lindner	lindner	Lindner
said	said	said
the	the	the
deal	deal	deal
cleared	clear	cleared
the	the	the
way	way	way
for	for	for
coalition	coalit	coalition
talks	talk	talk
to	to	to
begin	begin	begin
,	,	,
but	but	but
predicted	predict	predicted
more	more	more
wrangling	wrangl	wrangling
about	about	about
immigration	immigr	immigration
and	and	and
other	other	other
issues	issu	issue
.	.	.
Immigration	immigr	Immigration
is	is	is
not	not	not
the	the	the
only	onli	only
issue	issu	issue
where	where	where
the	the	the
parties	parti	party
have	have	have
different	differ	different
ideas	idea	idea
,	,	,
he	he	he
told	told	told
the	the	the
Passauer	passauer	Passauer
Neue	neue	Neue
Presse	press	Presse
newspaper	newspap	newspaper
.	.	.
Merkel	merkel	Merkel
said	said	said
her	her	her
conservative	conserv	conservative
bloc	bloc	bloc
would	would	would
begin	begin	begin
exploratory	exploratori	exploratory
talks	talk	talk
next	next	next
week	week	week
on	on	on
forming	form	forming
a	a	a
coalition	coalit	coalition
first	first	first
with	with	with
the	the	the
FDP	fdp	FDP
and	and	and
Greens	green	Greens
separately	separ	separately
on	on	on
Oct	oct	Oct
.	.	.
18	18	18
,	,	,
and	and	and
then	then	then
in	in	in
a	a	a
three	three	three
-way	-way	-way
format	format	format
on	on	on
Oct	oct	Oct
.	.	.
20	20	20
.	.	.
In	in	In
an	an	an
interview	interview	interview
with	with	with
the	the	the
Passauer	passauer	Passauer
Neue	neue	Neue
Presse	press	Presse
,	,	,
CSU	csu	CSU
chief	chief	chief
Seehofer	seehof	Seehofer
called	call	called
for	for	for
brisk	brisk	brisk
negotiations	negoti	negotiation
with	with	with
an	an	an
eye	eye	eye
to	to	to
completing	complet	completing
the	the	the
talks	talk	talk
by	by	by
year	year	year
-end	-end	-end
.	.	.
He	he	He
urged	urg	urged
party	parti	party
members	member	member
to	to	to
stop	stop	stop
calling	call	calling
for	for	for
his	his	his
resignation	resign	resignation
,	,	,
saying	say	saying
the	the	the
discussion	discuss	discussion
could	could	could
weaken	weaken	weaken
the	the	the
party	parti	party
s	s	s
negotiating	negoti	negotiating
stance	stanc	stance
in	in	in
the	the	the
coalition	coalit	coalition
talks	talk	talk
.	.	.
The	the	The
party	parti	party
leadership	leadership	leadership
issue	issu	issue
is	is	is
to	to	to
be	be	be
addressed	address	addressed
at	at	at
a	a	a
CSU	csu	CSU
congress	congress	congress
in	in	in
mid	mid	mid
-November	-novemb	-November
.	.	.
The	the	The
three	three	three
-way	-way	-way
tie	tie	tie
-up	-up	-up
is	is	is
untested	untest	untested
at	at	at
national	nation	national
level	level	level
but	but	but
it	it	it
is	is	is
Merkel	merkel	Merkel
s	s	s
only	onli	only
realistic	realist	realistic
option	option	option
of	of	of
forming	form	forming
a	a	a
government	govern	government
as	as	a
the	the	the
center	center	center
-left	-left	-left
Social	social	Social
Democrats	democrat	Democrats
her	her	her
previous	previous	previous
coalition	coalit	coalition
partners	partner	partner
insist	insist	insist
they	they	they
want	want	want
to	to	to
go	go	go
into	into	into
opposition	opposit	opposition
.	.	.
Ozdemir	ozdemir	Ozdemir
dismissed	dismiss	dismissed
the	the	the
migrant	migrant	migrant
limit	limit	limit
as	as	a
an	an	an
internal	intern	internal
CDU	cdu	CDU
-CSU	-csu	-CSU
matter	matter	matter
.	.	.
It	it	It
definitely	definit	definitely
won	won	won
t	t	t
appear	appear	appear
in	in	in
a	a	a
possible	possibl	possible
coalition	coalit	coalition
agreement	agreement	agreement
,	,	,
he	he	he
said	said	said
,	,	,
adding	ad	adding
the	the	the
pro	pro	pro
-migrant	-migrant	-migrant
Greens	green	Greens
wanted	want	wanted
quick	quick	quick
and	and	and
fair	fair	fair
processes	process	process
for	for	for
newcomers	newcom	newcomer
to	to	to
Germany	germani	Germany
,	,	,
effective	effect	effective
integration	integr	integration
measures	measur	measure
and	and	and
an	an	an
immigration	immigr	immigration
law	law	law
with	with	with
clear	clear	clear
rules	rule	rule
and	and	and
criteria	criteria	criterion
.	.	.
The	the	The
Greens	green	Greens
reject	reject	reject
a	a	a
cap	cap	cap
on	on	on
migrant	migrant	migrant
arrivals	arriv	arrival
that	that	that
the	the	the
Bavarian	bavarian	Bavarian
CSU	csu	CSU
has	has	ha
been	been	been
advocating	advoc	advocating
.	.	.
Germany	germani	Germany
saw	saw	saw
an	an	an
influx	influx	influx
of	of	of
890	890	890
,	,	,
000	000	000
migrants	migrant	migrant
in	in	in
2015	2015	2015
and	and	and
280	280	280
,	,	,
000	000	000
in	in	in
2016	2016	2016
,	,	,
many	mani	many
of	of	of
them	them	them
entering	enter	entering
the	the	the
country	countri	country
via	via	via
Bavaria	bavaria	Bavaria
.	.	.
Although	although	Although
arrivals	arriv	arrival
are	are	are
expected	expect	expected
to	to	to
drop	drop	drop
further	further	further
this	this	this
year	year	year
,	,	,
the	the	the
issue	issu	issue
is	is	is
expected	expect	expected
to	to	to
set	set	set
sparks	spark	spark
flying	fli	flying
between	between	between
the	the	the
CSU	csu	CSU
and	and	and
Greens	green	Greens
in	in	in
coalition	coalit	coalition
talks	talk	talk
.	.	.
Merkel	merkel	Merkel
said	said	said
the	the	the
limit	limit	limit
of	of	of
200	200	200
,	,	,
000	000	000
migrants	migrant	migrant
per	per	per
year	year	year
did	did	did
not	not	not
mean	mean	mean
the	the	the
200	200	200
,	,	,
001st	001st	001st
refugee	refuge	refugee
to	to	to
arrive	arriv	arrive
would	would	would
be	be	be
deported	deport	deported
but	but	but
rather	rather	rather
he	he	he
or	or	or
she	she	she
would	would	would
have	have	have
the	the	the
right	right	right
for	for	for
his	his	his
or	or	or
her	her	her
case	case	case
to	to	to
be	be	be
individually	individu	individually
considered	consid	considered
.	.	.
A	a	A
package	packag	package
of	of	of
measures	measur	measure
would	would	would
,	,	,
however	howev	however
,	,	,
ensure	ensur	ensure
that	that	that
the	the	the
limit	limit	limit
is	is	is
not	not	not
breached	breach	breached
,	,	,
she	she	she
added	ad	added
.	.	.
Merkel	merkel	Merkel
and	and	and
Seehofer	seehof	Seehofer
stressed	stress	stressed
that	that	that
the	the	the
government	govern	government
and	and	and
lower	lower	lower
house	hous	house
of	of	of
parliament	parliament	parliament
could	could	could
change	chang	change
the	the	the
rules	rule	rule
to	to	to
allow	allow	allow
more	more	more
or	or	or
fewer	fewer	fewer
people	peopl	people
into	into	into
Germany	germani	Germany
if	if	if
the	the	the
national	nation	national
or	or	or
international	intern	international
situation	situat	situation
changed	chang	changed
unexpectedly	unexpect	unexpectedly
such	such	such
as	as	a
if	if	if
a	a	a
war	war	war
were	were	were
to	to	to
break	break	break
out	out	out
of	of	of
if	if	if
there	there	there
were	were	were
rising	rise	rising
unemployment	unemploy	unemployment
in	in	in
Germany	germani	Germany
.	.	.
Seehofer	seehof	Seehofer
said	said	said
it	it	it
would	would	would
be	be	be
mandatory	mandatori	mandatory
for	for	for
parliament	parliament	parliament
to	to	to
have	have	have
a	a	a
say	say	say
on	on	on
the	the	the
adjustments	adjust	adjustment
.	.	.
But	but	But
Merkel	merkel	Merkel
said	said	said
even	even	even
if	if	if
there	there	there
were	were	were
adjustments	adjust	adjustment
there	there	there
would	would	would
not	not	not
be	be	be
a	a	a
repeat	repeat	repeat
of	of	of
the	the	the
2015	2015	2015
migrant	migrant	migrant
influx	influx	influx
because	becaus	because
of	of	of
factors	factor	factor
such	such	such
as	as	a
the	the	the
migrant	migrant	migrant
deal	deal	deal
between	between	between
the	the	the
European	european	European
Union	union	Union
and	and	and
Turkey	turkey	Turkey
,	,	,
partnerships	partnership	partnership
with	with	with
Africa	africa	Africa
and	and	and
the	the	the
expanded	expand	expanded
remit	remit	remit
of	of	of
the	the	the
EU	eu	EU
s	s	s
border	border	border
control	control	control
agency	agenc	agency
Frontex	frontex	Frontex
.	.	.
She	she	She
said	said	said
asylum	asylum	asylum
applications	applic	application
for	for	for
newcomers	newcom	newcomer
would	would	would
be	be	be
processed	process	processed
in	in	in
centers	center	center
where	where	where
decisions	decis	decision
can	can	can
also	also	also
be	be	be
made	made	made
to	to	to
deport	deport	deport
them	them	them
because	becaus	because
it	it	it
had	had	had
proved	prove	proved
difficult	difficult	difficult
to	to	to
deport	deport	deport
rejected	reject	rejected
asylum	asylum	asylum
seekers	seeker	seeker
once	onc	once
they	they	they
had	had	had
been	been	been
distributed	distribut	distributed
to	to	to
towns	town	town
.	.	.
Despite	despit	Despite
his	his	his
opposition	opposit	opposition
to	to	to
the	the	the
conservative	conserv	conservative
deal	deal	deal
,	,	,
Ozdemir	ozdemir	Ozdemir
advocated	advoc	advocated
beginning	begin	beginning
talks	talk	talk
We	we	We
all	all	all
need	need	need
to	to	to
just	just	just
get	get	get
started	start	started
now	now	now
,	,	,
he	he	he
said	said	said
on	on	on
ZDF	zdf	ZDF
television	televis	television
.	.	.
