Reuters	reuter	Reuters
-	-	-
Planned	plan	Planned
Parenthood	parenthood	Parenthood
of	of	of
Indiana	indiana	Indiana
and	and	and
Kentucky	kentucki	Kentucky
on	on	on
Thursday	thursday	Thursday
filed	file	filed
a	a	a
lawsuit	lawsuit	lawsuit
against	against	against
the	the	the
state	state	state
of	of	of
Indiana	indiana	Indiana
,	,	,
saying	say	saying
a	a	a
new	new	new
state	state	state
law	law	law
restricting	restrict	restricting
abortion	abort	abortion
was	was	wa
unconstitutional	unconstitut	unconstitutional
.	.	.

The	the	The
law	law	law
,	,	,
which	which	which
was	was	wa
signed	sign	signed
last	last	last
month	month	month
by	by	by
Indiana	indiana	Indiana
Governor	governor	Governor
Mike	mike	Mike
Pence	penc	Pence
and	and	and
goes	goe	go
into	into	into
effect	effect	effect
on	on	on
July	juli	July
1	1	1
,	,	,
prohibits	prohibit	prohibits
abortion	abort	abortion
in	in	in
the	the	the
early	earli	early
stages	stage	stage
of	of	of
a	a	a
pregnancy	pregnanc	pregnancy
based	base	based
on	on	on
genetic	genet	genetic
abnormalities	abnorm	abnormality
and	and	and
mandates	mandat	mandate
a	a	a
fetus	fetus	fetus
be	be	be
buried	buri	buried
or	or	or
cremated	cremat	cremated
,	,	,
according	accord	according
to	to	to
the	the	the
lawsuit	lawsuit	lawsuit
filed	file	filed
in	in	in
U	u	U
.	.	.
S	s	S
.	.	.
District	district	District
Court	court	Court
.	.	.

Planned	plan	Planned
Parenthood	parenthood	Parenthood
asked	ask	asked
for	for	for
an	an	an
injunction	injunct	injunction
on	on	on
the	the	the
law	law	law
,	,	,
according	accord	according
to	to	to
the	the	the
lawsuit	lawsuit	lawsuit
,	,	,
which	which	which
was	was	wa
filed	file	filed
by	by	by
the	the	the
American	american	American
Civil	civil	Civil
Liberties	liberti	Liberties
Union	union	Union
on	on	on
behalf	behalf	behalf
of	of	of
the	the	the
nonprofit	nonprofit	nonprofit
organization	organ	organization
s	s	s
Indiana	indiana	Indiana
chapter	chapter	chapter
