WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
The	the	The
chairman	chairman	chairman
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
House	hous	House
of	of	of
Representatives	repres	Representatives
intelligence	intellig	intelligence
committee	committe	committee
said	said	said
on	on	on
Tuesday	tuesday	Tuesday
he	he	he
had	had	had
seen	seen	seen
no	no	no
evidence	evid	evidence
to	to	to
support	support	support
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
s	s	s
allegation	alleg	allegation
he	he	he
was	was	wa
wiretapped	wiretap	wiretapped
by	by	by
then	then	then
-President	-presid	-President
Barack	barack	Barack
Obama	obama	Obama
during	dure	during
the	the	the
2016	2016	2016
presidential	presidenti	presidential
campaign	campaign	campaign
.	.	.

Republican	republican	Republican
Representative	repres	Representative
Devin	devin	Devin
Nunes	nune	Nunes
said	said	said
if	if	if
Trump	trump	Trump
s	s	s
assertion	assert	assertion
were	were	were
true	true	true
,	,	,
the	the	the
leaders	leader	leader
of	of	of
Congress	congress	Congress
and	and	and
chairmen	chairmen	chairman
of	of	of
its	it	it
two	two	two
intelligence	intellig	intelligence
committees	committe	committee
,	,	,
known	known	known
collectively	collect	collectively
as	as	a
the	the	the
Gang	gang	Gang
of	of	of
Eight	eight	Eight
,	,	,
should	should	should
have	have	have
been	been	been
briefed	brief	briefed
.	.	.

I	i	I
have	have	have
not	not	not
seen	seen	seen
that	that	that
evidence	evid	evidence
,	,	,
Nunes	nune	Nunes
told	told	told
a	a	a
news	news	news
conference	confer	conference
.	.	.

I	i	I
think	think	think
the	the	the
bigger	bigger	bigger
question	question	question
that	that	that
needs	need	need
to	to	to
be	be	be
answered	answer	answered
is	is	is
whether	whether	whether
or	or	or
not	not	not
Mr	mr	Mr
.	.	.
Trump	trump	Trump
or	or	or
any	ani	any
of	of	of
his	his	his
associates	associ	associate
were	were	were
in	in	in
fact	fact	fact
targeted	target	targeted
by	by	by
any	ani	any
of	of	of
the	the	the
intelligence	intellig	intelligence
agencies	agenc	agency
or	or	or
law	law	law
enforcement	enforc	enforcement
authorities	author	authority
.	.	.
Trump	trump	Trump
made	made	made
the	the	the
accusation	accus	accusation
in	in	in
tweets	tweet	tweet
on	on	on
Saturday	saturday	Saturday
,	,	,
providing	provid	providing
no	no	no
evidence	evid	evidence
.	.	.

An	an	An
Obama	obama	Obama
spokesman	spokesman	spokesman
denied	deni	denied
it	it	it
.	.	.

Trump	trump	Trump
has	has	ha
since	sinc	since
pressed	press	pressed
the	the	the
House	hous	House
and	and	and
Senate	senat	Senate
intelligence	intellig	intelligence
committees	committe	committee
to	to	to
expand	expand	expand
probes	probe	probe
into	into	into
allegations	alleg	allegation
that	that	that
Russia	russia	Russia
meddled	meddl	meddled
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
election	elect	election
to	to	to
look	look	look
into	into	into
his	his	his
charge	charg	charge
.	.	.

We	we	We
are	are	are
supposed	suppos	supposed
to	to	to
be	be	be
kept	kept	kept
up	up	up
to	to	to
speed	speed	speed
on	on	on
any	ani	any
pertinent	pertin	pertinent
counterintelligence	counterintellig	counterintelligence
investigation	investig	investigation
,	,	,
Nunes	nune	Nunes
said	said	said
.	.	.

If	if	If
Trump	trump	Trump
or	or	or
any	ani	any
other	other	other
political	polit	political
campaign	campaign	campaign
,	,	,
or	or	or
anybody	anybodi	anybody
associated	associ	associated
with	with	with
Trump	trump	Trump
,	,	,
was	was	wa
under	under	under
some	some	some
type	type	type
of	of	of
investigation	investig	investigation
,	,	,
that	that	that
clearly	clear	clearly
should	should	should
have	have	have
risen	risen	risen
to	to	to
the	the	the
Gang	gang	Gang
of	of	of
Eight	eight	Eight
level	level	level
.	.	.
Adam	adam	Adam
Schiff	schiff	Schiff
,	,	,
the	the	the
top	top	top
committee	committe	committee
Democrat	democrat	Democrat
,	,	,
also	also	also
said	said	said
it	it	it
did	did	did
not	not	not
appear	appear	appear
that	that	that
the	the	the
group	group	group
had	had	had
been	been	been
appropriately	appropri	appropriately
briefed	brief	briefed
.	.	.

Schiff	schiff	Schiff
said	said	said
it	it	it
was	was	wa
a	a	a
scandal	scandal	scandal
that	that	that
Trump	trump	Trump
had	had	had
levied	levi	levied
that	that	that
accusation	accus	accusation
against	against	against
Obama	obama	Obama
.	.	.

He	he	He
said	said	said
the	the	the
intelligence	intellig	intelligence
panel	panel	panel
would	would	would
address	address	address
the	the	the
issue	issu	issue
and	and	and
deal	deal	deal
with	with	with
it	it	it
quickly	quick	quickly
.	.	.

Nunes	nune	Nunes
said	said	said
his	his	his
committee	committe	committee
planned	plan	planned
public	public	public
hearings	hear	hearing
as	as	a
part	part	part
of	of	of
its	it	it
Russia	russia	Russia
probe	probe	probe
,	,	,
beginning	begin	beginning
with	with	with
one	one	one
on	on	on
March	march	March
20	20	20
at	at	at
which	which	which
Federal	feder	Federal
Bureau	bureau	Bureau
of	of	of
Investigation	investig	Investigation
Director	director	Director
James	jame	James
Comey	comey	Comey
and	and	and
Admiral	admir	Admiral
Mike	mike	Mike
Rogers	roger	Rogers
,	,	,
director	director	director
of	of	of
the	the	the
National	nation	National
Security	secur	Security
Agency	agenc	Agency
,	,	,
were	were	were
called	call	called
to	to	to
testify	testifi	testify
.	.	.

Former	former	Former
Director	director	Director
of	of	of
National	nation	National
Intelligence	intellig	Intelligence
James	jame	James
Clapper	clapper	Clapper
,	,	,
former	former	former
Central	central	Central
Intelligence	intellig	Intelligence
Agency	agenc	Agency
Director	director	Director
John	john	John
Brennan	brennan	Brennan
and	and	and
former	former	former
acting	act	acting
Attorney	attorney	Attorney
General	general	General
Sally	salli	Sally
Yates	yate	Yates
were	were	were
also	also	also
invited	invit	invited
.	.	.

Nunes	nune	Nunes
said	said	said
the	the	the
panel	panel	panel
would	would	would
not	not	not
issue	issu	issue
subpoenas	subpoena	subpoena
for	for	for
that	that	that
hearing	hear	hearing
.	.	.

But	but	But
if	if	if
we	we	we
have	have	have
to	to	to
,	,	,
we	we	we
will	will	will
subpoena	subpoena	subpoena
all	all	all
information	inform	information
that	that	that
is	is	is
pertinent	pertin	pertinent
to	to	to
this	this	this
investigation	investig	investigation
if	if	if
people	peopl	people
either	either	either
.	.	.
.	.	.
.	.	.

don	don	don
t	t	t
want	want	want
to	to	to
appear	appear	appear
or	or	or
if	if	if
the	the	the
appropriate	appropri	appropriate
agencies	agenc	agency
do	do	do
not	not	not
provide	provid	provide
the	the	the
information	inform	information
we	we	we
ask	ask	ask
for	for	for
.	.	.
Schiff	schiff	Schiff
addressed	address	addressed
speculation	specul	speculation
that	that	that
the	the	the
issue	issu	issue
was	was	wa
too	too	too
partisan	partisan	partisan
for	for	for
Congress	congress	Congress
to	to	to
conduct	conduct	conduct
a	a	a
credible	credibl	credible
investigation	investig	investigation
.	.	.

To	to	To
be	be	be
honest	honest	honest
,	,	,
we	we	we
don	don	don
t	t	t
know	know	know
yet	yet	yet
.	.	.

I	i	I
can	can	can
t	t	t
say	say	say
for	for	for
certain	certain	certain
that	that	that
will	will	will
be	be	be
possible	possibl	possible
,	,	,
he	he	he
said	said	said
at	at	at
news	news	news
briefing	brief	briefing
several	sever	several
hours	hour	hour
after	after	after
Nunes	nune	Nunes
.	.	.

