WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
Secret	secret	Secret
Service	servic	Service
on	on	on
Sunday	sunday	Sunday
denied	deni	denied
a	a	a
suggestion	suggest	suggestion
from	from	from
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
s	s	s
personal	person	personal
lawyer	lawyer	lawyer
that	that	that
it	it	it
had	had	had
vetted	vet	vetted
a	a	a
meeting	meet	meeting
between	between	between
the	the	the
president	presid	president
s	s	s
son	son	son
and	and	and
Russian	russian	Russian
nationals	nation	national
during	dure	during
the	the	the
2016	2016	2016
campaign	campaign	campaign
.	.	.
Donald	donald	Donald
Trump	trump	Trump
Jr	jr	Jr
.	.	.
has	has	ha
acknowledged	acknowledg	acknowledged
that	that	that
he	he	he
met	met	met
in	in	in
New	new	New
York	york	York
with	with	with
Russian	russian	Russian
lawyer	lawyer	lawyer
Natalia	natalia	Natalia
Veselnitskaya	veselnitskaya	Veselnitskaya
after	after	after
he	he	he
was	was	wa
told	told	told
she	she	she
might	might	might
have	have	have
damaging	damag	damaging
information	inform	information
about	about	about
his	his	his
father	father	father
s	s	s
rival	rival	rival
,	,	,
Democrat	democrat	Democrat
Hillary	hillari	Hillary
Clinton	clinton	Clinton
.	.	.
Well	well	Well
,	,	,
I	i	I
wonder	wonder	wonder
why	whi	why
the	the	the
Secret	secret	Secret
Service	servic	Service
,	,	,
if	if	if
this	this	this
was	was	wa
nefarious	nefari	nefarious
,	,	,
why	whi	why
the	the	the
Secret	secret	Secret
Service	servic	Service
allowed	allow	allowed
these	these	these
people	peopl	people
in	in	in
.	.	.
The	the	The
president	presid	president
had	had	had
Secret	secret	Secret
Service	servic	Service
protection	protect	protection
at	at	at
that	that	that
point	point	point
,	,	,
and	and	and
that	that	that
raised	rais	raised
a	a	a
question	question	question
with	with	with
me	me	me
,	,	,
Jay	jay	Jay
Sekulow	sekulow	Sekulow
,	,	,
a	a	a
member	member	member
of	of	of
the	the	the
president	presid	president
s	s	s
legal	legal	legal
team	team	team
,	,	,
said	said	said
on	on	on
Sunday	sunday	Sunday
on	on	on
the	the	the
ABC	abc	ABC
news	news	news
program	program	program
This	this	This
Week	week	Week
.	.	.
In	in	In
an	an	an
emailed	email	emailed
response	respons	response
to	to	to
questions	question	question
about	about	about
Sekulow	sekulow	Sekulow
s	s	s
comments	comment	comment
,	,	,
Secret	secret	Secret
Service	servic	Service
spokesman	spokesman	spokesman
Mason	mason	Mason
Brayman	brayman	Brayman
said	said	said
the	the	the
younger	younger	younger
Trump	trump	Trump
was	was	wa
not	not	not
under	under	under
Secret	secret	Secret
Service	servic	Service
protection	protect	protection
at	at	at
the	the	the
time	time	time
of	of	of
the	the	the
meeting	meet	meeting
,	,	,
which	which	which
included	includ	included
Trump	trump	Trump
s	s	s
son	son	son
and	and	and
two	two	two
senior	senior	senior
campaign	campaign	campaign
officials	offici	official
.	.	.
Donald	donald	Donald
Trump	trump	Trump
,	,	,
Jr	jr	Jr
.	.	.
was	was	wa
not	not	not
a	a	a
protectee	protecte	protectee
of	of	of
the	the	the
USSS	usss	USSS
in	in	in
June	june	June
,	,	,
2016	2016	2016
.	.	.
Thus	thus	Thus
we	we	we
would	would	would
not	not	not
have	have	have
screened	screen	screened
anyone	anyon	anyone
he	he	he
was	was	wa
meeting	meet	meeting
with	with	with
at	at	at
that	that	that
time	time	time
,	,	,
the	the	the
statement	statement	statement
said	said	said
.	.	.
According	accord	According
to	to	to
emails	email	email
released	releas	released
by	by	by
Trump	trump	Trump
Jr	jr	Jr
.	.	.
last	last	last
week	week	week
,	,	,
he	he	he
eagerly	eager	eagerly
agreed	agre	agreed
to	to	to
meet	meet	meet
Veselnitskaya	veselnitskaya	Veselnitskaya
,	,	,
who	who	who
he	he	he
was	was	wa
told	told	told
was	was	wa
a	a	a
Russian	russian	Russian
government	govern	government
lawyer	lawyer	lawyer
.	.	.
Veselnitskaya	veselnitskaya	Veselnitskaya
has	has	ha
said	said	said
she	she	she
is	is	is
a	a	a
private	privat	private
lawyer	lawyer	lawyer
and	and	and
denies	deni	denies
having	have	having
Kremlin	kremlin	Kremlin
ties	tie	tie
.	.	.
On	on	On
Friday	friday	Friday
,	,	,
NBC	nbc	NBC
News	news	News
reported	report	reported
that	that	that
a	a	a
lobbyist	lobbyist	lobbyist
who	who	who
was	was	wa
once	onc	once
a	a	a
Soviet	soviet	Soviet
counter	counter	counter
-intelligence	-intellig	-intelligence
officer	offic	officer
participated	particip	participated
in	in	in
the	the	the
meeting	meet	meeting
,	,	,
which	which	which
was	was	wa
also	also	also
attended	attend	attended
by	by	by
Trump	trump	Trump
s	s	s
son	son	son
-in-law	-in-law	-in-law
,	,	,
Jared	jare	Jared
Kushner	kushner	Kushner
,	,	,
and	and	and
the	the	the
president	presid	president
s	s	s
former	former	former
campaign	campaign	campaign
manager	manag	manager
,	,	,
Paul	paul	Paul
Manafort	manafort	Manafort
.	.	.
The	the	The
meeting	meet	meeting
appears	appear	appears
to	to	to
be	be	be
the	the	the
most	most	most
tangible	tangibl	tangible
evidence	evid	evidence
of	of	of
a	a	a
connection	connect	connection
between	between	between
Trump	trump	Trump
s	s	s
election	elect	election
campaign	campaign	campaign
and	and	and
Russia	russia	Russia
,	,	,
a	a	a
subject	subject	subject
that	that	that
has	has	ha
prompted	prompt	prompted
investigations	investig	investigation
by	by	by
congressional	congression	congressional
committees	committe	committee
and	and	and
a	a	a
federal	feder	federal
special	special	special
counsel	counsel	counsel
.	.	.
Moscow	moscow	Moscow
has	has	ha
denied	deni	denied
any	ani	any
interference	interfer	interference
and	and	and
the	the	the
president	presid	president
and	and	and
Trump	trump	Trump
Jr	jr	Jr
.	.	.
have	have	have
denied	deni	denied
any	ani	any
collusion	collus	collusion
.	.	.
Sekulow	sekulow	Sekulow
s	s	s
comments	comment	comment
about	about	about
the	the	the
Secret	secret	Secret
Service	servic	Service
drew	drew	drew
quick	quick	quick
criticism	critic	criticism
,	,	,
including	includ	including
from	from	from
Frances	franc	Frances
Townsend	townsend	Townsend
,	,	,
who	who	who
advised	advis	advised
former	former	former
Republican	republican	Republican
President	presid	President
George	georg	George
W	w	W
.	.	.
Bush	bush	Bush
on	on	on
homeland	homeland	homeland
security	secur	security
.	.	.
Ok	ok	Ok
let	let	let
s	s	s
try	tri	try
to	to	to
deflect	deflect	deflect
blame	blame	blame
throw	throw	throw
those	those	those
in	in	in
@SecretService	@secretservic	@SecretService
who	who	who
protect	protect	protect
@POTUS	@potus	@POTUS
@realDonaldTrump	@realdonaldtrump	@realDonaldTrump
@FLOTUS	@flotus	@FLOTUS
family	famili	family
under	under	under
the	the	the
bus	bus	bus
,	,	,
she	she	she
said	said	said
on	on	on
Twitter	twitter	Twitter
.	.	.
The	the	The
Secret	secret	Secret
Service	servic	Service
s	s	s
mission	mission	mission
is	is	is
to	to	to
provide	provid	provide
physical	physic	physical
protection	protect	protection
for	for	for
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
president	presid	president
.	.	.
The	the	The
agency	agenc	agency
also	also	also
protects	protect	protects
major	major	major
presidential	presidenti	presidential
candidates	candid	candidate
.	.	.
But	but	But
its	it	it
role	role	role
in	in	in
vetting	vet	vetting
people	peopl	people
who	who	who
meet	meet	meet
with	with	with
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
president	presid	president
or	or	or
candidates	candid	candidate
is	is	is
limited	limit	limited
to	to	to
ensuring	ensur	ensuring
physical	physic	physical
safety	safeti	safety
.	.	.
Trump	trump	Trump
himself	himself	himself
has	has	ha
said	said	said
he	he	he
was	was	wa
unaware	unawar	unaware
of	of	of
the	the	the
meeting	meet	meeting
between	between	between
his	his	his
son	son	son
and	and	and
the	the	the
Russian	russian	Russian
lawyer	lawyer	lawyer
until	until	until
a	a	a
few	few	few
days	day	day
ago	ago	ago
.	.	.
The	the	The
president	presid	president
was	was	wa
not	not	not
aware	awar	aware
about	about	about
this	this	this
meeting	meet	meeting
,	,	,
did	did	did
not	not	not
participate	particip	participate
in	in	in
this	this	this
meeting	meet	meeting
,	,	,
Sekulow	sekulow	Sekulow
told	told	told
the	the	the
CBS	cbs	CBS
program	program	program
Face	face	Face
the	the	the
Nation	nation	Nation
.	.	.
Sekulow	sekulow	Sekulow
added	ad	added
that	that	that
Trump	trump	Trump
was	was	wa
not	not	not
aware	awar	aware
of	of	of
any	ani	any
meetings	meet	meeting
between	between	between
his	his	his
campaign	campaign	campaign
staff	staff	staff
and	and	and
Russians	russian	Russians
.	.	.
A	a	A
federal	feder	federal
special	special	special
counsel	counsel	counsel
and	and	and
several	sever	several
congressional	congression	congressional
panels	panel	panel
are	are	are
investigating	investig	investigating
allegations	alleg	allegation
by	by	by
U	u	U
.	.	.
S	s	S
.	.	.
intelligence	intellig	intelligence
agencies	agenc	agency
that	that	that
Russia	russia	Russia
meddled	meddl	meddled
in	in	in
the	the	the
2016	2016	2016
U	u	U
.	.	.
S	s	S
.	.	.
presidential	presidenti	presidential
election	elect	election
to	to	to
hurt	hurt	hurt
Clinton	clinton	Clinton
and	and	and
help	help	help
Trump	trump	Trump
.	.	.
They	they	They
are	are	are
also	also	also
investigating	investig	investigating
potential	potenti	potential
connections	connect	connection
between	between	between
Russian	russian	Russian
officials	offici	official
and	and	and
the	the	the
Trump	trump	Trump
campaign	campaign	campaign
.	.	.
Senator	senat	Senator
Mark	mark	Mark
Warner	warner	Warner
,	,	,
the	the	the
top	top	top
Democrat	democrat	Democrat
on	on	on
one	one	one
of	of	of
the	the	the
panels	panel	panel
investigating	investig	investigating
the	the	the
matter	matter	matter
,	,	,
the	the	the
Senate	senat	Senate
Intelligence	intellig	Intelligence
Committee	committe	Committee
,	,	,
told	told	told
CNN	cnn	CNN
The	the	The
level	level	level
of	of	of
credibility	credibl	credibility
from	from	from
the	the	the
senior	senior	senior
level	level	level
of	of	of
this	this	this
administration	administr	administration
really	realli	really
is	is	is
suspect	suspect	suspect
.	.	.
Warner	warner	Warner
said	said	said
he	he	he
wanted	want	wanted
to	to	to
hear	hear	hear
from	from	from
everyone	everyon	everyone
who	who	who
attended	attend	attended
the	the	the
June	june	June
2016	2016	2016
meeting	meet	meeting
.	.	.
Whether	whether	Whether
we	we	we
will	will	will
be	be	be
able	abl	able
to	to	to
get	get	get
the	the	the
Russian	russian	Russian
nationals	nation	national
to	to	to
come	come	come
over	over	over
and	and	and
testify	testifi	testify
is	is	is
an	an	an
open	open	open
question	question	question
,	,	,
but	but	but
those	those	those
people	peopl	people
that	that	that
our	our	our
committee	committe	committee
has	has	ha
jurisdiction	jurisdict	jurisdiction
over	over	over
,	,	,
the	the	the
Americans	american	Americans
,	,	,
I	i	I
sure	sure	sure
as	as	a
heck	heck	heck
want	want	want
to	to	to
talk	talk	talk
to	to	to
all	all	all
of	of	of
them	them	them
,	,	,
Warner	warner	Warner
said	said	said
.	.	.
