Reuters	reuter	Reuters
-	-	-
Donald	donald	Donald
Trump	trump	Trump
,	,	,
a	a	a
big	big	big
supporter	support	supporter
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
oil	oil	oil
,	,	,
gas	gas	gas
and	and	and
coal	coal	coal
industries	industri	industry
,	,	,
has	has	ha
promised	promis	promised
to	to	to
get	get	get
to	to	to
work	work	work
quickly	quick	quickly
after	after	after
being	be	being
sworn	sworn	sworn
in	in	in
as	as	a
president	presid	president
of	of	of
the	the	the
United	unit	United
States	state	States
,	,	,
raising	rais	raising
expectations	expect	expectation
that	that	that
he	he	he
will	will	will
sign	sign	sign
a	a	a
slew	slew	slew
of	of	of
executive	execut	executive
orders	order	order
.	.	.
Here	here	Here
are	are	are
some	some	some
of	of	of
the	the	the
executive	execut	executive
actions	action	action
and	and	and
other	other	other
maneuvers	maneuv	maneuver
that	that	that
could	could	could
come	come	come
quickly	quick	quickly
,	,	,
related	relat	related
to	to	to
energy	energi	energy
,	,	,
the	the	the
environment	environ	environment
and	and	and
climate	climat	climate
change	chang	change
Trump	trump	Trump
,	,	,
a	a	a
Republican	republican	Republican
,	,	,
has	has	ha
promised	promis	promised
to	to	to
kill	kill	kill
Democratic	democrat	Democratic
predecessor	predecessor	predecessor
Barack	barack	Barack
Obama	obama	Obama
s	s	s
Clean	clean	Clean
Power	power	Power
Plan	plan	Plan
,	,	,
which	which	which
requires	requir	requires
states	state	state
to	to	to
cut	cut	cut
carbon	carbon	carbon
dioxide	dioxid	dioxide
emissions	emiss	emission
from	from	from
power	power	power
plants	plant	plant
.	.	.
He	he	He
has	has	ha
a	a	a
few	few	few
options	option	option
to	to	to
do	do	do
so	so	so
,	,	,
some	some	some
simpler	simpler	simpler
than	than	than
others	other	others
.	.	.
The	the	The
plan	plan	plan
is	is	is
being	be	being
challenged	challeng	challenged
by	by	by
27	27	27
of	of	of
the	the	the
50	50	50
states	state	state
in	in	in
court	court	court
,	,	,
so	so	so
one	one	one
option	option	option
is	is	is
to	to	to
order	order	order
the	the	the
Justice	justic	Justice
Department	depart	Department
to	to	to
stop	stop	stop
defending	defend	defending
it	it	it
effectively	effect	effectively
giving	give	giving
the	the	the
plaintiffs	plaintiff	plaintiff
a	a	a
win	win	win
.	.	.
Trump	trump	Trump
could	could	could
also	also	also
seek	seek	seek
a	a	a
voluntary	voluntari	voluntary
remand	remand	remand
asking	ask	asking
the	the	the
court	court	court
to	to	to
send	send	send
the	the	the
rule	rule	rule
back	back	back
to	to	to
the	the	the
Environmental	environment	Environmental
Protection	protect	Protection
Agency	agenc	Agency
for	for	for
review	review	review
.	.	.
The	the	The
problem	problem	problem
is	is	is
that	that	that
attorneys	attorney	attorney
general	general	general
from	from	from
states	state	state
like	like	like
New	new	New
York	york	York
and	and	and
California	california	California
,	,	,
as	as	a
well	well	well
as	as	a
environmental	environment	environmental
groups	group	group
,	,	,
would	would	would
likely	like	likely
step	step	step
into	into	into
the	the	the
gap	gap	gap
and	and	and
defend	defend	defend
the	the	the
rule	rule	rule
.	.	.
Another	anoth	Another
possibility	possibl	possibility
would	would	would
be	be	be
to	to	to
order	order	order
the	the	the
EPA	epa	EPA
not	not	not
to	to	to
enforce	enforc	enforce
the	the	the
rule	rule	rule
.	.	.
That	that	That
,	,	,
too	too	too
,	,	,
could	could	could
open	open	open
the	the	the
door	door	door
to	to	to
lawsuits	lawsuit	lawsuit
.	.	.
A	a	A
third	third	third
option	option	option
would	would	would
be	be	be
for	for	for
Trump	trump	Trump
s	s	s
administration	administr	administration
to	to	to
try	tri	try
to	to	to
issue	issu	issue
a	a	a
new	new	new
regulation	regul	regulation
withdrawing	withdraw	withdrawing
the	the	the
Clean	clean	Clean
Power	power	Power
Plan	plan	Plan
,	,	,
even	even	even
if	if	if
it	it	it
is	is	is
upheld	upheld	upheld
in	in	in
the	the	the
courts	court	court
,	,	,
according	accord	according
to	to	to
the	the	the
American	american	American
Energy	energi	Energy
Alliance	allianc	Alliance
,	,	,
an	an	an
industry	industri	industry
group	group	group
that	that	that
helped	help	helped
advise	advis	advise
Trump	trump	Trump
s	s	s
energy	energi	energy
transition	transit	transition
team	team	team
.	.	.
That	that	That
move	move	move
may	may	may
not	not	not
be	be	be
a	a	a
fast	fast	fast
one	one	one
.	.	.
The	the	The
Clean	clean	Clean
Power	power	Power
Plan	plan	Plan
,	,	,
finalized	final	finalized
in	in	in
2015	2015	2015
,	,	,
was	was	wa
the	the	the
centerpiece	centerpiec	centerpiece
of	of	of
Obama	obama	Obama
s	s	s
broader	broader	broader
climate	climat	climate
change	chang	change
strategy	strategi	strategy
.	.	.
The	the	The
Waters	water	Waters
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
rule	rule	rule
,	,	,
which	which	which
seeks	seek	seek
to	to	to
clarify	clarifi	clarify
which	which	which
waterways	waterway	waterway
fall	fall	fall
under	under	under
federal	feder	federal
environmental	environment	environmental
protection	protect	protection
,	,	,
has	has	ha
been	been	been
mentioned	mention	mentioned
repeatedly	repeat	repeatedly
by	by	by
Trump	trump	Trump
as	as	a
a	a	a
regulation	regul	regulation
he	he	he
hopes	hope	hope
to	to	to
overturn	overturn	overturn
.	.	.
The	the	The
rule	rule	rule
is	is	is
also	also	also
being	be	being
challenged	challeng	challenged
in	in	in
court	court	court
.	.	.
Legal	legal	Legal
experts	expert	expert
say	say	say
Trump	trump	Trump
s	s	s
options	option	option
here	here	here
are	are	are
similar	similar	similar
,	,	,
and	and	and
one	one	one
of	of	of
the	the	the
most	most	most
elegant	eleg	elegant
ways	way	way
to	to	to
overturn	overturn	overturn
the	the	the
rule	rule	rule
would	would	would
be	be	be
through	through	through
a	a	a
voluntary	voluntari	voluntary
remand	remand	remand
,	,	,
a	a	a
legal	legal	legal
vehicle	vehicl	vehicle
that	that	that
would	would	would
ask	ask	ask
the	the	the
court	court	court
to	to	to
return	return	return
the	the	the
rule	rule	rule
to	to	to
the	the	the
EPA	epa	EPA
for	for	for
review	review	review
.	.	.
That	that	That
would	would	would
then	then	then
give	give	give
Trump	trump	Trump
s	s	s
administration	administr	administration
the	the	the
ability	abil	ability
to	to	to
kill	kill	kill
or	or	or
revise	revis	revise
the	the	the
rule	rule	rule
,	,	,
but	but	but
could	could	could
also	also	also
draw	draw	draw
some	some	some
lawsuits	lawsuit	lawsuit
from	from	from
Democratic	democrat	Democratic
attorneys	attorney	attorney
general	general	general
and	and	and
environmental	environment	environmental
groups	group	group
that	that	that
want	want	want
the	the	the
rule	rule	rule
preserved	preserv	preserved
.	.	.
Trump	trump	Trump
has	has	ha
promised	promis	promised
to	to	to
ask	ask	ask
TransCanada	transcanada	TransCanada
Corp	corp	Corp
TRP	trp	TRP
.	.	.
TO	to	TO
to	to	to
resubmit	resubmit	resubmit
its	it	it
application	applic	application
to	to	to
build	build	build
the	the	the
Keystone	keyston	Keystone
XL	xl	XL
pipeline	pipelin	pipeline
,	,	,
a	a	a
project	project	project
to	to	to
pipe	pipe	pipe
more	more	more
Canadian	canadian	Canadian
oil	oil	oil
sands	sand	sand
crude	crude	crude
into	into	into
the	the	the
United	unit	United
States	state	States
that	that	that
was	was	wa
rejected	reject	rejected
by	by	by
the	the	the
Obama	obama	Obama
administration	administr	administration
after	after	after
years	year	year
of	of	of
environmental	environment	environmental
lobbying	lobbi	lobbying
against	against	against
it	it	it
.	.	.
While	while	While
the	the	the
invitation	invit	invitation
to	to	to
resubmit	resubmit	resubmit
could	could	could
come	come	come
quickly	quick	quickly
,	,	,
it	it	it
is	is	is
unclear	unclear	unclear
whether	whether	whether
TransCanada	transcanada	TransCanada
would	would	would
seek	seek	seek
to	to	to
revive	reviv	revive
the	the	the
project	project	project
given	given	given
that	that	that
oil	oil	oil
prices	price	price
are	are	are
far	far	far
lower	lower	lower
now	now	now
than	than	than
they	they	they
were	were	were
when	when	when
the	the	the
company	compani	company
initially	initi	initially
pursued	pursu	pursued
it	it	it
.	.	.
Trump	trump	Trump
may	may	may
also	also	also
seek	seek	seek
to	to	to
issue	issu	issue
an	an	an
order	order	order
to	to	to
undo	undo	undo
a	a	a
guidance	guidanc	guidance
issued	issu	issued
last	last	last
August	august	August
by	by	by
the	the	the
White	white	White
House	hous	House
