WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
The	the	The
Trump	trump	Trump
administration	administr	administration
is	is	is
exploring	explor	exploring
whether	whether	whether
it	it	it
can	can	can
use	use	use
an	an	an
obscure	obscur	obscure
ethics	ethic	ethic
rule	rule	rule
to	to	to
undermine	undermin	undermine
the	the	the
special	special	special
counsel	counsel	counsel
investigation	investig	investigation
into	into	into
ties	tie	tie
between	between	between
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
s	s	s
campaign	campaign	campaign
team	team	team
and	and	and
Russia	russia	Russia
,	,	,
two	two	two
people	peopl	people
familiar	familiar	familiar
with	with	with
White	white	White
House	hous	House
thinking	think	thinking
said	said	said
on	on	on
Friday	friday	Friday
.	.	.
Trump	trump	Trump
has	has	ha
said	said	said
that	that	that
Deputy	deputi	Deputy
Attorney	attorney	Attorney
General	general	General
Rod	rod	Rod
Rosenstein	rosenstein	Rosenstein
s	s	s
hiring	hire	hiring
of	of	of
former	former	former
FBI	fbi	FBI
Director	director	Director
Robert	robert	Robert
Mueller	mueller	Mueller
as	as	a
special	special	special
counsel	counsel	counsel
to	to	to
lead	lead	lead
the	the	the
investigation	investig	investigation
hurts	hurt	hurt
our	our	our
country	countri	country
terribly	terribl	terribly
.	.	.
Within	within	Within
hours	hour	hour
of	of	of
Mueller	mueller	Mueller
s	s	s
appointment	appoint	appointment
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
the	the	the
White	white	White
House	hous	House
began	began	began
reviewing	review	reviewing
the	the	the
Code	code	Code
of	of	of
Federal	feder	Federal
Regulations	regul	Regulations
,	,	,
which	which	which
restricts	restrict	restricts
newly	newli	newly
hired	hire	hired
government	govern	government
lawyers	lawyer	lawyer
from	from	from
investigating	investig	investigating
their	their	their
prior	prior	prior
law	law	law
firm	firm	firm
s	s	s
clients	client	client
for	for	for
one	one	one
year	year	year
after	after	after
their	their	their
hiring	hire	hiring
,	,	,
the	the	the
sources	sourc	source
said	said	said
.	.	.
An	an	An
executive	execut	executive
order	order	order
signed	sign	signed
by	by	by
Trump	trump	Trump
in	in	in
January	januari	January
extended	extend	extended
that	that	that
period	period	period
to	to	to
two	two	two
years	year	year
.	.	.
Mueller	mueller	Mueller
s	s	s
former	former	former
law	law	law
firm	firm	firm
,	,	,
WilmerHale	wilmerhal	WilmerHale
,	,	,
represents	repres	represents
Trump	trump	Trump
s	s	s
son	son	son
-in-law	-in-law	-in-law
Jared	jare	Jared
Kushner	kushner	Kushner
,	,	,
who	who	who
met	met	met
with	with	with
a	a	a
Russian	russian	Russian
bank	bank	bank
executive	execut	executive
in	in	in
December	decemb	December
,	,	,
and	and	and
the	the	the
president	presid	president
s	s	s
former	former	former
campaign	campaign	campaign
manager	manag	manager
Paul	paul	Paul
Manafort	manafort	Manafort
,	,	,
who	who	who
is	is	is
a	a	a
subject	subject	subject
of	of	of
a	a	a
federal	feder	federal
investigation	investig	investigation
.	.	.
Legal	legal	Legal
experts	expert	expert
said	said	said
the	the	the
ethics	ethic	ethic
rule	rule	rule
can	can	can
be	be	be
waived	waiv	waived
by	by	by
the	the	the
Justice	justic	Justice
Department	depart	Department
,	,	,
which	which	which
appointed	appoint	appointed
Mueller	mueller	Mueller
.	.	.
He	he	He
did	did	did
not	not	not
represent	repres	represent
Kushner	kushner	Kushner
or	or	or
Manafort	manafort	Manafort
directly	direct	directly
at	at	at
his	his	his
former	former	former
law	law	law
firm	firm	firm
.	.	.
If	if	If
the	the	the
department	depart	department
did	did	did
not	not	not
grant	grant	grant
a	a	a
waiver	waiver	waiver
,	,	,
Mueller	mueller	Mueller
would	would	would
be	be	be
barred	bar	barred
from	from	from
investigating	investig	investigating
Kushner	kushner	Kushner
or	or	or
Manafort	manafort	Manafort
,	,	,
and	and	and
this	this	this
could	could	could
greatly	great	greatly
diminish	diminish	diminish
the	the	the
scope	scope	scope
of	of	of
the	the	the
probe	probe	probe
,	,	,
experts	expert	expert
said	said	said
.	.	.
The	the	The
Justice	justic	Justice
Department	depart	Department
is	is	is
already	alreadi	already
reviewing	review	reviewing
Mueller	mueller	Mueller
s	s	s
background	background	background
as	as	a
well	well	well
as	as	a
any	ani	any
potential	potenti	potential
conflicts	conflict	conflict
of	of	of
interest	interest	interest
,	,	,
said	said	said
department	depart	department
spokeswoman	spokeswoman	spokeswoman
Sarah	sarah	Sarah
Isgur	isgur	Isgur
Flores	flore	Flores
.	.	.
Even	even	Even
if	if	if
the	the	the
Justice	justic	Justice
Department	depart	Department
granted	grant	granted
a	a	a
waiver	waiver	waiver
,	,	,
the	the	the
White	white	White
House	hous	House
would	would	would
consider	consid	consider
using	use	using
the	the	the
ethics	ethic	ethic
rule	rule	rule
to	to	to
create	creat	create
doubt	doubt	doubt
about	about	about
Mueller	mueller	Mueller
s	s	s
ability	abil	ability
to	to	to
do	do	do
his	his	his
job	job	job
fairly	fair	fairly
,	,	,
the	the	the
sources	sourc	source
said	said	said
.	.	.
Administration	administr	Administration
legal	legal	legal
advisers	advis	adviser
have	have	have
been	been	been
asked	ask	asked
to	to	to
determine	determin	determine
if	if	if
there	there	there
is	is	is
a	a	a
basis	basi	basis
for	for	for
this	this	this
.	.	.
Under	under	Under
this	this	this
strategy	strategi	strategy
,	,	,
the	the	the
sources	sourc	source
said	said	said
the	the	the
administration	administr	administration
would	would	would
raise	rais	raise
the	the	the
issue	issu	issue
in	in	in
press	press	press
conferences	confer	conference
and	and	and
public	public	public
statements	statement	statement
.	.	.
Moreover	moreov	Moreover
,	,	,
the	the	the
White	white	White
House	hous	House
has	has	ha
not	not	not
ruled	rule	ruled
out	out	out
the	the	the
possibility	possibl	possibility
of	of	of
using	use	using
the	the	the
rule	rule	rule
to	to	to
challenge	challeng	challenge
Mueller	mueller	Mueller
s	s	s
findings	find	finding
in	in	in
court	court	court
,	,	,
should	should	should
the	the	the
investigation	investig	investigation
lead	lead	lead
to	to	to
prosecution	prosecut	prosecution
.	.	.
But	but	But
the	the	the
administration	administr	administration
is	is	is
now	now	now
mainly	main	mainly
focused	focus	focused
on	on	on
placing	place	placing
a	a	a
cloud	cloud	cloud
over	over	over
his	his	his
reputation	reput	reputation
for	for	for
independence	independ	independence
,	,	,
according	accord	according
to	to	to
the	the	the
sources	sourc	source
,	,	,
who	who	who
spoke	spoke	spoke
on	on	on
the	the	the
condition	condit	condition
of	of	of
anonymity	anonym	anonymity
.	.	.
Kathleen	kathleen	Kathleen
Clark	clark	Clark
,	,	,
a	a	a
professor	professor	professor
of	of	of
legal	legal	legal
ethics	ethic	ethic
at	at	at
Washington	washington	Washington
University	univers	University
School	school	School
of	of	of
Law	law	Law
,	,	,
said	said	said
the	the	the
Justice	justic	Justice
Department	depart	Department
can	can	can
grant	grant	grant
a	a	a
waiver	waiver	waiver
if	if	if
concerns	concern	concern
about	about	about
bias	bias	bias
are	are	are
minimal	minim	minimal
.	.	.
She	she	She
said	said	said
subjects	subject	subject
of	of	of
the	the	the
investigation	investig	investigation
could	could	could
later	later	later
argue	argu	argue
that	that	that
its	it	it
results	result	result
cannot	cannot	cannot
be	be	be
trusted	trust	trusted
,	,	,
but	but	but
she	she	she
believes	believ	belief
the	the	the
argument	argument	argument
would	would	would
not	not	not
stand	stand	stand
up	up	up
in	in	in
court	court	court
.	.	.
The	the	The
White	white	White
House	hous	House
did	did	did
not	not	not
respond	respond	respond
to	to	to
a	a	a
request	request	request
for	for	for
comment	comment	comment
on	on	on
whether	whether	whether
it	it	it
is	is	is
reviewing	review	reviewing
the	the	the
ethics	ethic	ethic
rule	rule	rule
in	in	in
order	order	order
to	to	to
undermine	undermin	undermine
Mueller	mueller	Mueller
s	s	s
credibility	credibl	credibility
.	.	.
Mueller	mueller	Mueller
s	s	s
former	former	former
colleagues	colleagu	colleague
at	at	at
WilmerHale	wilmerhal	WilmerHale
,	,	,
James	jame	James
Quarles	quarl	Quarles
and	and	and
Aaron	aaron	Aaron
Zebley	zebley	Zebley
,	,	,
are	are	are
expected	expect	expected
to	to	to
join	join	join
his	his	his
investigation	investig	investigation
,	,	,
according	accord	according
to	to	to
a	a	a
spokeswoman	spokeswoman	spokeswoman
for	for	for
the	the	the
law	law	law
firm	firm	firm
.	.	.
Neither	neither	Neither
Quarles	quarl	Quarles
nor	nor	nor
Zebley	zebley	Zebley
represented	repres	represented
Kushner	kushner	Kushner
or	or	or
Manafort	manafort	Manafort
.	.	.
Mueller	mueller	Mueller
will	will	will
now	now	now
lead	lead	lead
the	the	the
ongoing	ongo	ongoing
Federal	feder	Federal
Bureau	bureau	Bureau
of	of	of
Investigation	investig	Investigation
probe	probe	probe
into	into	into
Trump	trump	Trump
s	s	s
associates	associ	associate
and	and	and
senior	senior	senior
Russian	russian	Russian
officials	offici	official
.	.	.
Unlike	unlik	Unlike
Kenneth	kenneth	Kenneth
Starr	starr	Starr
,	,	,
the	the	the
independent	independ	independent
counsel	counsel	counsel
appointed	appoint	appointed
by	by	by
a	a	a
three	three	three
-judge	-judg	-judge
panel	panel	panel
to	to	to
investigate	investig	investigate
Bill	bill	Bill
and	and	and
Hillary	hillari	Hillary
Clinton	clinton	Clinton
s	s	s
real	real	real
estate	estat	estate
holdings	hold	holding
in	in	in
the	the	the
1990s	1990s	1990s
,	,	,
Mueller	mueller	Mueller
depends	depend	depends
on	on	on
the	the	the
Justice	justic	Justice
Department	depart	Department
for	for	for
funding	fund	funding
and	and	and
he	he	he
reports	report	report
to	to	to
Rosenstein	rosenstein	Rosenstein
,	,	,
who	who	who
was	was	wa
appointed	appoint	appointed
by	by	by
Trump	trump	Trump
.	.	.
When	when	When
he	he	he
announced	announc	announced
Mueller	mueller	Mueller
s	s	s
appointment	appoint	appointment
this	this	this
week	week	week
,	,	,
Rosenstein	rosenstein	Rosenstein
said	said	said
Mueller	mueller	Mueller
will	will	will
have	have	have
all	all	all
appropriate	appropri	appropriate
resources	resourc	resource
to	to	to
conduct	conduct	conduct
a	a	a
thorough	thorough	thorough
and	and	and
complete	complet	complete
investigation	investig	investigation
.	.	.
