SYDNEY	sydney	SYDNEY
Reuters	reuter	Reuters
-	-	-
Australia	australia	Australia
should	should	should
introduce	introduc	introduce
a	a	a
law	law	law
forcing	forc	forcing
religious	religi	religious
leaders	leader	leader
to	to	to
report	report	report
child	child	child
abuse	abus	abuse
,	,	,
including	includ	including
Catholic	cathol	Catholic
priests	priest	priest
told	told	told
of	of	of
abuse	abus	abuse
during	dure	during
confession	confess	confession
,	,	,
said	said	said
a	a	a
report	report	report
on	on	on
Friday	friday	Friday
which	which	which
detailed	detail	detailed
institutional	institut	institutional
abuse	abus	abuse
,	,	,
particularly	particular	particularly
in	in	in
the	the	the
Catholic	cathol	Catholic
Church	church	Church
.	.	.
One	one	One
the	the	the
country	countri	country
s	s	s
top	top	top
catholics	cathol	catholic
,	,	,
Melbourne	melbourn	Melbourne
Archbishop	archbishop	Archbishop
Denis	deni	Denis
Hart	hart	Hart
,	,	,
said	said	said
such	such	such
a	a	a
law	law	law
would	would	would
undermine	undermin	undermine
a	a	a
central	central	central
tenet	tenet	tenet
of	of	of
Catholicism	catholic	Catholicism
,	,	,
the	the	the
confidentiality	confidenti	confidentiality
of	of	of
the	the	the
confessional	confession	confessional
,	,	,
and	and	and
warned	warn	warned
that	that	that
any	ani	any
priest	priest	priest
breaking	break	breaking
the	the	the
seal	seal	seal
of	of	of
confession	confess	confession
would	would	would
be	be	be
excommunicated	excommun	excommunicated
.	.	.
The	the	The
17	17	17
-volume	-volum	-volume
document	document	document
from	from	from
the	the	the
Royal	royal	Royal
Commission	commiss	Commission
into	into	into
Institutional	institut	Institutional
Responses	respons	Responses
to	to	to
Child	child	Child
Abuse	abus	Abuse
marks	mark	mark
the	the	the
end	end	end
of	of	of
one	one	one
of	of	of
the	the	the
world	world	world
s	s	s
biggest	biggest	biggest
inquiries	inquiri	inquiry
into	into	into
child	child	child
abuse	abus	abuse
and	and	and
leaves	leav	leaf
it	it	it
to	to	to
the	the	the
government	govern	government
to	to	to
decide	decid	decide
whether	whether	whether
to	to	to
enact	enact	enact
its	it	it
recommendations	recommend	recommendation
.	.	.
The	the	The
five	five	five
-year	-year	-year
investigation	investig	investigation
found	found	found
multiple	multipl	multiple
and	and	and
persistent	persist	persistent
failings	fail	failing
of	of	of
institutions	institut	institution
to	to	to
keep	keep	keep
children	children	child
safe	safe	safe
,	,	,
the	the	the
cultures	cultur	culture
of	of	of
secrecy	secreci	secrecy
and	and	and
cover	cover	cover
-up	-up	-up
,	,	,
and	and	and
the	the	the
devastating	devast	devastating
affects	affect	affect
child	child	child
sexual	sexual	sexual
abuse	abus	abuse
can	can	can
have	have	have
on	on	on
an	an	an
individual	individu	individual
s	s	s
life	life	life
,	,	,
the	the	the
commission	commiss	commission
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.
The	the	The
report	report	report
detailed	detail	detailed
tens	ten	ten
of	of	of
thousands	thousand	thousand
of	of	of
child	child	child
victims	victim	victim
,	,	,
saying	say	saying
their	their	their
abusers	abus	abuser
were	were	were
not	not	not
a	a	a
case	case	case
of	of	of
a	a	a
few	few	few
rotten	rotten	rotten
apples	appl	apple
.	.	.
We	we	We
will	will	will
never	never	never
know	know	know
the	the	the
true	true	true
number	number	number
,	,	,
it	it	it
read	read	read
.	.	.
In	in	In
a	a	a
statement	statement	statement
,	,	,
the	the	the
Vatican	vatican	Vatican
said	said	said
the	the	the
report	report	report
deserves	deserv	deserves
to	to	to
be	be	be
studied	studi	studied
seriously	serious	seriously
but	but	but
made	made	made
no	no	no
mention	mention	mention
of	of	of
its	it	it
specific	specif	specific
suggestions	suggest	suggestion
.	.	.
The	the	The
Holy	holi	Holy
See	see	See
remains	remain	remains
committed	commit	committed
to	to	to
being	be	being
close	close	close
to	to	to
the	the	the
Catholic	cathol	Catholic
Church	church	Church
in	in	in
Australia	australia	Australia
lay	lay	lay
faithful	faith	faithful
,	,	,
religious	religi	religious
,	,	,
and	and	and
clergy	clergi	clergy
alike	alik	alike
as	as	a
they	they	they
listen	listen	listen
to	to	to
and	and	and
accompany	accompani	accompany
victims	victim	victim
and	and	and
survivors	survivor	survivor
in	in	in
an	an	an
effort	effort	effort
to	to	to
bring	bring	bring
about	about	about
healing	heal	healing
and	and	and
justice	justic	justice
,	,	,
the	the	the
statement	statement	statement
said	said	said
.	.	.
The	the	The
inquiry	inquiri	inquiry
spanned	span	spanned
religious	religi	religious
,	,	,
government	govern	government
,	,	,
educational	educ	educational
and	and	and
professional	profession	professional
organizations	organ	organization
but	but	but
heard	heard	heard
many	mani	many
accounts	account	account
alleging	alleg	alleging
abuse	abus	abuse
cover	cover	cover
-ups	-up	-ups
in	in	in
the	the	the
Australian	australian	Australian
Catholic	cathol	Catholic
Church	church	Church
,	,	,
including	includ	including
allegations	alleg	allegation
of	of	of
moving	move	moving
priests	priest	priest
suspected	suspect	suspected
of	of	of
abuse	abus	abuse
between	between	between
parishes	parish	parish
to	to	to
avoid	avoid	avoid
detection	detect	detection
.	.	.
Of	of	Of
survivors	survivor	survivor
who	who	who
reported	report	reported
abuse	abus	abuse
in	in	in
religious	religi	religious
institutions	institut	institution
,	,	,
more	more	more
than	than	than
60	60	60
percent	percent	percent
cited	cite	cited
the	the	the
Catholic	cathol	Catholic
Church	church	Church
,	,	,
which	which	which
demonstrated	demonstr	demonstrated
catastrophic	catastroph	catastrophic
failures	failur	failure
of	of	of
leadership	leadership	leadership
,	,	,
particularly	particular	particularly
before	befor	before
the	the	the
1990s	1990s	1990s
,	,	,
the	the	the
report	report	report
said	said	said
.	.	.
The	the	The
Vatican	vatican	Vatican
statement	statement	statement
said	said	said
Pope	pope	Pope
Francis	franci	Francis
had	had	had
made	made	made
clear	clear	clear
that	that	that
the	the	the
Church	church	Church
is	is	is
called	call	called
to	to	to
be	be	be
a	a	a
place	place	place
of	of	of
compassion	compass	compassion
,	,	,
especially	especi	especially
for	for	for
those	those	those
who	who	who
have	have	have
suffered	suffer	suffered
,	,	,
and	and	and
reaffirmed	reaffirm	reaffirmed
that	that	that
the	the	the
Church	church	Church
is	is	is
committed	commit	committed
to	to	to
safe	safe	safe
environments	environ	environment
for	for	for
the	the	the
protection	protect	protection
of	of	of
all	all	all
children	children	child
and	and	and
vulnerable	vulner	vulnerable
adults	adult	adult
.	.	.
The	the	The
Royal	royal	Royal
Commission	commiss	Commission
report	report	report
said	said	said
clergy	clergi	clergy
told	told	told
of	of	of
child	child	child
abuse	abus	abuse
in	in	in
the	the	the
confessional	confession	confessional
should	should	should
be	be	be
required	requir	required
by	by	by
law	law	law
to	to	to
report	report	report
it	it	it
and	and	and
called	call	called
for	for	for
the	the	the
Catholic	cathol	Catholic
Church	church	Church
to	to	to
make	make	make
celibacy	celibaci	celibacy
voluntary	voluntari	voluntary
for	for	for
clergy	clergi	clergy
,	,	,
adding	ad	adding
that	that	that
it	it	it
contributed	contribut	contributed
to	to	to
child	child	child
abuse	abus	abuse
.	.	.
I	i	I
would	would	would
feel	feel	feel
terribly	terribl	terribly
conflicted	conflict	conflicted
,	,	,
and	and	and
I	i	I
would	would	would
try	tri	try
even	even	even
harder	harder	harder
to	to	to
get	get	get
that	that	that
person	person	person
outside	outsid	outside
confessional	confession	confessional
,	,	,
but	but	but
I	i	I
cannot	cannot	cannot
break	break	break
the	the	the
seal	seal	seal
,	,	,
Hart	hart	Hart
told	told	told
reporters	report	reporter
.	.	.
The	the	The
penalty	penalti	penalty
for	for	for
any	ani	any
priest	priest	priest
breaking	break	breaking
the	the	the
seal	seal	seal
is	is	is
excommunication	excommun	excommunication
,	,	,
being	be	being
cast	cast	cast
out	out	out
of	of	of
the	the	the
church	church	church
,	,	,
so	so	so
it	it	it
s	s	s
a	a	a
real	real	real
,	,	,
serious	serious	serious
,	,	,
spiritual	spiritu	spiritual
matter	matter	matter
,	,	,
and	and	and
I	i	I
want	want	want
to	to	to
observe	observ	observe
the	the	the
law	law	law
of	of	of
the	the	the
land	land	land
.	.	.
.	.	.
.	.	.
but	but	but
as	as	a
part	part	part
of	of	of
my	my	my
identity	ident	identity
as	as	a
a	a	a
priest	priest	priest
,	,	,
I	i	I
have	have	have
to	to	to
observe	observ	observe
the	the	the
seal	seal	seal
of	of	of
the	the	the
confession	confess	confession
.	.	.
A	a	A
similar	similar	similar
recommendation	recommend	recommendation
was	was	wa
made	made	made
during	dure	during
Ireland	ireland	Ireland
s	s	s
2009	2009	2009
child	child	child
abuse	abus	abuse
inquiry	inquiri	inquiry
,	,	,
leading	lead	leading
to	to	to
a	a	a
mandatory	mandatori	mandatory
reporting	report	reporting
law	law	law
in	in	in
2015	2015	2015
.	.	.
Some	some	Some
U	u	U
.	.	.
S	s	S
.	.	.
states	state	state
have	have	have
similar	similar	similar
requirements	requir	requirement
.	.	.
The	the	The
Australian	australian	Australian
report	report	report
also	also	also
called	call	called
for	for	for
a	a	a
National	nation	National
Office	offic	Office
for	for	for
Child	child	Child
Safety	safeti	Safety
and	and	and
national	nation	national
child	child	child
safety	safeti	safety
standards	standard	standard
,	,	,
child	child	child
abuse	abus	abuse
reporting	report	reporting
and	and	and
record	record	record
keeping	keep	keeping
,	,	,
which	which	which
would	would	would
cover	cover	cover
all	all	all
institutions	institut	institution
engaged	engag	engaged
in	in	in
child	child	child
-related	-relat	-related
work	work	work
.	.	.
Australian	australian	Australian
Prime	prime	Prime
Minister	minist	Minister
Malcolm	malcolm	Malcolm
Turnbull	turnbul	Turnbull
said	said	said
the	the	the
inquiry	inquiri	inquiry
had	had	had
exposed	expos	exposed
a	a	a
national	nation	national
tragedy	tragedi	tragedy
and	and	and
that	that	that
the	the	the
government	govern	government
would	would	would
consider	consid	consider
the	the	the
recommendations	recommend	recommendation
and	and	and
respond	respond	respond
in	in	in
full	full	full
next	next	next
year	year	year
.	.	.
Sydney	sydney	Sydney
Archbishop	archbishop	Archbishop
Anthony	anthoni	Anthony
Fisher	fisher	Fisher
,	,	,
said	said	said
in	in	in
a	a	a
statement	statement	statement
that	that	that
he	he	he
was	was	wa
appalled	appal	appalled
by	by	by
the	the	the
sinful	sin	sinful
and	and	and
criminal	crimin	criminal
activity	activ	activity
of	of	of
some	some	some
clergy	clergi	clergy
,	,	,
religious	religi	religious
and	and	and
lay	lay	lay
church	church	church
-workers	-worker	-workers
and	and	and
ashamed	asham	ashamed
of	of	of
the	the	the
failure	failur	failure
to	to	to
respond	respond	respond
by	by	by
some	some	some
church	church	church
leaders	leader	leader
.	.	.
The	the	The
inquiry	inquiri	inquiry
heard	heard	heard
previously	previous	previously
that	that	that
the	the	the
Australian	australian	Australian
Catholic	cathol	Catholic
Church	church	Church
had	had	had
paid	paid	paid
A	a	A
276	276	276
million	million	million
212	212	212
million	million	million
in	in	in
compensation	compens	compensation
to	to	to
thousands	thousand	thousand
of	of	of
child	child	child
abuse	abus	abuse
victims	victim	victim
since	sinc	since
1980	1980	1980
.	.	.
1	1	1
1	1	1
.	.	.
3040	3040	3040
Australian	australian	Australian
dollars	dollar	dollar
