NEW	new	NEW
YORK	york	YORK
WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
Senator	senat	Senator
Elizabeth	elizabeth	Elizabeth
Warren	warren	Warren
has	has	ha
considered	consid	considered
the	the	the
idea	idea	idea
of	of	of
serving	serv	serving
as	as	a
Hillary	hillari	Hillary
Clinton	clinton	Clinton
s	s	s
running	run	running
mate	mate	mate
but	but	but
sees	see	see
obstacles	obstacl	obstacle
to	to	to
that	that	that
choice	choic	choice
as	as	a
she	she	she
prepares	prepar	prepares
to	to	to
endorse	endors	endorse
the	the	the
presumptive	presumpt	presumptive
Democratic	democrat	Democratic
presidential	presidenti	presidential
nominee	nomine	nominee
,	,	,
several	sever	several
people	peopl	people
familiar	familiar	familiar
with	with	with
Warren	warren	Warren
s	s	s
thinking	think	thinking
told	told	told
Reuters	reuter	Reuters
.	.	.

While	while	While
her	her	her
thinking	think	thinking
could	could	could
evolve	evolv	evolve
,	,	,
Warren	warren	Warren
has	has	ha
concerns	concern	concern
about	about	about
joining	join	joining
a	a	a
Clinton	clinton	Clinton
ticket	ticket	ticket
,	,	,
including	includ	including
the	the	the
question	question	question
of	of	of
whether	whether	whether
running	run	running
two	two	two
women	women	woman
would	would	would
give	give	give
the	the	the
Democrats	democrat	Democrats
the	the	the
best	best	best
shot	shot	shot
at	at	at
defeating	defeat	defeating
Republican	republican	Republican
Donald	donald	Donald
Trump	trump	Trump
,	,	,
one	one	one
source	sourc	source
said	said	said
.	.	.

Advisers	advis	Advisers
to	to	to
Warren	warren	Warren
,	,	,
a	a	a
fiery	fieri	fiery
critic	critic	critic
of	of	of
Wall	wall	Wall
Street	street	Street
and	and	and
a	a	a
popular	popular	popular
figure	figur	figure
among	among	among
progressive	progress	progressive
Democrats	democrat	Democrats
,	,	,
have	have	have
been	been	been
in	in	in
close	close	close
contact	contact	contact
with	with	with
Clinton	clinton	Clinton
s	s	s
campaign	campaign	campaign
team	team	team
and	and	and
the	the	the
conversations	convers	conversation
have	have	have
increased	increas	increased
in	in	in
frequency	frequenc	frequency
in	in	in
recent	recent	recent
weeks	week	week
,	,	,
the	the	the
sources	sourc	source
said	said	said
.	.	.

Warren	warren	Warren
has	has	ha
signaled	signal	signaled
to	to	to
people	peopl	people
close	close	close
to	to	to
her	her	her
that	that	that
she	she	she
is	is	is
intrigued	intrigu	intrigued
by	by	by
the	the	the
possibility	possibl	possibility
of	of	of
being	be	being
Clinton	clinton	Clinton
s	s	s
No	no	No
.	.	.
2	2	2
but	but	but
has	has	ha
not	not	not
discussed	discuss	discussed
the	the	the
role	role	role
with	with	with
Clinton	clinton	Clinton
,	,	,
68	68	68
,	,	,
or	or	or
anyone	anyon	anyone
else	els	else
from	from	from
her	her	her
campaign	campaign	campaign
,	,	,
the	the	the
people	peopl	people
said	said	said
.	.	.

Warren	warren	Warren
,	,	,
66	66	66
,	,	,
has	has	ha
been	been	been
one	one	one
of	of	of
the	the	the
Democrats	democrat	Democrats
most	most	most
outspoken	outspoken	outspoken
critics	critic	critic
of	of	of
Trump	trump	Trump
,	,	,
69	69	69
,	,	,
and	and	and
her	her	her
priority	prioriti	priority
is	is	is
helping	help	helping
to	to	to
defeat	defeat	defeat
the	the	the
presumptive	presumpt	presumptive
Republican	republican	Republican
nominee	nomine	nominee
in	in	in
the	the	the
Nov	nov	Nov
.	.	.

8	8	8
presidential	presidenti	presidential
election	elect	election
,	,	,
the	the	the
sources	sourc	source
said	said	said
.	.	.

Warren	warren	Warren
is	is	is
also	also	also
committed	commit	committed
to	to	to
advancing	advanc	advancing
her	her	her
own	own	own
political	polit	political
agenda	agenda	agenda
,	,	,
which	which	which
they	they	they
described	describ	described
as	as	a
more	more	more
progressive	progress	progressive
than	than	than
Clinton	clinton	Clinton
s	s	s
more	more	more
centrist	centrist	centrist
positions	posit	position
.	.	.

Warren	warren	Warren
fears	fear	fear
that	that	that
as	as	a
vice	vice	vice
president	presid	president
,	,	,
or	or	or
in	in	in
a	a	a
cabinet	cabinet	cabinet
position	posit	position
,	,	,
her	her	her
voice	voic	voice
could	could	could
be	be	be
less	less	le
heard	heard	heard
than	than	than
it	it	it
is	is	is
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Senate	senat	Senate
on	on	on
her	her	her
priority	prioriti	priority
issues	issu	issue
such	such	such
as	as	a
addressing	address	addressing
income	incom	income
inequality	inequ	inequality
,	,	,
the	the	the
sources	sourc	source
said	said	said
.	.	.

In	in	In
the	the	the
past	past	past
,	,	,
Warren	warren	Warren
has	has	ha
accused	accus	accused
Clinton	clinton	Clinton
of	of	of
abandoning	abandon	abandoning
her	her	her
support	support	support
for	for	for
stronger	stronger	stronger
bankruptcy	bankruptci	bankruptcy
legislation	legisl	legislation
to	to	to
try	tri	try
to	to	to
appease	appeas	appease
Wall	wall	Wall
Street	street	Street
.	.	.

An	an	An
endorsement	endors	endorsement
of	of	of
Clinton	clinton	Clinton
could	could	could
come	come	come
within	within	within
a	a	a
week	week	week
or	or	or
two	two	two
,	,	,
one	one	one
of	of	of
the	the	the
sources	sourc	source
said	said	said
.	.	.

Clinton	clinton	Clinton
has	has	ha
been	been	been
appealing	appeal	appealing
for	for	for
