Reuters	reuter	Reuters
-	-	-
A	a	A
daughter	daughter	daughter
of	of	of
an	an	an
Illinois	illinoi	Illinois
state	state	state
representative	repres	representative
has	has	ha
been	been	been
charged	charg	charged
with	with	with
participating	particip	participating
in	in	in
an	an	an
attack	attack	attack
on	on	on
one	one	one
of	of	of
her	her	her
mother	mother	mother
s	s	s
political	polit	political
rivals	rival	rival
that	that	that
included	includ	included
using	use	using
a	a	a
staple	stapl	staple
gun	gun	gun
on	on	on
the	the	the
victim	victim	victim
s	s	s
forehead	forehead	forehead
,	,	,
police	polic	police
and	and	and
the	the	the
victim	victim	victim
said	said	said
on	on	on
Friday	friday	Friday
.	.	.

Jessica	jessica	Jessica
Soto	soto	Soto
and	and	and
Bradley	bradley	Bradley
Fichter	fichter	Fichter
,	,	,
both	both	both
26	26	26
and	and	and
of	of	of
Chicago	chicago	Chicago
,	,	,
have	have	have
been	been	been
charged	charg	charged
with	with	with
three	three	three
counts	count	count
of	of	of
aggravated	aggrav	aggravated
battery	batteri	battery
in	in	in
a	a	a
March	march	March
6	6	6
attack	attack	attack
on	on	on
Robert	robert	Robert
Zwolinski	zwolinski	Zwolinski
,	,	,
who	who	who
was	was	wa
defeated	defeat	defeated
in	in	in
a	a	a
primary	primari	primary
this	this	this
month	month	month
by	by	by
Soto	soto	Soto
s	s	s
mother	mother	mother
,	,	,
state	state	state
Representative	repres	Representative
Cynthia	cynthia	Cynthia
Soto	soto	Soto
,	,	,
Chicago	chicago	Chicago
police	polic	police
said	said	said
.	.	.

Lawyers	lawyer	Lawyers
for	for	for
the	the	the
two	two	two
were	were	were
not	not	not
immediately	immedi	immediately
available	avail	available
for	for	for
comment	comment	comment
.	.	.

The	the	The
attack	attack	attack
took	took	took
place	place	place
outside	outsid	outside
of	of	of
Zwolinski	zwolinski	Zwolinski
s	s	s
campaign	campaign	campaign
office	offic	office
.	.	.

Frank	frank	Frank
Avila	avila	Avila
,	,	,
a	a	a
lawyer	lawyer	lawyer
for	for	for
the	the	the
couple	coupl	couple
,	,	,
told	told	told
local	local	local
media	media	medium
that	that	that
Zwolinski	zwolinski	Zwolinski
started	start	started
the	the	the
fight	fight	fight
and	and	and
possibly	possibl	possibly
put	put	put
a	a	a
stable	stabl	stable
in	in	in
his	his	his
own	own	own
head	head	head
for	for	for
attention	attent	attention
.	.	.

Avila	avila	Avila
identified	identifi	identified
Soto	soto	Soto
as	as	a
the	the	the
daughter	daughter	daughter
of	of	of
Representative	repres	Representative
Soto	soto	Soto
and	and	and
denied	deni	denied
the	the	the
daughter	daughter	daughter
was	was	wa
part	part	part
of	of	of
the	the	the
attack	attack	attack
.	.	.

Police	polic	Police
said	said	said
Zwolinski	zwolinski	Zwolinski
was	was	wa
hit	hit	hit
with	with	with
a	a	a
metal	metal	metal
object	object	object
and	and	and
glass	glass	glass
bottle	bottl	bottle
.	.	.

Zwolinski	zwolinski	Zwolinski
said	said	said
the	the	the
metal	metal	metal
object	object	object
was	was	wa
the	the	the
staple	stapl	staple
gun	gun	gun
and	and	and
he	he	he
had	had	had
his	his	his
forehead	forehead	forehead
repeatedly	repeat	repeatedly
stapled	stapl	stapled
by	by	by
the	the	the
pair	pair	pair
.	.	.

The	the	The
night	night	night
of	of	of
the	the	the
fight	fight	fight
,	,	,
Zwolinski	zwolinski	Zwolinski
posted	post	posted
photos	photo	photo
on	on	on
social	social	social
media	media	medium
of	of	of
a	a	a
staple	stapl	staple
sticking	stick	sticking
out	out	out
of	of	of
his	his	his
forehead	forehead	forehead
,	,	,
a	a	a
bloodied	bloodi	bloodied
face	face	face
,	,	,
and	and	and
a	a	a
swollen	swollen	swollen
nose	nose	nose
.	.	.

The	the	The
girl	girl	girl
was	was	wa
yelling	yell	yelling
,	,	,
while	while	while
I	i	I
was	was	wa
on	on	on
the	the	the
ground	ground	ground
fighting	fight	fighting
the	the	the
man	man	man
off	off	off
of	of	of
me	me	me
,	,	,
This	this	This
is	is	is
Soto	soto	Soto
s	s	s
territory	territori	territory
!	!	!

This	this	This
isn	isn	isn
t	t	t
your	your	your
territory	territori	territory
,	,	,
Zwolinski	zwolinski	Zwolinski
said	said	said
.	.	.

Representative	repres	Representative
Soto	soto	Soto
could	could	could
not	not	not
immediately	immedi	immediately
be	be	be
reached	reach	reached
.	.	.

