Reuters	reuter	Reuters
-	-	-
The	the	The
governor	governor	governor
of	of	of
Kansas	kansa	Kansas
on	on	on
Thursday	thursday	Thursday
vetoed	veto	vetoed
a	a	a
bill	bill	bill
expanding	expand	expanding
eligibility	elig	eligibility
for	for	for
Medicaid	medicaid	Medicaid
for	for	for
the	the	the
poor	poor	poor
under	under	under
the	the	the
federal	feder	federal
Affordable	afford	Affordable
Care	care	Care
Act	act	Act
ACA	aca	ACA
because	becaus	because
the	the	the
measure	measur	measure
was	was	wa
not	not	not
fiscally	fiscal	fiscally
responsible	respons	responsible
and	and	and
would	would	would
still	still	still
fund	fund	fund
Planned	plan	Planned
Parenthood	parenthood	Parenthood
.	.	.

State	state	State
lawmakers	lawmak	lawmaker
in	in	in
the	the	the
Republican	republican	Republican
-controlled	-control	-controlled
senate	senat	senate
voted	vote	voted
in	in	in
favor	favor	favor
of	of	of
the	the	the
measure	measur	measure
on	on	on
Tuesday	tuesday	Tuesday
,	,	,
just	just	just
days	day	day
after	after	after
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
s	s	s
efforts	effort	effort
to	to	to
repeal	repeal	repeal
and	and	and
replace	replac	replace
the	the	the
ACA	aca	ACA
,	,	,
also	also	also
known	known	known
as	as	a
Obamacare	obamacar	Obamacare
,	,	,
ended	end	ended
with	with	with
the	the	the
bill	bill	bill
being	be	being
pulled	pull	pulled
from	from	from
a	a	a
vote	vote	vote
.	.	.

Republican	republican	Republican
Governor	governor	Governor
Sam	sam	Sam
Brownback	brownback	Brownback
said	said	said
the	the	the
bill	bill	bill
also	also	also
failed	fail	failed
to	to	to
eliminate	elimin	eliminate
waiting	wait	waiting
lists	list	list
for	for	for
disability	disabl	disability
services	servic	service
,	,	,
did	did	did
not	not	not
add	add	add
work	work	work
requirements	requir	requirement
and	and	and
was	was	wa
not	not	not
budget	budget	budget
neutral	neutral	neutral
.	.	.

The	the	The
cost	cost	cost
of	of	of
expanding	expand	expanding
Medicaid	medicaid	Medicaid
under	under	under
Obamacare	obamacar	Obamacare
is	is	is
irresponsible	irrespons	irresponsible
and	and	and
unsustainable	unsustain	unsustainable
,	,	,
he	he	he
said	said	said
.	.	.

He	he	He
added	ad	added
it	it	it
was	was	wa
unwise	unwis	unwise
to	to	to
undertake	undertak	undertake
such	such	such
a	a	a
drastic	drastic	drastic
change	chang	change
to	to	to
the	the	the
state	state	state
s	s	s
Medicaid	medicaid	Medicaid
program	program	program
while	while	while
work	work	work
on	on	on
an	an	an
ACA	aca	ACA
overhaul	overhaul	overhaul
was	was	wa
underway	underway	underway
in	in	in
Washington	washington	Washington
.	.	.

I	i	I
will	will	will
not	not	not
support	support	support
this	this	this
legislation	legisl	legislation
that	that	that
continues	continu	continues
to	to	to
fund	fund	fund
organizations	organ	organization
that	that	that
undermine	undermin	undermine
a	a	a
culture	cultur	culture
of	of	of
life	life	life
,	,	,
he	he	he
said	said	said
,	,	,
referring	refer	referring
to	to	to
groups	group	group
such	such	such
as	as	a
Planned	plan	Planned
Parenthood	parenthood	Parenthood
,	,	,
which	which	which
provides	provid	provides
a	a	a
range	rang	range
of	of	of
reproductive	reproduct	reproductive
services	servic	service
including	includ	including
abortions	abort	abortion
.	.	.

Planned	plan	Planned
Parenthood	parenthood	Parenthood
said	said	said
in	in	in
a	a	a
statement	statement	statement
that	that	that
the	the	the
overwhelming	overwhelm	overwhelming
majority	major	majority
of	of	of
Kansans	kansan	Kansans
support	support	support
the	the	the
health	health	health
care	care	care
provider	provid	provider
and	and	and
the	the	the
expansion	expans	expansion
of	of	of
Medicaid	medicaid	Medicaid
in	in	in
the	the	the
state	state	state
.	.	.

The	the	The
Republican	republican	Republican
-controlled	-control	-controlled
House	hous	House
,	,	,
which	which	which
passed	pass	passed
the	the	the
bill	bill	bill
last	last	last
month	month	month
81	81	81
-44	-44	-44
,	,	,
quickly	quick	quickly
took	took	took
up	up	up
a	a	a
debate	debat	debate
on	on	on
overriding	overrid	overriding
Brownback	brownback	Brownback
s	s	s
veto	veto	veto
on	on	on
Thursday	thursday	Thursday
,	,	,
but	but	but
a	a	a
vote	vote	vote
was	was	wa
postponed	postpon	postponed
.	.	.

You	you	You
are	are	are
going	go	going
to	to	to
put	put	put
a	a	a
dagger	dagger	dagger
right	right	right
through	through	through
the	the	the
heart	heart	heart
of	of	of
our	our	our
small	small	small
communities	communiti	community
,	,	,
Republican	republican	Republican
Representative	repres	Representative
Leonard	leonard	Leonard
Mastroni	mastroni	Mastroni
,	,	,
who	who	who
voted	vote	voted
in	in	in
support	support	support
of	of	of
expansion	expans	expansion
,	,	,
told	told	told
the	the	the
House	hous	House
in	in	in
Topeka	topeka	Topeka
after	after	after
Brownback	brownback	Brownback
s	s	s
veto	veto	veto
.	.	.

In	in	In
the	the	the
House	hous	House
,	,	,
84	84	84
lawmakers	lawmak	lawmaker
would	would	would
need	need	need
to	to	to
vote	vote	vote
in	in	in
favor	favor	favor
of	of	of
the	the	the
override	overrid	override
for	for	for
it	it	it
to	to	to
advance	advanc	advance
.	.	.

The	the	The
failed	fail	failed
Obamacare	obamacar	Obamacare
replacement	replac	replacement
bill	bill	bill
in	in	in
Washington	washington	Washington
,	,	,
pushed	push	pushed
by	by	by
House	hous	House
Speaker	speaker	Speaker
Paul	paul	Paul
Ryan	ryan	Ryan
,	,	,
would	would	would
have	have	have
ended	end	ended
the	the	the
ACA	aca	ACA
s	s	s
expansion	expans	expansion
of	of	of
Medicaid	medicaid	Medicaid
,	,	,
the	the	the
federal	feder	federal
and	and	and
state	state	state
funded	fund	funded
insurance	insur	insurance
program	program	program
for	for	for
the	the	the
poor	poor	poor
and	and	and
disabled	disabl	disabled
.	.	.

Kansas	kansa	Kansas
was	was	wa
not	not	not
among	among	among
the	the	the
31	31	31
states	state	state
that	that	that
in	in	in
2016	2016	2016
had	had	had
opted	opt	opted
to	to	to
expand	expand	expand
Medicaid	medicaid	Medicaid
,	,	,
with	with	with
the	the	the
federal	feder	federal
government	govern	government
footing	foot	footing
much	much	much
of	of	of
the	the	the
cost	cost	cost
under	under	under
Obamacare	obamacar	Obamacare
.	.	.

With	with	With
the	the	the
ACA	aca	ACA
s	s	s
enhanced	enhanc	enhanced
federal	feder	federal
funding	fund	funding
,	,	,
Medicaid	medicaid	Medicaid
expansion	expans	expansion
in	in	in
Kansas	kansa	Kansas
,	,	,
effective	effect	effective
Jan	jan	Jan
.	.	.

1	1	1
,	,	,
2018	2018	2018
,	,	,
would	would	would
cost	cost	cost
the	the	the
state	state	state
an	an	an
estimated	estim	estimated
31	31	31
million	million	million
in	in	in
fiscal	fiscal	fiscal
2018	2018	2018
,	,	,
which	which	which
begins	begin	begin
July	juli	July
1	1	1
,	,	,
and	and	and
67	67	67
million	million	million
in	in	in
fiscal	fiscal	fiscal
2019	2019	2019
with	with	with
more	more	more
than	than	than
180	180	180
,	,	,
000	000	000
additional	addit	additional
recipients	recipi	recipient
,	,	,
according	accord	according
to	to	to
estimates	estim	estimate
cited	cite	cited
in	in	in
a	a	a
legislative	legisl	legislative
report	report	report
on	on	on
the	the	the
bill	bill	bill
.	.	.

Without	without	Without
enhanced	enhanc	enhanced
federal	feder	federal
matching	match	matching
funds	fund	fund
,	,	,
the	the	the
state	state	state
s	s	s
costs	cost	cost
would	would	would
balloon	balloon	balloon
to	to	to
465	465	465
million	million	million
by	by	by
fiscal	fiscal	fiscal
2019	2019	2019
.	.	.

