Token	Stem	Lemma
COPENHAGEN	copenhagen	COPENHAGEN
Reuters	reuter	Reuters
Iceland	iceland	Iceland
will	will	will
hold	hold	hold
a	a	a
snap	snap	snap
parliamentary	parliamentari	parliamentary
election	elect	election
on	on	on
Oct	oct	Oct
28	28	28
President	presid	President
Gudni	gudni	Gudni
Johannesson	johannesson	Johannesson
said	said	said
on	on	on
Monday	monday	Monday
after	after	after
the	the	the
current	current	current
government	govern	government
collapsed	collaps	collapsed
last	last	last
week	week	week
due	due	due
to	to	to
a	a	a
scandal	scandal	scandal
involving	involv	involving
the	the	the
prime	prime	prime
minister	minist	minister
s	s	s
father	father	father
Prime	prime	Prime
Minister	minist	Minister
Bjarni	bjarni	Bjarni
Benediktsson	benediktsson	Benediktsson
had	had	had
called	call	called
for	for	for
the	the	the
vote	vote	vote
after	after	after
one	one	one
party	parti	party
in	in	in
the	the	the
ruling	rule	ruling
coalition	coalit	coalition
quit	quit	quit
the	the	the
government	govern	government
formed	form	formed
less	less	le
than	than	than
nine	nine	nine
months	month	month
ago	ago	ago
The	the	The
outgoing	outgo	outgoing
government	govern	government
would	would	would
be	be	be
the	the	the
shortest	shortest	shortest
-living	-live	-living
in	in	in
Iceland	iceland	Iceland
s	s	s
history	histori	history
The	the	The
previous	previous	previous
government	govern	government
was	was	wa
felled	fell	felled
by	by	by
the	the	the
Panama	panama	Panama
Papers	paper	Papers
scandal	scandal	scandal
over	over	over
offshore	offshor	offshore
tax	tax	tax
havens	haven	haven
