Reuters	reuter	Reuters
-	-	-
A	a	A
Trump	trump	Trump
administration	administr	administration
lawyer	lawyer	lawyer
on	on	on
Tuesday	tuesday	Tuesday
urged	urg	urged
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
appeals	appeal	appeal
court	court	court
in	in	in
Manhattan	manhattan	Manhattan
to	to	to
rule	rule	rule
that	that	that
federal	feder	federal
law	law	law
does	doe	doe
not	not	not
ban	ban	ban
discrimination	discrimin	discrimination
against	against	against
gay	gay	gay
employees	employe	employee
.	.	.

The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
Department	depart	Department
of	of	of
Justice	justic	Justice
is	is	is
supporting	support	supporting
a	a	a
New	new	New
York	york	York
skydiving	skydiv	skydiving
company	compani	company
,	,	,
Altitude	altitud	Altitude
Express	express	Express
Inc	inc	Inc
,	,	,
in	in	in
a	a	a
lawsuit	lawsuit	lawsuit
brought	brought	brought
by	by	by
former	former	former
instructor	instructor	instructor
Donald	donald	Donald
Zarda	zarda	Zarda
,	,	,
who	who	who
accused	accus	accused
the	the	the
company	compani	company
of	of	of
firing	fire	firing
him	him	him
after	after	after
he	he	he
told	told	told
a	a	a
customer	custom	customer
he	he	he
was	was	wa
gay	gay	gay
and	and	and
she	she	she
complained	complain	complained
.	.	.

Zarda	zarda	Zarda
died	die	died
in	in	in
a	a	a
BASE	base	BASE
-jumping	-jump	-jumping
accident	accid	accident
after	after	after
filing	file	filing
the	the	the
lawsuit	lawsuit	lawsuit
,	,	,
and	and	and
his	his	his
estate	estat	estate
took	took	took
over	over	over
the	the	the
case	case	case
.	.	.

Judges	judg	Judges
on	on	on
the	the	the
2nd	2nd	2nd
U	u	U
.	.	.
S	s	S
.	.	.
Circuit	circuit	Circuit
Court	court	Court
of	of	of
Appeals	appeal	Appeals
focused	focus	focused
their	their	their
questions	question	question
on	on	on
whether	whether	whether
discrimination	discrimin	discrimination
against	against	against
gay	gay	gay
workers	worker	worker
is	is	is
a	a	a
form	form	form
of	of	of
unlawful	unlaw	unlawful
sex	sex	sex
bias	bias	bias
under	under	under
Title	titl	Title
VII	vii	VII
of	of	of
the	the	the
Civil	civil	Civil
Rights	right	Rights
Act	act	Act
of	of	of
1964	1964	1964
.	.	.

That	that	That
law	law	law
bans	ban	ban
discrimination	discrimin	discrimination
based	base	based
on	on	on
workers	worker	worker
sex	sex	sex
,	,	,
race	race	race
,	,	,
religion	religion	religion
and	and	and
other	other	other
traits	trait	trait
.	.	.

Justice	justic	Justice
Department	depart	Department
lawyer	lawyer	lawyer
Hashim	hashim	Hashim
Mooppan	mooppan	Mooppan
told	told	told
the	the	the
court	court	court
that	that	that
Congress	congress	Congress
never	never	never
intended	intend	intended
for	for	for
that	that	that
law	law	law
to	to	to
protect	protect	protect
gay	gay	gay
workers	worker	worker
against	against	against
bias	bias	bias
.	.	.

And	and	And
in	in	in
recent	recent	recent
years	year	year
,	,	,
he	he	he
said	said	said
,	,	,
lawmakers	lawmak	lawmaker
have	have	have
repeatedly	repeat	repeatedly
declined	declin	declined
to	to	to
pass	pass	pas
bills	bill	bill
that	that	that
would	would	would
prohibit	prohibit	prohibit
employment	employ	employment
discrimination	discrimin	discrimination
against	against	against
gay	gay	gay
workers	worker	worker
.	.	.

During	dure	During
the	the	the
Obama	obama	Obama
administration	administr	administration
,	,	,
the	the	the
Justice	justic	Justice
Department	depart	Department
had	had	had
not	not	not
weighed	weigh	weighed
in	in	in
on	on	on
the	the	the
case	case	case
.	.	.

But	but	But
the	the	the
Equal	equal	Equal
Employment	employ	Employment
Opportunity	opportun	Opportunity
Commission	commiss	Commission
,	,	,
which	which	which
appeared	appear	appeared
at	at	at
Tuesday	tuesday	Tuesday
s	s	s
hearing	hear	hearing
on	on	on
behalf	behalf	behalf
of	of	of
Zarda	zarda	Zarda
s	s	s
estate	estat	estate
,	,	,
has	has	ha
been	been	been
arguing	argu	arguing
for	for	for
five	five	five
years	year	year
that	that	that
bias	bias	bias
against	against	against
gay	gay	gay
workers	worker	worker
violates	violat	violates
the	the	the
law	law	law
.	.	.

The	the	The
EEOC	eeoc	EEOC
is	is	is
an	an	an
independent	independ	independent
federal	feder	federal
agency	agenc	agency
that	that	that
enforces	enforc	enforces
Title	titl	Title
VII	vii	VII
.	.	.

So	so	So
far	far	far
,	,	,
only	onli	only
one	one	one
federal	feder	federal
appeals	appeal	appeal
court	court	court
,	,	,
in	in	in
Chicago	chicago	Chicago
,	,	,
has	has	ha
agreed	agre	agreed
with	with	with
the	the	the
commission	commiss	commission
.	.	.

Several	sever	Several
2nd	2nd	2nd
Circuit	circuit	Circuit
judges	judg	judge
questioned	question	questioned
Mooppan	mooppan	Mooppan
about	about	about
why	whi	why
the	the	the
Justice	justic	Justice
Department	depart	Department
got	got	got
involved	involv	involved
,	,	,
and	and	and
whether	whether	whether
it	it	it
first	first	first
consulted	consult	consulted
with	with	with
the	the	the
EEOC	eeoc	EEOC
.	.	.

Mooppan	mooppan	Mooppan
said	said	said
it	it	it
would	would	would
not	not	not
be	be	be
appropriate	appropri	appropriate
for	for	for
him	him	him
to	to	to
discuss	discuss	discus
the	the	the
department	depart	department
s	s	s
internal	intern	internal
procedures	procedur	procedure
.	.	.

Lawyers	lawyer	Lawyers
for	for	for
Zarda	zarda	Zarda
s	s	s
estate	estat	estate
and	and	and
the	the	the
EEOC	eeoc	EEOC
told	told	told
the	the	the
court	court	court
gay	gay	gay
workers	worker	worker
are	are	are
protected	protect	protected
by	by	by
Title	titl	Title
VII	vii	VII
because	becaus	because
sexual	sexual	sexual
orientation	orient	orientation
is	is	is
necessarily	necessarili	necessarily
linked	link	linked
to	to	to
a	a	a
person	person	person
s	s	s
sex	sex	sex
.	.	.

LGBT	lgbt	LGBT
groups	group	group
say	say	say
the	the	the
case	case	case
is	is	is
crucial	crucial	crucial
because	becaus	because
a	a	a
victory	victori	victory
for	for	for
Zarda	zarda	Zarda
s	s	s
estate	estat	estate
would	would	would
deepen	deepen	deepen
a	a	a
split	split	split
among	among	among
federal	feder	federal
appeals	appeal	appeal
courts	court	court
and	and	and
increase	increas	increase
the	the	the
chances	chanc	chance
that	that	that
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Supreme	suprem	Supreme
Court	court	Court
will	will	will
take	take	take
up	up	up
the	the	the
issue	issu	issue
.	.	.

Earlier	earlier	Earlier
this	this	this
month	month	month
,	,	,
the	the	the
high	high	high
court	court	court
was	was	wa
asked	ask	asked
to	to	to
review	review	review
a	a	a
ruling	rule	ruling
that	that	that
dismissed	dismiss	dismissed
a	a	a
similar	similar	similar
case	case	case
by	by	by
a	a	a
former	former	former
hospital	hospit	hospital
security	secur	security
guard	guard	guard
in	in	in
Georgia	georgia	Georgia
.	.	.

A	a	A
three	three	three
-judge	-judg	-judge
2nd	2nd	2nd
Circuit	circuit	Circuit
panel	panel	panel
in	in	in
April	april	April
had	had	had
ruled	rule	ruled
against	against	against
Zarda	zarda	Zarda
s	s	s
estate	estat	estate
,	,	,
citing	cite	citing
a	a	a
prior	prior	prior
ruling	rule	ruling
that	that	that
said	said	said
discrimination	discrimin	discrimination
against	against	against
gay	gay	gay
workers	worker	worker
is	is	is
not	not	not
a	a	a
form	form	form
of	of	of
sex	sex	sex
bias	bias	bias
.	.	.

The	the	The
full	full	full
court	court	court
can	can	can
overturn	overturn	overturn
the	the	the
prior	prior	prior
decision	decis	decision
.	.	.

The	the	The
case	case	case
is	is	is
Zarda	zarda	Zarda
v	v	v
.	.	.

Altitude	altitud	Altitude
Express	express	Express
Inc	inc	Inc
,	,	,
2nd	2nd	2nd
U	u	U
.	.	.
S	s	S
.	.	.
Circuit	circuit	Circuit
Court	court	Court
of	of	of
Appeals	appeal	Appeals
,	,	,
No	no	No
.	.	.
15	15	15
-3775	-3775	-3775
.	.	.

