WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
Republican	republican	Republican
Senator	senat	Senator
Susan	susan	Susan
Collins	collin	Collins
of	of	of
Maine	main	Maine
said	said	said
on	on	on
Sunday	sunday	Sunday
she	she	she
has	has	ha
extreme	extrem	extreme
reservations	reserv	reservation
about	about	about
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Senate	senat	Senate
s	s	s
healthcare	healthcar	healthcare
overhaul	overhaul	overhaul
and	and	and
does	doe	doe
not	not	not
think	think	think
it	it	it
will	will	will
be	be	be
able	abl	able
to	to	to
pass	pass	pas
this	this	this
week	week	week
.	.	.

Collins	collin	Collins
,	,	,
a	a	a
moderate	moder	moderate
Republican	republican	Republican
who	who	who
has	has	ha
not	not	not
taken	taken	taken
a	a	a
formal	formal	formal
stance	stanc	stance
on	on	on
the	the	the
bill	bill	bill
,	,	,
said	said	said
she	she	she
was	was	wa
concerned	concern	concerned
it	it	it
would	would	would
cut	cut	cut
Medicaid	medicaid	Medicaid
too	too	too
deeply	deepli	deeply
and	and	and
said	said	said
she	she	she
wants	want	want
to	to	to
see	see	see
an	an	an
upcoming	upcom	upcoming
analysis	analysi	analysis
by	by	by
the	the	the
Congressional	congression	Congressional
Budget	budget	Budget
Office	offic	Office
before	befor	before
making	make	making
a	a	a
decision	decis	decision
.	.	.

I	i	I
have	have	have
very	veri	very
serious	serious	serious
concerns	concern	concern
about	about	about
the	the	the
bill	bill	bill
,	,	,
she	she	she
said	said	said
on	on	on
ABC	abc	ABC
s	s	s
This	this	This
Week	week	Week
program	program	program
.	.	.

It	it	It
s	s	s
hard	hard	hard
for	for	for
me	me	me
to	to	to
see	see	see
the	the	the
bill	bill	bill
passing	pass	passing
this	this	this
week	week	week
.	.	.
Republican	republican	Republican
Senate	senat	Senate
leader	leader	leader
Mitch	mitch	Mitch
McConnell	mcconnel	McConnell
of	of	of
Kentucky	kentucki	Kentucky
has	has	ha
pushed	push	pushed
for	for	for
a	a	a
vote	vote	vote
before	befor	before
the	the	the
July	juli	July
4th	4th	4th
Independence	independ	Independence
Day	day	Day
holiday	holiday	holiday
recess	recess	recess
that	that	that
begins	begin	begin
at	at	at
the	the	the
end	end	end
of	of	of
this	this	this
week	week	week
.	.	.

He	he	He
can	can	can
afford	afford	afford
to	to	to
lose	lose	lose
the	the	the
support	support	support
of	of	of
only	onli	only
two	two	two
Republicans	republican	Republicans
in	in	in
the	the	the
face	face	face
of	of	of
unanimous	unanim	unanimous
Democratic	democrat	Democratic
opposition	opposit	opposition
.	.	.

Five	five	Five
Republican	republican	Republican
senators	senat	senator
have	have	have
announced	announc	announced
they	they	they
will	will	will
not	not	not
support	support	support
the	the	the
bill	bill	bill
,	,	,
which	which	which
is	is	is
designed	design	designed
to	to	to
repeal	repeal	repeal
and	and	and
replace	replac	replace
Obamacare	obamacar	Obamacare
,	,	,
in	in	in
its	it	it
current	current	current
form	form	form
.	.	.

One	one	One
of	of	of
those	those	those
senators	senat	senator
,	,	,
Ron	ron	Ron
Johnson	johnson	Johnson
of	of	of
Wisconsin	wisconsin	Wisconsin
,	,	,
called	call	called
on	on	on
Sunday	sunday	Sunday
for	for	for
a	a	a
slowdown	slowdown	slowdown
in	in	in
the	the	the
process	process	process
to	to	to
give	give	give
the	the	the
Senate	senat	Senate
and	and	and
the	the	the
public	public	public
time	time	time
to	to	to
evaluate	evalu	evaluate
the	the	the
healthcare	healthcar	healthcare
bill	bill	bill
.	.	.

We	we	We
don	don	don
t	t	t
have	have	have
enough	enough	enough
information	inform	information
.	.	.

I	i	I
don	don	don
t	t	t
have	have	have
the	the	the
feedback	feedback	feedback
from	from	from
constituencies	constitu	constituency
who	who	who
will	will	will
not	not	not
have	have	have
had	had	had
enough	enough	enough
time	time	time
to	to	to
view	view	view
the	the	the
Senate	senat	Senate
bill	bill	bill
.	.	.

We	we	We
should	should	should
not	not	not
be	be	be
voting	vote	voting
on	on	on
this	this	this
next	next	next
week	week	week
,	,	,
he	he	he
said	said	said
on	on	on
NBC	nbc	NBC
s	s	s
Meet	meet	Meet
the	the	the
Press	press	Press
.	.	.
Another	anoth	Another
senator	senat	senator
who	who	who
has	has	ha
announced	announc	announced
that	that	that
he	he	he
does	doe	doe
not	not	not
support	support	support
the	the	the
current	current	current
version	version	version
of	of	of
the	the	the
bill	bill	bill
,	,	,
Rand	rand	Rand
Paul	paul	Paul
of	of	of
Kentucky	kentucki	Kentucky
,	,	,
said	said	said
he	he	he
would	would	would
back	back	back
it	it	it
if	if	if
the	the	the
Senate	senat	Senate
reached	reach	reached
an	an	an
impasse	impass	impasse
on	on	on
healthcare	healthcar	healthcare
.	.	.

If	if	If
we	we	we
get	get	get
to	to	to
impasse	impass	impasse
,	,	,
if	if	if
we	we	we
go	go	go
to	to	to
a	a	a
bill	bill	bill
that	that	that
is	is	is
more	more	more
repeal	repeal	repeal
and	and	and
less	less	le
big	big	big
government	govern	government
programs	program	program
,	,	,
yes	yes	yes
I	i	I
ll	ll	ll
consider	consid	consider
partial	partial	partial
repeal	repeal	repeal
,	,	,
Paul	paul	Paul
said	said	said
on	on	on
ABC	abc	ABC
.	.	.

The	the	The
Senate	senat	Senate
s	s	s
142	142	142
-page	-page	-page
proposal	propos	proposal
,	,	,
worked	work	worked
out	out	out
in	in	in
secret	secret	secret
by	by	by
a	a	a
group	group	group
led	led	led
by	by	by
McConnell	mcconnel	McConnell
,	,	,
aims	aim	aim
to	to	to
deliver	deliv	deliver
on	on	on
a	a	a
central	central	central
campaign	campaign	campaign
promise	promis	promise
of	of	of
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
to	to	to
undo	undo	undo
former	former	former
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
s	s	s
signature	signatur	signature
healthcare	healthcar	healthcare
law	law	law
,	,	,
which	which	which
has	has	ha
provided	provid	provided
coverage	coverag	coverage
to	to	to
20	20	20
million	million	million
Americans	american	Americans
since	sinc	since
it	it	it
was	was	wa
passed	pass	passed
in	in	in
2010	2010	2010
.	.	.

Republicans	republican	Republicans
view	view	view
the	the	the
law	law	law
,	,	,
formally	formal	formally
known	known	known
as	as	a
the	the	the
Affordable	afford	Affordable
Care	care	Care
Act	act	Act
,	,	,
as	as	a
a	a	a
costly	cost	costly
government	govern	government
intrusion	intrus	intrusion
and	and	and
say	say	say
individual	individu	individual
insurance	insur	insurance
markets	market	market
created	creat	created
by	by	by
it	it	it
are	are	are
collapsing	collaps	collapsing
.	.	.

I	i	I
think	think	think
they	they	they
have	have	have
,	,	,
at	at	at
best	best	best
,	,	,
a	a	a
50	50	50
-50	-50	-50
chance	chanc	chance
of	of	of
passing	pass	passing
this	this	this
bill	bill	bill
,	,	,
Senate	senat	Senate
Democratic	democrat	Democratic
leader	leader	leader
Chuck	chuck	Chuck
Schumer	schumer	Schumer
of	of	of
New	new	New
York	york	York
said	said	said
on	on	on
ABC	abc	ABC
.	.	.

He	he	He
said	said	said
Democrats	democrat	Democrats
are	are	are
doing	do	doing
everything	everyth	everything
we	we	we
can	can	can
to	to	to
fight	fight	fight
this	this	this
bill	bill	bill
because	becaus	because
it	it	it
s	s	s
so	so	so
devastating	devast	devastating
for	for	for
the	the	the
middle	middl	middle
class	class	class
.	.	.
The	the	The
House	hous	House
of	of	of
Representatives	repres	Representatives
has	has	ha
passed	pass	passed
a	a	a
measure	measur	measure
similar	similar	similar
to	to	to
the	the	the
Senate	senat	Senate
plan	plan	plan
.	.	.

The	the	The
Senate	senat	Senate
would	would	would
phase	phase	phase
out	out	out
Obamacare	obamacar	Obamacare
s	s	s
expansion	expans	expansion
of	of	of
the	the	the
Medicaid	medicaid	Medicaid
program	program	program
for	for	for
the	the	the
poor	poor	poor
more	more	more
gradually	gradual	gradually
than	than	than
the	the	the
House	hous	House
bill	bill	bill
,	,	,
waiting	wait	waiting
until	until	until
after	after	after
the	the	the
2020	2020	2020
presidential	presidenti	presidential
election	elect	election
,	,	,
but	but	but
would	would	would
enact	enact	enact
deeper	deeper	deeper
cuts	cut	cut
starting	start	starting
in	in	in
2025	2025	2025
.	.	.

