Reuters	reuter	Reuters
-	-	-
Republicans	republican	Republicans
kept	kept	kept
control	control	control
of	of	of
both	both	both
chambers	chamber	chamber
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Congress	congress	Congress
in	in	in
Tuesday	tuesday	Tuesday
s	s	s
election	elect	election
,	,	,
empowering	empow	empowering
the	the	the
party	parti	party
to	to	to
reshape	reshap	reshape
Washington	washington	Washington
along	along	along
with	with	with
Donald	donald	Donald
Trump	trump	Trump
,	,	,
who	who	who
won	won	won
the	the	the
White	white	White
House	hous	House
.	.	.

The	the	The
following	follow	following
outlines	outlin	outline
what	what	what
was	was	wa
at	at	at
stake	stake	stake
in	in	in
the	the	the
races	race	race
,	,	,
and	and	and
results	result	result
based	base	based
on	on	on
television	televis	television
projections	project	projection
and	and	and
state	state	state
election	elect	election
boards	board	board
U	u	U
.	.	.
S	s	S
.	.	.
Senate	senat	Senate
,	,	,
100	100	100
seats	seat	seat
With	with	With
a	a	a
handful	hand	handful
of	of	of
races	race	race
still	still	still
to	to	to
be	be	be
decided	decid	decided
,	,	,
Republicans	republican	Republicans
had	had	had
secured	secur	secured
51	51	51
seats	seat	seat
in	in	in
the	the	the
100	100	100
-member	-member	-member
Senate	senat	Senate
,	,	,
dashing	dash	dashing
Democrats	democrat	Democrats
hopes	hope	hope
to	to	to
take	take	take
control	control	control
of	of	of
the	the	the
chamber	chamber	chamber
.	.	.

Senators	senat	Senators
serve	serv	serve
six	six	six
-year	-year	-year
terms	term	term
.	.	.

A	a	A
third	third	third
of	of	of
the	the	the
Senate	senat	Senate
is	is	is
up	up	up
for	for	for
re	re	re
-election	-elect	-election
every	everi	every
two	two	two
years	year	year
.	.	.

Procedural	procedur	Procedural
rules	rule	rule
in	in	in
the	the	the
Senate	senat	Senate
mean	mean	mean
60	60	60
votes	vote	vote
are	are	are
needed	need	needed
to	to	to
advance	advanc	advance
major	major	major
initiatives	initi	initiative
.	.	.

Republicans	republican	Republicans
entered	enter	entered
the	the	the
election	elect	election
with	with	with
54	54	54
seats	seat	seat
,	,	,
led	led	led
by	by	by
Kentucky	kentucki	Kentucky
s	s	s
Mitch	mitch	Mitch
McConnell	mcconnel	McConnell
,	,	,
versus	versus	versus
the	the	the
Democrats	democrat	Democrats
44	44	44
seats	seat	seat
and	and	and
two	two	two
independents	independ	independent
.	.	.

The	the	The
Democrats	democrat	Democrats
leader	leader	leader
in	in	in
the	the	the
next	next	next
Senate	senat	Senate
is	is	is
expected	expect	expected
to	to	to
be	be	be
New	new	New
York	york	York
s	s	s
Chuck	chuck	Chuck
Schumer	schumer	Schumer
.	.	.

The	the	The
Republicans	republican	Republicans
this	this	this
year	year	year
were	were	were
defending	defend	defending
24	24	24
seats	seat	seat
.	.	.

The	the	The
Democrats	democrat	Democrats
defended	defend	defended
10	10	10
seats	seat	seat
and	and	and
gained	gain	gained
only	onli	only
one	one	one
,	,	,
in	in	in
Illinois	illinoi	Illinois
.	.	.

U	u	U
.	.	.
S	s	S
.	.	.
House	hous	House
,	,	,
435	435	435
seats	seat	seat
Television	televis	Television
networks	network	network
declared	declar	declared
that	that	that
Republicans	republican	Republicans
,	,	,
as	as	a
expected	expect	expected
,	,	,
retained	retain	retained
their	their	their
majority	major	majority
in	in	in
the	the	the
House	hous	House
of	of	of
Representatives	repres	Representatives
and	and	and
lost	lost	lost
fewer	fewer	fewer
seats	seat	seat
than	than	than
anticipated	anticip	anticipated
.	.	.

Members	member	Members
of	of	of
the	the	the
House	hous	House
serve	serv	serve
two	two	two
-year	-year	-year
terms	term	term
and	and	and
all	all	all
are	are	are
up	up	up
for	for	for
re	re	re
-election	-elect	-election
every	everi	every
two	two	two
years	year	year
.	.	.

To	to	To
advance	advanc	advance
most	most	most
bills	bill	bill
in	in	in
the	the	the
House	hous	House
,	,	,
218	218	218
votes	vote	vote
or	or	or
more	more	more
are	are	are
needed	need	needed
.	.	.

Republicans	republican	Republicans
went	went	went
into	into	into
the	the	the
elections	elect	election
holding	hold	holding
246	246	246
seats	seat	seat
to	to	to
the	the	the
Democrats	democrat	Democrats
186	186	186
.	.	.

There	there	There
were	were	were
three	three	three
vacancies	vacanc	vacancy
.	.	.

The	the	The
Republican	republican	Republican
leader	leader	leader
is	is	is
Speaker	speaker	Speaker
Paul	paul	Paul
Ryan	ryan	Ryan
of	of	of
Wisconsin	wisconsin	Wisconsin
;	;	;
the	the	the
Democrats	democrat	Democrats
leader	leader	leader
is	is	is
Nancy	nanci	Nancy
Pelosi	pelosi	Pelosi
of	of	of
California	california	California
.	.	.

To	to	To
win	win	win
a	a	a
majority	major	majority
,	,	,
Democrats	democrat	Democrats
had	had	had
needed	need	needed
to	to	to
gain	gain	gain
30	30	30
seats	seat	seat
.	.	.

In	in	In
a	a	a
blow	blow	blow
to	to	to
Democrats	democrat	Democrats
,	,	,
Republicans	republican	Republicans
were	were	were
on	on	on
pace	pace	pace
to	to	to
lose	lose	lose
only	onli	only
nine	nine	nine
seats	seat	seat
in	in	in
the	the	the
House	hous	House
,	,	,
well	well	well
below	below	below
the	the	the
double	doubl	double
-digit	-digit	-digit
losses	loss	loss
some	some	some
analysts	analyst	analyst
had	had	had
predicted	predict	predicted
.	.	.

Senate	senat	Senate
races	race	race
,	,	,
with	with	with
results	result	result
from	from	from
television	televis	television
projections	project	projection
and	and	and
state	state	state
election	elect	election
offices	offic	office
Alabama	alabama	Alabama
-	-	-
Senate	senat	Senate
Banking	bank	Banking
Committee	committe	Committee
Chairman	chairman	Chairman
Richard	richard	Richard
Shelby	shelbi	Shelby
,	,	,
as	as	a
expected	expect	expected
,	,	,
won	won	won
a	a	a
sixth	sixth	sixth
term	term	term
,	,	,
defeating	defeat	defeating
Democrat	democrat	Democrat
Ron	ron	Ron
Crumpton	crumpton	Crumpton
.	.	.

Alaska	alaska	Alaska
-	-	-
Republican	republican	Republican
Senator	senat	Senator
Lisa	lisa	Lisa
Murkowski	murkowski	Murkowski
defeated	defeat	defeated
Democratic	democrat	Democratic
challenger	challeng	challenger
Ray	ray	Ray
Metcalfe	metcalf	Metcalfe
.	.	.

Arizona	arizona	Arizona
-	-	-
Veteran	veteran	Veteran
Republican	republican	Republican
Senator	senat	Senator
John	john	John
McCain	mccain	McCain
,	,	,
80	80	80
,	,	,
defeated	defeat	defeated
Democratic	democrat	Democratic
U	u	U
.	.	.
S	s	S
.	.	.
Representative	repres	Representative
Ann	ann	Ann
Kirkpatrick	kirkpatrick	Kirkpatrick
,	,	,
66	66	66
.	.	.

Arkansas	arkansa	Arkansas
-	-	-
Republican	republican	Republican
Senator	senat	Senator
John	john	John
Boozman	boozman	Boozman
beat	beat	beat
Democrat	democrat	Democrat
Conner	conner	Conner
Eldridge	eldridg	Eldridge
.	.	.

California	california	California
-	-	-
State	state	State
Attorney	attorney	Attorney
General	general	General
Kamala	kamala	Kamala
Harris	harri	Harris
,	,	,
a	a	a
Democrat	democrat	Democrat
,	,	,
won	won	won
the	the	the
seat	seat	seat
held	held	held
by	by	by
retiring	retir	retiring
Democratic	democrat	Democratic
Senator	senat	Senator
Barbara	barbara	Barbara
Boxer	boxer	Boxer
.	.	.

Harris	harri	Harris
defeated	defeat	defeated
fellow	fellow	fellow
Democrat	democrat	Democrat
Loretta	loretta	Loretta
Sanchez	sanchez	Sanchez
.	.	.

Colorado	colorado	Colorado
-	-	-
Democratic	democrat	Democratic
Senator	senat	Senator
Michael	michael	Michael
Bennet	bennet	Bennet
won	won	won
a	a	a
third	third	third
term	term	term
,	,	,
turning	turn	turning
back	back	back
a	a	a
challenge	challeng	challenge
from	from	from
Republican	republican	Republican
Darryl	darryl	Darryl
Glenn	glenn	Glenn
.	.	.

Connecticut	connecticut	Connecticut
-	-	-
Democratic	democrat	Democratic
Senator	senat	Senator
Richard	richard	Richard
