Token	Stem	Lemma
WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
Representatives	repres	Representatives
of	of	of
Facebook	facebook	Facebook
Twitter	twitter	Twitter
and	and	and
Google	googl	Google
have	have	have
been	been	been
asked	ask	asked
to	to	to
appear	appear	appear
on	on	on
Nov	nov	Nov
1	1	1
at	at	at
hearings	hear	hearing
on	on	on
alleged	alleg	alleged
Russian	russian	Russian
interference	interfer	interference
in	in	in
U	u	U
S	s	S
politics	polit	politics
called	call	called
by	by	by
the	the	the
U	u	U
S	s	S
Senate	senat	Senate
and	and	and
House	hous	House
Intelligence	intellig	Intelligence
Committees	committe	Committees
officials	offici	official
said	said	said
Facebook	facebook	Facebook
and	and	and
Twitter	twitter	Twitter
have	have	have
already	alreadi	already
agreed	agre	agreed
to	to	to
send	send	send
representatives	repres	representative
to	to	to
the	the	the
Senate	senat	Senate
committee	committe	committee
hearing	hear	hearing
a	a	a
Congressional	congression	Congressional
official	offici	official
said	said	said
An	an	An
official	offici	official
knowledgeable	knowledg	knowledgeable
about	about	about
House	hous	House
committee	committe	committee
plans	plan	plan
declined	declin	declined
to	to	to
disclosed	disclos	disclosed
whether	whether	whether
the	the	the
companies	compani	company
have	have	have
agreed	agre	agreed
to	to	to
send	send	send
representatives	repres	representative
to	to	to
its	it	it
hearing	hear	hearing
Sources	sourc	Sources
said	said	said
that	that	that
Google	googl	Google
had	had	had
not	not	not
yet	yet	yet
notified	notifi	notified
the	the	the
committees	committe	committee
that	that	that
it	it	it
would	would	would
send	send	send
representatives	repres	representative
to	to	to
the	the	the
hearings	hear	hearing
though	though	though
ultimately	ultim	ultimately
the	the	the
company	compani	company
was	was	wa
likely	like	likely
to	to	to
do	do	do
so	so	so
