WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
Part	part	Part
of	of	of
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
State	state	State
Department	depart	Department
briefing	brief	briefing
video	video	video
about	about	about
secret	secret	secret
U	u	U
.	.	.
S	s	S
.	.	.
-Iran	-iran	-Iran
nuclear	nuclear	nuclear
talks	talk	talk
was	was	wa
deliberately	deliber	deliberately
deleted	delet	deleted
at	at	at
the	the	the
request	request	request
of	of	of
an	an	an
unknown	unknown	unknown
official	offici	official
before	befor	before
it	it	it
was	was	wa
posted	post	posted
to	to	to
an	an	an
online	onlin	online
archive	archiv	archive
,	,	,
the	the	the
department	depart	department
said	said	said
on	on	on
Wednesday	wednesday	Wednesday
.	.	.
The	the	The
excised	excis	excised
portion	portion	portion
of	of	of
the	the	the
Dec	dec	Dec
.	.	.
2	2	2
,	,	,
2013	2013	2013
,	,	,
briefing	brief	briefing
included	includ	included
a	a	a
question	question	question
about	about	about
whether	whether	whether
an	an	an
earlier	earlier	earlier
spokeswoman	spokeswoman	spokeswoman
for	for	for
the	the	the
department	depart	department
had	had	had
misled	misl	misled
reporters	report	reporter
about	about	about
whether	whether	whether
the	the	the
United	unit	United
States	state	States
was	was	wa
holding	hold	holding
secret	secret	secret
direct	direct	direct
nuclear	nuclear	nuclear
talks	talk	talk
with	with	with
Iran	iran	Iran
.	.	.
The	the	The
State	state	State
Department	depart	Department
initially	initi	initially
said	said	said
it	it	it
believed	believ	believed
a	a	a
glitch	glitch	glitch
caused	caus	caused
the	the	the
gap	gap	gap
but	but	but
on	on	on
Wednesday	wednesday	Wednesday
said	said	said
an	an	an
internal	intern	internal
inquiry	inquiri	inquiry
found	found	found
it	it	it
was	was	wa
a	a	a
deliberate	deliber	deliberate
omission	omiss	omission
.	.	.
However	howev	However
,	,	,
it	it	it
said	said	said
no	no	no
rules	rule	rule
were	were	were
broken	broken	broken
because	becaus	because
none	none	none
existed	exist	existed
governing	govern	governing
the	the	the
integrity	integr	integrity
of	of	of
the	the	the
briefing	brief	briefing
transcript	transcript	transcript
and	and	and
video	video	video
.	.	.
Rules	rule	Rules
are	are	are
now	now	now
being	be	being
put	put	put
in	in	in
place	place	place
.	.	.
The	the	The
inquiry	inquiri	inquiry
was	was	wa
carried	carri	carried
out	out	out
by	by	by
the	the	the
department	depart	department
s	s	s
Office	offic	Office
of	of	of
the	the	the
Legal	legal	Legal
Adviser	advis	Adviser
at	at	at
the	the	the
request	request	request
of	of	of
State	state	State
Department	depart	Department
spokesman	spokesman	spokesman
John	john	John
Kirby	kirbi	Kirby
,	,	,
who	who	who
is	is	is
also	also	also
assistant	assist	assistant
secretary	secretari	secretary
of	of	of
the	the	the
department	depart	department
s	s	s
Bureau	bureau	Bureau
of	of	of
Public	public	Public
Affairs	affair	Affairs
.	.	.
In	in	In
so	so	so
doing	do	doing
,	,	,
they	they	they
learned	learn	learned
that	that	that
a	a	a
specific	specif	specific
request	request	request
was	was	wa
made	made	made
to	to	to
excise	excis	excise
that	that	that
portion	portion	portion
of	of	of
the	the	the
briefing	brief	briefing
.	.	.
We	we	We
do	do	do
not	not	not
know	know	know
who	who	who
made	made	made
the	the	the
request	request	request
to	to	to
edit	edit	edit
the	the	the
video	video	video
or	or	or
why	whi	why
it	it	it
was	was	wa
made	made	made
,	,	,
Kirby	kirbi	Kirby
told	told	told
reporters	report	reporter
at	at	at
his	his	his
daily	daili	daily
briefing	brief	briefing
.	.	.
The	the	The
video	video	video
editor	editor	editor
who	who	who
received	receiv	received
the	the	the
request	request	request
by	by	by
telephone	telephon	telephone
does	doe	doe
not	not	not
remember	rememb	remember
anything	anyth	anything
other	other	other
than	than	than
that	that	that
the	the	the
caller	caller	caller
was	was	wa
passing	pass	passing
on	on	on
a	a	a
request	request	request
from	from	from
someone	someon	someone
else	els	else
in	in	in
the	the	the
Public	public	Public
Affairs	affair	Affairs
bureau	bureau	bureau
,	,	,
Kirby	kirbi	Kirby
added	ad	added
.	.	.
Speaking	speak	Speaking
on	on	on
condition	condit	condition
of	of	of
anonymity	anonym	anonymity
,	,	,
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
State	state	State
Department	depart	Department
official	offici	official
said	said	said
the	the	the
editor	editor	editor
discussed	discuss	discussed
the	the	the
request	request	request
with	with	with
her	her	her
supervisor	supervisor	supervisor
and	and	and
concluded	conclud	concluded
that	that	that
it	it	it
came	came	came
from	from	from
a	a	a
level	level	level
of	of	of
credibility	credibl	credibility
and	and	and
authority	author	authority
high	high	high
enough	enough	enough
that	that	that
they	they	they
should	should	should
act	act	act
on	on	on
the	the	the
request	request	request
.	.	.
Kirby	kirbi	Kirby
said	said	said
the	the	the
video	video	video
had	had	had
been	been	been
replaced	replac	replaced
some	some	some
time	time	time
ago	ago	ago
with	with	with
a	a	a
full	full	full
version	version	version
that	that	that
was	was	wa
archived	archiv	archived
with	with	with
the	the	the
Defense	defens	Defense
Department	depart	Department
.	.	.
He	he	He
said	said	said
the	the	the
transcript	transcript	transcript
of	of	of
the	the	the
briefing	brief	briefing
had	had	had
always	alway	always
been	been	been
available	avail	available
online	onlin	online
and	and	and
had	had	had
not	not	not
been	been	been
modified	modifi	modified
.	.	.
