JERUSALEM	jerusalem	JERUSALEM
LONDON	london	LONDON
Reuters	reuter	Reuters
-	-	-
An	an	An
Iranian	iranian	Iranian
blogger	blogger	blogger
granted	grant	granted
asylum	asylum	asylum
in	in	in
Israel	israel	Israel
has	has	ha
been	been	been
questioned	question	questioned
by	by	by
its	it	it
Shin	shin	Shin
Bet	bet	Bet
internal	intern	internal
security	secur	security
service	servic	service
on	on	on
suspicion	suspicion	suspicion
of	of	of
illegal	illeg	illegal
communication	communic	communication
with	with	with
Iran	iran	Iran
,	,	,
an	an	an
Israeli	isra	Israeli
official	offici	official
said	said	said
on	on	on
Friday	friday	Friday
.	.	.

Israel	israel	Israel
admitted	admit	admitted
Neda	neda	Neda
Amin	amin	Amin
,	,	,
33	33	33
,	,	,
who	who	who
was	was	wa
previously	previous	previously
based	base	based
in	in	in
Turkey	turkey	Turkey
,	,	,
on	on	on
humanitarian	humanitarian	humanitarian
grounds	ground	ground
in	in	in
August	august	August
,	,	,
saying	say	saying
that	that	that
she	she	she
faced	face	faced
forced	forc	forced
repatriation	repatri	repatriation
to	to	to
Iran	iran	Iran
and	and	and
would	would	would
be	be	be
at	at	at
risk	risk	risk
given	given	given
her	her	her
writings	write	writing
for	for	for
an	an	an
Israeli	isra	Israeli
news	news	news
site	site	site
.	.	.

Amin	amin	Amin
,	,	,
who	who	who
is	is	is
originally	origin	originally
from	from	from
Tehran	tehran	Tehran
,	,	,
says	say	say
her	her	her
father	father	father
was	was	wa
Jewish	jewish	Jewish
.	.	.

Israeli	isra	Israeli
law	law	law
bars	bar	bar
contact	contact	contact
with	with	with
the	the	the
military	militari	military
or	or	or
similar	similar	similar
state	state	state
agencies	agenc	agency
of	of	of
its	it	it
enemy	enemi	enemy
Iran	iran	Iran
.	.	.

As	as	As
home	home	home
to	to	to
thousands	thousand	thousand
of	of	of
Iranian	iranian	Iranian
Jewish	jewish	Jewish
immigrants	immigr	immigrant
,	,	,
Israel	israel	Israel
has	has	ha
in	in	in
the	the	the
past	past	past
allowed	allow	allowed
citizens	citizen	citizen
to	to	to
visit	visit	visit
family	famili	family
in	in	in
Iran	iran	Iran
.	.	.

But	but	But
it	it	it
outlawed	outlaw	outlawed
these	these	these
trips	trip	trip
a	a	a
decade	decad	decade
ago	ago	ago
over	over	over
Shin	shin	Shin
Bet	bet	Bet
concerns	concern	concern
that	that	that
Tehran	tehran	Tehran
could	could	could
recruit	recruit	recruit
them	them	them
as	as	a
spies	spi	spy
.	.	.

A	a	A
Shin	shin	Shin
Bet	bet	Bet
statement	statement	statement
said	said	said
that	that	that
,	,	,
after	after	after
moving	move	moving
to	to	to
Israel	israel	Israel
,	,	,
Amin	amin	Amin
communicated	communic	communicated
with	with	with
Iranian	iranian	Iranian
representatives	repres	representative
and	and	and
was	was	wa
questioned	question	questioned
about	about	about
this	this	this
by	by	by
the	the	the
security	secur	security
service	servic	service
,	,	,
whose	whose	whose
responsibilities	respons	responsibility
include	includ	include
counter	counter	counter
-espionage	-espionag	-espionage
.	.	.

