Reuters	reuter	Reuters
-	-	-
Peruvian	peruvian	Peruvian
villagers	villag	villager
suing	su	suing
miner	miner	miner
Glencore	glencor	Glencore
will	will	will
argue	argu	argue
in	in	in
London	london	London
s	s	s
High	high	High
Court	court	Court
next	next	next
week	week	week
that	that	that
the	the	the
company	compani	company
should	should	should
be	be	be
held	held	held
liable	liabl	liable
over	over	over
their	their	their
allegations	alleg	allegation
they	they	they
were	were	were
abused	abus	abused
by	by	by
Peruvian	peruvian	Peruvian
police	polic	police
,	,	,
the	the	the
law	law	law
firm	firm	firm
representing	repres	representing
them	them	them
said	said	said
on	on	on
Tuesday	tuesday	Tuesday
.	.	.

The	the	The
allegations	alleg	allegation
,	,	,
to	to	to
be	be	be
presented	present	presented
in	in	in
a	a	a
10	10	10
-day	-day	-day
hearing	hear	hearing
that	that	that
starts	start	start
on	on	on
Monday	monday	Monday
,	,	,
illustrates	illustr	illustrates
potential	potenti	potential
legal	legal	legal
risks	risk	risk
for	for	for
mining	mine	mining
companies	compani	company
that	that	that
sign	sign	sign
pacts	pact	pact
with	with	with
Peruvian	peruvian	Peruvian
police	polic	police
for	for	for
the	the	the
provision	provis	provision
of	of	of
security	secur	security
services	servic	service
at	at	at
their	their	their
operations	oper	operation
.	.	.

The	the	The
lawsuit	lawsuit	lawsuit
by	by	by
22	22	22
Peruvians	peruvian	Peruvians
said	said	said
that	that	that
Xstrata	xstrata	Xstrata
,	,	,
acquired	acquir	acquired
by	by	by
Glencore	glencor	Glencore
in	in	in
2013	2013	2013
,	,	,
failed	fail	failed
to	to	to
take	take	take
reasonable	reason	reasonable
steps	step	step
to	to	to
prevent	prevent	prevent
abuses	abus	abuse
by	by	by
police	polic	police
in	in	in
deadly	dead	deadly
protests	protest	protest
at	at	at
the	the	the
Tintaya	tintaya	Tintaya
copper	copper	copper
mine	mine	mine
in	in	in
2012	2012	2012
,	,	,
said	said	said
London	london	London
law	law	law
firm	firm	firm
Leigh	leigh	Leigh
Day	day	Day
.	.	.

Xstrata	xstrata	Xstrata
paid	paid	paid
,	,	,
fed	fed	fed
and	and	and
provided	provid	provided
lodging	lodg	lodging
for	for	for
police	polic	police
and	and	and
knew	knew	knew
or	or	or
should	should	should
have	have	have
known	known	known
that	that	that
Peru	peru	Peru
s	s	s
police	polic	police
tend	tend	tend
to	to	to
use	use	use
excessive	excess	excessive
force	forc	force
,	,	,
Leigh	leigh	Leigh
Day	day	Day
said	said	said
.	.	.

Glencore	glencor	Glencore
said	said	said
Xstrata	xstrata	Xstrata
was	was	wa
not	not	not
responsible	respons	responsible
for	for	for
actions	action	action
taken	taken	taken
by	by	by
the	the	the
Peruvian	peruvian	Peruvian
National	nation	National
Police	polic	Police
PNP	pnp	PNP
in	in	in
policing	polic	policing
the	the	the
protests	protest	protest
and	and	and
noted	note	noted
that	that	that
the	the	the
lawsuit	lawsuit	lawsuit
does	doe	doe
not	not	not
allege	alleg	allege
that	that	that
Xstrata	xstrata	Xstrata
or	or	or
the	the	the
mine	mine	mine
s	s	s
private	privat	private
security	secur	security
force	forc	force
harmed	harm	harmed
anyone	anyon	anyone
.	.	.

Xstrata	xstrata	Xstrata
appealed	appeal	appealed
to	to	to
the	the	the
PNP	pnp	PNP
to	to	to
respect	respect	respect
the	the	the
human	human	human
rights	right	right
of	of	of
protesters	protest	protester
before	befor	before
and	and	and
during	dure	during
the	the	the
protest	protest	protest
,	,	,
Glencore	glencor	Glencore
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.

Like	like	Like
many	mani	many
mining	mine	mining
companies	compani	company
in	in	in
Peru	peru	Peru
,	,	,
Xstrata	xstrata	Xstrata
had	had	had
signed	sign	signed
an	an	an
agreement	agreement	agreement
with	with	with
Peru	peru	Peru
s	s	s
national	nation	national
police	polic	police
for	for	for
the	the	the
provision	provis	provision
of	of	of
security	secur	security
services	servic	service
at	at	at
Tintaya	tintaya	Tintaya
,	,	,
which	which	which
stopped	stop	stopped
operating	oper	operating
in	in	in
2013	2013	2013
.	.	.

The	the	The
agreements	agreement	agreement
,	,	,
which	which	which
usually	usual	usually
include	includ	include
payment	payment	payment
for	for	for
police	polic	police
,	,	,
have	have	have
long	long	long
been	been	been
criticized	critic	criticized
by	by	by
activists	activist	activist
who	who	who
say	say	say
it	it	it
creates	creat	creates
a	a	a
police	polic	police
force	forc	force
loyal	loyal	loyal
to	to	to
companies	compani	company
instead	instead	instead
of	of	of
the	the	the
broader	broader	broader
public	public	public
.	.	.

Defenders	defend	Defenders
of	of	of
the	the	the
agreements	agreement	agreement
say	say	say
that	that	that
they	they	they
allow	allow	allow
companies	compani	company
to	to	to
pay	pay	pay
for	for	for
their	their	their
policing	polic	policing
needs	need	need
in	in	in
poor	poor	poor
,	,	,
remote	remot	remote
regions	region	region
where	where	where
they	they	they
tend	tend	tend
to	to	to
operate	oper	operate
alongside	alongsid	alongside
villages	villag	village
that	that	that
lack	lack	lack
basic	basic	basic
services	servic	service
.	.	.

Leigh	leigh	Leigh
Day	day	Day
law	law	law
firm	firm	firm
said	said	said
that	that	that
a	a	a
Peruvian	peruvian	Peruvian
villager	villag	villager
believed	believ	believed
to	to	to
have	have	have
been	been	been
shot	shot	shot
by	by	by
police	polic	police
in	in	in
the	the	the
2012	2012	2012
unrest	unrest	unrest
will	will	will
attend	attend	attend
the	the	the
hearing	hear	hearing
.	.	.

The	the	The
case	case	case
will	will	will
be	be	be
determined	determin	determined
under	under	under
Peruvian	peruvian	Peruvian
law	law	law
,	,	,
the	the	the
firm	firm	firm
said	said	said
.	.	.

