WASHINGTON	washington	WASHINGTON
NEW	new	NEW
YORK	york	YORK
Reuters	reuter	Reuters
-	-	-
Opposition	opposit	Opposition
has	has	ha
grown	grown	grown
among	among	among
Americans	american	Americans
to	to	to
a	a	a
Republican	republican	Republican
tax	tax	tax
plan	plan	plan
before	befor	before
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Congress	congress	Congress
,	,	,
with	with	with
49	49	49
percent	percent	percent
of	of	of
people	peopl	people
who	who	who
were	were	were
aware	awar	aware
of	of	of
the	the	the
measure	measur	measure
saying	say	saying
they	they	they
opposed	oppos	opposed
it	it	it
,	,	,
up	up	up
from	from	from
41	41	41
percent	percent	percent
in	in	in
October	octob	October
,	,	,
according	accord	according
to	to	to
a	a	a
Reuters	reuter	Reuters
Ipsos	ipso	Ipsos
poll	poll	poll
released	releas	released
on	on	on
Wednesday	wednesday	Wednesday
.	.	.
Congressional	congression	Congressional
Republicans	republican	Republicans
are	are	are
trying	tri	trying
to	to	to
rush	rush	rush
their	their	their
tax	tax	tax
legislation	legisl	legislation
to	to	to
a	a	a
vote	vote	vote
on	on	on
the	the	the
Senate	senat	Senate
floor	floor	floor
before	befor	before
the	the	the
end	end	end
of	of	of
the	the	the
week	week	week
.	.	.
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
strongly	strong	strongly
backs	back	back
the	the	the
bill	bill	bill
and	and	and
wants	want	want
to	to	to
sign	sign	sign
it	it	it
into	into	into
law	law	law
before	befor	before
the	the	the
end	end	end
of	of	of
the	the	the
year	year	year
.	.	.
In	in	In
addition	addit	addition
to	to	to
the	the	the
49	49	49
percent	percent	percent
who	who	who
said	said	said
they	they	they
opposed	oppos	opposed
the	the	the
Republican	republican	Republican
tax	tax	tax
bill	bill	bill
,	,	,
29	29	29
percent	percent	percent
said	said	said
they	they	they
supported	support	supported
it	it	it
and	and	and
22	22	22
percent	percent	percent
said	said	said
they	they	they
don	don	don
t	t	t
know	know	know
,	,	,
according	accord	according
to	to	to
the	the	the
Reuters	reuter	Reuters
Ipsos	ipso	Ipsos
opinion	opinion	opinion
poll	poll	poll
of	of	of
1	1	1
,	,	,
257	257	257
adults	adult	adult
conducted	conduct	conducted
from	from	from
Thursday	thursday	Thursday
to	to	to
Monday	monday	Monday
.	.	.
When	when	When
asked	ask	asked
who	who	who
stands	stand	stand
to	to	to
benefit	benefit	benefit
most	most	most
from	from	from
the	the	the
plan	plan	plan
,	,	,
more	more	more
than	than	than
half	half	half
of	of	of
all	all	all
American	american	American
adults	adult	adult
surveyed	survey	surveyed
selected	select	selected
either	either	either
the	the	the
wealthy	wealthi	wealthy
or	or	or
large	larg	large
U	u	U
.	.	.
S	s	S
.	.	.
corporations	corpor	corporation
.	.	.
Fourteen	fourteen	Fourteen
percent	percent	percent
chose	chose	chose
all	all	all
Americans	american	Americans
,	,	,
6	6	6
percent	percent	percent
picked	pick	picked
the	the	the
middle	middl	middle
class	class	class
and	and	and
2	2	2
percent	percent	percent
chose	chose	chose
lower	lower	lower
-income	-incom	-income
Americans	american	Americans
.	.	.
The	the	The
tax	tax	tax
bill	bill	bill
being	be	being
crafted	craft	crafted
in	in	in
the	the	the
Senate	senat	Senate
would	would	would
slash	slash	slash
the	the	the
corporate	corpor	corporate
tax	tax	tax
rate	rate	rate
,	,	,
eliminate	elimin	eliminate
some	some	some
taxes	tax	tax
paid	paid	paid
only	onli	only
by	by	by
rich	rich	rich
Americans	american	Americans
and	and	and
offer	offer	offer
a	a	a
mixed	mix	mixed
bag	bag	bag
or	or	or
temporary	temporari	temporary
tax	tax	tax
cuts	cut	cut
for	for	for
other	other	other
individuals	individu	individual
and	and	and
families	famili	family
.	.	.
As	as	As
congressional	congression	congressional
discussion	discuss	discussion
on	on	on
the	the	the
bill	bill	bill
has	has	ha
unfolded	unfold	unfolded
,	,	,
public	public	public
opposition	opposit	opposition
to	to	to
it	it	it
has	has	ha
risen	risen	risen
,	,	,
on	on	on
average	averag	average
,	,	,
following	follow	following
Trump	trump	Trump
s	s	s
unveiling	unveil	unveiling
of	of	of
a	a	a
nine	nine	nine
-page	-page	-page
framework	framework	framework
on	on	on
Sept	sept	Sept
.	.	.
27	27	27
that	that	that
started	start	started
the	the	the
debate	debat	debate
in	in	in
earnest	earnest	earnest
,	,	,
Reuters	reuter	Reuters
Ipsos	ipso	Ipsos
polling	poll	polling
showed	show	showed
.	.	.
On	on	On
Oct	oct	Oct
.	.	.
24	24	24
,	,	,
for	for	for
example	exampl	example
,	,	,
among	among	among
adults	adult	adult
who	who	who
said	said	said
they	they	they
had	had	had
heard	heard	heard
of	of	of
the	the	the
tax	tax	tax
reform	reform	reform
plan	plan	plan
recently	recent	recently
proposed	propos	proposed
by	by	by
congressional	congression	congressional
Republicans	republican	Republicans
,	,	,
41	41	41
percent	percent	percent
said	said	said
they	they	they
opposed	oppos	opposed
it	it	it
,	,	,
while	while	while
31	31	31
percent	percent	percent
said	said	said
they	they	they
don	don	don
t	t	t
know	know	know
and	and	and
just	just	just
28	28	28
percent	percent	percent
said	said	said
they	they	they
supported	support	supported
it	it	it
.	.	.
Trump	trump	Trump
and	and	and
his	his	his
fellow	fellow	fellow
Republicans	republican	Republicans
are	are	are
determined	determin	determined
to	to	to
make	make	make
a	a	a
tax	tax	tax
code	code	code
overhaul	overhaul	overhaul
their	their	their
first	first	first
major	major	major
legislative	legisl	legislative
win	win	win
since	sinc	since
taking	take	taking
control	control	control
of	of	of
the	the	the
White	white	White
House	hous	House
and	and	and
Congress	congress	Congress
in	in	in
January	januari	January
.	.	.
The	the	The
House	hous	House
of	of	of
Representatives	repres	Representatives
on	on	on
Nov	nov	Nov
.	.	.
16	16	16
approved	approv	approved
its	it	it
own	own	own
tax	tax	tax
bill	bill	bill
.	.	.
The	the	The
Senate	senat	Senate
is	is	is
expected	expect	expected
to	to	to
decide	decid	decide
on	on	on
Wednesday	wednesday	Wednesday
whether	whether	whether
to	to	to
begin	begin	begin
debating	debat	debating
its	it	it
proposal	propos	proposal
,	,	,
as	as	a
the	the	the
measure	measur	measure
moves	move	move
toward	toward	toward
a	a	a
decisive	decis	decisive
floor	floor	floor
vote	vote	vote
later	later	later
this	this	this
week	week	week
.	.	.
The	the	The
two	two	two
chambers	chamber	chamber
would	would	would
need	need	need
to	to	to
reconcile	reconcil	reconcile
differences	differ	difference
between	between	between
their	their	their
plans	plan	plan
before	befor	before
legislation	legisl	legislation
could	could	could
be	be	be
sent	sent	sent
to	to	to
the	the	the
White	white	White
House	hous	House
for	for	for
Trump	trump	Trump
s	s	s
signature	signatur	signature
.	.	.
In	in	In
the	the	the
Nov	nov	Nov
.	.	.
23	23	23
-27	-27	-27
poll	poll	poll
,	,	,
59	59	59
percent	percent	percent
of	of	of
Republicans	republican	Republicans
supported	support	supported
the	the	the
tax	tax	tax
bill	bill	bill
,	,	,
26	26	26
percent	percent	percent
said	said	said
they	they	they
did	did	did
not	not	not
know	know	know
and	and	and
15	15	15
percent	percent	percent
opposed	oppos	opposed
it	it	it
.	.	.
Among	among	Among
Democrats	democrat	Democrats
,	,	,
82	82	82
percent	percent	percent
opposed	oppos	opposed
it	it	it
,	,	,
11	11	11
percent	percent	percent
said	said	said
they	they	they
did	did	did
not	not	not
know	know	know
and	and	and
8	8	8
percent	percent	percent
supported	support	supported
it	it	it
.	.	.
The	the	The
online	onlin	online
poll	poll	poll
has	has	ha
a	a	a
credibility	credibl	credibility
interval	interv	interval
,	,	,
a	a	a
measure	measur	measure
of	of	of
accuracy	accuraci	accuracy
,	,	,
of	of	of
3	3	3
percentage	percentag	percentage
points	point	point
.	.	.
