WASHINGTON	washington	WASHINGTON
SPRING	spring	SPRING
,	,	,
Tx	tx	Tx
.	.	.
Reuters	reuter	Reuters
-	-	-
The	the	The
United	unit	United
States	state	States
will	will	will
not	not	not
make	make	make
an	an	an
exception	except	exception
for	for	for
American	american	American
companies	compani	company
,	,	,
including	includ	including
oil	oil	oil
major	major	major
Exxon	exxon	Exxon
Mobil	mobil	Mobil
Corp	corp	Corp
,	,	,
seeking	seek	seeking
to	to	to
drill	drill	drill
in	in	in
areas	area	area
prohibited	prohibit	prohibited
by	by	by
U	u	U
.	.	.
S	s	S
.	.	.
sanctions	sanction	sanction
on	on	on
Russia	russia	Russia
,	,	,
Treasury	treasuri	Treasury
Secretary	secretari	Secretary
Steven	steven	Steven
Mnuchin	mnuchin	Mnuchin
said	said	said
on	on	on
Friday	friday	Friday
.	.	.
The	the	The
unusually	unusu	unusually
direct	direct	direct
statement	statement	statement
served	serv	served
to	to	to
clarify	clarifi	clarify
that	that	that
the	the	the
United	unit	United
States	state	States
would	would	would
maintain	maintain	maintain
a	a	a
tough	tough	tough
stance	stanc	stance
on	on	on
sanctions	sanction	sanction
against	against	against
Moscow	moscow	Moscow
.	.	.
In	in	In
consultation	consult	consultation
with	with	with
President	presid	President
Donald	donald	Donald
J	j	J
.	.	.
Trump	trump	Trump
,	,	,
the	the	the
Treasury	treasuri	Treasury
Department	depart	Department
will	will	will
not	not	not
be	be	be
issuing	issu	issuing
waivers	waiver	waiver
to	to	to
U	u	U
.	.	.
S	s	S
.	.	.
companies	compani	company
,	,	,
including	includ	including
Exxon	exxon	Exxon
,	,	,
authorizing	author	authorizing
drilling	drill	drilling
prohibited	prohibit	prohibited
by	by	by
current	current	current
Russian	russian	Russian
sanctions	sanction	sanction
,	,	,
Mnuchin	mnuchin	Mnuchin
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.
The	the	The
United	unit	United
States	state	States
and	and	and
European	european	European
Union	union	Union
imposed	impos	imposed
economic	econom	economic
sanctions	sanction	sanction
on	on	on
Russia	russia	Russia
over	over	over
its	it	it
annexation	annex	annexation
of	of	of
the	the	the
Crimea	crimea	Crimea
region	region	region
in	in	in
2014	2014	2014
and	and	and
its	it	it
role	role	role
in	in	in
the	the	the
conflict	conflict	conflict
in	in	in
eastern	eastern	eastern
Ukraine	ukrain	Ukraine
.	.	.
The	the	The
sanctions	sanction	sanction
forced	forc	forced
Exxon	exxon	Exxon
,	,	,
the	the	the
world	world	world
s	s	s
largest	largest	largest
publicly	public	publicly
traded	trade	traded
oil	oil	oil
producer	produc	producer
,	,	,
to	to	to
wind	wind	wind
down	down	down
drilling	drill	drilling
in	in	in
Russia	russia	Russia
s	s	s
Arctic	arctic	Arctic
in	in	in
2014	2014	2014
.	.	.
We	we	We
understand	understand	understand
the	the	the
statement	statement	statement
today	today	today
by	by	by
Secretary	secretari	Secretary
Mnuchin	mnuchin	Mnuchin
in	in	in
consultation	consult	consultation
with	with	with
President	presid	President
Trump	trump	Trump
,	,	,
Exxon	exxon	Exxon
spokesman	spokesman	spokesman
Alan	alan	Alan
Jeffers	jeffer	Jeffers
said	said	said
.	.	.
Exxon	exxon	Exxon
had	had	had
asked	ask	asked
for	for	for
and	and	and
received	receiv	received
in	in	in
2015	2015	2015
and	and	and
2016	2016	2016
waivers	waiver	waiver
to	to	to
operate	oper	operate
a	a	a
joint	joint	joint
venture	ventur	venture
with	with	with
Russian	russian	Russian
oil	oil	oil
producer	produc	producer
Rosneft	rosneft	Rosneft
in	in	in
Russia	russia	Russia
.	.	.
European	european	European
Union	union	Union
sanctions	sanction	sanction
do	do	do
not	not	not
keep	keep	keep
European	european	European
oil	oil	oil
companies	compani	company
from	from	from
operating	oper	operating
in	in	in
Russia	russia	Russia
,	,	,
a	a	a
point	point	point
of	of	of
annoyance	annoy	annoyance
for	for	for
Exxon	exxon	Exxon
.	.	.
The	the	The
Wall	wall	Wall
Street	street	Street
Journal	journal	Journal
reported	report	reported
this	this	this
week	week	week
that	that	that
Exxon	exxon	Exxon
had	had	had
in	in	in
recent	recent	recent
months	month	month
applied	appli	applied
for	for	for
a	a	a
Treasury	treasuri	Treasury
Department	depart	Department
waiver	waiver	waiver
to	to	to
drill	drill	drill
with	with	with
Rosneft	rosneft	Rosneft
.	.	.
Jeffers	jeffer	Jeffers
said	said	said
Exxon	exxon	Exxon
had	had	had
not	not	not
applied	appli	applied
for	for	for
waivers	waiver	waiver
from	from	from
Treasury	treasuri	Treasury
since	sinc	since
Trump	trump	Trump
took	took	took
office	offic	office
.	.	.
Any	ani	Any
such	such	such
request	request	request
would	would	would
have	have	have
drawn	drawn	drawn
attention	attent	attention
because	becaus	because
Exxon	exxon	Exxon
s	s	s
former	former	former
chief	chief	chief
executive	execut	executive
,	,	,
Rex	rex	Rex
Tillerson	tillerson	Tillerson
,	,	,
is	is	is
now	now	now
U	u	U
.	.	.
S	s	S
.	.	.
secretary	secretari	secretary
of	of	of
state	state	state
.	.	.
Under	under	Under
his	his	his
leadership	leadership	leadership
,	,	,
Exxon	exxon	Exxon
lobbied	lobbi	lobbied
Congress	congress	Congress
on	on	on
Russia	russia	Russia
sanctions	sanction	sanction
,	,	,
and	and	and
Tillerson	tillerson	Tillerson
opposed	oppos	opposed
sanctions	sanction	sanction
against	against	against
Russia	russia	Russia
in	in	in
2014	2014	2014
,	,	,
saying	say	saying
they	they	they
would	would	would
be	be	be
ineffective	ineffect	ineffective
.	.	.
U	u	U
.	.	.
S	s	S
.	.	.
lawmakers	lawmak	lawmaker
are	are	are
investigating	investig	investigating
possible	possibl	possible
ties	tie	tie
between	between	between
some	some	some
Trump	trump	Trump
campaign	campaign	campaign
aides	aid	aide
and	and	and
Moscow	moscow	Moscow
.	.	.
Republicans	republican	Republicans
in	in	in
Congress	congress	Congress
as	as	a
well	well	well
as	as	a
U	u	U
.	.	.
S	s	S
.	.	.
allies	alli	ally
in	in	in
Europe	europ	Europe
are	are	are
anxious	anxious	anxious
about	about	about
any	ani	any
sign	sign	sign
that	that	that
the	the	the
Trump	trump	Trump
administration	administr	administration
might	might	might
ease	eas	ease
some	some	some
of	of	of
the	the	the
sanctions	sanction	sanction
imposed	impos	imposed
on	on	on
Russia	russia	Russia
.	.	.
During	dure	During
his	his	his
confirmation	confirm	confirmation
hearing	hear	hearing
in	in	in
January	januari	January
,	,	,
Tillerson	tillerson	Tillerson
said	said	said
he	he	he
never	never	never
personally	person	personally
lobbied	lobbi	lobbied
against	against	against
sanctions	sanction	sanction
and	and	and
that	that	that
he	he	he
was	was	wa
not	not	not
aware	awar	aware
of	of	of
Exxon	exxon	Exxon
Mobil	mobil	Mobil
directly	direct	directly
doing	do	doing
so	so	so
,	,	,
later	later	later
acknowledging	acknowledg	acknowledging
that	that	that
he	he	he
spoke	spoke	spoke
to	to	to
former	former	former
U	u	U
.	.	.
S	s	S
.	.	.
Treasury	treasuri	Treasury
Secretary	secretari	Secretary
Jack	jack	Jack
Lew	lew	Lew
regarding	regard	regarding
gaps	gap	gap
