WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
Justice	justic	Justice
Department	depart	Department
on	on	on
Tuesday	tuesday	Tuesday
filed	file	filed
an	an	an
emergency	emerg	emergency
motion	motion	motion
to	to	to
stop	stop	stop
sanctions	sanction	sanction
imposed	impos	imposed
by	by	by
a	a	a
federal	feder	federal
judge	judg	judge
in	in	in
Texas	texa	Texas
that	that	that
included	includ	included
mandated	mandat	mandated
ethics	ethic	ethic
classes	class	class
for	for	for
federal	feder	federal
prosecutors	prosecutor	prosecutor
,	,	,
as	as	a
part	part	part
of	of	of
ongoing	ongo	ongoing
litigation	litig	litigation
over	over	over
immigration	immigr	immigration
policy	polici	policy
.	.	.

The	the	The
sanctions	sanction	sanction
were	were	were
ordered	order	ordered
on	on	on
May	may	May
19	19	19
by	by	by
District	district	District
Judge	judg	Judge
Andrew	andrew	Andrew
Hanen	hanen	Hanen
,	,	,
who	who	who
ruled	rule	ruled
in	in	in
February	februari	February
2015	2015	2015
that	that	that
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
s	s	s
executive	execut	executive
actions	action	action
on	on	on
immigration	immigr	immigration
were	were	were
outside	outsid	outside
the	the	the
bounds	bound	bound
of	of	of
the	the	the
president	presid	president
s	s	s
authority	author	authority
.	.	.

Hanen	hanen	Hanen
also	also	also
ordered	order	ordered
the	the	the
Department	depart	Department
of	of	of
Homeland	homeland	Homeland
Security	secur	Security
to	to	to
prepare	prepar	prepare
a	a	a
state	state	state
-by-state	-by-stat	-by-state
review	review	review
of	of	of
immigrants	immigr	immigrant
who	who	who
were	were	were
given	given	given
three	three	three
years	year	year
of	of	of
safeguards	safeguard	safeguard
from	from	from
deportation	deport	deportation
under	under	under
Obama	obama	Obama
s	s	s
previous	previous	previous
immigration	immigr	immigration
action	action	action
instead	instead	instead
of	of	of
two	two	two
.	.	.

The	the	The
case	case	case
has	has	ha
been	been	been
brought	brought	brought
before	befor	before
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Supreme	suprem	Supreme
Court	court	Court
.	.	.

The	the	The
Justice	justic	Justice
Department	depart	Department
asked	ask	asked
Hanen	hanen	Hanen
to	to	to
put	put	put
a	a	a
hold	hold	hold
on	on	on
the	the	the
sanctions	sanction	sanction
while	while	while
it	it	it
seeks	seek	seek
a	a	a
review	review	review
from	from	from
the	the	the
Fifth	fifth	Fifth
Circuit	circuit	Circuit
Court	court	Court
of	of	of
Appeals	appeal	Appeals
.	.	.

The	the	The
Justice	justic	Justice
Department	depart	Department
will	will	will
ask	ask	ask
the	the	the
Fifth	fifth	Fifth
Circuit	circuit	Circuit
for	for	for
an	an	an
appeal	appeal	appeal
of	of	of
the	the	the
decision	decis	decision
,	,	,
a	a	a
mandamus	mandamus	mandamus
order	order	order
or	or	or
both	both	both
to	to	to
block	block	block
the	the	the
sanction	sanction	sanction
order	order	order
.	.	.

In	in	In
the	the	the
court	court	court
filing	file	filing
,	,	,
in	in	in
Houston	houston	Houston
,	,	,
the	the	the
Justice	justic	Justice
Department	depart	Department
said	said	said
it	it	it
takes	take	take
with	with	with
utmost	utmost	utmost
seriousness	serious	seriousness
the	the	the
public	public	public
trust	trust	trust
committed	commit	committed
to	to	to
it	it	it
to	to	to
represent	repres	represent
the	the	the
interests	interest	interest
of	of	of
the	the	the
American	american	American
people	peopl	people
in	in	in
the	the	the
courts	court	court
of	of	of
the	the	the
United	unit	United
States	state	States
,	,	,
and	and	and
insists	insist	insists
that	that	that
its	it	it
attorneys	attorney	attorney
adhere	adher	adhere
to	to	to
the	the	the
high	high	high
standards	standard	standard
of	of	of
ethical	ethic	ethical
conduct	conduct	conduct
and	and	and
professionalism	profession	professionalism
required	requir	required
to	to	to
carry	carri	carry
out	out	out
that	that	that
critical	critic	critical
mission	mission	mission
.	.	.
The	the	The
court	court	court
s	s	s
order	order	order
to	to	to
turn	turn	turn
over	over	over
immigration	immigr	immigration
records	record	record
would	would	would
undermine	undermin	undermine
trust	trust	trust
in	in	in
the	the	the
Department	depart	Department
of	of	of
Homeland	homeland	Homeland
Security	secur	Security
s	s	s
ability	abil	ability
to	to	to
maintain	maintain	maintain
the	the	the
confidentiality	confidenti	confidentiality
of	of	of
personal	person	personal
information	inform	information
,	,	,
which	which	which
is	is	is
essential	essenti	essential
to	to	to
its	it	it
mission	mission	mission
,	,	,
said	said	said
Patrick	patrick	Patrick
Rodenbush	rodenbush	Rodenbush
,	,	,
a	a	a
spokesman	spokesman	spokesman
for	for	for
the	the	the
Justice	justic	Justice
Department	depart	Department
,	,	,
in	in	in
connection	connect	connection
with	with	with
the	the	the
review	review	review
ordered	order	ordered
by	by	by
Hanen	hanen	Hanen
.	.	.

