BEIJING	beij	BEIJING
Reuters	reuter	Reuters
-	-	-
A	a	A
Donald	donald	Donald
Trump	trump	Trump
presidency	presid	presidency
does	doe	doe
not	not	not
mean	mean	mean
the	the	the
United	unit	United
States	state	States
will	will	will
withdraw	withdraw	withdraw
from	from	from
the	the	the
South	south	South
China	china	China
Sea	sea	Sea
,	,	,
but	but	but
rather	rather	rather
will	will	will
continue	continu	continue
pursuing	pursu	pursuing
regional	region	regional
hegemony	hegemoni	hegemony
,	,	,
Chinese	chines	Chinese
academics	academ	academic
who	who	who
drafted	draft	drafted
a	a	a
report	report	report
for	for	for
an	an	an
influential	influenti	influential
government	govern	government
think	think	think
tank	tank	tank
said	said	said
on	on	on
Friday	friday	Friday
.	.	.
Ensuring	ensur	Ensuring
absolute	absolut	absolute
control	control	control
over	over	over
the	the	the
South	south	South
China	china	China
Sea	sea	Sea
was	was	wa
the	the	the
crux	crux	crux
of	of	of
U	u	U
.	.	.
S	s	S
.	.	.
military	militari	military
strategy	strategi	strategy
in	in	in
the	the	the
Asia	asia	Asia
-Pacific	-pacif	-Pacific
,	,	,
according	accord	according
to	to	to
what	what	what
the	the	the
authors	author	author
said	said	said
was	was	wa
China	china	China
s	s	s
first	first	first
ever	ever	ever
public	public	public
report	report	report
on	on	on
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
military	militari	military
presence	presenc	presence
in	in	in
the	the	the
region	region	region
,	,	,
released	releas	released
on	on	on
Friday	friday	Friday
in	in	in
Beijing	beij	Beijing
.	.	.
There	there	There
will	will	will
be	be	be
no	no	no
overturning	overturn	overturning
change	chang	change
to	to	to
U	u	U
.	.	.
S	s	S
.	.	.
policy	polici	policy
in	in	in
the	the	the
South	south	South
China	china	China
Sea	sea	Sea
,	,	,
said	said	said
Wu	wu	Wu
Shicun	shicun	Shicun
,	,	,
head	head	head
of	of	of
the	the	the
National	nation	National
Institute	institut	Institute
for	for	for
South	south	South
China	china	China
Sea	sea	Sea
Studies	studi	Studies
,	,	,
an	an	an
influential	influenti	influential
Hainan	hainan	Hainan
-based	-base	-based
think	think	think
tank	tank	tank
that	that	that
wrote	wrote	wrote
the	the	the
report	report	report
.	.	.
Trump	trump	Trump
rarely	rare	rarely
mentioned	mention	mentioned
the	the	the
South	south	South
China	china	China
Sea	sea	Sea
on	on	on
the	the	the
campaign	campaign	campaign
trail	trail	trail
,	,	,
but	but	but
concentrated	concentr	concentrated
on	on	on
the	the	the
economic	econom	economic
relationship	relationship	relationship
with	with	with
Beijing	beij	Beijing
,	,	,
threatening	threaten	threatening
to	to	to
label	label	label
China	china	China
a	a	a
currency	currenc	currency
manipulator	manipul	manipulator
and	and	and
impose	impos	impose
import	import	import
tariffs	tariff	tariff
on	on	on
Chinese	chines	Chinese
imports	import	import
.	.	.
U	u	U
.	.	.
S	s	S
.	.	.
commitments	commit	commitment
to	to	to
its	it	it
allies	alli	ally
would	would	would
not	not	not
change	chang	change
,	,	,
nor	nor	nor
would	would	would
its	it	it
stance	stanc	stance
on	on	on
protecting	protect	protecting
freedom	freedom	freedom
of	of	of
navigation	navig	navigation
in	in	in
the	the	the
South	south	South
China	china	China
Sea	sea	Sea
,	,	,
said	said	said
Wu	wu	Wu
.	.	.
As	as	As
such	such	such
,	,	,
tensions	tension	tension
between	between	between
China	china	China
and	and	and
the	the	the
United	unit	United
States	state	States
in	in	in
the	the	the
South	south	South
China	china	China
Sea	sea	Sea
would	would	would
likely	like	likely
grow	grow	grow
in	in	in
lock	lock	lock
-step	-step	-step
with	with	with
China	china	China
s	s	s
military	militari	military
growth	growth	growth
,	,	,
he	he	he
added	ad	added
.	.	.
China	china	China
claims	claim	claim
most	most	most
of	of	of
the	the	the
energy	energi	energy
-rich	-rich	-rich
waters	water	water
through	through	through
which	which	which
about	about	about
5	5	5
trillion	trillion	trillion
in	in	in
ship	ship	ship
-borne	-born	-borne
trade	trade	trade
passes	pass	pass
every	everi	every
year	year	year
.	.	.
Neighbors	neighbor	Neighbors
Brunei	brunei	Brunei
,	,	,
Malaysia	malaysia	Malaysia
,	,	,
the	the	the
Philippines	philippin	Philippines
,	,	,
Taiwan	taiwan	Taiwan
and	and	and
Vietnam	vietnam	Vietnam
also	also	also
have	have	have
claims	claim	claim
.	.	.
Recent	recent	Recent
U	u	U
.	.	.
S	s	S
.	.	.
efforts	effort	effort
to	to	to
counter	counter	counter
what	what	what
it	it	it
sees	see	see
as	as	a
China	china	China
limiting	limit	limiting
freedom	freedom	freedom
of	of	of
navigation	navig	navigation
in	in	in
the	the	the
South	south	South
China	china	China
Sea	sea	Sea
have	have	have
drawn	drawn	drawn
Beijing	beij	Beijing
s	s	s
ire	ire	ire
and	and	and
stoked	stoke	stoked
fears	fear	fear
of	of	of
military	militari	military
conflict	conflict	conflict
.	.	.
A	a	A
patrol	patrol	patrol
by	by	by
U	u	U
.	.	.
S	s	S
.	.	.
warships	warship	warship
in	in	in
October	octob	October
was	was	wa
dubbed	dub	dubbed
illegal	illeg	illegal
and	and	and
provocative	provoc	provocative
by	by	by
the	the	the
Chinese	chines	Chinese
Defence	defenc	Defence
Ministry	ministri	Ministry
.	.	.
From	from	From
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
perspective	perspect	perspective
,	,	,
China	china	China
s	s	s
large	larg	large
-scale	-scale	-scale
construction	construct	construction
activities	activ	activity
in	in	in
the	the	the
South	south	South
China	china	China
Sea	sea	Sea
confirmed	confirm	confirmed
U	u	U
.	.	.
S	s	S
.	.	.
suspicion	suspicion	suspicion
that	that	that
China	china	China
intended	intend	intended
to	to	to
implement	implement	implement
an	an	an
anti	anti	anti
-access	-access	-access
area	area	area
-denial	-denial	-denial
strategy	strategi	strategy
,	,	,
the	the	the
report	report	report
said	said	said
.	.	.
There	there	There
would	would	would
be	be	be
more	more	more
continuity	continu	continuity
than	than	than
change	chang	change
in	in	in
Trump	trump	Trump
s	s	s
military	militari	military
policy	polici	policy
in	in	in
the	the	the
Asia	asia	Asia
-Pacific	-pacif	-Pacific
,	,	,
said	said	said
Zhu	zhu	Zhu
Feng	feng	Feng
,	,	,
director	director	director
of	of	of
the	the	the
South	south	South
China	china	China
Sea	sea	Sea
Center	center	Center
at	at	at
Nanjing	nanj	Nanjing
University	univers	University
,	,	,
at	at	at
the	the	the
report	report	report
launch	launch	launch
.	.	.
Trump	trump	Trump
may	may	may
not	not	not
use	use	use
the	the	the
term	term	term
rebalancing	rebalanc	rebalancing
to	to	to
the	the	the
region	region	region
,	,	,
but	but	but
he	he	he
would	would	would
likely	like	likely
retain	retain	retain
most	most	most
of	of	of
policies	polici	policy
,	,	,
he	he	he
added	ad	added
.	.	.
Both	both	Both
academics	academ	academic
agreed	agre	agreed
that	that	that
there	there	there
was	was	wa
a	a	a
high	high	high
possibility	possibl	possibility
of	of	of
increased	increas	increased
U	u	U
.	.	.
S	s	S
.	.	.
military	militari	military
spending	spend	spending
in	in	in
the	the	the
Asia	asia	Asia
-Pacific	-pacif	-Pacific
under	under	under
Trump	trump	Trump
.	.	.
A	a	A
Trump	trump	Trump
administration	administr	administration
would	would	would
not	not	not
be	be	be
an	an	an
exception	except	exception
to	to	to
other	other	other
Republican	republican	Republican
-led	-led	-led
governments	govern	government
that	that	that
increase	increas	increase
military	militari	military
spending	spend	spending
when	when	when
they	they	they
take	take	take
office	offic	office
,	,	,
said	said	said
Zhu	zhu	Zhu
Feng	feng	Feng
.	.	.
The	the	The
build	build	build
-up	-up	-up
of	of	of
military	militari	military
might	might	might
in	in	in
the	the	the
region	region	region
has	has	ha
led	led	led
to	to	to
worries	worri	worry
of	of	of
a	a	a
rising	rise	rising
risk	risk	risk
of	of	of
accidental	accident	accidental
collisions	collis	collision
that	that	that
could	could	could
spark	spark	spark
conflict	conflict	conflict
.	.	.
Zhu	zhu	Zhu
said	said	said
that	that	that
the	the	the
decision	decis	decision
to	to	to
release	releas	release
a	a	a
public	public	public
report	report	report
now	now	now
was	was	wa
not	not	not
China	china	China
preparing	prepar	preparing
for	for	for
war	war	war
but	but	but
rather	rather	rather
to	to	to
avoid	avoid	avoid
an	an	an
arms	arm	arm
race	race	race
between	between	between
China	china	China
and	and	and
the	the	the
United	unit	United
States	state	States
.	.	.
