Token	Stem	Lemma
WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
U	u	U
S	s	S
Republicans	republican	Republicans
proposed	propos	proposed
healthcare	healthcar	healthcare
plan	plan	plan
to	to	to
unravel	unravel	unravel
Obamacare	obamacar	Obamacare
likely	like	likely
will	will	will
be	be	be
changed	chang	changed
to	to	to
adjust	adjust	adjust
its	it	it
tax	tax	tax
credits	credit	credit
to	to	to
help	help	help
older	older	older
Americans	american	Americans
buy	buy	buy
health	health	health
insurance	insur	insurance
coverage	coverag	coverage
two	two	two
Republican	republican	Republican
lawmakers	lawmak	lawmaker
said	said	said
on	on	on
Friday	friday	Friday
House	hous	House
Budget	budget	Budget
Committee	committe	Committee
Chairman	chairman	Chairman
Diane	dian	Diane
Black	black	Black
said	said	said
it	it	it
was	was	wa
very	veri	very
likely	like	likely
there	there	there
would	would	would
be	be	be
such	such	such
changes	chang	change
to	to	to
do	do	do
more	more	more
for	for	for
older	older	older
lower	lower	lower
-income	-incom	-income
people	peopl	people
U	u	U
S	s	S
Representative	repres	Representative
Tom	tom	Tom
Cole	cole	Cole
said	said	said
House	hous	House
Speaker	speaker	Speaker
Paul	paul	Paul
Ryan	ryan	Ryan
earlier	earlier	earlier
on	on	on
Friday	friday	Friday
had	had	had
pretty	pretti	pretty
much	much	much
committed	commit	committed
to	to	to
altering	alter	altering
the	the	the
plan	plan	plan
s	s	s
tax	tax	tax
credits	credit	credit
to	to	to
help	help	help
older	older	older
Americans	american	Americans
