Reuters	reuter	Reuters
-	-	-
Voters	voter	Voters
in	in	in
four	four	four
U	u	U
.	.	.
S	s	S
.	.	.
cities	citi	city
will	will	will
decide	decid	decide
on	on	on
Tuesday	tuesday	Tuesday
whether	whether	whether
they	they	they
would	would	would
like	like	like
to	to	to
tax	tax	tax
sugary	sugari	sugary
drinks	drink	drink
,	,	,
the	the	the
latest	latest	latest
in	in	in
a	a	a
series	seri	series
of	of	of
such	such	such
measures	measur	measure
as	as	a
officials	offici	official
and	and	and
nutritionists	nutritionist	nutritionist
seeks	seek	seek
ways	way	way
to	to	to
address	address	address
obesity	obes	obesity
,	,	,
diabetes	diabet	diabetes
and	and	and
other	other	other
health	health	health
epidemics	epidem	epidemic
.	.	.

The	the	The
following	follow	following
are	are	are
some	some	some
cities	citi	city
and	and	and
states	state	state
around	around	around
the	the	the
United	unit	United
States	state	States
that	that	that
have	have	have
taxes	tax	tax
or	or	or
are	are	are
considering	consid	considering
imposing	impos	imposing
them	them	them
for	for	for
soft	soft	soft
drinks	drink	drink
,	,	,
sugary	sugari	sugary
beverages	beverag	beverage
and	and	and
sellers	seller	seller
of	of	of
sodas	soda	soda
population	popul	population
sizes	size	size
are	are	are
estimates	estim	estimate
from	from	from
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Census	census	Census
Voters	voter	Voters
in	in	in
this	this	this
small	small	small
city	citi	city
in	in	in
the	the	the
San	san	San
Francisco	francisco	Francisco
Bay	bay	Bay
area	area	area
will	will	will
be	be	be
voting	vote	voting
on	on	on
a	a	a
penny	penni	penny
-per-ounce	-per-ounc	-per-ounce
soda	soda	soda
tax	tax	tax
Tuesday	tuesday	Tuesday
.	.	.

POPULATION	popul	POPULATION
4	4	4
.	.	.
86	86	86
million	million	million
Proponents	propon	Proponents
are	are	are
pushing	push	pushing
for	for	for
lawmakers	lawmak	lawmaker
in	in	in
Birmingham	birmingham	Birmingham
to	to	to
consider	consid	consider
a	a	a
penny	penni	penny
-per-ounce	-per-ounc	-per-ounce
tax	tax	tax
on	on	on
sugary	sugari	sugary
beverages	beverag	beverage
to	to	to
fill	fill	fill
a	a	a
shortfall	shortfal	shortfall
for	for	for
Medicaid	medicaid	Medicaid
.	.	.

POPULATION	popul	POPULATION
2	2	2
.	.	.
98	98	98
million	million	million
The	the	The
Southern	southern	Southern
state	state	state
has	has	ha
levied	levi	levied
taxes	tax	tax
since	sinc	since
1983	1983	1983
on	on	on
soft	soft	soft
drinks	drink	drink
and	and	and
syrups	syrup	syrup
and	and	and
related	relat	related
products	product	product
ranging	rang	ranging
from	from	from
0	0	0
.	.	.
16	16	16
to	to	to
1	1	1
.	.	.
56	56	56
cents	cent	cent
per	per	per
ounce	ounc	ounce
.	.	.

Voters	voter	Voters
in	in	in
Berkeley	berkeley	Berkeley
voted	vote	voted
in	in	in
favor	favor	favor
of	of	of
a	a	a
penny	penni	penny
-per-ounce	-per-ounc	-per-ounce
soda	soda	soda
tax	tax	tax
in	in	in
November	novemb	November
2014	2014	2014
.	.	.

The	the	The
tax	tax	tax
took	took	took
effect	effect	effect
in	in	in
2015	2015	2015
.	.	.

Voters	voter	Voters
in	in	in
this	this	this
small	small	small
city	citi	city
in	in	in
the	the	the
San	san	San
Francisco	francisco	Francisco
Bay	bay	Bay
will	will	will
be	be	be
voting	vote	voting
on	on	on
a	a	a
penny	penni	penny
-per-ounce	-per-ounc	-per-ounce
soda	soda	soda
tax	tax	tax
