WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
Republican	republican	Republican
presidential	presidenti	presidential
nominee	nomine	nominee
Donald	donald	Donald
Trump	trump	Trump
declared	declar	declared
a	a	a
916	916	916
million	million	million
loss	loss	loss
on	on	on
his	his	his
1995	1995	1995
income	incom	income
tax	tax	tax
returns	return	return
and	and	and
the	the	the
large	larg	large
tax	tax	tax
deduction	deduct	deduction
may	may	may
have	have	have
allowed	allow	allowed
him	him	him
to	to	to
avoid	avoid	avoid
paying	pay	paying
federal	feder	federal
income	incom	income
taxes	tax	tax
for	for	for
up	up	up
to	to	to
18	18	18
years	year	year
,	,	,
the	the	the
New	new	New
York	york	York
Times	time	Times
reported	report	reported
on	on	on
Saturday	saturday	Saturday
.	.	.
The	the	The
Trump	trump	Trump
campaign	campaign	campaign
,	,	,
in	in	in
a	a	a
statement	statement	statement
responding	respond	responding
to	to	to
the	the	the
Times	time	Times
report	report	report
,	,	,
said	said	said
that	that	that
the	the	the
tax	tax	tax
document	document	document
was	was	wa
obtained	obtain	obtained
illegally	illeg	illegally
and	and	and
that	that	that
the	the	the
New	new	New
York	york	York
Times	time	Times
is	is	is
operating	oper	operating
as	as	a
an	an	an
extension	extens	extension
of	of	of
the	the	the
presidential	presidenti	presidential
campaign	campaign	campaign
of	of	of
Democratic	democrat	Democratic
rival	rival	rival
Hillary	hillari	Hillary
Clinton	clinton	Clinton
.	.	.
The	the	The
Times	time	Times
said	said	said
it	it	it
had	had	had
obtained	obtain	obtained
Trump	trump	Trump
s	s	s
1995	1995	1995
tax	tax	tax
records	record	record
and	and	and
that	that	that
they	they	they
showed	show	showed
he	he	he
received	receiv	received
the	the	the
large	larg	large
tax	tax	tax
benefits	benefit	benefit
from	from	from
financial	financi	financial
deals	deal	deal
that	that	that
went	went	went
bad	bad	bad
in	in	in
the	the	the
early	earli	early
1990s	1990s	1990s
.	.	.
The	the	The
newspaper	newspap	newspaper
said	said	said
that	that	that
tax	tax	tax
experts	expert	expert
it	it	it
hired	hire	hired
to	to	to
analyze	analyz	analyze
Trump	trump	Trump
s	s	s
records	record	record
said	said	said
tax	tax	tax
rules	rule	rule
which	which	which
are	are	are
especially	especi	especially
advantageous	advantag	advantageous
to	to	to
wealthy	wealthi	wealthy
filers	filer	filer
would	would	would
have	have	have
let	let	let
Trump	trump	Trump
use	use	use
his	his	his
916	916	916
million	million	million
loss	loss	loss
to	to	to
cancel	cancel	cancel
out	out	out
an	an	an
equivalent	equival	equivalent
amount	amount	amount
of	of	of
taxable	taxabl	taxable
income	incom	income
over	over	over
an	an	an
18	18	18
-year	-year	-year
period	period	period
.	.	.
The	the	The
Times	time	Times
said	said	said
that	that	that
although	although	although
Trump	trump	Trump
s	s	s
taxable	taxabl	taxable
income	incom	income
in	in	in
subsequent	subsequ	subsequent
years	year	year
is	is	is
as	as	a
yet	yet	yet
unknown	unknown	unknown
,	,	,
a	a	a
916	916	916
million	million	million
loss	loss	loss
in	in	in
1995	1995	1995
would	would	would
have	have	have
been	been	been
large	larg	large
enough	enough	enough
to	to	to
wipe	wipe	wipe
out	out	out
more	more	more
than	than	than
50	50	50
million	million	million
a	a	a
year	year	year
in	in	in
taxable	taxabl	taxable
income	incom	income
over	over	over
18	18	18
years	year	year
.	.	.
Trump	trump	Trump
has	has	ha
declined	declin	declined
to	to	to
release	releas	release
his	his	his
tax	tax	tax
records	record	record
,	,	,
unlike	unlik	unlike
previous	previous	previous
presidential	presidenti	presidential
nominees	nomine	nominee
in	in	in
modern	modern	modern
history	histori	history
,	,	,
saying	say	saying
his	his	his
taxes	tax	tax
are	are	are
under	under	under
a	a	a
federal	feder	federal
audit	audit	audit
.	.	.
Experts	expert	Experts
say	say	say
he	he	he
could	could	could
still	still	still
release	releas	release
them	them	them
publicly	public	publicly
if	if	if
he	he	he
wished	wish	wished
.	.	.
Mr	mr	Mr
.	.	.
Trump	trump	Trump
is	is	is
a	a	a
highly	high	highly
-skilled	-skill	-skilled
businessman	businessman	businessman
who	who	who
has	has	ha
a	a	a
fiduciary	fiduciari	fiduciary
responsibility	respons	responsibility
to	to	to
his	his	his
business	busi	business
,	,	,
his	his	his
family	famili	family
and	and	and
his	his	his
employees	employe	employee
to	to	to
pay	pay	pay
no	no	no
more	more	more
tax	tax	tax
than	than	than
legally	legal	legally
required	requir	required
,	,	,
the	the	the
Trump	trump	Trump
campaign	campaign	campaign
statement	statement	statement
said	said	said
.	.	.
That	that	That
being	be	being
said	said	said
,	,	,
Mr	mr	Mr
.	.	.
Trump	trump	Trump
has	has	ha
paid	paid	paid
hundreds	hundr	hundred
of	of	of
millions	million	million
of	of	of
dollars	dollar	dollar
in	in	in
property	properti	property
taxes	tax	tax
,	,	,
sales	sale	sale
and	and	and
excise	excis	excise
taxes	tax	tax
,	,	,
real	real	real
estate	estat	estate
taxes	tax	tax
,	,	,
city	citi	city
taxes	tax	tax
,	,	,
state	state	state
taxes	tax	tax
,	,	,
employee	employe	employee
taxes	tax	tax
and	and	and
federal	feder	federal
taxes	tax	tax
,	,	,
along	along	along
with	with	with
very	veri	very
substantial	substanti	substantial
charitable	charit	charitable
contributions	contribut	contribution
,	,	,
it	it	it
said	said	said
.	.	.
