BEIRUT	beirut	BEIRUT
Reuters	reuter	Reuters
-	-	-
The	the	The
Syrian	syrian	Syrian
Observatory	observatori	Observatory
for	for	for
Human	human	Human
Rights	right	Rights
reported	report	reported
on	on	on
Sunday	sunday	Sunday
that	that	that
Islamic	islam	Islamic
State	state	State
fighters	fighter	fighter
had	had	had
captured	captur	captured
a	a	a
town	town	town
in	in	in
Homs	hom	Homs
province	provinc	province
from	from	from
government	govern	government
forces	forc	force
,	,	,
part	part	part
of	of	of
a	a	a
wider	wider	wider
counter	counter	counter
-attack	-attack	-attack
by	by	by
the	the	the
jihadists	jihadist	jihadist
as	as	a
they	they	they
come	come	come
under	under	under
intense	intens	intense
pressure	pressur	pressure
in	in	in
eastern	eastern	eastern
Syria	syria	Syria
.	.	.

There	there	There
was	was	wa
no	no	no
comment	comment	comment
from	from	from
the	the	the
Syrian	syrian	Syrian
army	armi	army
on	on	on
the	the	the
report	report	report
that	that	that
the	the	the
town	town	town
of	of	of
al	al	al
-Qaryatayn	-qaryatayn	-Qaryatayn
had	had	had
fallen	fallen	fallen
.	.	.

The	the	The
town	town	town
is	is	is
located	locat	located
some	some	some
300	300	300
km	km	km
190	190	190
miles	mile	mile
from	from	from
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
city	citi	city
,	,	,
the	the	the
current	current	current
focus	focus	focus
of	of	of
the	the	the
Syrian	syrian	Syrian
government	govern	government
s	s	s
campaign	campaign	campaign
against	against	against
Islamic	islam	Islamic
State	state	State
.	.	.

Syrian	syrian	Syrian
government	govern	government
forces	forc	force
and	and	and
allied	alli	allied
militia	militia	militia
recovered	recov	recovered
Qaryatayn	qaryatayn	Qaryatayn
from	from	from
Islamic	islam	Islamic
State	state	State
some	some	some
six	six	six
months	month	month
ago	ago	ago
.	.	.

The	the	The
Observatory	observatori	Observatory
said	said	said
the	the	the
jihadists	jihadist	jihadist
had	had	had
captured	captur	captured
it	it	it
in	in	in
a	a	a
surprise	surpris	surprise
attack	attack	attack
launched	launch	launched
after	after	after
their	their	their
fighters	fighter	fighter
had	had	had
infiltrated	infiltr	infiltrated
the	the	the
town	town	town
.	.	.

Islamic	islam	Islamic
State	state	State
has	has	ha
lost	lost	lost
swathes	swath	swathe
of	of	of
territory	territori	territory
to	to	to
the	the	the
Russian	russian	Russian
-backed	-back	-backed
Syrian	syrian	Syrian
government	govern	government
and	and	and
to	to	to
U	u	U
.	.	.
S	s	S
.	.	.
-backed	-back	-backed
Syrian	syrian	Syrian
militias	militia	militia
that	that	that
are	are	are
waging	wage	waging
separate	separ	separate
campaigns	campaign	campaign
against	against	against
the	the	the
group	group	group
s	s	s
last	last	last
major	major	major
strongholds	stronghold	stronghold
in	in	in
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
province	provinc	province
in	in	in
eastern	eastern	eastern
Syria	syria	Syria
.	.	.

Islamic	islam	Islamic
State	state	State
fighters	fighter	fighter
last	last	last
week	week	week
counter	counter	counter
-attacked	-attack	-attacked
government	govern	government
forces	forc	force
and	and	and
allied	alli	allied
Iran	iran	Iran
-backed	-back	-backed
militias	militia	militia
along	along	along
the	the	the
highway	highway	highway
connecting	connect	connecting
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
city	citi	city
to	to	to
Palmyra	palmyra	Palmyra
in	in	in
central	central	central
Syria	syria	Syria
,	,	,
temporarily	temporarili	temporarily
rendering	render	rendering
the	the	the
road	road	road
impassable	impass	impassable
.	.	.

Hezbollah	hezbollah	Hezbollah
leader	leader	leader
Sayyed	sayi	Sayyed
Hassan	hassan	Hassan
Nasrallah	nasrallah	Nasrallah
,	,	,
whose	whose	whose
group	group	group
is	is	is
fighting	fight	fighting
in	in	in
support	support	support
of	of	of
the	the	the
Syrian	syrian	Syrian
government	govern	government
,	,	,
said	said	said
on	on	on
Saturday	saturday	Saturday
that	that	that
Islamic	islam	Islamic
State	state	State
counter	counter	counter
-attacks	-attack	-attacks
were	were	were
to	to	to
be	be	be
expected	expect	expected
as	as	a
the	the	the
jihadists	jihadist	jihadist
were	were	were
besieged	besieg	besieged
and	and	and
incapable	incap	incapable
of	of	of
recovering	recov	recovering
ground	ground	ground
.	.	.

The	the	The
Syrian	syrian	Syrian
air	air	air
force	forc	force
conducted	conduct	conducted
intensive	intens	intensive
air	air	air
strikes	strike	strike
on	on	on
Islamic	islam	Islamic
State	state	State
positions	posit	position
and	and	and
fortifications	fortif	fortification
in	in	in
several	sever	several
locations	locat	location
,	,	,
a	a	a
Syrian	syrian	Syrian
military	militari	military
source	sourc	source
said	said	said
in	in	in
a	a	a
report	report	report
circulated	circul	circulated
by	by	by
state	state	state
media	media	medium
on	on	on
Sunday	sunday	Sunday
.	.	.

It	it	It
did	did	did
not	not	not
mention	mention	mention
Qaryatayn	qaryatayn	Qaryatayn
.	.	.

The	the	The
source	sourc	source
said	said	said
dozens	dozen	dozen
of	of	of
Islamic	islam	Islamic
State	state	State
militants	milit	militant
had	had	had
been	been	been
killed	kill	killed
in	in	in
the	the	the
air	air	air
strikes	strike	strike
to	to	to
the	the	the
east	east	east
of	of	of
the	the	the
town	town	town
of	of	of
al	al	al
-Salamiya	-salamiya	-Salamiya
;	;	;
to	to	to
the	the	the
east	east	east
of	of	of
the	the	the
town	town	town
of	of	of
al	al	al
-Sukhna	-sukhna	-Sukhna
,	,	,
which	which	which
is	is	is
on	on	on
a	a	a
main	main	main
road	road	road
to	to	to
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
;	;	;
and	and	and
in	in	in
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
province	provinc	province
itself	itself	itself
.	.	.

