BERLIN	berlin	BERLIN
Reuters	reuter	Reuters
-	-	-
After	after	After
a	a	a
series	seri	series
of	of	of
setbacks	setback	setback
for	for	for
far	far	far
-right	-right	-right
parties	parti	party
in	in	in
Europe	europ	Europe
this	this	this
year	year	year
,	,	,
Austria	austria	Austria
s	s	s
anti	anti	anti
-immigration	-immigr	-immigration
Freedom	freedom	Freedom
Party	parti	Party
FPO	fpo	FPO
delivered	deliv	delivered
one	one	one
of	of	of
its	it	it
strongest	strongest	strongest
performances	perform	performance
ever	ever	ever
in	in	in
an	an	an
election	elect	election
on	on	on
Sunday	sunday	Sunday
and	and	and
could	could	could
rejoin	rejoin	rejoin
the	the	the
government	govern	government
after	after	after
a	a	a
12	12	12
-year	-year	-year
absence	absenc	absence
.	.	.
Early	earli	Early
projections	project	projection
showed	show	showed
the	the	the
center	center	center
-right	-right	-right
People	peopl	People
s	s	s
Party	parti	Party
OVP	ovp	OVP
,	,	,
led	led	led
by	by	by
Sebastian	sebastian	Sebastian
Kurz	kurz	Kurz
,	,	,
had	had	had
won	won	won
the	the	the
most	most	most
votes	vote	vote
in	in	in
Austria	austria	Austria
,	,	,
with	with	with
about	about	about
31	31	31
percent	percent	percent
.	.	.
The	the	The
FPO	fpo	FPO
was	was	wa
vying	vy	vying
with	with	with
the	the	the
center	center	center
-left	-left	-left
Social	social	Social
Democrats	democrat	Democrats
SPO	spo	SPO
for	for	for
second	second	second
place	place	place
,	,	,
with	with	with
both	both	both
parties	parti	party
between	between	between
26	26	26
-27	-27	-27
percent	percent	percent
.	.	.
Kurz	kurz	Kurz
could	could	could
now	now	now
look	look	look
to	to	to
form	form	form
a	a	a
coalition	coalit	coalition
with	with	with
the	the	the
FPO	fpo	FPO
,	,	,
which	which	which
was	was	wa
last	last	last
part	part	part
of	of	of
a	a	a
government	govern	government
in	in	in
Austria	austria	Austria
between	between	between
2000	2000	2000
and	and	and
2005	2005	2005
.	.	.
Below	below	Below
are	are	are
key	key	key
take	take	take
-aways	-away	-aways
from	from	from
the	the	the
Austrian	austrian	Austrian
vote	vote	vote
and	and	and
its	it	it
implications	implic	implication
for	for	for
Europe	europ	Europe
.	.	.
THE	the	THE
FAR	far	FAR
-RIGHT	-right	-RIGHT
IS	is	IS
NOT	not	NOT
DEAD	dead	DEAD
There	there	There
was	was	wa
a	a	a
temptation	temptat	temptation
after	after	after
the	the	the
Dutch	dutch	Dutch
and	and	and
French	french	French
elections	elect	election
this	this	this
year	year	year
to	to	to
declare	declar	declare
an	an	an
end	end	end
to	to	to
the	the	the
far	far	far
-right	-right	-right
populist	populist	populist
wave	wave	wave
in	in	in
Europe	europ	Europe
.	.	.
But	but	But
last	last	last
month	month	month
s	s	s
German	german	German
election	elect	election
,	,	,
which	which	which
saw	saw	saw
the	the	the
anti	anti	anti
-immigration	-immigr	-immigration
Alternative	altern	Alternative
for	for	for
Germany	germani	Germany
AfD	afd	AfD
party	parti	party
surge	surg	surge
into	into	into
the	the	the
Bundestag	bundestag	Bundestag
,	,	,
and	and	and
now	now	now
the	the	the
Austrian	austrian	Austrian
election	elect	election
,	,	,
say	say	say
otherwise	otherwis	otherwise
.	.	.
Despite	despit	Despite
a	a	a
hard	hard	hard
shift	shift	shift
right	right	right
by	by	by
the	the	the
conservative	conserv	conservative
OVP	ovp	OVP
under	under	under
Kurz	kurz	Kurz
,	,	,
the	the	the
FPO	fpo	FPO
appeared	appear	appeared
close	close	close
to	to	to
the	the	the
all	all	all
-time	-time	-time
high	high	high
of	of	of
26	26	26
.	.	.
9	9	9
it	it	it
won	won	won
in	in	in
1999	1999	1999
.	.	.
That	that	That
result	result	result
paved	pave	paved
the	the	the
way	way	way
for	for	for
it	it	it
to	to	to
enter	enter	enter
government	govern	government
,	,	,
a	a	a
move	move	move
which	which	which
prompted	prompt	prompted
a	a	a
horrified	horrifi	horrified
European	european	European
Union	union	Union
to	to	to
impose	impos	impose
sanctions	sanction	sanction
against	against	against
Austria	austria	Austria
.	.	.
If	if	If
the	the	the
FPO	fpo	FPO
enters	enter	enters
the	the	the
government	govern	government
this	this	this
time	time	time
,	,	,
expect	expect	expect
little	littl	little
more	more	more
than	than	than
a	a	a
whimper	whimper	whimper
.	.	.
The	the	The
Austrian	austrian	Austrian
result	result	result
showed	show	showed
that	that	that
the	the	the
refugee	refuge	refugee
crisis	crisi	crisis
of	of	of
2015	2015	2015
has	has	ha
left	left	left
deep	deep	deep
scars	scar	scar
among	among	among
European	european	European
voters	voter	voter
,	,	,
especially	especi	especially
in	in	in
countries	countri	country
that	that	that
were	were	were
at	at	at
the	the	the
center	center	center
of	of	of
the	the	the
storm	storm	storm
.	.	.
The	the	The
number	number	number
of	of	of
asylum	asylum	asylum
seekers	seeker	seeker
entering	enter	entering
Austria	austria	Austria
has	has	ha
fallen	fallen	fallen
sharply	sharpli	sharply
over	over	over
the	the	the
past	past	past
year	year	year
.	.	.
But	but	But
migration	migrat	migration
was	was	wa
the	the	the
dominant	domin	dominant
theme	theme	theme
in	in	in
the	the	the
election	elect	election
.	.	.
The	the	The
German	german	German
election	elect	election
brought	brought	brought
populism	popul	populism
back	back	back
to	to	to
the	the	the
center	center	center
of	of	of
the	the	the
debate	debat	debate
and	and	and
the	the	the
Austrian	austrian	Austrian
election	elect	election
will	will	will
strengthen	strengthen	strengthen
that	that	that
,	,	,
said	said	said
Cas	cas	Cas
Mudde	mudd	Mudde
,	,	,
an	an	an
expert	expert	expert
on	on	on
far	far	far
-right	-right	-right
politics	polit	politics
at	at	at
the	the	the
University	univers	University
of	of	of
Georgia	georgia	Georgia
.	.	.
CENTER	center	CENTER
-RIGHT	-right	-RIGHT
AND	and	AND
FAR	far	FAR
-RIGHT	-right	-RIGHT
CONVERGE	converg	CONVERGE
The	the	The
Austrian	austrian	Austrian
election	elect	election
showed	show	showed
that	that	that
the	the	the
lines	line	line
between	between	between
Europe	europ	Europe
s	s	s
center	center	center
-right	-right	-right
and	and	and
far	far	far
-right	-right	-right
parties	parti	party
are	are	are
blurring	blur	blurring
,	,	,
with	with	with
mainstream	mainstream	mainstream
conservatives	conserv	conservative
adopting	adopt	adopting
a	a	a
much	much	much
tougher	tougher	tougher
tone	tone	tone
on	on	on
immigration	immigr	immigration
,	,	,
Islam	islam	Islam
and	and	and
domestic	domest	domestic
security	secur	security
.	.	.
Austria	austria	Austria
s	s	s
Kurz	kurz	Kurz
is	is	is
the	the	the
poster	poster	poster
-child	-child	-child
for	for	for
this	this	this
shift	shift	shift
and	and	and
his	his	his
success	success	success
could	could	could
encourage	encourag	encourage
other	other	other
centrist	centrist	centrist
parties	parti	party
in	in	in
Europe	europ	Europe
to	to	to
adopt	adopt	adopt
the	the	the
same	same	same
strategy	strategi	strategy
.	.	.
During	dure	During
the	the	the
campaign	campaign	campaign
Kurz	kurz	Kurz
denounced	denounc	denounced
the	the	the
welcoming	welcom	welcoming
culture	cultur	culture
towards	toward	towards
refugees	refuge	refugee
of	of	of
2015	2015	2015
,	,	,
said	said	said
migrants	migrant	migrant
rescued	rescu	rescued
in	in	in
the	the	the
Mediterranean	mediterranean	Mediterranean
should	should	should
be	be	be
returned	return	returned
to	to	to
Africa	africa	Africa
and	and	and
promised	promis	promised
to	to	to
slash	slash	slash
the	the	the
benefits	benefit	benefit
for	for	for
newly	newli	newly
arrived	arriv	arrived
migrants	migrant	migrant
.	.	.
We	we	We
see	see	see
Kurz	kurz	Kurz
as	as	a
a	a	a
model	model	model
for	for	for
conservatives	conserv	conservative
in	in	in
Germany	germani	Germany
,	,	,
a	a	a
senior	senior	senior
figure	figur	figure
in	in	in
Bavaria	bavaria	Bavaria
s	s	s
Christian	christian	Christian
Social	social	Social
Union	union	Union
CSU	csu	CSU
told	told	told
Reuters	reuter	Reuters
.	.	.
We	we	We
applaud	applaud	applaud
him	him	him
.	.	.
He	he	He
will	will	will
change	chang	change
the	the	the
dynamic	dynam	dynamic
in	in	in
Europe	europ	Europe
.	.	.
After	after	After
bleeding	bleed	bleeding
support	support	support
to	to	to
the	the	the
AfD	afd	AfD
in	in	in
the	the	the
German	german	German
vote	vote	vote
,	,	,
the	the	the
CSU	csu	CSU
is	is	is
promising	promis	promising
a	a	a
far	far	far
harder	harder	harder
line	line	line
on	on	on
immigration	immigr	immigration
-	-	-
a	a	a
headache	headach	headache
for	for	for
German	german	German
Chancellor	chancellor	Chancellor
Angela	angela	Angela
Merkel	merkel	Merkel
as	as	a
she	she	she
tries	tri	try
to	to	to
form	form	form
a	a	a
new	new	new
coalition	coalit	coalition
government	govern	government
.	.	.
Elsewhere	elsewher	Elsewhere
in	in	in
Europe	europ	Europe
,	,	,
Dutch	dutch	Dutch
Prime	prime	Prime
Minister	minist	Minister
Mark	mark	Mark
Rutte	rutt	Rutte
successfully	success	successfully
fought	fought	fought
off	off	off
a	a	a
challenge	challeng	challenge
from	from	from
far	far	far
-right	-right	-right
leader	leader	leader
Geert	geert	Geert
Wilders	wilder	Wilders
in	in	in
March	march	March
by	by	by
talking	talk	talking
tough	tough	tough
on	on	on
migration	migrat	migration
.	.	.
In	in	In
France	franc	France
,	,	,
hardliner	hardlin	hardliner
Laurent	laurent	Laurent
Wauquiez	wauquiez	Wauquiez
,	,	,
is	is	is
in	in	in
pole	pole	pole
position	posit	position
to	to	to
take	take	take
over	over	over
the	the	the
leadership	leadership	leadership
of	of	of
the	the	the
centre	centr	centre
-right	-right	-right
Republican	republican	Republican
party	parti	party
.	.	.
As	as	As
centrist	centrist	centrist
parties	parti	party
shift	shift	shift
right	right	right
on	on	on
migration	migrat	migration
,	,	,
radical	radic	radical
right	right	right
-wingers	-winger	-wingers
-	-	-
from	from	from
Austria	austria	Austria
s	s	s
Freedom	freedom	Freedom
Party	parti	Party
to	to	to
France	franc	France
s	s	s
National	nation	National
Front	front	Front
-	-	-
are	are	are
adopting	adopt	adopting
a	a	a
softer	softer	softer
tone	tone	tone
on	on	on
Europe	europ	Europe
,	,	,
dropping	drop	dropping
their	their	their
threats	threat	threat
to	to	to
exit	exit	exit
the	the	the
EU	eu	EU
and	and	and
ditch	ditch	ditch
the	the	the
euro	euro	euro
currency	currenc	currency
.	.	.
Although	although	Although
differences	differ	difference
on	on	on
economic	econom	economic
policy	polici	policy
remain	remain	remain
,	,	,
the	the	the
shifts	shift	shift
could	could	could
make	make	make
the	the	the
center	center	center
-right	-right	-right
and	and	and
far	far	far
-right	-right	-right
virtually	virtual	virtually
indistinguishable	indistinguish	indistinguishable
in	in	in
some	some	some
countries	countri	country
.	.	.
A	a	A
new	new	new
Austrian	austrian	Austrian
coalition	coalit	coalition
of	of	of
Kurz	kurz	Kurz
s	s	s
OVP	ovp	OVP
and	and	and
Heinz	heinz	Heinz
-Christian	-christian	-Christian
Strache	strach	Strache
s	s	s
FPO	fpo	FPO
would	would	would
be	be	be
a	a	a
tougher	tougher	tougher
partner	partner	partner
for	for	for
Merkel	merkel	Merkel
and	and	and
French	french	French
President	presid	President
Emmanuel	emmanuel	Emmanuel
Macron	macron	Macron
as	as	a
they	they	they
push	push	push
reforms	reform	reform
of	of	of
the	the	the
euro	euro	euro
zone	zone	zone
and	and	and
EU	eu	EU
asylum	asylum	asylum
policies	polici	policy
.	.	.
Kurz	kurz	Kurz
has	has	ha
praised	prais	praised
Hungary	hungari	Hungary
s	s	s
Prime	prime	Prime
Minister	minist	Minister
Viktor	viktor	Viktor
Orban	orban	Orban
for	for	for
building	build	building
a	a	a
fence	fenc	fence
along	along	along
his	his	his
border	border	border
to	to	to
keep	keep	keep
out	out	out
immigrants	immigr	immigrant
.	.	.
And	and	And
Strache	strach	Strache
has	has	ha
said	said	said
Austria	austria	Austria
should	should	should
join	join	join
the	the	the
Visegrad	visegrad	Visegrad
group	group	group
of	of	of
central	central	central
and	and	and
east	east	east
European	european	European
states	state	state
-	-	-
Hungary	hungari	Hungary
,	,	,
Poland	poland	Poland
,	,	,
the	the	the
Czech	czech	Czech
Republic	republ	Republic
and	and	and
Slovakia	slovakia	Slovakia
-	-	-
that	that	that
are	are	are
united	unit	united
in	in	in
their	their	their
opposition	opposit	opposition
to	to	to
EU	eu	EU
migrant	migrant	migrant
quotas	quota	quota
pushed	push	pushed
by	by	by
Berlin	berlin	Berlin
and	and	and
Brussels	brussel	Brussels
.	.	.
Both	both	Both
parties	parti	party
are	are	are
skeptical	skeptic	skeptical
about	about	about
steps	step	step
towards	toward	towards
closer	closer	closer
integration	integr	integration
of	of	of
the	the	the
euro	euro	euro
zone	zone	zone
,	,	,
especially	especi	especially
changes	chang	change
that	that	that
would	would	would
centralize	central	centralize
powers	power	power
in	in	in
Brussels	brussel	Brussels
,	,	,
such	such	such
as	as	a
Macron	macron	Macron
s	s	s
idea	idea	idea
to	to	to
create	creat	create
a	a	a
budget	budget	budget
and	and	and
finance	financ	finance
minister	minist	minister
for	for	for
the	the	the
euro	euro	euro
zone	zone	zone
.	.	.
Kurz	kurz	Kurz
,	,	,
on	on	on
track	track	track
to	to	to
become	becom	become
the	the	the
next	next	next
chancellor	chancellor	chancellor
of	of	of
Austria	austria	Austria
,	,	,
is	is	is
just	just	just
31	31	31
years	year	year
of	of	of
age	age	age
-	-	-
young	young	young
even	even	even
by	by	by
the	the	the
standards	standard	standard
of	of	of
Europe	europ	Europe
s	s	s
recent	recent	recent
youth	youth	youth
movement	movement	movement
,	,	,
which	which	which
saw	saw	saw
Macron	macron	Macron
enter	enter	enter
the	the	the
Elysee	elyse	Elysee
Palace	palac	Palace
at	at	at
the	the	the
age	age	age
of	of	of
39	39	39
and	and	and
Christian	christian	Christian
Lindner	lindner	Lindner
,	,	,
38	38	38
,	,	,
lead	lead	lead
Germany	germani	Germany
s	s	s
liberal	liber	liberal
Free	free	Free
Democrats	democrat	Democrats
FDP	fdp	FDP
back	back	back
into	into	into
the	the	the
Bundestag	bundestag	Bundestag
.	.	.
Kurz	kurz	Kurz
and	and	and
Lindner	lindner	Lindner
showed	show	showed
that	that	that
young	young	young
new	new	new
faces	face	face
can	can	can
inject	inject	inject
