WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
The	the	The
United	unit	United
States	state	States
is	is	is
expected	expect	expected
to	to	to
impose	impos	impose
sanctions	sanction	sanction
on	on	on
multiple	multipl	multiple
Iranian	iranian	Iranian
entities	entiti	entity
as	as	a
early	earli	early
as	as	a
Friday	friday	Friday
following	follow	following
Tehran	tehran	Tehran
s	s	s
recent	recent	recent
ballistic	ballist	ballistic
missile	missil	missile
test	test	test
,	,	,
but	but	but
in	in	in
a	a	a
way	way	way
that	that	that
will	will	will
not	not	not
violate	violat	violate
the	the	the
2015	2015	2015
Iran	iran	Iran
nuclear	nuclear	nuclear
deal	deal	deal
,	,	,
sources	sourc	source
familiar	familiar	familiar
with	with	with
the	the	the
matter	matter	matter
said	said	said
on	on	on
Thursday	thursday	Thursday
.	.	.
One	one	One
source	sourc	source
,	,	,
who	who	who
spoke	spoke	spoke
on	on	on
condition	condit	condition
of	of	of
anonymity	anonym	anonymity
,	,	,
said	said	said
about	about	about
eight	eight	eight
Iranian	iranian	Iranian
entities	entiti	entity
were	were	were
to	to	to
be	be	be
sanctioned	sanction	sanctioned
,	,	,
or	or	or
designated	design	designated
in	in	in
U	u	U
.	.	.
S	s	S
.	.	.
legal	legal	legal
jargon	jargon	jargon
,	,	,
for	for	for
terrorism	terror	terrorism
-related	-relat	-related
activities	activ	activity
and	and	and
about	about	about
17	17	17
for	for	for
ballistic	ballist	ballistic
missile	missil	missile
-related	-relat	-related
activities	activ	activity
under	under	under
separate	separ	separate
existing	exist	existing
U	u	U
.	.	.
S	s	S
.	.	.
executive	execut	executive
orders	order	order
.	.	.
The	the	The
source	sourc	source
declined	declin	declined
to	to	to
name	name	name
the	the	the
entities	entiti	entity
.	.	.
The	the	The
sources	sourc	source
said	said	said
the	the	the
new	new	new
sanctions	sanction	sanction
had	had	had
been	been	been
in	in	in
the	the	the
works	work	work
for	for	for
some	some	some
time	time	time
and	and	and
that	that	that
Iran	iran	Iran
s	s	s
decision	decis	decision
to	to	to
test	test	test
-fire	-fire	-fire
a	a	a
ballistic	ballist	ballistic
missile	missil	missile
on	on	on
Sunday	sunday	Sunday
had	had	had
helped	help	helped
to	to	to
trigger	trigger	trigger
U	u	U
.	.	.
S	s	S
.	.	.
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
s	s	s
decision	decis	decision
to	to	to
impose	impos	impose
them	them	them
.	.	.
The	the	The
White	white	White
House	hous	House
signaled	signal	signaled
a	a	a
newly	newli	newly
aggressive	aggress	aggressive
stance	stanc	stance
toward	toward	toward
Iran	iran	Iran
on	on	on
Wednesday	wednesday	Wednesday
when	when	when
Michael	michael	Michael
Flynn	flynn	Flynn
,	,	,
Trump	trump	Trump
s	s	s
national	nation	national
security	secur	security
adviser	advis	adviser
,	,	,
made	made	made
a	a	a
statement	statement	statement
putting	put	putting
Iran	iran	Iran
on	on	on
notice	notic	notice
for	for	for
test	test	test
-firing	-fire	-firing
the	the	the
missile	missil	missile
and	and	and
senior	senior	senior
U	u	U
.	.	.
S	s	S
.	.	.
officials	offici	official
said	said	said
the	the	the
administration	administr	administration
was	was	wa
reviewing	review	reviewing
how	how	how
to	to	to
respond	respond	respond
.	.	.
The	the	The
new	new	new
sanctions	sanction	sanction
may	may	may
be	be	be
the	the	the
leading	lead	leading
edge	edg	edge
of	of	of
a	a	a
tougher	tougher	tougher
policy	polici	policy
but	but	but
the	the	the
sources	sourc	source
stressed	stress	stressed
that	that	that
the	the	the
United	unit	United
States	state	States
was	was	wa
imposing	impos	imposing
them	them	them
in	in	in
a	a	a
manner	manner	manner
so	so	so
as	as	a
not	not	not
to	to	to
conflict	conflict	conflict
with	with	with
the	the	the
2015	2015	2015
Iran	iran	Iran
nuclear	nuclear	nuclear
deal	deal	deal
under	under	under
which	which	which
Tehran	tehran	Tehran
agreed	agre	agreed
to	to	to
curb	curb	curb
its	it	it
nuclear	nuclear	nuclear
program	program	program
in	in	in
return	return	return
for	for	for
relief	relief	relief
from	from	from
economic	econom	economic
sanctions	sanction	sanction
.	.	.
Trump	trump	Trump
said	said	said
earlier	earlier	earlier
on	on	on
Thursday	thursday	Thursday
that	that	that
nothing	noth	nothing
is	is	is
off	off	off
the	the	the
table	tabl	table
in	in	in
dealing	deal	dealing
with	with	with
Iran	iran	Iran
following	follow	following
the	the	the
missile	missil	missile
launch	launch	launch
,	,	,
and	and	and
his	his	his
fellow	fellow	fellow
Republicans	republican	Republicans
in	in	in
Congress	congress	Congress
said	said	said
they	they	they
would	would	would
back	back	back
him	him	him
up	up	up
with	with	with
new	new	new
sanctions	sanction	sanction
.	.	.
Trump	trump	Trump
s	s	s
comment	comment	comment
was	was	wa
in	in	in
response	respons	response
to	to	to
a	a	a
question	question	question
about	about	about
whether	whether	whether
he	he	he
would	would	would
consider	consid	consider
military	militari	military
options	option	option
to	to	to
respond	respond	respond
to	to	to
Tehran	tehran	Tehran
,	,	,
a	a	a
day	day	day
after	after	after
Flynn	flynn	Flynn
s	s	s
comment	comment	comment
about	about	about
putting	put	putting
Iran	iran	Iran
on	on	on
notice	notic	notice
.	.	.
The	the	The
sanctions	sanction	sanction
are	are	are
not	not	not
likely	like	likely
to	to	to
have	have	have
much	much	much
,	,	,
if	if	if
any	ani	any
,	,	,
practical	practic	practical
effect	effect	effect
on	on	on
the	the	the
Iranian	iranian	Iranian
entities	entiti	entity
or	or	or
on	on	on
U	u	U
.	.	.
S	s	S
.	.	.
companies	compani	company
or	or	or
individuals	individu	individual
who	who	who
are	are	are
,	,	,
with	with	with
few	few	few
exceptions	except	exception
,	,	,
barred	bar	barred
from	from	from
dealing	deal	dealing
with	with	with
Iran	iran	Iran
.	.	.
The	the	The
sanctions	sanction	sanction
are	are	are
to	to	to
be	be	be
imposed	impos	imposed
under	under	under
Executive	execut	Executive
Order	order	Order
13224	13224	13224
,	,	,
which	which	which
freezes	freez	freeze
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
assets	asset	asset
of	of	of
entities	entiti	entity
or	or	or
individuals	individu	individual
who	who	who
commit	commit	commit
,	,	,
threaten	threaten	threaten
to	to	to
commit	commit	commit
,	,	,
or	or	or
support	support	support
terrorism	terror	terrorism
,	,	,
and	and	and
Executive	execut	Executive
Order	order	Order
13382	13382	13382
,	,	,
which	which	which
freezes	freez	freeze
the	the	the
assets	asset	asset
of	of	of
weapons	weapon	weapon
of	of	of
mass	mass	mass
destruction	destruct	destruction
proliferators	prolifer	proliferators
or	or	or
their	their	their
supporters	support	supporter
.	.	.
Given	given	Given
the	the	the
long	long	long
history	histori	history
of	of	of
U	u	U
.	.	.
S	s	S
.	.	.
sanctions	sanction	sanction
against	against	against
Tehran	tehran	Tehran
dating	date	dating
to	to	to
the	the	the
1979	1979	1979
Islamic	islam	Islamic
Revolution	revolut	Revolution
,	,	,
there	there	there
are	are	are
unlikely	unlik	unlikely
to	to	to
be	be	be
any	ani	any
assets	asset	asset
under	under	under
U	u	U
.	.	.
S	s	S
.	.	.
jurisdiction	jurisdict	jurisdiction
to	to	to
be	be	be
blocked	block	blocked
.	.	.
However	howev	However
,	,	,
the	the	the
sanctions	sanction	sanction
could	could	could
have	have	have
the	the	the
effect	effect	effect
of	of	of
dissuading	dissuad	dissuading
foreign	foreign	foreign
companies	compani	company
from	from	from
dealing	deal	dealing
with	with	with
the	the	the
Iranian	iranian	Iranian
entities	entiti	entity
who	who	who
are	are	are
designated	design	designated
,	,	,
said	said	said
Brookings	brook	Brookings
Institution	institut	Institution
analyst	analyst	analyst
Robert	robert	Robert
Einhorn	einhorn	Einhorn
.	.	.
Spokespeople	spokespeopl	Spokespeople
for	for	for
the	the	the
White	white	White
House	hous	House
,	,	,
the	the	the
State	state	State
Department	depart	Department
and	and	and
the	the	the
Treasury	treasuri	Treasury
Department	depart	Department
had	had	had
no	no	no
immediate	immedi	immediate
comment	comment	comment
.	.	.
