OTTAWA	ottawa	OTTAWA
Reuters	reuter	Reuters
-	-	-
Canada	canada	Canada
,	,	,
fearful	fear	fearful
of	of	of
talk	talk	talk
by	by	by
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
presidential	presidenti	presidential
candidates	candid	candidate
to	to	to
reopen	reopen	reopen
the	the	the
North	north	North
American	american	American
Free	free	Free
Trade	trade	Trade
Agreement	agreement	Agreement
,	,	,
could	could	could
use	use	use
the	the	the
opportunity	opportun	opportunity
to	to	to
push	push	push
for	for	for
a	a	a
better	better	better
deal	deal	deal
on	on	on
worker	worker	worker
mobility	mobil	mobility
,	,	,
dispute	disput	dispute
resolutions	resolut	resolution
and	and	and
other	other	other
issues	issu	issue
,	,	,
Canadian	canadian	Canadian
negotiators	negoti	negotiator
of	of	of
the	the	the
original	origin	original
pact	pact	pact
said	said	said
.	.	.
Republican	republican	Republican
Donald	donald	Donald
Trump	trump	Trump
calls	call	call
NAFTA	nafta	NAFTA
the	the	the
worst	worst	worst
trade	trade	trade
deal	deal	deal
signed	sign	signed
by	by	by
the	the	the
United	unit	United
States	state	States
and	and	and
Democrat	democrat	Democrat
Hillary	hillari	Hillary
Clinton	clinton	Clinton
has	has	ha
signaled	signal	signaled
a	a	a
change	chang	change
of	of	of
position	posit	position
on	on	on
the	the	the
1994	1994	1994
pact	pact	pact
she	she	she
supported	support	supported
when	when	when
it	it	it
became	becam	became
law	law	law
under	under	under
her	her	her
husband	husband	husband
,	,	,
former	former	former
president	presid	president
Bill	bill	Bill
Clinton	clinton	Clinton
.	.	.
The	the	The
agreement	agreement	agreement
between	between	between
the	the	the
United	unit	United
States	state	States
,	,	,
Canada	canada	Canada
and	and	and
Mexico	mexico	Mexico
is	is	is
often	often	often
used	use	used
for	for	for
political	polit	political
grist	grist	grist
in	in	in
U	u	U
.	.	.
S	s	S
.	.	.
election	elect	election
campaigns	campaign	campaign
but	but	but
altering	alter	altering
it	it	it
is	is	is
a	a	a
major	major	major
concern	concern	concern
for	for	for
export	export	export
-oriented	-orient	-oriented
Canada	canada	Canada
.	.	.
In	in	In
2008	2008	2008
,	,	,
Barack	barack	Barack
Obama	obama	Obama
campaigned	campaign	campaigned
on	on	on
renegotiating	renegoti	renegotiating
the	the	the
treaty	treati	treaty
with	with	with
tougher	tougher	tougher
labor	labor	labor
and	and	and
environmental	environment	environmental
standards	standard	standard
,	,	,
a	a	a
pledge	pledg	pledge
that	that	that
fell	fell	fell
to	to	to
the	the	the
wayside	waysid	wayside
when	when	when
he	he	he
became	becam	became
president	presid	president
in	in	in
January	januari	January
2009	2009	2009
.	.	.
But	but	But
the	the	the
idea	idea	idea
has	has	ha
taken	taken	taken
hold	hold	hold
more	more	more
strongly	strong	strongly
in	in	in
2016	2016	2016
and	and	and
Mexico	mexico	Mexico
has	has	ha
said	said	said
it	it	it
is	is	is
ready	readi	ready
to	to	to
update	updat	update
the	the	the
treaty	treati	treaty
.	.	.
Canada	canada	Canada
has	has	ha
said	said	said
NAFTA	nafta	NAFTA
is	is	is
in	in	in
the	the	the
best	best	best
interest	interest	interest
of	of	of
all	all	all
three	three	three
countries	countri	country
.	.	.
If	if	If
Canada	canada	Canada
were	were	were
forced	forc	forced
to	to	to
renegotiate	renegoti	renegotiate
,	,	,
one	one	one
issue	issu	issue
it	it	it
could	could	could
target	target	target
is	is	is
the	the	the
pact	pact	pact
s	s	s
investor	investor	investor
-state	-state	-state
dispute	disput	dispute
settlement	settlement	settlement
provision	provis	provision
.	.	.
The	the	The
United	unit	United
States	state	States
wanted	want	wanted
it	it	it
included	includ	included
in	in	in
the	the	the
original	origin	original
deal	deal	deal
to	to	to
protect	protect	protect
U	u	U
.	.	.
S	s	S
.	.	.
investments	invest	investment
in	in	in
Mexico	mexico	Mexico
.	.	.
It	it	It
has	has	ha
since	sinc	since
been	been	been
used	use	used
by	by	by
American	american	American
companies	compani	company
to	to	to
sue	sue	sue
Canadian	canadian	Canadian
federal	feder	federal
and	and	and
provincial	provinci	provincial
governments	govern	government
.	.	.
TransCanada	transcanada	TransCanada
Corp	corp	Corp
is	is	is
using	use	using
the	the	the
provision	provis	provision
to	to	to
seek	seek	seek
billions	billion	billion
from	from	from
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
for	for	for
rejecting	reject	rejecting
the	the	the
Keystone	keyston	Keystone
XL	xl	XL
pipeline	pipelin	pipeline
.	.	.
That	that	That
would	would	would
probably	probabl	probably
be	be	be
an	an	an
area	area	area
of	of	of
mutual	mutual	mutual
concern	concern	concern
for	for	for
Canada	canada	Canada
and	and	and
the	the	the
United	unit	United
States	state	States
given	given	given
those	those	those
unintended	unintend	unintended
consequences	consequ	consequence
,	,	,
said	said	said
Derek	derek	Derek
Burney	burney	Burney
,	,	,
Canada	canada	Canada
s	s	s
former	former	former
U	u	U
.	.	.
S	s	S
.	.	.
ambassador	ambassador	ambassador
,	,	,
who	who	who
was	was	wa
involved	involv	involved
in	in	in
the	the	the
original	origin	original
negotiations	negoti	negotiation
.	.	.
Labor	labor	Labor
mobility	mobil	mobility
,	,	,
a	a	a
concern	concern	concern
for	for	for
Canadian	canadian	Canadian
technology	technolog	technology
companies	compani	company
,	,	,
could	could	could
be	be	be
improved	improv	improved
by	by	by
updating	updat	updating
the	the	the
list	list	list
of	of	of
professions	profess	profession
that	that	that
allows	allow	allows
workers	worker	worker
to	to	to
relocate	reloc	relocate
between	between	between
countries	countri	country
.	.	.
We	we	We
fell	fell	fell
short	short	short
in	in	in
terms	term	term
of	of	of
what	what	what
we	we	we
wanted	want	wanted
to	to	to
achieve	achiev	achieve
on	on	on
labor	labor	labor
mobility	mobil	mobility
in	in	in
the	the	the
NAFTA	nafta	NAFTA
,	,	,
said	said	said
John	john	John
Weekes	week	Weekes
,	,	,
Canada	canada	Canada
s	s	s
chief	chief	chief
negotiator	negoti	negotiator
,	,	,
who	who	who
added	ad	added
Canada	canada	Canada
should	should	should
also	also	also
push	push	push
for	for	for
improved	improv	improved
access	access	access
to	to	to
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
procurement	procur	procurement
market	market	market
.	.	.
Reopening	reopen	Reopening
NAFTA	nafta	NAFTA
could	could	could
give	give	give
the	the	the
Canadian	canadian	Canadian
government	govern	government
cover	cover	cover
to	to	to
phase	phase	phase
out	out	out
a	a	a
domestic	domest	domestic
supply	suppli	supply
management	manag	management
system	system	system
for	for	for
the	the	the
politically	polit	politically
powerful	power	powerful
dairy	dairi	dairy
industry	industri	industry
that	that	that
has	has	ha
come	come	come
under	under	under
international	intern	international
criticism	critic	criticism
,	,	,
negotiators	negoti	negotiator
said	said	said
.	.	.
I	i	I
d	d	d
be	be	be
secretly	secret	secretly
delighted	delight	delighted
if	if	if
they	they	they
came	came	came
hard	hard	hard
at	at	at
us	us	u
on	on	on
supply	suppli	supply
management	manag	management
,	,	,
said	said	said
Burney	burney	Burney
.	.	.
Given	given	Given
the	the	the
dairy	dairi	dairy
industry	industri	industry
and	and	and
its	it	it
weight	weight	weight
in	in	in
the	the	the
United	unit	United
States	state	States
,	,	,
it	it	it
s	s	s
not	not	not
easy	easi	easy
to	to	to
dismiss	dismiss	dismiss
.	.	.
The	the	The
system	system	system
controls	control	control
dairy	dairi	dairy
prices	price	price
and	and	and
production	product	production
,	,	,
which	which	which
critics	critic	critic
say	say	say
drives	drive	drive
up	up	up
consumers	consum	consumer
prices	price	price
.	.	.
The	the	The
industry	industri	industry
says	say	say
it	it	it
allows	allow	allows
farmers	farmer	farmer
to	to	to
get	get	get
stable	stabl	stable
prices	price	price
,	,	,
and	and	and
noted	note	noted
Canada	canada	Canada
has	has	ha
preserved	preserv	preserved
the	the	the
system	system	system
while	while	while
negotiating	negoti	negotiating
several	sever	several
trade	trade	trade
agreements	agreement	agreement
.	.	.
Still	still	Still
,	,	,
former	former	former
negotiators	negoti	negotiator
warned	warn	warned
Canada	canada	Canada
would	would	would
not	not	not
be	be	be
working	work	working
from	from	from
a	a	a
position	posit	position
of	of	of
strength	strength	strength
as	as	a
it	it	it
sought	sought	sought
concessions	concess	concession
.	.	.
Ignoring	ignor	Ignoring
everything	everyth	everything
else	els	else
,	,	,
yes	yes	yes
,	,	,
there	there	there
could	could	could
be	be	be
an	an	an
opportunity	opportun	opportunity
there	there	there
,	,	,
said	said	said
Michael	michael	Michael
Hart	hart	Hart
,	,	,
who	who	who
advised	advis	advised
on	on	on
the	the	the
original	origin	original
negotiations	negoti	negotiation
.	.	.
But	but	But
in	in	in
the	the	the
real	real	real
world	world	world
,	,	,
I	i	I
d	d	d
be	be	be
very	veri	very
cautious	cautious	cautious
.	.	.
While	while	While
Clinton	clinton	Clinton
has	has	ha
said	said	said
she	she	she
would	would	would
rework	rework	rework
the	the	the
trade	trade	trade
pact	pact	pact
,	,	,
Trump	trump	Trump
s	s	s
threat	threat	threat
to	to	to
withdraw	withdraw	withdraw
is	is	is
a	a	a
bigger	bigger	bigger
concern	concern	concern
in	in	in
Canada	canada	Canada
.	.	.
If	if	If
we	we	we
re	re	re
in	in	in
a	a	a
situation	situat	situation
where	where	where
people	peopl	people
are	are	are
threatening	threaten	threatening
they	they	they
re	re	re
going	go	going
to	to	to
walk	walk	walk
out	out	out
of	of	of
trade	trade	trade
agreements	agreement	agreement
unless	unless	unless
they	they	they
can	can	can
be	be	be
renegotiated	renegoti	renegotiated
,	,	,
then	then	then
I	i	I
think	think	think
we	we	we
re	re	re
in	in	in
a	a	a
situation	situat	situation
where	where	where
it	it	it
would	would	would
be	be	be
very	veri	very
difficult	difficult	difficult
,	,	,
said	said	said
Weekes	week	Weekes
.	.	.
