Reuters	reuter	Reuters
-	-	-
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
Supreme	suprem	Supreme
Court	court	Court
on	on	on
Monday	monday	Monday
heard	heard	heard
arguments	argument	argument
in	in	in
a	a	a
challenge	challeng	challenge
brought	brought	brought
by	by	by
Texas	texa	Texas
and	and	and
other	other	other
states	state	state
to	to	to
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
s	s	s
executive	execut	executive
action	action	action
on	on	on
immigration	immigr	immigration
.	.	.
The	the	The
eight	eight	eight
justices	justic	justice
confronted	confront	confronted
a	a	a
series	seri	series
of	of	of
legal	legal	legal
questions	question	question
beginning	begin	beginning
with	with	with
whether	whether	whether
Texas	texa	Texas
and	and	and
the	the	the
other	other	other
state	state	state
challengers	challeng	challenger
even	even	even
had	had	had
grounds	ground	ground
to	to	to
bring	bring	bring
the	the	the
case	case	case
.	.	.
Obama	obama	Obama
s	s	s
November	novemb	November
2014	2014	2014
orders	order	order
affect	affect	affect
immigrants	immigr	immigrant
in	in	in
the	the	the
country	countri	country
illegally	illeg	illegally
whose	whose	whose
children	children	child
are	are	are
U	u	U
.	.	.
S	s	S
.	.	.
citizens	citizen	citizen
or	or	or
lawful	law	lawful
permanent	perman	permanent
residents	resid	resident
or	or	or
who	who	who
themselves	themselv	themselves
have	have	have
been	been	been
in	in	in
the	the	the
United	unit	United
States	state	States
since	sinc	since
they	they	they
were	were	were
children	children	child
.	.	.
Here	here	Here
is	is	is
a	a	a
look	look	look
at	at	at
some	some	some
of	of	of
the	the	the
key	key	key
legal	legal	legal
questions	question	question
in	in	in
the	the	the
case	case	case
To	to	To
bring	bring	bring
a	a	a
case	case	case
,	,	,
challengers	challeng	challenger
must	must	must
first	first	first
demonstrate	demonstr	demonstrate
that	that	that
they	they	they
have	have	have
legal	legal	legal
standing	stand	standing
,	,	,
arising	aris	arising
from	from	from
some	some	some
injury	injuri	injury
or	or	or
negative	negat	negative
consequences	consequ	consequence
.	.	.
In	in	In
this	this	this
case	case	case
,	,	,
that	that	that
means	mean	mean
the	the	the
states	state	state
need	need	need
to	to	to
show	show	show
that	that	that
they	they	they
would	would	would
be	be	be
hurt	hurt	hurt
by	by	by
the	the	the
Obama	obama	Obama
administration	administr	administration
s	s	s
deferral	deferr	deferral
of	of	of
deportation	deport	deportation
for	for	for
immigrant	immigr	immigrant
parents	parent	parent
and	and	and
children	children	child
with	with	with
deep	deep	deep
ties	tie	tie
to	to	to
the	the	the
United	unit	United
States	state	States
but	but	but
who	who	who
are	are	are
in	in	in
the	the	the
country	countri	country
illegally	illeg	illegally
.	.	.
The	the	The
state	state	state
of	of	of
Texas	texa	Texas
has	has	ha
taken	taken	taken
the	the	the
lead	lead	lead
in	in	in
the	the	the
lawsuit	lawsuit	lawsuit
against	against	against
the	the	the
Obama	obama	Obama
administration	administr	administration
to	to	to
block	block	block
the	the	the
president	presid	president
s	s	s
actions	action	action
.	.	.
Texas	texa	Texas
asserts	assert	asserts
that	that	that
it	it	it
has	has	ha
standing	stand	standing
largely	larg	largely
because	becaus	because
of	of	of
the	the	the
expected	expect	expected
financial	financi	financial
cost	cost	cost
to	to	to
the	the	the
state	state	state
of	of	of
processing	process	processing
temporary	temporari	temporary
driver	driver	driver
s	s	s
licenses	licens	license
for	for	for
illegal	illeg	illegal
immigrants	immigr	immigrant
with	with	with
new	new	new
authorization	author	authorization
to	to	to
live	live	live
in	in	in
the	the	the
United	unit	United
States	state	States
.	.	.
Texas	texa	Texas
subsidizes	subsid	subsidizes
the	the	the
cost	cost	cost
of	of	of
processing	process	processing
driver	driver	driver
s	s	s
licenses	licens	license
and	and	and
contends	contend	contends
Obama	obama	Obama
s	s	s
actions	action	action
would	would	would
cost	cost	cost
it	it	it
millions	million	million
of	of	of
dollars	dollar	dollar
.	.	.
The	the	The
Obama	obama	Obama
administration	administr	administration
rejects	reject	reject
that	that	that
basis	basi	basis
for	for	for
standing	stand	standing
to	to	to
file	file	file
suit	suit	suit
,	,	,
asserting	assert	asserting
that	that	that
any	ani	any
such	such	such
costs	cost	cost
are	are	are
incidental	incident	incidental
and	and	and
could	could	could
be	be	be
avoided	avoid	avoided
by	by	by
the	the	the
state	state	state
.	.	.
Obama	obama	Obama
administration	administr	administration
lawyers	lawyer	lawyer
say	say	say
Texas	texa	Texas
could	could	could
eliminate	elimin	eliminate
the	the	the
subsidies	subsidi	subsidy
for	for	for
these	these	these
driver	driver	driver
s	s	s
licenses	licens	license
and	and	and
eliminate	elimin	eliminate
the	the	the
harm	harm	harm
claimed	claim	claimed
by	by	by
the	the	the
state	state	state
.	.	.
If	if	If
a	a	a
majority	major	majority
of	of	of
the	the	the
justices	justic	justice
finds	find	find
that	that	that
Texas	texa	Texas
lacked	lack	lacked
a	a	a
sufficient	suffici	sufficient
injury	injuri	injury
to	to	to
sue	sue	sue
,	,	,
the	the	the
case	case	case
of	of	of
United	unit	United
States	state	States
v	v	v
.	.	.
Texas	texa	Texas
ends	end	end
there	there	there
and	and	and
the	the	the
Obama	obama	Obama
administration	administr	administration
wins	win	win
.	.	.
RULE	rule	RULE
-MAKING	-make	-MAKING
REQUIREMENTS	requir	REQUIREMENTS
If	if	If
the	the	the
justices	justic	justice
agree	agre	agree
that	that	that
Texas	texa	Texas
has	has	ha
standing	stand	standing
to	to	to
bring	bring	bring
the	the	the
case	case	case
,	,	,
they	they	they
then	then	then
would	would	would
consider	consid	consider
whether	whether	whether
deferred	defer	deferred
-deportation	-deport	-deportation
policies	polici	policy
that	that	that
were	were	were
part	part	part
of	of	of
Obama	obama	Obama
s	s	s
actions	action	action
violated	violat	violated
rule	rule	rule
-making	-make	-making
requirements	requir	requirement
in	in	in
a	a	a
federal	feder	federal
law	law	law
called	call	called
the	the	the
Administrative	administr	Administrative
Procedure	procedur	Procedure
Act	act	Act
.	.	.
Under	under	Under
that	that	that
law	law	law
,	,	,
federal	feder	federal
agencies	agenc	agency
typically	typic	typically
must	must	must
issue	issu	issue
a	a	a
general	general	general
notice	notic	notice
of	of	of
a	a	a
proposed	propos	proposed
rule	rule	rule
and	and	and
give	give	give
interested	interest	interested
parties	parti	party
a	a	a
chance	chanc	chance
to	to	to
comment	comment	comment
.	.	.
Obama	obama	Obama
administration	administr	administration
lawyers	lawyer	lawyer
say	say	say
the	the	the
deferred	defer	deferred
deportation	deport	deportation
practices	practic	practice
are	are	are
not	not	not
binding	bind	binding
rules	rule	rule
subject	subject	subject
to	to	to
the	the	the
Administrative	administr	Administrative
Procedure	procedur	Procedure
Act	act	Act
.	.	.
Rather	rather	Rather
,	,	,
they	they	they
characterize	character	characterize
these	these	these
policies	polici	policy
as	as	a
an	an	an
outgrowth	outgrowth	outgrowth
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Department	depart	Department
of	of	of
Homeland	homeland	Homeland
Security	secur	Security
s	s	s
discretion	discret	discretion
in	in	in
determining	determin	determining
deportation	deport	deportation
priorities	prioriti	priority
.	.	.
The	the	The
administration	administr	administration
contends	contend	contends
that	that	that
the	the	the
homeland	homeland	homeland
security	secur	security
secretary	secretari	secretary
should	should	should
be	be	be
able	abl	able
to	to	to
focus	focus	focus
his	his	his
department	depart	department
s	s	s
limited	limit	limited
resources	resourc	resource
on	on	on
deporting	deport	deporting
serious	serious	serious
criminals	crimin	criminal
and	and	and
securing	secur	securing
the	the	the
border	border	border
.	.	.
There	there	There
is	is	is
also	also	also
the	the	the
question	question	question
of	of	of
whether	whether	whether
the	the	the
deferred	defer	deferred
deportation	deport	deportation
violates	violat	violates
a	a	a
dictate	dictat	dictate
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Constitution	constitut	Constitution
that	that	that
presidents	presid	president
must	must	must
take	take	take
care	care	care
to	to	to
faithfully	faith	faithfully
execute	execut	execute
the	the	the
nation	nation	nation
s	s	s
laws	law	law
.	.	.
Texas	texa	Texas
and	and	and
the	the	the
other	other	other
states	state	state
that	that	that
brought	brought	brought
the	the	the
lawsuit	lawsuit	lawsuit
say	say	say
Obama	obama	Obama
,	,	,
in	in	in
taking	take	taking
executive	execut	executive
action	action	action
that	that	that
bypassed	bypass	bypassed
Congress	congress	Congress
,	,	,
crossed	cross	crossed
that	that	that
line	line	line
because	becaus	because
Congress	congress	Congress
is	is	is
in	in	in
charge	charg	charge
of	of	of
deciding	decid	deciding
who	who	who
is	is	is
a	a	a
lawful	law	lawful
or	or	or
unlawful	unlaw	unlawful
immigrant	immigr	immigrant
.	.	.
The	the	The
Obama	obama	Obama
administration	administr	administration
says	say	say
it	it	it
was	was	wa
faithfully	faith	faithfully
executing	execut	executing
the	the	the
authority	author	authority
to	to	to
determine	determin	determine
priorities	prioriti	priority
under	under	under
immigration	immigr	immigration
law	law	law
.	.	.
